NDC1,NDC2,NDC3,NDC-11,FDA Name(Product Name),COD Status,FDA Application Number/OTC Monograph Number,Drug Category,Drug Type,Unit Type,UPPS,Line Extension,TEC Code,FDA Approval Date,Market Date,Date Transferred From DDR to MDR,Termination Date
59651.0,392.0,5.0,59651039205.0,Buspirone HCl Tabs USP 15 mg 500/Bottle,1.0,0078246,N,1.0,TAB,500.0,,AB,02/27/2009,07/21/2021,08/11/2021,
60687.0,608.0,1.0,60687060801.0,Omeprazole 40mg,1.0,0078490,N,1.0,CAP,100.0,,AB,04/15/2021,08/05/2021,08/11/2021,
60687.0,608.0,11.0,60687060811.0,Omeprazole 40mg,1.0,0078490,N,1.0,CAP,1.0,,AB,04/15/2021,08/05/2021,08/11/2021,
60687.0,618.0,11.0,60687061811.0,Fenofibrate 48mg,1.0,0090856,N,1.0,TAB,1.0,,AB,07/15/2021,08/10/2021,08/11/2021,
60687.0,618.0,21.0,60687061821.0,Fenofibrate 48mg,1.0,0090856,N,1.0,TAB,30.0,,AB,07/15/2021,08/10/2021,08/11/2021,
60687.0,622.0,1.0,60687062201.0,Sennosides and Docusate Sod 8.6mg/50mg,9.0,PART334,N,2.0,TAB,100.0,,AB,07/15/2021,08/04/2021,08/11/2021,
60687.0,622.0,11.0,60687062211.0,Sennosides and Docusate Sod 8.6mg/50mg,9.0,PART334,N,2.0,TAB,1.0,,AB,07/15/2021,08/04/2021,08/11/2021,
65038.0,286.0,99.0,65038028699.0,Azstarys,3.0,0212994,S,1.0,CAP,100.0,,NR,03/02/2021,07/12/2021,08/11/2021,
65038.0,429.0,99.0,65038042999.0,Azstarys,3.0,0212994,S,1.0,CAP,100.0,,NR,03/02/2021,07/12/2021,08/11/2021,
65038.0,561.0,99.0,65038056199.0,Azstarys,3.0,0212994,S,1.0,CAP,100.0,,NR,03/02/2021,07/12/2021,08/11/2021,
65597.0,601.0,30.0,65597060130.0,"Effient, 5mg 30",3.0,0022307,I,1.0,TAB,30.0,,AB,07/10/2009,06/05/2012,08/13/2021,
65597.0,602.0,30.0,65597060230.0,"Effient, 10mg 30",3.0,0022307,I,1.0,TAB,30.0,,AB,07/10/2009,05/24/2012,08/13/2021,
65862.0,354.0,30.0,65862035430.0,Emtricitabine and Tenofovir Disoproxil Fumarate Tablets 200,1.0,0090513,N,1.0,TAB,30.0,,NR,01/26/2018,03/30/2021,08/13/2021,
65862.0,497.0,30.0,65862049730.0,Efavirenz/Emtricitabine/Tenofovir Tablets 600 mg/200 mg/300,1.0,0203041,N,1.0,TAB,30.0,,NR,09/04/2018,03/30/2021,08/13/2021,
67877.0,626.0,90.0,67877062690.0,Ibuprofen Famotidine Tablets 800 MG/26.6 MG,1.0,0211890,N,1.0,TAB,90.0,,AB,08/03/2021,08/04/2021,08/11/2021,
68001.0,484.0,85.0,68001048485.0,Fulvestrant 250mg (50mg/5ml),1.0,0210044,N,1.0,ML ,5.0,,AB,03/01/2021,06/24/2021,08/11/2021,
68001.0,484.0,86.0,68001048486.0,Fulvestrant INJ 250mg(50mg/5ML),1.0,0210044,N,1.0,ML ,1.0,,AB,03/01/2021,06/24/2021,08/11/2021,
68001.0,487.0,6.0,68001048706.0,Capecitabine 150mg,1.0,0202593,N,1.0,TAB,60.0,,AB,02/22/2021,07/28/2021,08/11/2021,
68001.0,504.0,54.0,68001050454.0,Azacitidine INJ 100mg,1.0,0207234,N,1.0,AHF,50.0,,AB,06/11/2021,08/05/2021,08/11/2021,
68001.0,505.0,55.0,68001050555.0,Polyethylene Glycol 3350 PWD,1.0,0091077,N,2.0,GM ,238.0,,AB,06/18/2021,08/06/2021,08/11/2021,
68084.0,215.0,21.0,68084021521.0,Valacyclovir 500mg,1.0,0090682,N,1.0,TAB,30.0,,AB,02/28/2014,08/25/2014,08/11/2021,
68382.0,415.0,6.0,68382041506.0,AZELASTINE HCL NS 137MCG (30 ML),1.0,0091409,N,1.0,ML ,30.0,,AB,08/14/2017,07/23/2021,08/11/2021,
69367.0,188.0,4.0,69367018804.0,Zinc Oxide 22% Cream 4oz 113gm,10.0,PART347,N,2.0,GM ,113.0,,NR,09/30/1990,06/30/2021,08/11/2021,
69367.0,334.0,16.0,69367033416.0,WesTussin DM 16oz,10.0,PART341,N,2.0,ML ,480.0,,NR,11/22/2017,06/30/2021,08/11/2021,
70710.0,1351.0,1.0,70710135101.0,COLCHICINE TAB 0.6MG (100 CT),1.0,0211519,N,1.0,TAB,1.0,,AB,02/19/2019,09/10/2020,08/11/2021,
70710.0,1364.0,3.0,70710136403.0,EMTRICITABINE/TENOF TAB 100/150MG(30 CT),1.0,0212689,N,1.0,TAB,1.0,,AB,07/01/2021,07/16/2021,08/11/2021,
70710.0,1365.0,3.0,70710136503.0,EMTRICITABINE/TENOF TAB 133/200MG(30 CT),1.0,0212689,N,1.0,TAB,1.0,,AB,07/01/2021,07/16/2021,08/11/2021,
70710.0,1366.0,3.0,70710136603.0,EMTRICITABINE/TENOF TAB 167/250MG(30 CT),1.0,0212689,N,1.0,TAB,1.0,,AB,07/01/2021,07/16/2021,08/11/2021,
70710.0,1488.0,1.0,70710148801.0,FLUPHENAZINE HCL TAB 1MG (100 CT),1.0,0214552,N,1.0,TAB,1.0,,AB,05/27/2021,07/23/2021,08/11/2021,
70710.0,1489.0,1.0,70710148901.0,FLUPHENAZINE HCL TAB 2.5MG (100 CT),1.0,0214552,N,1.0,TAB,1.0,,AB,05/27/2021,07/23/2021,08/11/2021,
70710.0,1490.0,1.0,70710149001.0,FLUPHENAZINE HCL TAB 5MG (100 CT),1.0,0214552,N,1.0,TAB,1.0,,AB,05/27/2021,07/23/2021,08/11/2021,
70710.0,1491.0,1.0,70710149101.0,FLUPHENAZINE HCL TAB 10MG (100 CT),1.0,0214552,N,1.0,TAB,1.0,,AB,05/27/2021,07/23/2021,08/11/2021,
71288.0,149.0,95.0,71288014995.0,Oxaliplatin 50mg 10mL - PREMIERProRx,1.0,0207325,N,1.0,ML ,10.0,,AP,02/10/2017,10/01/2017,08/11/2021,
,,,,,,,,,,,,,,,,
