OSHPD_ID,FACILITY_NAME,LICENSE_NUM,FACILITY_LEVEL_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,COUNTY_CODE,COUNTY_NAME,ER_SERVICE_LEVEL_DESC,TOTAL_NUMBER_BEDS,FACILITY_STATUS_DESC,FACILITY_STATUS_DATE,LICENSE_TYPE_DESC,LICENSE_CATEGORY_DESC,LATITUDE,LONGITUDE
106100697,COALINGA REGIONAL MEDICAL CENTER,040000085,Parent Facility,1191 PHELPS AVENUE,COALINGA,93210,10,Fresno,Emergency - Standby,123,Open,2020-12-02,Hospital,General Acute Care Hospital,36.1519675,-120.3409955
106100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,040000096,Parent Facility,2823 FRESNO STREET,FRESNO,93721,10,Fresno,Emergency - Comprehensive,685,Open,1946-01-01,Hospital,General Acute Care Hospital,36.7426302,-119.7847479
106100793,ADVENTIST HEALTH SELMA,550001439,Consolidated Facility,1141 Rose Ave,Selma,93662,10,Fresno,Emergency - Standby,62,Open,2005-10-29,Hospital,General Acute Care Hospital,36.5673321,-119.597979
106100797,ADVENTIST HEALTH REEDLEY,040000149,Parent Facility,372 W CYPRESS AVE,REEDLEY,93654,10,Fresno,Emergency - Standby,49,Open,1965-04-14,Hospital,General Acute Care Hospital,36.6081792,-119.4531164
106100899,ST. AGNES MEDICAL CENTER,040000173,Parent Facility,1303 E Herndon Ave,Fresno,93720,10,Fresno,Emergency - Basic,436,Open,1975-03-22,Hospital,General Acute Care Hospital,36.8342377,-119.763776
106104008,COMMUNITY BEHAVIORAL HEALTH CENTER,040000096,Consolidated Facility,7171 NORTH CEDAR AVENUE,FRESNO,93720,10,Fresno,,73,Open,1987-10-01,Hospital,General Acute Care Hospital,36.8407999,-119.7568442
106104023,SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,040000280,Parent Facility,7173 N Sharon Ave,Fresno,93720,10,Fresno,,62,Open,1991-01-23,Hospital,General Acute Care Hospital,36.8398907,-119.7606546
106104047,FRESNO SURGICAL HOSPITAL,040000332,Parent Facility,6125 N FRESNO ST,FRESNO,93710,10,Fresno,,27,Open,1993-02-23,Hospital,General Acute Care Hospital,36.8248469,-119.7819298
106104062,KAISER FOUNDATION HOSPITAL - FRESNO,040000384,Parent Facility,7300 N FRESNO ST,FRESNO,93720,10,Fresno,Emergency - Basic,169,Open,1995-02-23,Hospital,General Acute Care Hospital,36.8424331,-119.780467
106104089,EXODUS PSYCHIATRIC HEALTH FACILITY FRESNO,M20016059,Parent Facility,4411 E Kings Canyon Rd,Fresno,93702,10,Fresno,Not Applicable,16,Open,2016-01-01,Hospital,Psychiatric Health Facility,36.736926,-119.7515452
106105029,FRESNO HEART AND SURGICAL HOSPITAL,040000096,Consolidated Facility,15 E. AUDUBON DR.,FRESNO,93720,10,Fresno,,57,Open,2015-09-01,Hospital,General Acute Care Hospital,36.8600367,-119.7886341
106105051,DEPARTMENT OF STATE HOSPITALS - COALINGA,550000061,Parent Facility,24511 WEST JAYNE AVENUE,COALINGA,93210,10,Fresno,Not Applicable,"1,500",Open,2005-08-25,Hospital,Acute Psychiatric Hospital,36.130667,-120.2388771
106105125,CENTRAL STAR PSYCHIATRIC HEALTH FACILITY,M20016058,Parent Facility,4411 E Kings Canyon Rd,Fresno,93702,10,Fresno,Not Applicable,16,Open,2015-04-17,Hospital,Psychiatric Health Facility,36.736926,-119.7515452
106110889,GLENN MEDICAL CENTER,230000018,Parent Facility,1133 W SYCAMORE ST,WILLOWS,95988,11,Glenn,Emergency - Standby,47,Open,1953-07-01,Hospital,General Acute Care Hospital,39.5213602,-122.2084362
106120981,THE GENERAL HOSPITAL,110000075,Consolidated Facility,2200 HARRISON AVE,EUREKA,95501,12,Humboldt,,15,Open,1953-07-01,Hospital,General Acute Care Hospital,40.7884181,-124.1403901
106121002,MAD RIVER COMMUNITY HOSPITAL,110000031,Parent Facility,3800 JANES ROAD,ARCATA,95521,12,Humboldt,Emergency - Basic,78,Open,1972-10-26,Hospital,General Acute Care Hospital,40.8964923,-124.0899265
106121031,JEROLD PHELPS COMMUNITY HOSPITAL,110000052,Parent Facility,733 CEDAR ST,GARBERVILLE,95542,12,Humboldt,Emergency - Standby,17,Open,1963-08-20,Hospital,General Acute Care Hospital,40.1016491,-123.7922617
106121051,PROVIDENCE REDWOOD MEMORIAL HOSPITAL,110000173,Parent Facility,3300 RENNER DR,FORTUNA,95540,12,Humboldt,Emergency - Basic,35,Open,1957-03-19,Hospital,General Acute Care Hospital,40.5823366,-124.1363749
106121080,PROVIDENCE ST. JOSEPH HOSPITAL - EUREKA,110000075,Parent Facility,2700 DOLBEER ST,EUREKA,95501,12,Humboldt,Emergency - Basic,138,Open,1954-07-26,Hospital,General Acute Care Hospital,40.784389,-124.141634
106124004,SEMPERVIRENS P.H.F.,M10016003,Parent Facility,720 WOOD ST,EUREKA,95501,12,Humboldt,Not Applicable,16,Open,1988-01-29,Hospital,Psychiatric Health Facility,40.7809769,-124.1610467
106130699,EL CENTRO REGIONAL MEDICAL CENTER,090000004,Parent Facility,1415 ROSS AVENUE,EL CENTRO,92243,13,Imperial,Emergency - Basic,161,Open,1967-01-21,Hospital,General Acute Care Hospital,32.7811032,-115.5676689
106130760,PIONEERS MEMORIAL HEALTHCARE DISTRICT,090000087,Parent Facility,207 WEST LEGION ROAD,BRAWLEY,92227,13,Imperial,Emergency - Basic,107,Open,1950-11-06,Hospital,General Acute Care Hospital,32.958949,-115.5537006
106141273,NORTHERN INYO HOSPITAL,240000179,Parent Facility,150 PIONEER LN,BISHOP,93514,14,Inyo,Emergency - Basic,25,Open,1948-05-14,Hospital,General Acute Care Hospital,37.3619709,-118.4061853
106141338,SOUTHERN INYO HOSPITAL,240000205,Parent Facility,501 E Locust St,Lone Pine,93545,14,Inyo,Emergency - Standby,37,Open,1952-03-31,Hospital,General Acute Care Hospital,36.6090539,-118.0578529
106150706,ADVENTIST HEALTH DELANO,120000180,Parent Facility,1401 GARCES HWY,DELANO,93215,15,Kern,Emergency - Basic,156,Open,1974-01-01,Hospital,General Acute Care Hospital,35.7622854,-119.2392519
106150722,BAKERSFIELD MEMORIAL HOSPITAL,120000181,Parent Facility,420 34TH STREET,BAKERSFIELD,93301,15,Kern,Emergency - Basic,385,Open,1956-09-27,Hospital,General Acute Care Hospital,35.3928295,-119.0061541
106150736,KERN MEDICAL CENTER,120000182,Parent Facility,1700 MOUNT VERNON AVENUE,BAKERSFIELD,93306,15,Kern,Emergency - Basic,222,Open,1953-07-01,Hospital,General Acute Care Hospital,35.3828699,-118.970257
106150737,KERN VALLEY HEALTHCARE DISTRICT,120000183,Parent Facility,6412 LAUREL AVE,LAKE ISABELLA,93240,15,Kern,Emergency - Standby,101,Open,1968-06-17,Hospital,General Acute Care Hospital,35.6352884,-118.4064635
106150761,MERCY HOSPITAL - BAKERSFIELD,120000184,Parent Facility,2215 TRUXTUN AVE,BAKERSFIELD,93301,15,Kern,Emergency - Basic,144,Open,1947-01-01,Hospital,General Acute Care Hospital,35.3728014,-119.0267624
106150775,GOOD SAMARITAN HOSPITAL-BAKERSFIELD,120000146,Parent Facility,901 OLIVE DRIVE,BAKERSFIELD,93308,15,Kern,,64,Open,1960-05-10,Hospital,General Acute Care Hospital,35.411696,-119.0396283
106150782,RIDGECREST REGIONAL HOSPITAL,120000186,Parent Facility,1081 NORTH CHINA LAKE BLVD.,RIDGECREST,93555,15,Kern,Emergency - Basic,98,Open,1946-09-30,Hospital,General Acute Care Hospital,35.6407445,-117.6711685
106150788,ADVENTIST HEALTH BAKERSFIELD,120000187,Parent Facility,2615 CHESTER AVENUE,BAKERSFIELD,93301,15,Kern,Emergency - Basic,254,Open,1973-05-01,Hospital,General Acute Care Hospital,35.3833744,-119.0206543
106150820,BAKERSFIELD REHABILITATION HOSPITAL,550007875,Parent Facility,4400 Kirkcaldy Dr,Bakersfield,93306,15,Kern,,50,Open,2022-03-10,Hospital,General Acute Care Hospital,35.3949814,-118.9189279
106154022,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF BAKERSFIELD,120000248,Parent Facility,5001 COMMERCE DR,BAKERSFIELD,93309,15,Kern,,86,Open,1990-05-01,Hospital,General Acute Care Hospital,35.3671521,-119.0574546
106154044,"BAKERSFIELD BEHAVORIAL HEALTHCARE HOSPITAL, LLC",550003535,Parent Facility,5201 White Ln,Bakersfield,93309,15,Kern,Not Applicable,90,Open,2016-06-01,Hospital,Acute Psychiatric Hospital,35.3164545,-119.060612
106154101,BAKERSFIELD HEART HOSPITAL,120000526,Parent Facility,3001 SILLECT AVE,BAKERSFIELD,93308,15,Kern,Emergency - Basic,47,Open,1999-09-10,Hospital,General Acute Care Hospital,35.3847081,-119.0399171
106154108,MERCY SOUTHWEST HOSPITAL,120000184,Consolidated Facility,400 OLD RIVER RD,BAKERSFIELD,93311,15,Kern,Emergency - Basic,85,Open,1992-07-15,Hospital,General Acute Care Hospital,35.3515393,-119.1124392
106154160,CRESTWOOD PSYCHIATRIC HEALTH FACILITY BAKERSFIELD,M02016045,Parent Facility,6700 Eucalyptus Dr,Bakersfield,93306,15,Kern,Not Applicable,16,Open,2010-11-15,Hospital,Psychiatric Health Facility,35.3657867,-118.9296647
106154168,ADVENTIST HEALTH TEHACHAPI VALLEY,120000188,Parent Facility,1100 MAGELLAN DRIVE,Tehachapi,93561,15,Kern,Emergency - Basic,25,Open,2018-11-01,Hospital,General Acute Care Hospital,35.1476985,-118.4509007
106164029,ADVENTIST HEALTH HANFORD,550001439,Parent Facility,115 Mall Dr,Hanford,93230,16,Kings,Emergency - Basic,173,Open,2010-12-05,Hospital,General Acute Care Hospital,36.3232171,-119.667877
106171049,ADVENTIST HEALTH CLEARLAKE,110000174,Parent Facility,15630 18th Ave,Clearlake,95422,17,Lake,Emergency - Standby,32,Open,1968-04-18,Hospital,General Acute Care Hospital,38.9356064,-122.6202387
106171395,SUTTER LAKESIDE HOSPITAL,110000094,Parent Facility,5176 HILL RD E,LAKEPORT,95453,17,Lake,Emergency - Basic,30,Open,1978-04-28,Hospital,General Acute Care Hospital,39.1047366,-122.9065198
106184008,BANNER LASSEN MEDICAL CENTER,230000020,Parent Facility,1800 SPRING RIDGE DR,SUSANVILLE,96130,18,Lassen,Emergency - Basic,25,Open,2003-04-23,Hospital,General Acute Care Hospital,40.4367472,-120.6280121
106190017,ALHAMBRA HOSPITAL MEDICAL CENTER,930000005,Parent Facility,100 S RAYMOND AVE,ALHAMBRA,91801,19,Los Angeles,Emergency - Basic,144,Open,1946-01-01,Hospital,General Acute Care Hospital,34.0906374,-118.1437545
106190020,BHC ALHAMBRA HOSPITAL,930000006,Parent Facility,4619 ROSEMEAD BLVD,ROSEMEAD,91770,19,Los Angeles,Not Applicable,97,Open,1946-01-01,Hospital,Acute Psychiatric Hospital,34.0887274,-118.0738133
106190034,ANTELOPE VALLEY MEDICAL CENTER,930000008,Parent Facility,1600 WEST AVENUE J,LANCASTER,93534,19,Los Angeles,Emergency - Basic,420,Open,1955-09-27,Hospital,General Acute Care Hospital,34.6882482,-118.1591527
106190040,BEST CARE UNLIMITED HOME HEALTH,550006489,Parent Facility,13425 Ventura Blvd,Sherman Oaks,91423,19,Los Angeles,Not Applicable,,Open,2021-07-06,Home Health Agency/Hospice,Home Health Agency,34.14735,-118.42578
106190045,CATALINA ISLAND MEDICAL CENTER,930000010,Parent Facility,100 FALLS CANYON RD,AVALON,90704,19,Los Angeles,Emergency - Standby,12,Open,1946-01-01,Hospital,General Acute Care Hospital,33.3391608,-118.3307162
106190049,KINDRED HOSPITAL - BALDWIN PARK,930000390,Parent Facility,14148 FRANCISQUITO AVE,BALDWIN PARK,91706,19,Los Angeles,,95,Open,2003-12-23,Hospital,General Acute Care Hospital,34.0630569,-117.9676425
106190050,HENRY MAYO NEWHALL MEMORIAL HOSPITAL D/P APH,930000206,Distinct Part Facility,25727 MCBEAN PARKWAY,VALENCIA,91355,19,Los Angeles,,23,Open,2022-11-30,Hospital,General Acute Care Hospital,34.3988591,-118.5526337
106190052,BARLOW RESPIRATORY HOSPITAL,930000011,Parent Facility,2000 STADIUM WAY,LOS ANGELES,90026,19,Los Angeles,,105,Open,1946-01-01,Hospital,General Acute Care Hospital,34.0761338,-118.2481282
106190053,ST. MARY MEDICAL CENTER - LONG BEACH,930000012,Parent Facility,1050 LINDEN AVENUE,LONG BEACH,90813,19,Los Angeles,Emergency - Basic,360,Open,1946-01-01,Hospital,General Acute Care Hospital,33.7805577,-118.1862725
106190054,"ALPHA HOSPICE SERVICES, INC.",550006646,Parent Facility,620 W ROUTE 66,GLENDORA,91740,19,Los Angeles,Not Applicable,,Open,2023-07-30,Home Health Agency/Hospice,Hospice,34.128365,-117.8754339
106190066,LOS ANGELES COMMUNITY HOSPITAL AT BELLFLOWER,930000039,Consolidated Facility,9542 ARTESIA BOULEVARD,BELLFLOWER,90706,19,Los Angeles,,32,Open,2015-07-23,Hospital,General Acute Care Hospital,33.8743136,-118.1297319
106190081,ADVENTIST HEALTH WHITE MEMORIAL MONTEBELLO,930000195,Consolidated Facility,309 WEST BEVERLY BOULEVARD,MONTEBELLO,90640,19,Los Angeles,Emergency - Basic,192,Open,2023-09-06,Hospital,General Acute Care Hospital,34.0155611,-118.1000602
106190110,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY,930000066,Consolidated Facility,3828 DELMAS TERRACE,CULVER CITY,90232,19,Los Angeles,Emergency - Basic,453,Open,2013-01-01,Hospital,General Acute Care Hospital,34.0232001,-118.3969128
106190125,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES,930000024,Parent Facility,1401 S GRAND AVE,LOS ANGELES,90015,19,Los Angeles,Emergency - Basic,318,Open,1946-01-01,Hospital,General Acute Care Hospital,34.0373967,-118.2657271
106190137,CASA COLINA HOSPITAL,930000026,Parent Facility,255 E Bonita Ave,Pomona,91767,19,Los Angeles,,99,Open,1961-02-28,Hospital,General Acute Care Hospital,34.0981845,-117.7473441
106190148,CENTINELA HOSPITAL MEDICAL CENTER,930000027,Parent Facility,555 EAST HARDY STREET,INGLEWOOD,90301,19,Los Angeles,Emergency - Basic,362,Open,1946-01-01,Hospital,General Acute Care Hospital,33.9504198,-118.3481987
106190150,KEDREN COMMUNITY MENTAL HEALTH CENTER,930000028,Parent Facility,4211 Avalon Blvd,Los Angeles,90011,19,Los Angeles,Not Applicable,72,Open,1973-10-17,Hospital,Acute Psychiatric Hospital,34.0072184,-118.2655578
106190155,"CALIFORNIA REHABILITATION INSTITUTE, LLC",930000029,Parent Facility,2070 CENTURY PARK EAST,LOS ANGELES,90067,19,Los Angeles,,138,Open,2016-07-19,Hospital,General Acute Care Hospital,34.0591167,-118.4118833
106190163,AURORA CHARTER OAK,930000031,Parent Facility,1161 E COVINA BLVD,COVINA,91724,19,Los Angeles,Not Applicable,134,Open,1946-01-01,Hospital,Acute Psychiatric Hospital,34.099897,-117.8666687
106190170,CHILDREN'S HOSPITAL OF LOS ANGELES,930000032,Parent Facility,4650 W. SUNSET BOULEVARD,LOS ANGELES,90027,19,Los Angeles,Emergency - Basic,438,Open,1946-01-01,Hospital,General Acute Care Hospital,34.0981547,-118.2907791
106190176,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL,930000033,Parent Facility,1500 DUARTE ROAD,DUARTE,91010,19,Los Angeles,,217,Open,1946-03-08,Hospital,General Acute Care Hospital,34.1291938,-117.9728148
106190184,COLLEGE HOSPITAL,930000036,Parent Facility,10802 College Pl,Cerritos,90703,19,Los Angeles,Not Applicable,187,Open,1974-04-14,Hospital,Acute Psychiatric Hospital,33.8844022,-118.1032151
106190196,KINDRED HOSPITAL - SOUTH BAY,930000037,Parent Facility,1246 W 155TH ST,GARDENA,90247,19,Los Angeles,,54,Open,1957-07-17,Hospital,General Acute Care Hospital,33.8897785,-118.2972885
106190197,COMMUNITY HOSPITAL OF HUNTINGTON PARK,930000038,Parent Facility,2623 E SLAUSON AVE,HUNTINGTON PARK,90255,19,Los Angeles,Emergency - Basic,81,Open,1957-12-31,Hospital,General Acute Care Hospital,33.9892173,-118.2245406
