business_id,name,address,city,state,postal_code,phone_number,OBJECTID
34736,HIKES POINT BAR & LOUNGE,3937 TAYLORSVILLE RD,LOUISVILLE,KY,40220,(502) 451-6137,131
34760,OUTLOOK INN,916 BAXTER AVE,LOUISVILLE,KY,40204,(502) 583-4661,132
34773,FOXY LADY,1715 BERRY BLVD,LOUISVILLE,KY,40215,(502) 366-3273,133
34779,LAKESIDE CLUB,2010 TREVILIAN WAY,LOUISVILLE,KY,40205,(502) 454-4585,134
34783,LOUISVILLE COUNTRY CLUB,25 MOCKINGBIRD VALLEY TRAIL,LOUISVILLE,KY,40207,(502) 896-1721,135
34786,KINGFISH #2,3021 UPPER RIVER RD,LOUISVILLE,KY,40207,(502) 895-0544,136
34788,LOUISVILLE BOAT CLUB / MAIN KITCHEN,4200 RIVER RD,LOUISVILLE,KY,40207,(502) 896-0375,137
34789,LOUISVILLE BOAT CLUB SNACK BAR,4200 RIVER RD,LOUISVILLE,KY,40207,(502) 896-0375,138
34791,RIVER VALLEY CLUB,4701 RIVER RD,LOUISVILLE,KY,40222,(502) 564-3070,139
34792,CUNNINGHAM'S CREEKSIDE,6301 RIVER RD,PROSPECT,KY,40059,(502) 228-3625,140
34802,KNIGHTS OF COLUMBUS,4417 RIVER RD,LOUISVILLE,KY,40207,(502) 893-2220,141
34811,LEE'S RESTAURANT,1941 BISHOP LN STE107,LOUISVILLE,KY,40218,(502) 456-9714,142
34812,ORIENTAL STAR,4212 BISHOP LN,LOUISVILLE,KY,40218,(502) 452-9898,143
34814,WAFFLE HOUSE #179,4320 BISHOP LN,LOUISVILLE,KY,40218,(502) 458-6434,144
34817,VFW POST 1181,6518 BLEVINS GAP RD,LOUISVILLE,KY,40272,(502) 937-9066,145
34827,BONNYCASTLE CLUB,1951 BONNYCASTLE AVE,LOUISVILLE,KY,40205,(502) 451-3299,146
34835,GALT AL J'S & THELMA'S DELI,140 N 4TH ST,LOUISVILLE,KY,40202,(502) 589-5200,147
34844,MOBY DICK,2700 S 3RD ST,LOUISVILLE,KY,40208,(502) 636-2848,148
34846,SUBURBAN SOCIAL CLUB INC.,3901 S 3RD ST,LOUISVILLE,KY,40214,(502) 368-3161,149
34855,SHENANIGAN'S,1611 NORRIS PLACE,LOUISVILLE,KY,40205,(502) 454-3919,150
34866,CRAVINGS,101 S 5TH ST,LOUISVILLE,KY,40202,(502) 584-6846,151
34875,VFW POST OKOLONA,4205 LAMBERT RD,LOUISVILLE,KY,40219,(502) 964-7182,152
34882,CEDAR RIDGE CAMP & RETREAT CNT,4010 ROUTT RD,LOUISVILLE,KY,40299,(502) 267-5848,153
34884,HURSTBOURNE CC SNACK BAR,9000 HURSTBOURNE CLUB LN,LOUISVILLE,KY,40222,(502) 425-0094,154
34896,ARBY'S #263,3615 BARDSTOWN RD,LOUISVILLE,KY,40218,(502) 459-7458,155
34897,FRISCH'S BIG BOY #153,1710 LINCOLN AVE,LOUISVILLE,KY,40213,(502) 451-9880,156
34899,BOB EVANS #51,9797 BLAIRWOOD RD,LOUISVILLE,KY,40222,(502) 423-0236,157
34918,IROQUOIS VFW POST #6182,992 LONGFIELD AVE,LOUISVILLE,KY,40215,(502) 363-9387,158
34923,OLLIE'S TROLLEY #9,978 S 3RD ST,LOUISVILLE,KY,40203,(502) 583-5214,159
34944,610 MAGNOLIA,610 W MAGNOLIA ST,LOUISVILLE,KY,40208,(502) 636-0783,160
34955,BEARNO'S BY THE BRIDGE,133 W MAIN ST,LOUISVILLE,KY,40202,(502) 584-7720,161
34973,OLIVE GARDEN #1327,1320 S HURSTBOURNE PKWY,LOUISVILLE,KY,40222,(502) 339-7190,162
34977,WHITE CASTLE #7,105 E MARKET ST,LOUISVILLE,KY,40202,(502) 583-0466,163
35019,CAPORAL II,2209 MEADOW DR,LOUISVILLE,KY,40218,(502) 473-7840,164
35028,CAPTAIN D'S #3517,3801 OAKLAWN DR,LOUISVILLE,KY,40219,(502) 968-5119,165
35038,STRIKE & SPARE FAMILY FUN CENTER,6220 SHEPHERDSVILLE RD,LOUISVILLE,KY,40228,(502) 968-2695,166
35052,BUCK'S,425 W ORMSBY AVE,LOUISVILLE,KY,40203,(502) 637-5284,167
35056,OWL CREEK COUNTRY CLUB,12400 N OSAGE DR,LOUISVILLE,KY,40223,(502) 245-4157,168
35058,FRATERNAL ORDER OF EAGLES #2173,201 OUTER LOOP,LOUISVILLE,KY,40214,(502) 363-3241,169
35059,NACHBAR,969 CHARLES ST,LOUISVILLE,KY,40204,(502) 637-4377,170
35079,JOCKEY CLUB SUITES,700 CENTRAL AVE,LOUISVILLE,KY,40208,(502) 638-3925,171
35085,AMERICAN LEGION DIXIE POST 2,2107 CRUMS LN,LOUISVILLE,KY,40216,(502) 447-9058,172
35086,HIGHVIEW YOUTH SPORTS,6415 OUTER LOOP,LOUISVILLE,KY,40219,(502) 299-3380,173
35109,WHITE CASTLE #11,1922 S 7TH ST,LOUISVILLE,KY,40208,(502) 535-6047,174
35113,DAIRY DEL #2,2607 S 7TH ST,LOUISVILLE,KY,40215,(502) 593-9797,175
35119,WILD HORSE SALOON,2927 S 7TH ST,LOUISVILLE,KY,40216,(502) 637-9630,176
35165,KFC Y052-023,1911 W BROADWAY,LOUISVILLE,KY,40203,(502) 778-7837,177
35172,STANDARD CC POOL SNACK BAR,8208 STANDARD CLUB LN,LOUISVILLE,KY,40241,(502) 425-2857,178
35173,INDI'S RESTAURANT,1033 W BROADWAY,LOUISVILLE,KY,40203,(502) 589-7985,179
35180,CHECKS,1101 E BURNETT AVE,LOUISVILLE,KY,40217,(502) 637-9372,180
35197,WAFFLE HOUSE #221,4150 CANE RUN RD,LOUISVILLE,KY,40216,(502) 447-7203,181
35205,MOBY DICK,4421 CANE RUN RD,LOUISVILLE,KY,40216,(502) 447-3341,182
35211,PAT'S STEAK HOUSE,2437 BROWNSBORO RD,LOUISVILLE,KY,40206,(502) 893-2062,183
35213,MIKE LINNIG'S RESTAURANT,9308 CANE RUN RD,LOUISVILLE,KY,40258,(502) 937-9888,184
35215,LEE'S FAMOUS RECIPE,2925 BROWNSBORO RD,LOUISVILLE,KY,40206,(502) 896-4694,185
35981,HD RUBBIES,6905 SOUTHSIDE DR,LOUISVILLE,KY,40214,(502) 367-0007,186
36333,LEE'S FAMOUS RECIPE,5059 POPLAR LEVEL RD,LOUISVILLE,KY,40219,(502) 964-6869,187
36387,ALL WOOL YARD WIDE DEMOCRATIC CLUB,1328 HICKORY ST,LOUISVILLE,KY,40217,(502) 637-7719,188
36391,AMERICAN TURNERS,3125 UPPER RIVER RD,LOUISVILLE,KY,40207,(502) 895-7501,189
36491,WHITE CASTLE #15,700 W BROADWAY,LOUISVILLE,KY,40202,(502) 584-1531,190
36820,IRISH ROVER CLUB,2319 FRANKFORT AVE,LOUISVILLE,KY,40206,(502) 899-3544,191
36905,KFC Y052-042,9487 WESTPORT RD,LOUISVILLE,KY,40242,(502) 426-5150,192
36906,SHIRLEY MAE'S CAFE,802 S CLAY ST,LOUISVILLE,KY,40202,(502) 589-5295,193
37108,SKYLINE CHILI #2,1266 BARDSTOWN RD,LOUISVILLE,KY,40204,(502) 473-1234,194
37586,GERMAN AMERICAN CLUB,1840 LINCOLN AVE,LOUISVILLE,KY,40213,(502) 451-3100,195
37633,SUBWAY,6501 OLD SHEPHERDSVILLE RD,LOUISVILLE,KY,40228,(502) 966-8989,196
37691,PENDENNIS CLUB BAR,218 W MUHAMMAD ALI BLVD,LOUISVILLE,KY,40202,(502) 584-4311,197
38442,JEWISH COMMUNITY CENTER POOL SNACK BAR,3600 DUTCHMANS LN,LOUISVILLE,KY,40205,(502) 459-0660,198
38607,SUBWAY #6322,6840 BARDSTOWN RD,LOUISVILLE,KY,40291,(502) 239-7188,199
39080,KFC Y052-051,4812 OUTER LOOP,LOUISVILLE,KY,40219,(502) 966-3968,200
40824,ARBY'S,1650 KENTUCKY MILLS DR,LOUISVILLE,KY,40299,(502) 267-8130,201
40912,EL NOPAL,10500 WATTERSON TRAIL,LOUISVILLE,KY,40299,(502) 266-5956,202
40990,PAPA JOHN'S #7,4673 OUTER LOOP,LOUISVILLE,KY,40219,(502) 966-0404,203
41186,SICHUAN GARDENS,9850 LINN STATION RD,LOUISVILLE,KY,40223,,204
41222,KFB CAFE,9201 BUNSEN PKWY,LOUISVILLE,KY,40220,(502) 493-7665,205
41556,SUBWAY #6345,7531 OUTER LOOP,LOUISVILLE,KY,40228,(502) 239-2789,206
41569,DITTOS,1114 BARDSTOWN RD,LOUISVILLE,KY,40205,(502) 581-9129,207
41766,GUMBY'S GOODIES,1477 S 2ND ST,LOUISVILLE,KY,40208,(502) 635-0240,208
42087,SHONEY'S #1772,6511 SIGNATURE DR,LOUISVILLE,KY,40213,(502) 969-8904,209
43368,HEINE BROTHERS COFFEE,119 CHENOWETH LN,LOUISVILLE,KY,40207,(502) 893-5103,210
43435,VOA MIDSTATES,1321 S PRESTON ST,LOUISVILLE,KY,40208,(502) 589-0140,211
43625,PAPA JOHN'S #16,5363 DIXIE HWY,LOUISVILLE,KY,40216,(502) 448-4700,212
43628,SHOGUN JAPANESE RESTAURANT,9026 TAYLORSVILLE RD,LOUISVILLE,KY,40299,(502) 499-5700,213
43827,U OF L BELKNAP UNIVERSITY CLUB,200 E BRANDEIS AVE,LOUISVILLE,KY,40208,(502) 852-6996,214
44198,STEVENS & STEVENS FOOD SHOP,1114 BARDSTOWN RD,LOUISVILLE,KY,40204,(502) 584-3354,215
44344,SUB STATION II,3101 FERN VALLEY RD,LOUISVILLE,KY,40213,(502) 964-1075,216
44350,PASS TIME FISH HOUSE & TAVERN,10801 LOCUST DR,LOUISVILLE,KY,40299,(502) 267-4688,217
44802,BELLE OF LOUISVILLE,401 W RIVER RD,LOUISVILLE,KY,40202,(502) 625-3410,218
45074,UPS CAFETERIA,1400 N HURSTBOURNE PKWY,LOUISVILLE,KY,40223,(502) 329-6965,219
45222,HEINE BROTHERS COFFEE,2309 FRANKFORT AVE,LOUISVILLE,KY,40206,(502) 894-8060,220
45368,BOOTLEG BARBEQUE,9704 BARDSTOWN RD,LOUISVILLE,KY,40291,(502) 239-2722,221
45373,SUBWAY #10519,2218 HIKES LN,LOUISVILLE,KY,40218,(502) 459-0559,222
46121,PORCINI,2730 FRANKFORT AVE,LOUISVILLE,KY,40206,(502) 894-8686,223
46365,COTTAGE CAFE,11609 MAIN ST,LOUISVILLE,KY,40243,(502) 244-9497,224
46435,ST. MATTHEWS LITTLE LEAGUE,220 TEN PIN LN,LOUISVILLE,KY,40207,(502) 895-4525,225
46530,ST. JOHN PAUL II COMMUNITY CENTER,3537 GOLDSMITH LN,LOUISVILLE,KY,40220,(502) 456-6468,226
46733,RECENTER MINISTRIES,733 E JEFFERSON ST,LOUISVILLE,KY,40203,(502) 584-6543,227
46878,RAMSI'S,1293 BARDSTOWN RD,LOUISVILLE,KY,40204,(502) 451-0700,228
47419,LAKE FOREST COUNTRY CLUB,14000 LANDMARK DR,LOUISVILLE,KY,40245,(502) 245-6184,229
47808,KFC Y052-049,3400 BARDSTOWN RD,LOUISVILLE,KY,40218,(502) 459-5914,230
47890,JTOWN EAGLES,3501 COLLEGE DR,LOUISVILLE,KY,40299,(502) 267-9982,231
47951,VIETNAM KITCHEN,5339 MITSCHER AVE,LOUISVILLE,KY,40214,(502) 363-5154,232
48068,PAPA JOHN'S #4,1961 BROWNSBORO RD,LOUISVILLE,KY,40206,(502) 895-5595,233
48148,BAYMONT INN & SUITES,9400 BLAIRWOOD RD,LOUISVILLE,KY,40222,(502) 339-1900,234
48491,LONNIE'S BEST TASTE OF CHICAGO,121 ST MATTHEWS AVE,LOUISVILLE,KY,40207,(502) 895-2380,235
48613,EL MUNDO,2345 FRANKFORT AVE,LOUISVILLE,KY,40206,(502) 899-9930,236
49174,GRAPE LEAF,2217 FRANKFORT AVE,LOUISVILLE,KY,40206,(502) 897-1774,237
49247,KIVA SPORTS CENTER,1820 TAYLOR AVE,LOUISVILLE,KY,40213,(502) 473-1200,238
49592,CHUCK E CHEESE #111,2030 S HURSTBOURNE PKWY,LOUISVILLE,KY,40220,(502) 493-0261,239
49678,TK'S PUB & GRILL,5442 DEL MARIA WAY,LOUISVILLE,KY,40291,(502) 499-0393,240
50068,BOURBON'S BISTRO,2255 FRANKFORT AVE,LOUISVILLE,KY,40206,(502) 894-8838,241
50073,HOOPS GRILL & SPORTS,6733 STRAWBERRY LN,LOUISVILLE,KY,40214,(502) 363-5352,242
50192,BUCA DI BEPPO,2051 S HURSTBOURNE LN,LOUISVILLE,KY,40220,(502) 493-2426,243
50199,DISMAS CHARITIES,1501 LYTLE ST,LOUISVILLE,KY,40203,(502) 584-3733,244
50277,PAPA JOHN'S #21,3985 S 7TH ST,LOUISVILLE,KY,40216,(502) 447-6900,245
51009,BARRELL OF FUN ICE CREAM,9421 SMYRNA PKWY,LOUISVILLE,KY,40229,(502) 964-0681,246
51013,O'SHEA'S,956 BAXTER AVE,LOUISVILLE,KY,40205,(502) 589-7373,247
