X,Y,OBJECTID,ADMIN_ST,FET_TYPE,FET_SUBTYPE,FET_NAME,ADM_UNIT_CD,LAT,LONG,PHOTO_THUMB,DESCRIPTION,UNIT_NAME,WEB_LINK,PHOTO_TEXT,PHOTO_LINK,COORD_SRC_TYPE,GlobalID
654263.6177,4529176.671,17,UT,5,Toilet,Bridge Hollow Campground,UTG01000,40.89915277,-109.16857922,,,,,,,IMG,{79E3AA81-3D07-4A68-9448-98E1A0369096}
661693.0363,4523326.0234,20,UT,5,Toilet,Swallow Canyon,UTG01000,40.84504309,-109.08194442,,,,,,,IMG,{137AA6C5-D98B-419C-B1FE-BB8C0BE06CDE}
608061.9697,4494159.3625,21,UT,7,Access Point,New Dry Fork Flume Trailhead,UTG01000,40.5911796,-109.72297542,,,,,,,SRV,{6AC760A4-1CF9-4A56-AF60-6D79A42ECDAB}
611350.7508,4448928.8695,24,UT,5,Toilet,Pelican Lake Day Use Site,UTG01000,40.18336,-109.69202545,,,,,,,IMG,{50851CFC-8A4D-448B-A05E-6DB2636A42A3}
611355.8099,4448931.576,25,UT,5,Toilet,Pelican Lake Day Use Site,UTG01000,40.1833837,-109.69196557,,,,,,,IMG,{30657F8B-1A2A-430C-910C-D77FE3DB37A6}
648193.6829,4443373.3645,30,UT,4,Interpretive Site,Kennedy Stage Coach Station,UTG01000,40.12763351,-109.26069478,,Kennedy Station was a stagecoach and freight wagon stop along the Uintah Toll Road until about 1935.,,,,,IMG,{D35288F8-B468-4463-A766-E727AAF826B3}
592769.6225,4410487.3432,32,UT,1,BLM Ranger Station/Field Office/Contact Station,Sand Wash Ranger Station,UTG02000,39.83933269,-109.91574046,,,,,,,IMG,{7760A02B-76AC-45FF-A69A-A9466014FBFB}
592904.7225,4410483.8967,33,UT,8,Parking Area,Sand Wash,UTG02000,39.83928688,-109.91416222,,,,,,,IMG,{32E518EF-2C73-45C9-B1C2-41E01A7F9DE7}
592893.8662,4410579.7074,37,UT,3,Cabin - Reservable - Fee,Screen Cabin,UTG02000,39.84015117,-109.91427549,,,,,,,IMG,{B99BC912-67C2-4E73-841C-7DA9236855F7}
592913.1662,4410614.861,38,UT,4,Group Shelter,Sand Wash,UTG02000,39.84046574,-109.91404496,,,,,,,IMG,{ED1BABC3-8D6D-45B4-A9F1-58276E2B4E77}
592945.7349,4410614.5164,39,UT,2,Boat Ramp,Sand Wash,UTG02000,39.84045907,-109.91366442,,,,,,,IMG,{ADD5A8A6-D0E4-4E67-9788-F4772D0CA0EC}
579690.1889,4338889.0701,41,UT,5,Toilet,Nefertiti Rapid Recreation Site,UTY01000,39.19560526,-110.07716414,,,,,,,IMG,{B1A04378-74FA-4652-B391-7040C7ED6BDB}
577014.3817,4329579.6363,44,UT,5,Toilet,Swasey Rapid Boat Ramp Site,UTY01000,39.11196832,-110.10920547,,,,,,,IMG,{80528704-904F-41A3-AA44-B767F2E8BAE7}
576984.604,4329468.4693,45,UT,8,Parking Area,Swasey Rapid Boat Ramp Site,UTY01000,39.11096933,-110.10956246,,,,,,,IMG,{DF673FF2-20E0-4239-AB38-81F9962F5166}
651463.0132,4314891.7282,47,UT,8,Parking Area,Cisco Takeout,UTY01000,38.96991573,-109.25163539,,,,,,,IMG,{332C29CC-E0DB-42F5-903B-870CF534100F}
518201.3034,4336190.796,50,UT,5,Toilet,Buckhorn Information Center,UTG02000,39.17475526,-110.78928405,,,,,,,IMG,{375543CF-A2C7-4AB2-9293-E7C4C523A8B1}
518129.6057,4336197.2218,51,UT,1,BLM Ranger Station/Field Office/Contact Station,Buckhorn Information Center,UTG02000,39.17481466,-110.79011391,,,,,,,IMG,{378429F6-2E54-425A-92CC-36521F37C813}
518100.7135,4336228.0897,52,UT,4,Picnic Area,Buckhorn Information Center,UTG02000,39.17509342,-110.79044757,,,,,,,IMG,{9D36DD6E-D14B-4D5B-B3A4-B73A0344A5F9}
528981.9219,4325844.6464,53,UT,5,Toilet,Swinging Bridge North Toilet,UTG02000,39.08123355,-110.66492081,,,,,,,IMG,{4E4BB2EF-E4C2-450A-B500-8D14B8924782}
528948.6654,4325660.3706,54,UT,5,Toilet,Swinging Bridge South Toilet,UTG02000,39.07957413,-110.66531315,,,,,,,IMG,{354FDD9D-4153-4D1F-AAAD-A1139B0D1DB9}
520853.235,4327176.834,55,UT,5,Toilet,Wedge Overlook Recreation Unit,UTG02000,39.09347027,-110.75886015,,,,,,,IMG,{8ECA0ACE-EE53-4569-BC5D-1ED8B7332AA6}
520862.3945,4327143.154,56,UT,4,Scenic Overlook,Wedge Overlook,UTG02000,39.09316655,-110.75875526,,,,,,,IMG,{7B597A5C-6EA4-4409-8D81-E55C3FEE31D5}
506938.0296,4401335.5994,58,UT,5,Toilet,Price Canyon Recreation Site,UTG02000,39.76191325,-110.9190007,,,,,,,IMG,{AFFB2A86-5899-4A93-BC11-419618BD1FB0}
571357.1475,4404267.0844,61,UT,5,Toilet,Daddy Canyon Complex,UTG02000,39.78536251,-110.16665046,,,,,,,IMG,{3C5D751F-F47B-4469-86FF-F13223164758}
526871.8595,4352648.598,62,UT,5,Toilet,JNM Toilet,UTG02000,39.32282911,-110.68825054,,,,,,,IMG,{9BB5C5E9-502C-4D36-907B-CC385E89798A}
526908.0231,4352674.086,63,UT,1,Visitor Center,Jurassic National Monument,UTG02000,39.32305765,-110.68782998,,,,,,,IMG,{CA0FF45F-8005-43DD-979B-C9F5F4C20F2E}
526842.4027,4352680.281,64,UT,4,Picnic Area,JNM Picnic,UTG02000,39.32311551,-110.68859101,,,,,,,IMG,{2AF90A63-DC0C-4F2D-9B73-F29FD51099B2}
532230.6185,4336064.1761,65,UT,5,Toilet,Cedar Mountain Recreation Site,UTG02000,39.17320743,-110.62687563,,,,,,,IMG,{63BD4F5D-3BFF-4E16-B6EF-2423C5880167}
482826.6195,4306037.2995,66,UT,4,Interpretive Site,Rochester Rock Art Panel,UTG02000,38.9030557,-111.19805575,,The Rochester Rock Art Panel consists of a large number of petroglyphs of various ages. ,,,,,IMG,{943A1CA7-4840-496A-86DC-697A6C7421A4}
516777.4412,4298614.155,67,UT,5,Toilet,Eagle Canyon South TH,UTG02000,38.83616963,-110.80669173,,,,,,,IMG,{C543B062-E454-4EFC-A44B-E57918CCFB77}
516710.766,4298555.0998,68,UT,4,Interpretive Site,Swaseys Cabin Recreation Site,UTG02000,38.83563872,-110.80746139,,Swaseys Cabin was built in 1921 and is listed on the Utah State Register of Historic Sites.  The cabin is located at the entrance to Eagle Canyon.,,,,,IMG,{CEC9B54B-D4D7-48CF-970E-13AAC2DFB0B2}
383807.8701,4392344.013,91,UT,9,Airplane Landing Strip,Little Sahara Recreation Area Helipad,UTW02000,39.67302274,-112.35474263,,,,,,,IMG,{B1F7A35C-694F-4329-B149-7B0AEA6888C4}
387984.2128,4398218.4065,98,UT,1,Visitor Center,Little Sahara Rcreation Area,UTW02000,39.7264966,-112.30705866,,Willard R. Fullmer Visitor Center,,,,,IMG,{520E088B-9DC4-4417-A680-CD95E281D489}
388116.6818,4398205.1596,99,UT,9,Airplane Landing Strip,Little Sahara Recreation Area Helipad,UTW02000,39.72639466,-112.30551107,,,,,,,IMG,{FF29EAE9-DD2D-45E6-B952-3821D465CADA}
300644.5311,4335049.9369,106,UT,5,Toilet,Miller Canyon Trailhead,UTW02000,39.14183163,-113.30673008,,,,,,,IMG,{3F8DE58C-3922-4A7F-8AB4-86150F128002}
318437.5864,4170072.3051,118,UT,7,Access Point,“C” Trail Trailhead,UTC01000,37.65988104,-113.05838784,,,,,,,IMG,{7E0CE53F-CD04-4E74-8FFC-6DC6757A564F}
468725.0,4189884.0,119,UT,10,Campground,Deer Creek Campground,UTP00000,37.85587685,-111.3555229,,Deer Creek Campground has 7 sites and is located 6 miles east of Boulder along the Burr Trail.,,,,,UNK,{E67C1F0F-3C19-4BC2-947A-DD70008B07F7}
415001.214,4121622.7027,120,UT,4,Point of Interest,Old Paria Day Use Site,UTP00000,37.23725675,-111.95827302,,,,,,,UNK,{12BBB151-DAE3-420C-ADC5-7E7FAC0D5A14}
426436.2759,4145808.4578,121,UT,4,Point of Interest,Grosvenor Arch,UTP00000,37.45621477,-111.83176915,,,,,,,UNK,{B18DBA95-741F-4B95-BADA-5603996E1E04}
463393.0418,4159872.7995,122,UT,4,Point of Interest,Devils Garden,UTP00000,37.58518456,-111.4146229,https://c5.staticflickr.com/1/698/22737294108_103759b157_m.jpg,"Devils Garden is located 12 miles from Highway 12 on a spur going right (west) from Hole-in-the-Rock Road.  This is a natural desert area featuring hoodoos, natural arches, and other sandstone formations.",,,Photo Credit: Bob Wick,http://c5.staticflickr.com/1/698/22737294108_103759b157_b.jpg,UNK,{DB83F20E-5E79-4872-A86E-E3E0CE01556F}
411623.0,4115975.0,126,UT,4,Interpretive Site,Paria Wayside/Old Spanish Trail,UTP00000,37.18604117,-111.99568458,,,,,,,UNK,{FEB06B8B-15D9-47B3-8955-F2361BB00346}
415769.2822,4122675.1146,127,UT,4,Point of Interest,Old Paria Town Site,UTP00000,37.2468117,-111.94973396,,,,,,,UNK,{82D812BB-6FDA-4439-8964-CE58A412D488}
490883.7303,4134490.0505,128,UT,4,Point of Interest,Dance Hall Rock,UTP00000,37.35707522,-111.1029409,,"Dance Hall Rock is 36.5 miles from Highway 12 on the left (east) side of Hole-in-the-Rock Road, Dance Hall Rock forms a natural red rock amphitheater. ",,,,,UNK,{143822E2-A10E-4DC0-8BEA-68C1A12502D1}
395816.0,4103470.0,130,UT,12,OHV Designated Area,Great Western Trail South Staging Area,UTP00000,37.07171157,-112.17200065,,,,,,,UNK,{0F6E3DE8-25FB-4FA7-8A5A-79FEF07C28E8}
395098.0,4103943.9999,131,UT,12,OHV Designated Area,Great Western Trail North Staging Area,UTP00000,37.07590337,-112.18014232,,,,,,,UNK,{296B2784-29D6-42D2-9789-31FB7ADD1DBD}
376875.585,4114217.8196,135,UT,12,OHV Designated Area,Nephi Pasture Staging Area,UTP00000,37.16627033,-112.38678113,,,,,,,UNK,{5D9A3850-63A8-412D-AB7A-B87EA2B26008}
422408.7007,4106467.746,139,UT,7,Trail Head,The Toadstools Trailhead,UTP00000,37.10130961,-111.87319743,,,,http://www.blm.gov/ut/st/en/fo/grand_staircase-escalante/Recreation/hiking___backpacking.html,,,UNK,{B4EEBC02-636A-4581-809E-72B260774D14}
438802.4342,4107536.2667,141,UT,7,Trail Head,Wahweap Hoodoos Trailhead,UTP00000,37.11215588,-111.68880652,,,,,,,UNK,{9308A050-1D81-4F19-B825-2FC388EB8E19}
417760.0,4120145.0,142,UT,7,Access Point,The Paria Box Trailhead,UTP00000,37.22418596,-111.92701127,,,,,,,UNK,{404EB3CC-05BC-4BA0-AD22-8D3A9631FC15}
419356.3799,4123745.9849,143,UT,7,Trail Head,Lower Hackberry Trailhead,UTP00000,37.25678083,-111.9094088,,,,http://www.blm.gov/ut/st/en/fo/grand_staircase-escalante/Recreation/hiking___backpacking.html,,,UNK,{F5F6093B-1C9E-4B86-AB9F-6F56CFBF1451}
497993.0,4130918.0001,144,UT,7,Trail Head,Willow Gulch Trailhead,UTP00000,37.3249197,-111.02265338,,Site managed by National Park Service,Glen Canyon National Recreation Area,,,,UNK,{5D2C4F00-4D31-4805-A022-77F28087156E}
394759.0512,4135980.372,145,UT,7,Trail Head,Lick Wash Trailhead,UTP00000,37.36458219,-112.1884765,,,,http://www.blm.gov/ut/st/en/fo/grand_staircase-escalante/Recreation/hiking___backpacking.html,,,UNK,{B1E7E7A2-390B-4535-AB6F-643026543719}
488258.0,4137667.0,146,UT,7,Access Point,Hurricane Wash Trailhead,UTP00000,37.38568221,-111.13264099,,,,,,,UNK,{88DC4BA4-2B94-450D-8B5A-9E321BB1F3F4}
424825.0,4138369.9999,147,UT,7,Trail Head,Cottonwood Narrows South Trailhead,UTP00000,37.38904388,-111.84922817,,,,,,,UNK,{DDF4EFAB-9EF2-4EA7-AC75-67729935FCD8}
495693.0,4138424.0,148,UT,7,Trail Head,40 Mile Water Tank Trailhead,UTP00000,37.39257006,-111.04865757,,,,,,,UNK,{40A7CFE9-3436-4C36-A3DF-94FBAA1BA341}
499214.052,4139666.8416,149,UT,7,Trail Head,Crack in the Wall Trailhead,UTP00000,37.4037825,-111.00888043,,Site managed by National Park Service,Glen Canyon National Recreation Area,,,,UNK,{D5BD244F-597D-43BD-86AD-0BD7730EC3E6}
425009.0,4139800.0,150,UT,7,Trail Head,Cottonwood Narrows North Trailhead,UTP00000,37.40194714,-111.84729487,,,,http://www.blm.gov/ut/st/en/fo/grand_staircase-escalante/Recreation/hiking___backpacking.html,,,UNK,{B0C04B68-CB71-4BA5-B122-E12D5FD4BAA3}
487071.0,4142585.0,151,UT,7,Trail Head,Red Well Trailhead,UTP00000,37.42999618,-111.14613572,,,,,,,UNK,{D7A6F23F-7330-4E82-947C-8570344621DE}
420318.0235,4145845.4727,152,UT,7,Trail Head,Round Valley Draw Trailhead,UTP00000,37.45604126,-111.90094339,,,,,,,UNK,{371EF3B6-3AA4-453C-A01B-8E52F23DCBB0}
480914.9709,4147104.1906,153,UT,7,Trail Head,Lower Dry Fork Trailhead,UTP00000,37.47062421,-111.21583358,,,,,,,UNK,{8D024314-657F-4DA1-9D6D-68866EAB7988}
401832.0,4147821.0,154,UT,7,Trail Head,Bull Valley Gorge Trailhead,UTP00000,37.47206664,-112.11019078,,,,,,,UNK,{2A8361FD-3D87-40FF-B1BA-03D613E3271A}
403019.0,4149032.0,155,UT,7,Trail Head,Willis Creek Trailhead,UTP00000,37.48310558,-112.09692868,,,,http://www.blm.gov/ut/st/en/fo/grand_staircase-escalante/Recreation/hiking___backpacking.html,,,UNK,{5CF3AB35-B8B0-44AD-A546-D32CD795F63C}
482919.1682,4153860.5232,156,UT,7,Trail Head,Early Weed Trailhead,UTP00000,37.53156241,-111.19332508,,,,,,,UNK,{0C8893A3-8028-4836-8562-A23C48A56CC8}
480735.5389,4160698.3464,158,UT,7,Trail Head,Egypt Trailhead,UTP00000,37.59315212,-111.21821948,,,,,,,UNK,{1CBCE005-0A42-4F1F-9D8B-E81852512632}
469901.0,4165278.0,159,UT,7,Trail Head,Harris Wash Trailhead,UTP00000,37.63413936,-111.34113532,,,,http://www.blm.gov/ut/st/en/fo/grand_staircase-escalante/Recreation/hiking___backpacking.html,,,UNK,{ECCD6DCB-EC74-4BB3-9308-6CF5F43F5BE8}
412497.4402,4166900.2262,160,UT,7,Trail Head,Henderson Canyon Trailhead,UTP00000,37.64508459,-111.99186871,,,,,,,UNK,{A800CDDC-5323-4C67-9580-B1E5A4C0199D}
449097.0,4180210.0,161,UT,7,Trail Head,Escalante Town Trailhead,UTP00000,37.76780269,-111.57795842,,,,,,,UNK,{2D317E95-7F9D-4B1B-B9E9-48886429F61E}
463042.2685,4181021.859,162,UT,7,Trail Head,Escalante River Trailhead,UTP00000,37.77579015,-111.41966826,,,,http://www.blm.gov/ut/st/en/fo/grand_staircase-escalante/Recreation/hiking___backpacking.html,,,UNK,{F5DE14E8-F27A-4945-805F-E785BBEA2113}
484095.46,4181857.7682,163,UT,7,Trail Head,Little Death Hollow Trailhead,UTP00000,37.78393327,-111.18062188,,,,,,,UNK,{B847E2BA-FA4D-43F4-A5DD-8DF8FED24ACC}
481730.0314,4184078.6401,164,UT,7,Trail Head,Wolverine Trailhead,UTP00000,37.8039061,-111.207541,,,,http://www.blm.gov/ut/st/en/fo/grand_staircase-escalante/Recreation/hiking___backpacking.html,,,UNK,{4A91638F-7526-4A04-AC64-E553DADCBB6A}
463584.0547,4183233.5149,165,UT,7,Trail Head,Calf Creek Lower Falls Trailhead,UTP00000,37.79574554,-111.41362731,,"The hike begins in the Calf Creek campground located on Hwy 12, 15 miles east of Escalante. The 6.0 mile round trip hike to the 126 foot lower falls is on a developed trail adjacent to Calf Creek.",,http://www.blm.gov/ut/st/en/fo/grand_staircase-escalante/Recreation/hiking___backpacking.html,,,UNK,{7899E10A-99DE-4CED-887C-0E9F67F697D5}
472202.0,4189278.0,166,UT,7,Trail Head,The Gulch Trailhead,UTP00000,37.85052768,-111.3159749,,,,,,,UNK,{2DD643E8-D583-4841-882C-B44BE68238E7}
468702.0529,4189663.9201,167,UT,7,Trail Head,Deer Creek Trailhead,UTP00000,37.8538925,-111.35577422,,,,,,,UNK,{B4EE7FDF-0160-4EBD-9743-5FE498DC52C7}
479708.431,4189366.8929,168,UT,7,Trail Head,Horse Canyon Trailhead,UTP00000,37.85152691,-111.23065389,,"Located beneath the eastern opening of Long Canyon in the Circle Cliffs area, these smaller sites sit among pinyon pine and juniper trees, and are best suited for normal-size, high-clearance vehicles (large vehicles not recommended -no turn-arounds).",,,,,UNK,{5A5EB443-E717-4BE5-87B6-0D1CD6688479}
461451.7985,4190312.805,169,UT,7,Trail Head,Calf Creek Upper Falls Trailhead,UTP00000,37.85946296,-111.4382229,,"Start on Hwy 12 at mile-marker 80.8. On the west side of the road an unmarked dirt road leads to the trailhead, 1/4 mile. This hike is a strenuous 2 miles roundtrip; No camping or fires are permitted in Upper Calf Creek; Pack Out Human Waste",Calf Creek Recreation Area,http://www.blm.gov/ut/st/en/fo/grand_staircase-escalante/Recreation/hiking___backpacking.html,,,UNK,{C9532D8E-884D-43F7-A6E0-82CF745DF1C0}
459167.7335,4193027.6794,170,UT,7,Trail Head,Boulder Mail Trailhead,UTP00000,37.88383209,-111.46434135,,,,,,,UNK,{0D49E87B-D44D-4086-84DC-A69F8CCB9593}
365531.0,4100661.9999,171,UT,1,Visitor Center,Kanab Visitor Center,UTP00000,37.04255324,-112.51208852,https:////c8.staticflickr.com/6/5332/30814680231_b023b73bbf_m.jpg,Kanab Visitor Center is the location for the walk in lottery for the Coyote Buttes permitted areas.  Summer hours are 8:00 AM - 4:30 PM Sunday - Saturday.   Winter hours are 8:00 AM - 4:30 PM Monday - Friday.  Current information on roads and weather.,,https://www.blm.gov/visit/kanab-visitor-center,Kanab Visitor Center,https://c2.staticflickr.com/6/5332/30814680231_b023b73bbf_b.jpg,UNK,{A605B91F-BC6C-47A7-80F7-0B71F7ED0C9B}
440970.6572,4103611.3215,172,UT,1,Visitor Center,GSENM Big Water Visitor Center,UTP00000,37.07691694,-111.66409488,,,,https://www.blm.gov/learn/interpretive-centers/GSENM_VisitorCenters,,,UNK,{D63D2BFC-0209-4058-A718-8289501F746B}
406886.7442,4158333.3242,174,UT,1,Visitor Center,Cannonville Visitor Center,UTP00000,37.56732808,-112.05436767,,"Theme: Human Geography. Visitors explore how geography affected peoples ability to settle on the landscape. 19th century pioneer & Paiute life is related through oral histories, artifacts, murals, and ethnobotanical garden.",,https://www.blm.gov/learn/interpretive-centers/GSENM_VisitorCenters,,,UNK,{E7F5A61B-B8F9-407B-A0E7-6B33E9EAC806}
445775.0,4180782.9999,175,UT,1,Visitor Center,Escalante Interagency Visitor Center,UTP00000,37.77277597,-111.61571766,,,,https://www.blm.gov/learn/interpretive-centers/GSENM_VisitorCenters,,,UNK,{8BFD4762-3816-4ED8-A03A-1E2BE5B71703}
462761.0,4196010.0,176,UT,1,BLM Ranger Station/Field Office/Contact Station,Boulder Contact Station/Anasazi State Park Museum,UTP00000,37.91086526,-111.42363411,,,,https://www.blm.gov/learn/interpretive-centers/GSENM_VisitorCenters,,,UNK,{A3E1714D-D2E6-45FB-A73C-406566EA466A}
286594.7825,4122468.503,177,UT,4,Picnic Area,Red Cliffs Recreation Area,UTC03000,37.22432342,-113.40535036,,,,,,,UNK,{EC9B419F-7B34-4297-941F-5D587E31B4CA}
265888.0798,4140019.4633,178,UT,10,Campground,Baker Dam Recreation Area,UTC03000,37.3773907,-113.6440556,,,,,,,UNK,{A68E11CB-618F-432D-A5F7-ACA5F0FC9AD2}
285472.6625,4098404.3534,1166,UT,4,Interpretive Site,Fort Pearce Historic Site,UTC03000,37.00733871,-113.41110184,,,,,,,UNK,{0179568E-0291-4FED-8CEC-D326BF1A0C05}
289431.8522,4100047.858,1167,UT,4,Interpretive Site,Warner Valley Dinosaur Track Site,UTC03000,37.02303669,-113.36709818,,,,,,,UNK,{40182432-4E39-4281-919A-8C12AA2070EC}
300837.5452,4112589.1646,1184,UT,7,Staging Area,Jem Trailhead,UTC03000,37.13848905,-113.24229925,,,,,,,UNK,{7863C6E3-FD34-4A5E-9421-EC2C6E63974E}
308735.3541,4112765.8125,1186,UT,7,Staging Area,Gooseberry Trailhead,UTC03000,37.14172868,-113.15348418,,,,http://www.blm.gov/ut/st/en/fo/st__george/blm_special_areas/gooseberry_mesa_national.html,,,UNK,{AA43C80E-3855-4B29-8498-008663061650}
267366.6735,4114099.4755,1188,UT,4,Interpretive Site,The Gap,UTC03000,37.14436468,-113.61927204,,,,,,,UNK,{3D66A08C-D7E6-41EB-85CC-E1C7E2D87957}
304150.798,4119054.0592,1202,UT,13,SRMA,Falls Park,UTC03000,37.19742107,-113.20671527,,,,,,,UNK,{7352B3E8-B3B3-46DF-A153-203530ECA939}
286594.2034,4122457.7863,1203,UT,10,Campground,Red Cliffs Campground,UTC03000,37.22422677,-113.40535381,,,,,,,UNK,{032D693B-B602-42B8-8F39-0FC89CC55009}
265888.0798,4140019.4633,1204,UT,13,ERMA,Baker Dam Recreation Area,UTC03000,37.3773907,-113.6440556,,,,,,,UNK,{F47396B1-B361-40AB-B8F6-7ECDCDC195D6}
286340.2436,4098658.5514,1205,UT,7,Access Point,Ft. Pearce Trailhead,UTC03000,37.00982578,-113.40143085,,,,,,,UNK,{BC6F1425-ECEE-4FA2-BEEF-B6124103BECF}
326293.2851,4099579.9868,1206,UT,7,Access Point,Squirrel Canyon Trailhead,UTC03000,37.02636342,-112.95285542,,,,,,,UNK,{1E659334-80EF-4FB0-A747-20A032B7B424}
326108.9677,4100854.3537,1207,UT,7,Access Point,Water Canyon Trailhead,UTC03000,37.03781023,-112.95522087,,,,,,,UNK,{CB380C5A-DBB0-4F20-A0D4-9B78B4283BC9}
256726.1955,4104988.5363,1209,UT,7,Access Point,Bloomington Cave Trailhead,UTC03000,37.05962307,-113.73599964,,,,,,,UNK,{31292822-4E8A-41DC-9C2F-242F423062B8}
265269.2354,4108022.5438,1210,UT,7,Access Point,Gap Trailhead,UTC03000,37.08912,-113.64096216,,,,,,,UNK,{C053E078-064C-4FA1-93D1-70793816567B}
262345.8338,4111636.9108,1214,UT,7,Access Point,Cove Wash Trailhead,UTC03000,37.1209285,-113.67496604,,,,,,,UNK,{9EEF8BD8-63E2-48C5-A406-22F363C9090B}
270613.7687,4112002.0398,1215,UT,7,Access Point,Pioneer Hills Trailhead,UTC03000,37.12627925,-113.58210399,,,,,,,UNK,{46CA59C7-9254-46FE-B335-3AE2164CAA06}
262675.5807,4113254.3695,1216,UT,7,Access Point,Tukupetsi Trailhead,UTC03000,37.13557642,-113.67177048,,,,,,,UNK,{64B0C065-FD7F-4E35-BF0A-E99121F29A87}
298246.0568,4112343.2997,1217,UT,8,Parking Area,Gould's Rim Trailhead,UTC03000,37.13571912,-113.27138889,,,,http://www.blm.gov/ut/st/en/fo/st__george/recreation/trails/hurricane_cliffs_trail.html,,,UNK,{9F60FD07-A6C1-4021-96E3-603D829CD30C}
272215.2548,4113216.5135,1218,UT,7,Access Point,T-Bone Trailhead,UTC03000,37.13760697,-113.56446253,,,,,,,UNK,{B767C55D-B46D-427B-BB46-3AF859A739A6}
307119.1188,4112801.4047,1220,UT,7,Staging Area,White Trailhead,UTC03000,37.14171735,-113.17167898,,,,http://www.blm.gov/ut/st/en/fo/st__george/blm_special_areas/gooseberry_mesa_national.html,,,UNK,{42353929-0DBD-4EBA-B1EC-29BF577BFBC7}
319616.338,4113174.2934,1222,UT,7,Access Point,Eagle Crags Trailhead,UTC03000,37.14757067,-113.03114388,,,,,,,UNK,{5A26E9E8-1407-4204-8E99-77ED8E50BFE3}
307634.8074,4113890.5471,1223,UT,7,Staging Area,Windmill Trailhead,UTC03000,37.15163428,-113.16615645,,,,http://www.blm.gov/ut/st/en/fo/st__george/blm_special_areas/gooseberry_mesa_national.html,,,UNK,{9D3F16AC-5089-4954-BF02-3F5F7FC19B49}
259708.0006,4116320.7107,1224,UT,7,Access Point,Anasazi Valley Trailhead,UTC03000,37.16242866,-113.70612973,,,,,,,UNK,{72ED26D5-82B8-47F4-8013-AA9519BF8201}
285643.0532,4118040.1452,1227,UT,7,Access Point,Cottonwood Trailhead,UTC03000,37.18422295,-113.41479717,,,,,,,UNK,{A1B918F2-4B5D-4483-B269-E89341BD8BC6}
271160.6513,4119073.3202,1229,UT,7,Access Point,Yellow Knolls Trailhead,UTC03000,37.19009035,-113.57811651,,,,,,,UNK,{222DA7B8-6F72-4F62-929B-AA08B6ECF9C0}
301645.492,4118996.8493,1233,UT,7,Staging Area,Virgin Dam Trailhead,UTC03000,37.1963767,-113.23490894,,,,http://www.blm.gov/ut/st/en/fo/st__george/recreation/trails/hurricane_cliffs_trail.html,,,IMG,{8BE3617B-57F3-4B64-B7FA-57983BD2320C}
291549.1538,4119854.0779,1235,UT,7,Access Point,Babylon Trailhead,UTC03000,37.20189729,-113.34882113,,,,,,,UNK,{6F1CC86D-15FD-41C5-AEBC-0546C41BEDD2}
270788.3518,4120920.8273,1238,UT,7,Access Point,Black Gulch Trailhead,UTC03000,37.20663573,-113.58287411,,,,,,,UNK,{51FD410B-6E39-4428-91EE-FC72CFF3C01C}
