region,region_code,period,tot_e_Rx,tot_e_Rx_thru_ehr,tot_e_Rx_thru_stand_alone,tot_primary_care_e_Rx,tot_non_primary_care_e_Rx,tot_nurse_prac_e_Rx,tot_phys_asst_e_Rx,pct_new_renewal_e_Rx,tot_med_hist_reqs,tot_med_hist_req_resps,pct_pharm_enabled,pct_pharm_e_Rx
Georgia,GA,2012-11,11723.0,9474.0,2181.0,4037.0,7225.0,1013.0,786.0,,1394178.0,1225644.0,0.94,0.93
Georgia,GA,2012-12,11746.0,9527.0,2150.0,4059.0,7223.0,1025.0,795.0,,1560876.0,1384298.0,0.95,0.93
Georgia,GA,2013-01,12021.0,9855.0,2107.0,4110.0,7408.0,1042.0,827.0,,1850705.0,1632386.0,0.94,0.93
Georgia,GA,2013-02,12181.0,10097.0,2028.0,4196.0,7477.0,1068.0,840.0,,1751338.0,1506181.0,0.95,0.93
Georgia,GA,2013-03,12293.0,10252.0,1981.0,4267.0,7512.0,1119.0,841.0,,1562081.0,1367474.0,0.95,0.93
Georgia,GA,2013-04,12388.0,10387.0,1943.0,4294.0,7570.0,1131.0,863.0,,1527908.0,1323824.0,0.95,0.94
Georgia,GA,2013-05,12558.0,10585.0,1914.0,4372.0,7626.0,1153.0,888.0,,1400113.0,1261518.0,0.95,0.94
Georgia,GA,2013-06,12689.0,10972.0,1661.0,4432.0,7705.0,1159.0,924.0,,1519527.0,1389568.0,0.96,0.95
Georgia,GA,2013-07,12922.0,11256.0,1601.0,4469.0,7755.0,1200.0,931.0,,1614053.0,1483866.0,0.96,0.95
Georgia,GA,2013-08,13146.0,11460.0,1613.0,4961.0,8145.0,1313.0,1005.0,,1625306.0,1489163.0,0.96,0.95
Georgia,GA,2013-09,13351.0,11749.0,1533.0,4984.0,8334.0,1326.0,1015.0,,1354410.0,1237149.0,0.96,0.95
Georgia,GA,2013-10,13581.0,11976.0,1534.0,5094.0,8433.0,1394.0,1025.0,,1377416.0,1266412.0,0.96,0.95
Georgia,GA,2013-11,13561.0,12002.0,1490.0,5071.0,8433.0,1421.0,1023.0,,1386872.0,1259233.0,0.96,0.95
Georgia,GA,2013-12,13833.0,12293.0,1455.0,5140.0,8619.0,1452.0,1053.0,,1277764.0,1177668.0,0.96,0.95
Georgia,GA,2014-01,13863.0,12389.0,1391.0,5176.0,8597.0,1474.0,1067.0,,1146167.0,1047375.0,0.96,0.95
Georgia,GA,2014-02,13926.0,12490.0,1356.0,5277.0,8626.0,1519.0,1098.0,,972265.0,870190.0,0.96,0.95
Georgia,GA,2014-03,14081.0,12627.0,1302.0,5366.0,8690.0,1578.0,1115.0,,1189197.0,1034408.0,0.95,0.94
Georgia,GA,2014-04,14216.0,12802.0,1278.0,5392.0,8789.0,1617.0,1122.0,,1218995.0,1040732.0,0.95,0.94
Hawaii,HI,2008,,,,,,,,0.01,,,,
Hawaii,HI,2009,,,,,,,,0.1,,,,
Hawaii,HI,2010,,,,,,,,0.22,,,,
Hawaii,HI,2011,,,,,,,,0.3,,,,
Hawaii,HI,2012,,,,,,,,0.45,,,,
Hawaii,HI,2013,,,,,,,,0.61,,,,
Hawaii,HI,2008-12,78.0,62.0,16.0,29.0,41.0,0.0,2.0,,,,0.74,0.59
Hawaii,HI,2009-01,114.0,93.0,21.0,,,,,,,,,0.6
Hawaii,HI,2009-02,150.0,124.0,26.0,,,,,,,,,0.62
Hawaii,HI,2009-03,186.0,155.0,31.0,,,,,,,,,0.63
Hawaii,HI,2009-04,222.0,186.0,36.0,,,,,,,,,0.65
Hawaii,HI,2009-05,258.0,217.0,41.0,,,,,,,,,0.66
Hawaii,HI,2009-06,294.0,248.0,46.0,,,,,,,,,0.67
Hawaii,HI,2009-07,330.0,279.0,51.0,,,,,,,,,0.69
Hawaii,HI,2009-08,366.0,310.0,56.0,,,,,,,,,0.7
Hawaii,HI,2009-09,402.0,341.0,61.0,,,,,,,,,0.72
Hawaii,HI,2009-10,438.0,372.0,66.0,,,,,,,,,0.73
Hawaii,HI,2009-11,474.0,403.0,71.0,,,,,,,,,0.74
Hawaii,HI,2009-12,514.0,435.0,79.0,169.0,327.0,12.0,8.0,,,,0.81,0.76
Hawaii,HI,2010-01,531.0,445.0,86.0,,,,,,,,,0.77
Hawaii,HI,2010-02,548.0,455.0,93.0,,,,,,,,,0.77
Hawaii,HI,2010-03,565.0,465.0,100.0,,,,,,,,,0.78
Hawaii,HI,2010-04,582.0,475.0,107.0,,,,,,,,,0.78
Hawaii,HI,2010-05,599.0,485.0,114.0,,,,,,,,,0.79
Hawaii,HI,2010-06,621.0,497.0,124.0,220.0,397.0,17.0,9.0,,51178.0,45280.0,0.83,0.8
Hawaii,HI,2010-07,639.0,510.0,128.0,,,,,,,,,0.81
Hawaii,HI,2010-08,657.0,523.0,132.0,,,,,,,,,0.82
Hawaii,HI,2010-09,675.0,536.0,136.0,,,,,,,,,0.83
Hawaii,HI,2010-10,693.0,549.0,140.0,,,,,,,,,0.84
Hawaii,HI,2010-11,711.0,562.0,144.0,,,,,,,,,0.86
Hawaii,HI,2010-12,729.0,578.0,151.0,267.0,458.0,22.0,13.0,,115598.0,107268.0,0.89,0.87
Hawaii,HI,2011-01,746.0,587.0,159.0,265.0,467.0,25.0,14.0,,49422.0,45115.0,0.88,0.86
Hawaii,HI,2011-02,757.0,595.0,162.0,272.0,479.0,22.0,12.0,,51278.0,46747.0,0.89,0.86
Hawaii,HI,2011-03,775.0,607.0,168.0,274.0,496.0,22.0,11.0,,64622.0,59427.0,0.9,0.86
Hawaii,HI,2011-04,806.0,635.0,171.0,283.0,518.0,25.0,15.0,,72046.0,67665.0,0.91,0.89
Hawaii,HI,2011-05,832.0,645.0,187.0,282.0,545.0,25.0,13.0,,82885.0,78159.0,0.92,0.9
Hawaii,HI,2011-06,911.0,678.0,233.0,306.0,600.0,28.0,16.0,,127360.0,116802.0,0.91,0.9
Hawaii,HI,2011-07,914.0,684.0,230.0,307.0,602.0,26.0,16.0,,122567.0,116748.0,0.92,0.91
Hawaii,HI,2011-08,945.0,727.0,218.0,309.0,595.0,27.0,15.0,,114846.0,107592.0,0.93,0.91
Hawaii,HI,2011-09,966.0,749.0,217.0,328.0,628.0,30.0,16.0,,77722.0,71590.0,0.93,0.9
Hawaii,HI,2011-10,998.0,777.0,221.0,339.0,649.0,31.0,20.0,,102507.0,95197.0,0.93,0.91
Hawaii,HI,2011-11,1023.0,799.0,224.0,345.0,669.0,38.0,18.0,,119924.0,108607.0,0.91,0.91
Hawaii,HI,2011-12,1041.0,816.0,225.0,350.0,677.0,34.0,20.0,,144462.0,133604.0,0.92,0.91
Hawaii,HI,2012-01,1063.0,838.0,225.0,361.0,691.0,39.0,22.0,,167569.0,155446.0,0.92,0.9
Hawaii,HI,2012-02,1147.0,936.0,211.0,375.0,745.0,44.0,23.0,,160530.0,148891.0,0.92,0.91
Hawaii,HI,2012-03,1207.0,982.0,224.0,393.0,783.0,49.0,26.0,,172984.0,160971.0,0.92,0.91
Hawaii,HI,2012-04,1251.0,1022.0,228.0,402.0,816.0,58.0,27.0,,171400.0,159059.0,0.92,0.9
Hawaii,HI,2012-05,1289.0,1065.0,223.0,416.0,841.0,59.0,33.0,,194669.0,182507.0,0.92,0.9
Hawaii,HI,2012-06,1317.0,1088.0,228.0,422.0,861.0,64.0,34.0,,185462.0,173394.0,0.93,0.91
Hawaii,HI,2012-07,1324.0,1112.0,212.0,429.0,847.0,65.0,38.0,,198781.0,185492.0,0.94,0.93
Hawaii,HI,2012-08,1363.0,1164.0,199.0,444.0,868.0,74.0,40.0,,255662.0,237415.0,0.95,0.94
Hawaii,HI,2012-09,1367.0,1177.0,190.0,446.0,870.0,69.0,36.0,,218973.0,207014.0,0.94,0.93
Hawaii,HI,2012-10,1439.0,1244.0,195.0,470.0,908.0,80.0,38.0,,310438.0,282600.0,0.95,0.94
Hawaii,HI,2012-11,1454.0,1250.0,201.0,479.0,916.0,82.0,36.0,,262855.0,243358.0,0.95,0.94
Hawaii,HI,2012-12,1462.0,1269.0,190.0,484.0,917.0,84.0,38.0,,263412.0,241387.0,0.95,0.93
Hawaii,HI,2013-01,1518.0,1319.0,199.0,489.0,963.0,87.0,46.0,,305672.0,281439.0,0.94,0.94
Hawaii,HI,2013-02,1524.0,1338.0,186.0,502.0,951.0,89.0,45.0,,305854.0,276388.0,0.95,0.94
Hawaii,HI,2013-03,1544.0,1354.0,190.0,511.0,967.0,92.0,46.0,,269740.0,246401.0,0.95,0.94
Hawaii,HI,2013-04,1551.0,1360.0,191.0,519.0,963.0,93.0,42.0,,309706.0,280105.0,0.96,0.95
Hawaii,HI,2013-05,1577.0,1385.0,192.0,516.0,990.0,91.0,44.0,,263508.0,251633.0,0.96,0.95
Hawaii,HI,2013-06,1667.0,1485.0,179.0,546.0,1052.0,98.0,49.0,,239716.0,229382.0,0.96,0.95
Hawaii,HI,2013-07,1701.0,1521.0,179.0,560.0,1052.0,108.0,49.0,,262220.0,251009.0,0.96,0.96
Hawaii,HI,2013-08,1727.0,1553.0,174.0,598.0,1118.0,102.0,53.0,,258445.0,247643.0,0.96,0.96
Hawaii,HI,2013-09,1745.0,1574.0,168.0,591.0,1141.0,104.0,55.0,,244358.0,234748.0,0.95,0.96
Hawaii,HI,2013-10,1788.0,1603.0,170.0,610.0,1164.0,115.0,59.0,,252563.0,242843.0,0.96,0.96
Hawaii,HI,2013-11,1884.0,1709.0,162.0,630.0,1235.0,123.0,61.0,,226920.0,218524.0,0.96,0.95
Hawaii,HI,2013-12,1921.0,1733.0,169.0,630.0,1269.0,123.0,57.0,,235595.0,226523.0,0.96,0.95
Hawaii,HI,2014-01,1936.0,1744.0,174.0,651.0,1263.0,129.0,60.0,,229216.0,218544.0,0.96,0.96
Hawaii,HI,2014-02,1944.0,1767.0,161.0,657.0,1286.0,128.0,61.0,,169350.0,158402.0,0.96,0.95
Hawaii,HI,2014-03,1977.0,1781.0,164.0,672.0,1303.0,131.0,61.0,,176788.0,160106.0,0.96,0.95
Hawaii,HI,2014-04,1955.0,1775.0,158.0,664.0,1288.0,129.0,58.0,,183172.0,165207.0,0.96,0.96
Iowa,IA,2008,,,,,,,,0.02,,,,
Iowa,IA,2009,,,,,,,,0.16,,,,
Iowa,IA,2010,,,,,,,,0.31,,,,
Iowa,IA,2011,,,,,,,,0.47,,,,
Iowa,IA,2012,,,,,,,,0.6,,,,
Iowa,IA,2013,,,,,,,,0.69,,,,
Iowa,IA,2008-12,530.0,431.0,99.0,247.0,252.0,45.0,37.0,,,,0.62,0.56
Iowa,IA,2009-01,683.0,567.0,116.0,,,,,,,,,0.58
Iowa,IA,2009-02,836.0,703.0,133.0,,,,,,,,,0.59
Iowa,IA,2009-03,989.0,839.0,150.0,,,,,,,,,0.61
Iowa,IA,2009-04,1142.0,975.0,167.0,,,,,,,,,0.62
Iowa,IA,2009-05,1295.0,1111.0,184.0,,,,,,,,,0.64
Iowa,IA,2009-06,1448.0,1247.0,201.0,,,,,,,,,0.65
Iowa,IA,2009-07,1601.0,1383.0,218.0,,,,,,,,,0.67
Iowa,IA,2009-08,1754.0,1519.0,235.0,,,,,,,,,0.68
Iowa,IA,2009-09,1907.0,1655.0,252.0,,,,,,,,,0.7
Iowa,IA,2009-10,2060.0,1791.0,269.0,,,,,,,,,0.71
Iowa,IA,2009-11,2213.0,1927.0,286.0,,,,,,,,,0.73
Iowa,IA,2009-12,2374.0,2068.0,306.0,1159.0,1157.0,230.0,165.0,,,,0.77,0.74
Iowa,IA,2010-01,2433.0,2112.0,321.0,,,,,,,,,0.75
Iowa,IA,2010-02,2492.0,2156.0,336.0,,,,,,,,,0.75
Iowa,IA,2010-03,2551.0,2200.0,351.0,,,,,,,,,0.76
Iowa,IA,2010-04,2610.0,2244.0,366.0,,,,,,,,,0.76
Iowa,IA,2010-05,2669.0,2288.0,381.0,,,,,,,,,0.77
Iowa,IA,2010-06,2732.0,2333.0,399.0,1354.0,1366.0,283.0,206.0,,300430.0,210362.0,0.8,0.78
Iowa,IA,2010-07,2893.0,2435.0,457.0,,,,,,,,,0.79
Iowa,IA,2010-08,3054.0,2537.0,515.0,,,,,,,,,0.8
Iowa,IA,2010-09,3215.0,2639.0,573.0,,,,,,,,,0.8
Iowa,IA,2010-10,3376.0,2741.0,631.0,,,,,,,,,0.81
Iowa,IA,2010-11,3537.0,2843.0,689.0,,,,,,,,,0.82
Iowa,IA,2010-12,3700.0,2948.0,752.0,1812.0,1864.0,408.0,286.0,,390434.0,284114.0,0.83,0.83
Iowa,IA,2011-01,3772.0,3003.0,769.0,1639.0,1784.0,457.0,264.0,,337482.0,234083.0,0.84,0.83
Iowa,IA,2011-02,3856.0,3066.0,790.0,1854.0,1963.0,434.0,304.0,,397647.0,283339.0,0.84,0.82
Iowa,IA,2011-03,3940.0,3097.0,843.0,1860.0,2044.0,438.0,312.0,,429922.0,302926.0,0.84,0.82
Iowa,IA,2011-04,4063.0,3173.0,890.0,1894.0,2135.0,461.0,323.0,,434410.0,319971.0,0.85,0.85
Iowa,IA,2011-05,4236.0,3251.0,985.0,1964.0,2235.0,472.0,354.0,,437349.0,326242.0,0.86,0.85
Iowa,IA,2011-06,4453.0,3351.0,1102.0,2020.0,2394.0,486.0,372.0,,480658.0,344399.0,0.87,0.85
Iowa,IA,2011-07,4466.0,3393.0,1073.0,2006.0,2354.0,486.0,362.0,,456148.0,348056.0,0.87,0.85
Iowa,IA,2011-08,4636.0,3560.0,1076.0,2028.0,2358.0,487.0,377.0,,560634.0,407803.0,0.87,0.86
Iowa,IA,2011-09,4673.0,3707.0,966.0,2070.0,2465.0,521.0,383.0,,461505.0,352303.0,0.88,0.86
Iowa,IA,2011-10,4854.0,3910.0,944.0,2136.0,2551.0,536.0,396.0,,573879.0,417330.0,0.88,0.87
Iowa,IA,2011-11,4896.0,4009.0,887.0,2165.0,2565.0,548.0,408.0,,680717.0,482561.0,0.88,0.88
Iowa,IA,2011-12,4963.0,4089.0,874.0,2197.0,2581.0,546.0,425.0,,730330.0,546219.0,0.89,0.88
Iowa,IA,2012-01,5039.0,4196.0,843.0,2244.0,2595.0,572.0,433.0,,729124.0,519923.0,0.89,0.89
Iowa,IA,2012-02,5108.0,4321.0,787.0,2246.0,2653.0,586.0,433.0,,661888.0,469148.0,0.89,0.89
Iowa,IA,2012-03,5246.0,4470.0,776.0,2311.0,2719.0,613.0,442.0,,670045.0,481357.0,0.89,0.89
Iowa,IA,2012-04,5325.0,4540.0,785.0,2335.0,2763.0,624.0,451.0,,692798.0,503736.0,0.89,0.89
Iowa,IA,2012-05,5404.0,4592.0,811.0,2382.0,2806.0,640.0,456.0,,668595.0,521516.0,0.89,0.89
Iowa,IA,2012-06,5534.0,4684.0,847.0,2418.0,2906.0,654.0,469.0,,618455.0,482271.0,0.9,0.9
Iowa,IA,2012-07,5586.0,4812.0,774.0,2388.0,2880.0,664.0,471.0,,648437.0,453047.0,0.91,0.9
Iowa,IA,2012-08,5694.0,4952.0,742.0,2402.0,2924.0,670.0,481.0,,780411.0,543347.0,0.91,0.91
Iowa,IA,2012-09,5764.0,5049.0,715.0,2424.0,2958.0,678.0,485.0,,643984.0,503702.0,0.91,0.91
Iowa,IA,2012-10,5904.0,5200.0,704.0,2466.0,3030.0,703.0,491.0,,903461.0,597602.0,0.92,0.92
Iowa,IA,2012-11,5919.0,5202.0,716.0,2475.0,3059.0,705.0,498.0,,686924.0,478123.0,0.92,0.92
Iowa,IA,2012-12,6003.0,5280.0,722.0,2519.0,3089.0,722.0,505.0,,761863.0,505272.0,0.92,0.92
Iowa,IA,2013-01,6032.0,5332.0,700.0,2523.0,3112.0,731.0,518.0,,788860.0,534285.0,0.92,0.92
Iowa,IA,2013-02,6076.0,5394.0,682.0,2544.0,3125.0,749.0,513.0,,798855.0,525433.0,0.92,0.92
Iowa,IA,2013-03,6108.0,5416.0,688.0,2566.0,3143.0,754.0,517.0,,717288.0,487573.0,0.92,0.92
Iowa,IA,2013-04,6149.0,5484.0,665.0,2568.0,3178.0,771.0,522.0,,811635.0,535925.0,0.93,0.93
Iowa,IA,2013-05,6166.0,5526.0,640.0,2563.0,3178.0,757.0,527.0,,551958.0,459444.0,0.93,0.93
Iowa,IA,2013-06,6228.0,5752.0,476.0,2545.0,3254.0,780.0,522.0,,517834.0,428137.0,0.93,0.93
Iowa,IA,2013-07,6348.0,5877.0,470.0,2556.0,3200.0,787.0,537.0,,585127.0,474268.0,0.93,0.93
Iowa,IA,2013-08,6398.0,5941.0,457.0,2896.0,3497.0,820.0,576.0,,547349.0,440424.0,0.93,0.93
Iowa,IA,2013-09,6462.0,6047.0,414.0,2937.0,3510.0,837.0,591.0,,516845.0,438901.0,0.93,0.93
Iowa,IA,2013-10,6578.0,6121.0,423.0,2988.0,3563.0,854.0,600.0,,556963.0,490660.0,0.93,0.93
Iowa,IA,2013-11,6622.0,6222.0,399.0,3007.0,3575.0,866.0,600.0,,477967.0,418420.0,0.93,0.93
Iowa,IA,2013-12,6668.0,6262.0,403.0,3002.0,3618.0,893.0,598.0,,477445.0,410778.0,0.93,0.93
Iowa,IA,2014-01,6666.0,6276.0,390.0,3018.0,3592.0,898.0,600.0,,557779.0,464398.0,0.94,0.93
Iowa,IA,2014-02,6662.0,6296.0,365.0,3066.0,3589.0,908.0,618.0,,381709.0,303015.0,0.95,0.95
Iowa,IA,2014-03,6704.0,6347.0,348.0,3066.0,3627.0,914.0,626.0,,376843.0,316143.0,0.95,0.95
Iowa,IA,2014-04,6699.0,6333.0,359.0,3060.0,3618.0,912.0,638.0,,419209.0,361941.0,0.96,0.95
Idaho,ID,2008,,,,,,,,0.04,,,,
Idaho,ID,2009,,,,,,,,0.1,,,,
Idaho,ID,2010,,,,,,,,0.17,,,,
Idaho,ID,2011,,,,,,,,0.29,,,,
Idaho,ID,2012,,,,,,,,0.44,,,,
Idaho,ID,2013,,,,,,,,0.55,,,,
Idaho,ID,2008-12,329.0,289.0,39.0,186.0,110.0,34.0,44.0,,,,0.71,0.64
Idaho,ID,2009-01,351.0,307.0,42.0,,,,,,,,,0.65
Idaho,ID,2009-02,373.0,325.0,45.0,,,,,,,,,0.66
Idaho,ID,2009-03,395.0,343.0,48.0,,,,,,,,,0.67
Idaho,ID,2009-04,417.0,361.0,51.0,,,,,,,,,0.68
Idaho,ID,2009-05,439.0,379.0,54.0,,,,,,,,,0.69
Idaho,ID,2009-06,461.0,397.0,57.0,,,,,,,,,0.69
Idaho,ID,2009-07,483.0,415.0,60.0,,,,,,,,,0.7
Idaho,ID,2009-08,505.0,433.0,63.0,,,,,,,,,0.71
Idaho,ID,2009-09,527.0,451.0,66.0,,,,,,,,,0.72
Idaho,ID,2009-10,549.0,469.0,69.0,,,,,,,,,0.73
Idaho,ID,2009-11,571.0,487.0,72.0,,,,,,,,,0.74
Idaho,ID,2009-12,597.0,511.0,85.0,331.0,234.0,61.0,89.0,,,,0.77,0.75
Idaho,ID,2010-01,616.0,527.0,87.0,,,,,,,,,0.75
Idaho,ID,2010-02,635.0,543.0,89.0,,,,,,,,,0.76
Idaho,ID,2010-03,654.0,559.0,91.0,,,,,,,,,0.76
Idaho,ID,2010-04,673.0,575.0,93.0,,,,,,,,,0.76
Idaho,ID,2010-05,692.0,591.0,95.0,,,,,,,,,0.77
Idaho,ID,2010-06,711.0,611.0,99.0,402.0,291.0,86.0,107.0,,21068.0,18107.0,0.79,0.77
Idaho,ID,2010-07,737.0,633.0,102.0,,,,,,,,,0.77
Idaho,ID,2010-08,763.0,655.0,105.0,,,,,,,,,0.77
Idaho,ID,2010-09,789.0,677.0,108.0,,,,,,,,,0.77
Idaho,ID,2010-10,815.0,699.0,111.0,,,,,,,,,0.77
Idaho,ID,2010-11,841.0,721.0,114.0,,,,,,,,,0.78
Idaho,ID,2010-12,868.0,748.0,119.0,497.0,352.0,98.0,138.0,,34392.0,31894.0,0.81,0.78
Idaho,ID,2011-01,923.0,789.0,133.0,513.0,359.0,123.0,145.0,,30703.0,28051.0,0.82,0.8
Idaho,ID,2011-02,943.0,806.0,136.0,539.0,386.0,117.0,146.0,,33402.0,30472.0,0.83,0.8
Idaho,ID,2011-03,1027.0,877.0,149.0,581.0,424.0,125.0,153.0,,39551.0,36826.0,0.83,0.81
Idaho,ID,2011-04,1084.0,916.0,167.0,600.0,466.0,132.0,160.0,,38888.0,35866.0,0.86,0.84
Idaho,ID,2011-05,1225.0,1019.0,205.0,670.0,538.0,146.0,192.0,,41403.0,38404.0,0.86,0.84
Idaho,ID,2011-06,1430.0,1154.0,275.0,767.0,649.0,173.0,210.0,,45274.0,40171.0,0.88,0.86
Idaho,ID,2011-07,1430.0,1175.0,254.0,755.0,644.0,172.0,207.0,,46452.0,43527.0,0.88,0.86
Idaho,ID,2011-08,1440.0,1195.0,244.0,748.0,632.0,170.0,203.0,,54729.0,50586.0,0.89,0.87
Idaho,ID,2011-09,1468.0,1220.0,247.0,747.0,686.0,175.0,213.0,,50783.0,46316.0,0.91,0.89
Idaho,ID,2011-10,1515.0,1258.0,256.0,778.0,700.0,181.0,214.0,,50751.0,46913.0,0.91,0.89
Idaho,ID,2011-11,1567.0,1315.0,251.0,805.0,716.0,183.0,216.0,,52294.0,47617.0,0.91,0.91
Idaho,ID,2011-12,1574.0,1315.0,258.0,812.0,718.0,191.0,223.0,,62998.0,57977.0,0.91,0.91
Idaho,ID,2012-01,1597.0,1345.0,251.0,811.0,745.0,196.0,222.0,,69829.0,64495.0,0.91,0.9
Idaho,ID,2012-02,1602.0,1350.0,251.0,809.0,753.0,199.0,225.0,,67488.0,62805.0,0.93,0.9
Idaho,ID,2012-03,1626.0,1345.0,280.0,821.0,760.0,201.0,227.0,,69375.0,64842.0,0.93,0.91
Idaho,ID,2012-04,1740.0,1451.0,288.0,874.0,816.0,210.0,245.0,,70660.0,65625.0,0.93,0.93
Idaho,ID,2012-05,1751.0,1459.0,291.0,879.0,818.0,201.0,248.0,,84269.0,78734.0,0.93,0.93
Idaho,ID,2012-06,1825.0,1536.0,288.0,902.0,869.0,224.0,248.0,,126508.0,120951.0,0.95,0.94
Idaho,ID,2012-07,1854.0,1552.0,301.0,901.0,882.0,224.0,250.0,,266253.0,261354.0,0.95,0.95
Idaho,ID,2012-08,1915.0,1607.0,307.0,922.0,917.0,231.0,259.0,,98980.0,92177.0,0.96,0.95
Idaho,ID,2012-09,1969.0,1666.0,302.0,936.0,948.0,233.0,274.0,,116744.0,103027.0,0.96,0.96
Idaho,ID,2012-10,2040.0,1737.0,302.0,967.0,987.0,242.0,277.0,,142513.0,123442.0,0.95,0.96
Idaho,ID,2012-11,2069.0,1765.0,303.0,984.0,997.0,254.0,284.0,,125710.0,112100.0,0.95,0.95
Idaho,ID,2012-12,2083.0,1769.0,313.0,1002.0,999.0,258.0,295.0,,187325.0,173943.0,0.96,0.95
Idaho,ID,2013-01,2115.0,1789.0,325.0,1008.0,1024.0,265.0,304.0,,219557.0,202293.0,0.96,0.95
Idaho,ID,2013-02,2247.0,1931.0,315.0,1046.0,1105.0,275.0,319.0,,167212.0,145371.0,0.96,0.95
Idaho,ID,2013-03,2267.0,1957.0,309.0,1060.0,1111.0,284.0,326.0,,241834.0,223819.0,0.96,0.95
Idaho,ID,2013-04,2265.0,1955.0,309.0,1049.0,1115.0,288.0,328.0,,212283.0,193945.0,0.96,0.96
Idaho,ID,2013-05,2315.0,2014.0,300.0,1048.0,1163.0,307.0,328.0,,157301.0,143628.0,0.96,0.96
Idaho,ID,2013-06,2339.0,2053.0,285.0,1063.0,1164.0,319.0,325.0,,137795.0,124184.0,0.97,0.96
Idaho,ID,2013-07,2377.0,2101.0,274.0,1075.0,1170.0,322.0,335.0,,138328.0,124273.0,0.96,0.96
Idaho,ID,2013-08,2442.0,2166.0,259.0,1232.0,1206.0,352.0,374.0,,139335.0,125089.0,0.97,0.96
Idaho,ID,2013-09,2507.0,2254.0,252.0,1248.0,1253.0,364.0,371.0,,106824.0,93900.0,0.97,0.96
Idaho,ID,2013-10,2542.0,2282.0,259.0,1266.0,1266.0,365.0,382.0,,225153.0,211726.0,0.97,0.96
Idaho,ID,2013-11,2548.0,2315.0,232.0,1251.0,1279.0,371.0,379.0,,253634.0,216546.0,0.97,0.97
Idaho,ID,2013-12,2590.0,2357.0,229.0,1261.0,1305.0,373.0,386.0,,138389.0,127736.0,0.97,0.97
Idaho,ID,2014-01,2579.0,2346.0,233.0,1258.0,1299.0,366.0,386.0,,129062.0,117325.0,0.97,0.97
Idaho,ID,2014-02,2596.0,2371.0,225.0,1281.0,1312.0,387.0,390.0,,99821.0,85930.0,0.97,0.97
Idaho,ID,2014-03,2618.0,2393.0,216.0,1291.0,1326.0,395.0,394.0,,110805.0,88297.0,0.97,0.97
Idaho,ID,2014-04,2660.0,2434.0,220.0,1305.0,1351.0,392.0,404.0,,173644.0,119107.0,0.96,0.96
Illinois,IL,2008,,,,,,,,0.04,,,,
Illinois,IL,2009,,,,,,,,0.12,,,,
Illinois,IL,2010,,,,,,,,0.21,,,,
Illinois,IL,2011,,,,,,,,0.34,,,,
Illinois,IL,2012,,,,,,,,0.48,,,,
Illinois,IL,2013,,,,,,,,0.58,,,,
Illinois,IL,2008-12,2806.0,1967.0,634.0,1188.0,1302.0,330.0,104.0,,,,0.79,0.73
Illinois,IL,2009-01,3126.0,2217.0,703.0,,,,,,,,,0.74
Illinois,IL,2009-02,3446.0,2467.0,772.0,,,,,,,,,0.74
Illinois,IL,2009-03,3766.0,2717.0,841.0,,,,,,,,,0.75
Illinois,IL,2009-04,4086.0,2967.0,910.0,,,,,,,,,0.76
Illinois,IL,2009-05,4406.0,3217.0,979.0,,,,,,,,,0.77
Illinois,IL,2009-06,4726.0,3467.0,1048.0,,,,,,,,,0.77
Illinois,IL,2009-07,5046.0,3717.0,1117.0,,,,,,,,,0.78
Illinois,IL,2009-08,5366.0,3967.0,1186.0,,,,,,,,,0.79
Illinois,IL,2009-09,5686.0,4217.0,1255.0,,,,,,,,,0.79
Illinois,IL,2009-10,6006.0,4467.0,1324.0,,,,,,,,,0.8
Illinois,IL,2009-11,6326.0,4717.0,1393.0,,,,,,,,,0.81
Illinois,IL,2009-12,6651.0,4968.0,1462.0,2505.0,3956.0,590.0,235.0,,,,0.87,0.82
Illinois,IL,2010-01,6966.0,5249.0,1494.0,,,,,,,,,0.82
Illinois,IL,2010-02,7281.0,5530.0,1526.0,,,,,,,,,0.83
Illinois,IL,2010-03,7596.0,5811.0,1558.0,,,,,,,,,0.83
Illinois,IL,2010-04,7911.0,6092.0,1590.0,,,,,,,,,0.83
Illinois,IL,2010-05,8226.0,6373.0,1622.0,,,,,,,,,0.84
Illinois,IL,2010-06,8546.0,6657.0,1656.0,3323.0,5145.0,827.0,343.0,,490738.0,461792.0,0.89,0.84
Illinois,IL,2010-07,8882.0,6952.0,1697.0,,,,,,,,,0.84
Illinois,IL,2010-08,9218.0,7247.0,1738.0,,,,,,,,,0.84
Illinois,IL,2010-09,9554.0,7542.0,1779.0,,,,,,,,,0.84
Illinois,IL,2010-10,9890.0,7837.0,1820.0,,,,,,,,,0.84
Illinois,IL,2010-11,10226.0,8132.0,1861.0,,,,,,,,,0.85
Illinois,IL,2010-12,10565.0,8429.0,1904.0,4077.0,6383.0,1040.0,441.0,,836975.0,774026.0,0.91,0.85
Illinois,IL,2011-01,10936.0,8782.0,1915.0,3808.0,6123.0,1007.0,459.0,,796307.0,733703.0,0.91,0.86
Illinois,IL,2011-02,11215.0,9037.0,1936.0,4334.0,6757.0,1112.0,491.0,,863424.0,743411.0,0.91,0.86
Illinois,IL,2011-03,11573.0,9318.0,2014.0,4377.0,7073.0,1106.0,512.0,,1009252.0,920957.0,0.92,0.86
