InspectionID,Facility_ID,Facility_Name,Facility_Address,Facility_Address_2,Facility_City,Facility_State,Facility_Postal_Code,Facility_County,Venue_Type,Inspection_Date,Inspection_Score,Inspection_Purpose,Inspection_Passed,No_Imminent_Health_Hazards,Disinfectant,Free_Chlorine,Free_Bromine,pH,Enclosure,Main_Drain_Visible,Safety_Equipment,Disinfectant_Level,pH_Balance,Inspection_Notes,OBJECTID
1431721,93922,COMFORT SUITES,1850 RESOURCE WAY,,JEFFERSONTOWN,KY,40299,JEFFERSON,POOL,2018/11/28,88.0,ROUTINE,True,True,CHLORINE,5.4000001,,7.6999998,True,True,True,True,True," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - depth markings and lane lines properly located, spaced sized, contrasting color, good repair| other - flow meter: installation, accessibility, operating, good repair| Disinfectant Level - disinfectant free residual",10
1431852,29699,STONEMILL VILLAGE / INDOOR POOL,850 WASHBURN AVE,,LOUISVILLE,KY,40222,JEFFERSON,POOL,2018/11/28,92.0,FOLLOW-UP,False,True,CHLORINE,2.0,,7.4000001,False,True,False,True,True," Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair| Enclosure - facility enclosure: adequate, self closing gate, good repair| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair",11
1431852,29699,STONEMILL VILLAGE / INDOOR POOL,850 WASHBURN AVE,,LOUISVILLE,KY,40222,JEFFERSON,POOL,2018/11/28,92.0,FOLLOW-UP,True,True,CHLORINE,2.0,,7.4000001,True,True,True,True,True," Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair| Enclosure - facility enclosure: adequate, self closing gate, good repair| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair",12
1432307,101828,QUALITY INN,1301 KENTUCKY MILLS DR,,LOUISVILLE,KY,40299,JEFFERSON,POOL,2018/11/30,86.0,ROUTINE,False,True,BROMINE,,3.1500001,8.3999996,True,True,True,False,False," pH Balance - ph(7.2-7.8)| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| Disinfectant Level - disinfectant free residual| other - turover rate ~ hrs.(min.)| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair",13
1432308,93920,COMFORT SUITES,1850 RESOURCE WAY,,JEFFERSONTOWN,KY,40299,JEFFERSON,HOT TUB / SPA,2018/11/30,91.0,FOLLOW-UP,False,True,BROMINE,,4.9499998,7.4000001,True,True,True,False,True," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - depth markings and lane lines properly located, spaced sized, contrasting color, good repair| other - flow meter: installation, accessibility, operating, good repair| Disinfectant Level - disinfectant free residual",14
1432308,93920,COMFORT SUITES,1850 RESOURCE WAY,,JEFFERSONTOWN,KY,40299,JEFFERSON,HOT TUB / SPA,2018/11/30,91.0,FOLLOW-UP,True,True,BROMINE,,4.9499998,7.4000001,True,True,True,True,True," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - depth markings and lane lines properly located, spaced sized, contrasting color, good repair| other - flow meter: installation, accessibility, operating, good repair| Disinfectant Level - disinfectant free residual",15
1432309,93922,COMFORT SUITES,1850 RESOURCE WAY,,JEFFERSONTOWN,KY,40299,JEFFERSON,POOL,2018/11/30,88.0,FOLLOW-UP,False,True,CHLORINE,4.1999998,,7.8000002,True,True,True,False,True," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - depth markings and lane lines properly located, spaced sized, contrasting color, good repair| other - flow meter: installation, accessibility, operating, good repair| Disinfectant Level - disinfectant free residual",16
1432309,93922,COMFORT SUITES,1850 RESOURCE WAY,,JEFFERSONTOWN,KY,40299,JEFFERSON,POOL,2018/11/30,88.0,FOLLOW-UP,True,True,CHLORINE,4.1999998,,7.8000002,True,True,True,True,True," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - depth markings and lane lines properly located, spaced sized, contrasting color, good repair| other - flow meter: installation, accessibility, operating, good repair| Disinfectant Level - disinfectant free residual",17
1433388,29300,CHURCHILL PARK SCHOOL,435 BOXLEY AVE.,,LOUISVILLE,KY,40209,JEFFERSON,POOL,2018/12/04,,OTHER,True,True,BROMINE,,7.0,7.3000002,True,True,True,False,True, Disinfectant Level - disinfectant free residual,18
1434213,89550,MIRALEA,320 JOE CONWAY CIR,,MASONIC HOME,KY,40041,JEFFERSON,POOL,2018/12/05,85.0,ROUTINE,False,True,CHLORINE,6.5,,8.1999998,True,True,True,False,False," pH Balance - ph(7.2-7.8)| Disinfectant Level - disinfectant free residual| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - pumps, approved type, capacity, gauges, valving, strainer, operating, good repair| other - ph control, chemical feed equipment: types ~",19
1434214,89549,MIRALEA,320 JOE CONWAY CIR,,MASONIC HOME,KY,40041,JEFFERSON,HOT TUB / SPA,2018/12/05,80.0,ROUTINE,False,True,CHLORINE,2.5,,8.1999998,True,True,True,True,False," pH Balance - ph(7.2-7.8)| other - pumps, approved type, capacity, gauges, valving, strainer, operating, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - flow meter: installation, accessibility, operating, good repair| other - water heaters:  approved type, thermometers, temperature limiting device, operating, good repair| other - turover rate ~ hrs.(min.)| other - ph control, chemical feed equipment: types ~",20
1434215,36946,MARY T. MEAGHER AQUATIC CENTER,201 RESERVOIR AVE,,LOUISVILLE,KY,40206,JEFFERSON,POOL,2018/12/06,83.0,ROUTINE,False,True,CHLORINE,2.5,,7.4000001,True,True,False,True,True," other - disinfectant combined residual| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - equipment room: adequate space, floor drain, lighting, ventilation, no non-essential materials, clean, good repair| other - operator testing frequency, log sheets maintained| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair| other - chemicals stock: adequate, fresh, storage, usage",21
1434216,29315,MARY T. MEAGHER AQUATIC CENTER,201 RESERVOIR AVE,,LOUISVILLE,KY,40206,JEFFERSON,POOL,2018/12/06,75.0,ROUTINE,False,True,CHLORINE,3.0,,7.4000001,True,True,False,True,True," other - turover rate ~ hrs.(min.)| other - disinfectant combined residual| other - lifeguard(s) on duty: sign posted, lifeguard chairs, adequate, good repair| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - surge tank, backwash sump, other equipment: adequate, installation, operating, good repair| other - structures, decks, furnishings:  good repair, clean| other - toilet, shower, locker facilities: clean, lighting, ventilation, good repair| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair",22
1434229,29699,STONEMILL VILLAGE / INDOOR POOL,850 WASHBURN AVE,,LOUISVILLE,KY,40222,JEFFERSON,POOL,2018/12/04,98.0,FOLLOW-UP,True,True,CHLORINE,2.0,,7.4000001,True,True,True,True,True," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair",23
1434351,100794,LAQUINTA INN & SUITES,1501 ALLIANT AVENUE,,JEFFERSONTOWN,KY,40299,JEFFERSON,POOL,2018/12/06,,OTHER,True,True,BROMINE,,4.9499998,7.8000002,True,True,True,False,True, Disinfectant Level - disinfectant free residual,24
1434352,29693,THE FORUM AT BROOKSIDE,200 BROOKSIDE DR,,DOUGLASS HILLS,KY,40243,JEFFERSON,POOL,2018/12/06,98.0,ROUTINE,True,True,BROMINE,,2.25,7.6999998,True,True,True,True,True," other - operator testing frequency, log sheets maintained",25
1434399,92579,U OF L - TRAINING POOL,2216 S FLOYD ST,,LOUISVILLE,KY,40208,JEFFERSON,POOL,2018/12/07,96.0,ROUTINE,True,True,CHLORINE,1.4,,7.5,True,True,True,True,True," other - depth markings and lane lines properly located, spaced sized, contrasting color, good repair| other - equipment room: adequate space, floor drain, lighting, ventilation, no non-essential materials, clean, good repair",26
1434400,74542,U OF L NATATORIUM,2216 S. FLOYD ST,,LOUISVILLE,KY,40208,JEFFERSON,POOL,2018/12/07,91.0,ROUTINE,False,True,CHLORINE,4.0,,7.4000001,True,True,True,False,True," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| other - approved receptacles and bulk storage area clean, good repair, adequate| Disinfectant Level - disinfectant free residual",27
1434400,74542,U OF L NATATORIUM,2216 S. FLOYD ST,,LOUISVILLE,KY,40208,JEFFERSON,POOL,2018/12/07,91.0,ROUTINE,True,True,CHLORINE,4.0,,7.4000001,True,True,True,True,True," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| other - approved receptacles and bulk storage area clean, good repair, adequate| Disinfectant Level - disinfectant free residual",28
1436273,97812,HAMPTON INN & HOME2 SUITES,1150 FOREST BRIDGE RD,,LOUISVILLE,KY,40223,JEFFERSON,POOL,2018/12/07,90.0,ROUTINE,False,True,CHLORINE,4.8000002,,7.1999998,True,True,False,False,True," Disinfectant Level - disinfectant free residual| other - operator testing frequency, log sheets maintained| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair",29
1436273,97812,HAMPTON INN & HOME2 SUITES,1150 FOREST BRIDGE RD,,LOUISVILLE,KY,40223,JEFFERSON,POOL,2018/12/07,90.0,ROUTINE,True,True,CHLORINE,4.8000002,,7.1999998,True,True,True,True,True," Disinfectant Level - disinfectant free residual| other - operator testing frequency, log sheets maintained| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair",30
1436274,97812,HAMPTON INN & HOME2 SUITES,1150 FOREST BRIDGE RD,,LOUISVILLE,KY,40223,JEFFERSON,POOL,2018/12/07,93.0,FOLLOW-UP,False,True,CHLORINE,4.8000002,,7.1999998,True,True,True,False,True," Disinfectant Level - disinfectant free residual| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - operator testing frequency, log sheets maintained",31
1436274,97812,HAMPTON INN & HOME2 SUITES,1150 FOREST BRIDGE RD,,LOUISVILLE,KY,40223,JEFFERSON,POOL,2018/12/07,93.0,FOLLOW-UP,True,True,CHLORINE,4.8000002,,7.1999998,True,True,True,True,True," Disinfectant Level - disinfectant free residual| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - operator testing frequency, log sheets maintained",32
1436284,101423,LOUISVILLE MARRIOTT EAST,1903 EMBASSY SQUARE BLVD,,LOUISVILLE,KY,40299,JEFFERSON,POOL,2018/12/13,98.0,ROUTINE,True,True,CHLORINE,2.0,,7.4000001,True,True,True,True,True," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair",33
1436625,65220,RESIDENCE INN,3500 SPRINGHURST COMMONS DR,,LOUISVILLE,KY,40241,JEFFERSON,POOL,2018/12/17,83.0,ROUTINE,False,True,CHLORINE,1.5,,7.3000002,True,True,False,True,True," other - equipment room: adequate space, floor drain, lighting, ventilation, no non-essential materials, clean, good repair| other - water supply, approved source, entry method, cross-connections, adequate supply| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - structures, decks, furnishings:  good repair, clean| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair| other - operator testing frequency, log sheets maintained",34
1436668,66533,SPRINGHILL SUITES,10101 FOREST GREEN BLVD,,LOUISVILLE,KY,40223,JEFFERSON,POOL,2018/12/14,95.0,ROUTINE,False,True,CHLORINE,2.0,,7.5999999,True,True,True,True,True," other - facility regulations enforced| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair",35
1436668,66533,SPRINGHILL SUITES,10101 FOREST GREEN BLVD,,LOUISVILLE,KY,40223,JEFFERSON,POOL,2018/12/14,95.0,ROUTINE,True,True,CHLORINE,2.0,,7.5999999,True,True,True,True,True," other - facility regulations enforced| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair",36
1436831,61441,YMCA NORTHEAST-LAP POOL,9400 MILL BROOK RD,,LOUISVILLE,KY,40223,JEFFERSON,POOL,2018/12/18,91.0,ROUTINE,False,True,CHLORINE,1.4,,7.4000001,True,True,True,True,True," other - disinfectant combined residual| other - water heaters:  approved type, thermometers, temperature limiting device, operating, good repair| other - filter type ~, values, sight glass, air release, gauges, operating, good repair",37
1436832,47281,YMCA NORTHEAST-FAMILY POOL,9400 MILL BROOK RD,,LOUISVILLE,KY,40223,JEFFERSON,POOL,2018/12/18,88.0,ROUTINE,False,True,CHLORINE,4.4000001,,7.6999998,True,True,True,False,True," other - disinfectant combined residual| Disinfectant Level - disinfectant free residual| other - pumps, approved type, capacity, gauges, valving, strainer, operating, good repair| other - water heaters:  approved type, thermometers, temperature limiting device, operating, good repair",38
1437381,33320,CYPRESS POINTE #1,425 S. HUBBARDS LN,,LOUISVILLE,KY,40207,JEFFERSON,POOL,2018/12/19,82.0,ROUTINE,False,True,CHLORINE,2.8,,8.0,True,True,False,True,False," other - temperature (heated facilities)| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - ph control, chemical feed equipment: types ~| pH Balance - ph(7.2-7.8)| other - operator testing frequency, log sheets maintained| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair",39
1437384,29270,CENTRAL HIGH SCHOOL,1130 W. CHESTNUT ST.,,LOUISVILLE,KY,40213,JEFFERSON,POOL,2018/12/19,93.0,ROUTINE,False,True,CHLORINE,1.0,,7.4000001,True,True,True,True,True," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - lifeguard(s) on duty: sign posted, lifeguard chairs, adequate, good repair| other - recirculating piping:  identified, approved materials, good repair",40
1437384,29270,CENTRAL HIGH SCHOOL,1130 W. CHESTNUT ST.,,LOUISVILLE,KY,40213,JEFFERSON,POOL,2018/12/19,93.0,ROUTINE,True,True,CHLORINE,1.0,,7.4000001,True,True,True,True,True," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - lifeguard(s) on duty: sign posted, lifeguard chairs, adequate, good repair| other - recirculating piping:  identified, approved materials, good repair",41
1437413,70161,HILTON GARDEN INN,2735 CRITTENDEN DRIVE,,LOUISVILLE,KY,40209,JEFFERSON,POOL,2018/12/19,94.0,ROUTINE,False,True,CHLORINE,2.0,,7.3000002,True,True,True,True,True," other - disinfectant combined residual| other - test kits: provided, proper types, fresh reagents, maintained, proper usage",42
1437525,67213,EAST LOUISVILLE EMBASSY SUITES,9940 CORPORATE CAMPUS DR,,LOUISVILLE,KY,40245,JEFFERSON,POOL,2018/12/19,91.0,ROUTINE,False,True,CHLORINE,2.4000001,,7.4000001,True,True,True,True,True," other - disinfectant combined residual| other - recirculating piping:  identified, approved materials, good repair| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - chemicals stock: adequate, fresh, storage, usage",43
1437525,67213,EAST LOUISVILLE EMBASSY SUITES,9940 CORPORATE CAMPUS DR,,LOUISVILLE,KY,40245,JEFFERSON,POOL,2018/12/19,91.0,ROUTINE,True,True,CHLORINE,2.4000001,,7.4000001,True,True,True,True,True," other - disinfectant combined residual| other - recirculating piping:  identified, approved materials, good repair| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - chemicals stock: adequate, fresh, storage, usage",44
1437695,33320,CYPRESS POINTE #1,425 S. HUBBARDS LN,,LOUISVILLE,KY,40207,JEFFERSON,POOL,2018/12/20,95.0,FOLLOW-UP,False,True,CHLORINE,2.8,,7.5999999,True,True,True,True,True," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair",45
1437695,33320,CYPRESS POINTE #1,425 S. HUBBARDS LN,,LOUISVILLE,KY,40207,JEFFERSON,POOL,2018/12/20,95.0,FOLLOW-UP,True,True,CHLORINE,2.8,,7.5999999,True,True,True,True,True," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair",46
1437758,71467,COURTYARD BY MARRIOTT,10200 CHAMPION FARMS DR,,LOUISVILLE,KY,40241,JEFFERSON,POOL,2018/12/19,76.0,ROUTINE,False,True,CHLORINE,1.0,,7.4000001,True,True,False,True,True," other - total alkalinity (50-180 ppm)| other - turover rate ~ hrs.(min.)| other - operator testing frequency, log sheets maintained| other - structures, decks, furnishings:  good repair, clean| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair| other - facility regulations enforced| other - water supply, approved source, entry method, cross-connections, adequate supply| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair",47
1437780,95029,HOLIDAY INN HURSTBOURNE,1325 S. HURSTBOURNE PARKWAY,,LOUISVILLE,KY,40222,JEFFERSON,POOL,2018/12/20,93.0,ROUTINE,False,True,CHLORINE,2.4000001,,7.8000002,True,True,False,True,True," Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair| other - recirculating piping:  identified, approved materials, good repair| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair",48
1437780,95029,HOLIDAY INN HURSTBOURNE,1325 S. HURSTBOURNE PARKWAY,,LOUISVILLE,KY,40222,JEFFERSON,POOL,2018/12/20,93.0,ROUTINE,True,True,CHLORINE,2.4000001,,7.8000002,True,True,True,True,True," Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair| other - recirculating piping:  identified, approved materials, good repair| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair",49
1437885,51574,HAZELWOOD CTR ICFR,1800 BLUEGRASS AVE,,LOUISVILLE,KY,40215,JEFFERSON,POOL,2018/12/21,89.0,ROUTINE,False,True,CHLORINE,3.5999999,,7.0,True,True,True,True,False," pH Balance - ph(7.2-7.8)| other - total alkalinity (50-180 ppm)| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - turover rate ~ hrs.(min.)",50
1437885,51574,HAZELWOOD CTR ICFR,1800 BLUEGRASS AVE,,LOUISVILLE,KY,40215,JEFFERSON,POOL,2018/12/21,89.0,ROUTINE,True,True,CHLORINE,3.5999999,,7.0,True,True,True,True,True," pH Balance - ph(7.2-7.8)| other - total alkalinity (50-180 ppm)| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - turover rate ~ hrs.(min.)",51
1437886,101850,HOME 2 SUITES,3000 CRITTENDEN DR,,LOUISVILLE,KY,40209,JEFFERSON,POOL,2018/12/21,75.0,ROUTINE,False,False,CHLORINE,11.0,,8.3999996,True,True,True,False,False," other - disinfectant combined residual| pH Balance - ph(7.2-7.8)| Disinfectant Level - disinfectant free residual| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - turover rate ~ hrs.(min.)| other - toilet, shower, locker facilities: clean, lighting, ventilation, good repair| other - equipment room: adequate space, floor drain, lighting, ventilation, no non-essential materials, clean, good repair| other - recirculating piping:  identified, approved materials, good repair| other - operator testing frequency, log sheets maintained| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair",52
1437887,69696,FOUR POINTS BY SHERATON,2850 CRITTENDEN DR,,LOUISVILLE,KY,40209,JEFFERSON,POOL,2018/12/21,91.0,ROUTINE,False,True,BROMINE,,3.2,8.0,True,True,True,False,False," pH Balance - ph(7.2-7.8)| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| Disinfectant Level - disinfectant free residual| other - bathing suits, towels, other items provided by facility: properly cleaned,stored",53
1437887,69696,FOUR POINTS BY SHERATON,2850 CRITTENDEN DR,,LOUISVILLE,KY,40209,JEFFERSON,POOL,2018/12/21,91.0,ROUTINE,True,True,BROMINE,,3.2,8.0,True,True,True,True,True," pH Balance - ph(7.2-7.8)| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| Disinfectant Level - disinfectant free residual| other - bathing suits, towels, other items provided by facility: properly cleaned,stored",54
1437903,78169,FAIRFIELD INN / SPRINGHILL SUITES,132 E JEFFERSON ST,,LOUISVILLE,KY,40202,JEFFERSON,POOL,2018/12/24,90.0,ROUTINE,False,True,CHLORINE,2.4000001,,7.3000002,True,True,True,True,True," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - pumps, approved type, capacity, gauges, valving, strainer, operating, good repair| other - operator testing frequency, log sheets maintained| other - temperature (heated facilities)",55
1437903,78169,FAIRFIELD INN / SPRINGHILL SUITES,132 E JEFFERSON ST,,LOUISVILLE,KY,40202,JEFFERSON,POOL,2018/12/24,90.0,ROUTINE,True,True,CHLORINE,2.4000001,,7.3000002,True,True,True,True,True," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - pumps, approved type, capacity, gauges, valving, strainer, operating, good repair| other - operator testing frequency, log sheets maintained| other - temperature (heated facilities)",56
1438431,29463,YMCA,555 S 2ND ST,,LOUISVILLE,KY,40202,JEFFERSON,POOL,2018/12/26,87.0,ROUTINE,False,True,CHLORINE,1.4,,7.5,True,True,True,True,True," other - water supply, approved source, entry method, cross-connections, adequate supply| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - water heaters:  approved type, thermometers, temperature limiting device, operating, good repair| other - lifeguard(s) on duty: sign posted, lifeguard chairs, adequate, good repair| other - warning signs, facility regulations posted, conspicuous, good repair",57
1438431,29463,YMCA,555 S 2ND ST,,LOUISVILLE,KY,40202,JEFFERSON,POOL,2018/12/26,87.0,ROUTINE,True,True,CHLORINE,1.4,,7.5,True,True,True,True,True," other - water supply, approved source, entry method, cross-connections, adequate supply| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - water heaters:  approved type, thermometers, temperature limiting device, operating, good repair| other - lifeguard(s) on duty: sign posted, lifeguard chairs, adequate, good repair| other - warning signs, facility regulations posted, conspicuous, good repair",58
1438742,101551,HOME 2 SUITES,240 S. HANCOCK ST,,LOUISVILLE,KY,40202,JEFFERSON,POOL,2018/12/27,98.0,ROUTINE,True,True,CHLORINE,1.4,,7.4000001,True,True,True,True,True," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair",59
1438756,72869,RESIDENCE INN,333 E. MARKET ST,,LOUISVILLE,KY,40202,JEFFERSON,POOL,2018/12/27,83.0,ROUTINE,False,True,CHLORINE,2.5,,7.3000002,True,True,True,True,True," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - pumps, approved type, capacity, gauges, valving, strainer, operating, good repair| other - test kits: provided, proper types, fresh reagents, maintained, proper usage| other - disinfectant combined residual| other - operator testing frequency, log sheets maintained| other - bathing suits, towels, other items provided by facility: properly cleaned,stored",60
