ObjectId,Permit_Number,Application_Type,Effective_Date,Expiration_Date,Application_Status,Project_Name,Permit_Type,Applicant,Street_Address,City,Zip,ID
12,C-0193-1003,APCDCONS,2006-10-31 00:00:00,2007-10-31 00:00:00,Void,extrusion laminator,FEDOOP,GRAPHICS PACKAGING,6820 ENTERPRISE DR,LOUISVILLE,40214-0000,212
13,C-1584-1000,APCDCONS,2008-09-30 00:00:00,2009-09-30 00:00:00,Void,Wet Scrubber,FEDOOP,BYK USA Inc. Louisville Facility,1335 S 13TH ST,LOUISVILLE,40210-0000,213
14,C-1584-1001,APCDCONS,2009-02-28 00:00:00,2010-02-28 00:00:00,Void,"Filter Receivers, bagging machines, storage bin",FEDOOP,BYK USA Inc. Louisville Facility,1335 S 13TH ST,LOUISVILLE,40210-0000,214
15,C-0011-1001,APCDCONS,2009-08-19 00:00:00,2010-08-31 00:00:00,Open,Mod of Boiler 1&2 Standards,TITLE V,"American Synthetic Rubber Co, Div Michelin North A",4500 CAMP GROUND RD,LOUISVILLE,40216-0000,215
16,C-0317-1000,APCDCONS,2010-06-02 00:00:00,2011-06-30 00:00:00,Void,Paint Booth,MINOR,RPD MANUFACTURING,990 S 9TH ST,LOUISVILLE,40203-0000,216
17,C-1553-1011,APCDCONS,2006-03-31 00:00:00,2007-03-31 00:00:00,Void,Parts Washers,FEDOOP,Republic Conduit Manufacturing,7301 LOGISTICS DR,LOUISVILLE,40258-0000,217
18,C-1553-1014,APCDCONS,2008-08-31 00:00:00,2009-08-31 00:00:00,Void,"One (1) Baghouse, make Farr APC, model GS20.",FEDOOP,Republic Conduit Manufacturing,7301 LOGISTICS DR,LOUISVILLE,40258-0000,218
19,C-1553-1015,APCDCONS,2008-01-31 00:00:00,2009-01-31 00:00:00,Void,Gimeco hydrochloric acid recovery unit,FEDOOP,Republic Conduit Manufacturing,7301 LOGISTICS DR,LOUISVILLE,40258-0000,219
20,C-1553-1016,APCDCONS,2008-06-30 00:00:00,2009-06-30 00:00:00,Void,One (1) abrasive blast cleaning unit,FEDOOP,Republic Conduit Manufacturing,7301 LOGISTICS DR,LOUISVILLE,40258-0000,220
21,C-0143-1000,APCDCONS,2009-05-19 00:00:00,2010-05-19 00:00:00,Void,"Storage tanks, Gasoline Terminal",FEDOOP,MARATHON ASHLAND PETROLEUM LLC,3920 KRAMERS LN,LOUISVILLE,40216-0000,221
22,C-1027-1000,APCDCONS,2006-07-31 00:00:00,2007-07-31 00:00:00,Void,Printing Operation,MINOR,HILLERICH AND BRADSBY CO.,800 W MAIN ST,LOUISVILLE,40202-0000,222
23,C-1027-1001,APCDCONS,2006-07-31 00:00:00,2007-07-31 00:00:00,Void,Parts Washers,MINOR,HILLERICH AND BRADSBY CO.,800 W MAIN ST,LOUISVILLE,40202-0000,223
24,C-0399-1000,APCDCONS,,,Void,baghouse,REGISTERED,"CLASSIC LAMINATING, INC.",320 E KENTUCKY ST,LOUISVILLE,40203-0000,224
25,C-0031-1000,APCDCONS,2008-07-31 00:00:00,2009-07-31 00:00:00,Open,Manual fill bottling line,MINOR,BROWN-FORMAN CORPORATION,850 DIXIE HWY,LOUISVILLE,40210-0000,225
26,C-0060-1029,APCDCONS,2004-07-31 00:00:00,2005-07-31 00:00:00,Open,One (1) pulse jet fabric filter/receiver,TITLE V,"Kosmos Cement Co., Inc.",15301 DIXIE HWY,LOUISVILLE,40272-0000,226
27,C-0060-1030,APCDCONS,2005-04-30 00:00:00,2006-04-30 00:00:00,Open,"Finish mill, screening operation and conveyor",TITLE V,"Kosmos Cement Co., Inc.",15301 DIXIE HWY,LOUISVILLE,40272-0000,227
28,C-0060-1031,APCDCONS,2010-10-01 00:00:00,2011-10-31 00:00:00,Open,Baghouse (K974) & Baghouse (K915-4),TITLE V,"Kosmos Cement Co., Inc.",15301 DIXIE HWY,LOUISVILLE,40272-0000,228
29,C-0060-1038,APCDCONS,2008-03-31 00:00:00,2009-03-31 00:00:00,Open,modification for existing Fuller dust collector,TITLE V,"Kosmos Cement Co., Inc.",15301 DIXIE HWY,LOUISVILLE,40272-0000,229
30,C-0060-1042,APCDCONS,2010-01-31 00:00:00,2011-01-31 00:00:00,Open,"Gypsum hopper, feeder, and belt",TITLE V,"Kosmos Cement Co., Inc.",15301 DIXIE HWY,LOUISVILLE,40272-0000,230
31,C-0060-1043,APCDCONS,2010-01-31 00:00:00,2011-01-31 00:00:00,Open,One (1) Coal Mill Feeder Belt,TITLE V,"Kosmos Cement Co., Inc.",15301 DIXIE HWY,LOUISVILLE,40272-0000,231
32,C-0060-1044,APCDCONS,2009-08-31 00:00:00,2010-08-31 00:00:00,Open,Six (6) Clinker Feeders,TITLE V,"Kosmos Cement Co., Inc.",15301 DIXIE HWY,LOUISVILLE,40272-0000,232
33,C-0060-1045,APCDCONS,2011-05-27 00:00:00,2012-05-31 00:00:00,Open,Dust Collector,TITLE V,"Kosmos Cement Co., Inc.",15301 DIXIE HWY,LOUISVILLE,40272-0000,233
34,C-0730-1000,APCDCONS,,,Void,Age oven and log oven,MINOR,CARDINAL ALUMINUM COMPANY,6910 PRESTON HWY,LOUISVILLE,40219-0000,234
35,C-0028-1000,APCDCONS,,,Void,5 construction permits,TITLE V,MOMENTIVE SPECIALTY CHEMICALS,6200 CAMP GROUND RD,LOUISVILLE,40216-0000,235
36,C-1582-1000,APCDCONS,2015-07-28 11:10:00,2016-07-31 00:00:00,Void,3 new presses,FEDOOPSE,PRINT FULFILLMENT SERVICES,2929 MAGAZINE ST,LOUISVILLE,40211-0000,236
37,C-0712-1000,APCDCONS,2011-04-29 00:00:00,2012-04-30 00:00:00,Void,Woodworking Equipment,FEDOOPSE,FOUR STONE HOLDINGS LLC.,4200 RESERVOIR AVE,LOUISVILLE,40213-0000,237
38,C-0712-1001,APCDCONS,,,Void,Existing equipment found on inspection 2014,FEDOOPSE,FOUR STONE HOLDINGS LLC.,4200 RESERVOIR AVE,LOUISVILLE,40213-0000,238
39,C-1778-1000,APCDCONS,,,Void,Aluminum Processing,MINOR,DANT CLAYTON,1163 ALGONQUIN PKY,LOUISVILLE,40208-0000,239
40,C-1778-1001,APCDCONS,,,Void,Cyclones,MINOR,DANT CLAYTON,1163 ALGONQUIN PKY,LOUISVILLE,40208-0000,240
41,C-1785-1000,APCDCONS,2012-01-23 00:00:00,2013-01-31 00:00:00,Void,Emergency Generators,MINOR,"PEAK 10, INC.",733 BARRET AVE,LOUISVILLE,40204-0000,241
42,C-1647-1000,APCDCONS,2008-01-31 00:00:00,2009-01-31 00:00:00,Void,Emergency generator,MINOR,DAKKOTA INTEGRATED SYSTEMS LLC,2420 CHAMBERLAIN CROSSING DR,LOUISVILLE,40245-0000,242
43,C-1553-1021,APCDCONS,2008-10-31 00:00:00,2009-10-31 00:00:00,Void,Weld Flaw Ink Mark Coating,FEDOOP,Republic Conduit Manufacturing,7301 LOGISTICS DR,LOUISVILLE,40258-0000,243
44,C-0082-1024,APCDCONS,2009-12-15 00:00:00,2010-12-31 00:00:00,Void,Replacement of Blowdown Tanks,TITLE V,"Lubrizol Advanced Materials, Inc.",4200 BELLS LN,LOUISVILLE,40211-0000,244
45,C-0082-1030,APCDCONS,2010-12-06 00:00:00,2011-12-31 00:00:00,Void,Auger Conveying Bagger,TITLE V,"Lubrizol Advanced Materials, Inc.",4200 BELLS LN,LOUISVILLE,40211-0000,245
46,C-0082-1031,APCDCONS,2013-12-13 00:00:00,2014-12-31 00:00:00,Void,Plant Expansion,TITLE V,"Lubrizol Advanced Materials, Inc.",4200 BELLS LN,LOUISVILLE,40211-0000,246
47,C-0808-1000,APCDCONS,2004-09-30 00:00:00,2005-09-30 00:00:00,Void,Spray Dryer,FEDOOP,D. D. Williamson & Company,1901 PAYNE ST,LOUISVILLE,40206-0000,247
48,C-0808-1004,APCDCONS,2008-09-30 00:00:00,2009-09-30 00:00:00,Void,Coloring cooker,FEDOOP,D. D. Williamson & Company,1901 PAYNE ST,LOUISVILLE,40206-0000,248
49,C-0885-1000,APCDCONS,2005-03-31 00:00:00,2006-03-31 00:00:00,Void,Lithographic printing press,FEDOOPSE,AGISHOREWOOD - CORPORATE,4501 ALLMOND AVE,LOUISVILLE,40209-0000,249
50,C-0885-1001,APCDCONS,2006-06-23 00:00:00,2009-06-30 00:00:00,Void,Lithographic printing presses,FEDOOPSE,AGISHOREWOOD - CORPORATE,4501 ALLMOND AVE,LOUISVILLE,40209-0000,250
51,C-1216-1002,APCDCONS,,,Void,Hoffman Blast Booth,TITLE V,BAE SYSTEMS,163 ROCHESTER DR,LOUISVILLE,40214-0000,1
52,C-0072-1000,APCDCONS,2011-03-03 00:00:00,2020-07-30 00:00:00,Open,PAL construction of equipment at entire plant,TITLE V,Ford Motor Company - LAP,2000 FERN VALLEY RD,LOUISVILLE,40213-0000,2
53,C-1216-1003,APCDCONS,,,Void,JBI Blasting Booth & Cabinet,TITLE V,BAE SYSTEMS,163 ROCHESTER DR,LOUISVILLE,40214-0000,3
54,C-0073-1000,APCDCONS,2012-04-17 00:00:00,2022-05-31 00:00:00,Open,PAL,TITLE V,Ford Motor Company - KY Truck,3001 CHAMBERLAIN LN,LOUISVILLE,40241-0000,4
55,C-0227-1000,APCDCONS,2013-04-24 00:00:00,2014-05-31 00:00:00,Void,Abrasive Blasting Machine,FEDOOPSE,SYPRIS TECHNOLOGIES,2820 W BROADWAY,LOUISVILLE,40211-0000,5
56,C-0227-1001,APCDCONS,2012-05-15 00:00:00,2013-05-31 00:00:00,Void,One (1) Met Fin Series V Model 2002 Abrasive Blast,FEDOOPSE,SYPRIS TECHNOLOGIES,2820 W BROADWAY,LOUISVILLE,40211-0000,6
57,C-0500-1002,APCDCONS,2001-07-31 00:00:00,2004-07-30 00:00:00,Void,2 vents and 2 filters,MINOR,SUN OPTA FOOD INGREDIENTS,1401 LOCUST ST,LOUISVILLE,40206-0000,7
58,C-0500-1003,APCDCONS,,,Void,"New ball mill, exist equip",MINOR,SUN OPTA FOOD INGREDIENTS,1401 LOCUST ST,LOUISVILLE,40206-0000,8
59,C-0887-1000,APCDCONS,2006-06-30 00:00:00,2007-06-30 00:00:00,Void,Two (2) parts washers with secondary reservoirs.,MINOR,A-C BRAKE CO INC,308 E COLLEGE ST,LOUISVILLE,40203-0000,9
60,C-0887-1001,APCDCONS,2006-06-30 00:00:00,2007-06-30 00:00:00,Void,One (1) small paint booth and one (1) pyrolysis ov,MINOR,A-C BRAKE CO INC,308 E COLLEGE ST,LOUISVILLE,40203-0000,10
61,C-1613-1000,APCDCONS,2007-02-28 00:00:00,2008-02-28 00:00:00,Void,One (1) Group I automobile refinishing spray booth,MINOR,"CHILE'S AUTO BODY, LLC",2252 7TH STREET RD,LOUISVILLE,40208-0000,11
62,C-1694-1000,APCDCONS,2009-04-30 00:00:00,2010-04-30 00:00:00,Void,"One (1) 48"" x 30"" abrasive blast booth",MINOR,QUALITY CAST BRONZE & ALUMINUM,2936 ST XAVIER ST,LOUISVILLE,40212-0000,12
63,C-1694-1001,APCDCONS,2009-04-30 00:00:00,2010-04-30 00:00:00,Void,"One (1) spray booth (Make: Fast-Bak, Model: none)",MINOR,QUALITY CAST BRONZE & ALUMINUM,2936 ST XAVIER ST,LOUISVILLE,40212-0000,13
64,C-1730-1000,APCDCONS,2010-11-23 00:00:00,2011-11-30 00:00:00,Void,Dust Collection System,MINOR,CARMAX AUTO SUPERSTORE INC,9550 BLUEGRASS PKY,FOREST HILLS,40299-0000,14
65,C-1730-1001,APCDCONS,2010-11-23 00:00:00,2011-11-30 00:00:00,Void,Spray Booth,MINOR,CARMAX AUTO SUPERSTORE INC,9550 BLUEGRASS PKY,FOREST HILLS,40299-0000,15
66,C-1730-1002,APCDCONS,2010-11-23 00:00:00,2011-11-30 00:00:00,Void,Parts Washer,MINOR,CARMAX AUTO SUPERSTORE INC,9550 BLUEGRASS PKY,FOREST HILLS,40299-0000,16
67,C-0103-1003,APCDCONS,,,Void,4 VOC storage tanks,FEDOOPSE,"Kelley Technical Coatings, Inc.",1401 S 15TH ST,LOUISVILLE,40210-0000,17
68,C-0126-1000,APCDCONS,2014-09-08 00:00:00,2015-09-30 00:00:00,Void,NGCC turbine renewal,TITLE V,LG&E Cane Run Station,5252 CANE RUN RD,LOUISVILLE,40216-0000,18
69,C-0193-1006,APCDCONS,2016-03-07 14:42:00,2017-03-31 00:00:00,Void,"Extrusion, Slitter, Ink Jet Printer",FEDOOP,"MONDI BAGS USA, LLC",6820 ENTERPRISE DR,LOUISVILLE,40214-0000,19
70,C-0168-1000,APCDCONS,,,Void,Paint Filling Lines & Sand Blasting Equipment,FEDOOP,"PPG ARCHITECTURAL FINISHES, IN",6804 ENTERPRISE DR,LOUISVILLE,40214-0000,20
71,C-0870-1000,APCDCONS,2014-08-28 00:00:00,2015-08-31 00:00:00,Void,Adjusting ginders in re-grind system,TITLE V,"GE Appliances A Haier US Appliance Solutions, Inc.",4000 BUECHEL BANK RD,LOUISVILLE,40225-0000,21
72,C-0870-1001,APCDCONS,2014-02-25 00:00:00,2015-02-28 00:00:00,Void,Grit Blaster,TITLE V,"GE Appliances A Haier US Appliance Solutions, Inc.",4000 BUECHEL BANK RD,LOUISVILLE,40225-0000,22
73,C-1216-1000,APCDCONS,,,Void,"Blast-It-All, Hoffman & JBI Booths",TITLE V,BAE SYSTEMS,163 ROCHESTER DR,LOUISVILLE,40214-0000,23
74,C-0060-1000,APCDCONS,,,Open,New Syngyp System,TITLE V,"Kosmos Cement Co., Inc.",15301 DIXIE HWY,LOUISVILLE,40272-0000,24
75,C-0126-1001,APCDCONS,2014-09-08 00:00:00,2015-09-30 00:00:00,Void,NGCC - boiler and generator renewal,TITLE V,LG&E Cane Run Station,5252 CANE RUN RD,LOUISVILLE,40216-0000,25
76,C-0185-1000,APCDCONS,2014-08-20 15:03:00,2015-08-31 00:00:00,Void,Natural Gas Boiler,TITLE V,ALLNEX USA INC.,4730 CRITTENDEN DR,LOUISVILLE,40209-0000,26
77,C-0036-1000,APCDCONS,2016-06-13 13:43:00,2017-06-13 13:43:00,Void,Catalyst plant construction,TITLE V,Clariant Corporation - West Plant,1227 S 12TH ST,LOUISVILLE,40210-0000,27
78,C-0011-1000,APCDCONS,2014-10-23 14:13:00,2015-10-31 00:00:00,Open,Phase 3 solvent conversion,TITLE V,"American Synthetic Rubber Co, Div Michelin North A",4500 CAMP GROUND RD,LOUISVILLE,40216-0000,28
79,C-0148-1000,APCDCONS,2015-01-23 00:00:00,2016-01-31 00:00:00,Void,emergency generator,TITLE V,Lou. Med. Center Inc Steam & Chilled Water Plant,235 ABRAHAM FLEXNER WAY,LOUISVILLE,40202-0000,29
80,C-0189-1000,APCDCONS,2014-09-12 00:00:00,,Void,KVP2 Pellet Pack Station,TITLE V,Rohm And Haas Chemicals LLC,4300 CAMP GROUND RD,LOUISVILLE,40216-0000,30
81,C-0026-1000,APCDCONS,2017-11-08 16:56:00,,Void,Modifying routing to baghouses,TITLE V,"Brown-Forman Cooperages Company, Inc.",402 MACLEAN AVE,LOUISVILLE,40209-0000,31
82,C-0036-1009,APCDCONS,,,Open,204-W36 FR Replacement,TITLE V,Clariant Corporation - West Plant,1227 S 12TH ST,LOUISVILLE,40210-0000,32
83,C-0187-1006,APCDCONS,,,Void,three new screens,TITLE V,Eckart America Corporation,4101 CAMP GROUND RD,LOUISVILLE,40211-0000,33
84,C-1639-1002,APCDCONS,2019-01-09 15:36:00,2020-01-31 00:00:00,Open,"oxyfuel cutting table, plasma cutter,laser",FEDOOPSE,MISA METAL FABRICATING INC.,7101 INTERNATIONAL DR,LOUISVILLE,40258-0000,34
85,C-1216-1006,APCDCONS,2018-10-02 09:59:00,2019-10-31 00:00:00,Open,Abrasive blast booth and paint booth,FEDOOPSE,"United Defense,L.P.(BAESystemsLand&ArmamentsL.P.)",163 ROCHESTER DR,LOUISVILLE,40214-0000,35
86,C-0283-1002,APCDCONS,2017-09-05 00:00:00,2018-09-30 00:00:00,Void,MBF Tank,TITLE V,Zeon Chemicals L.P.,4100 BELLS LN,LOUISVILLE,40211-0000,36
87,C-1061-1002,APCDCONS,2008-01-31 00:00:00,2009-01-31 00:00:00,Void,waste oil furnaces,FEDOOPSE,BILL COLLINS FORD,4220 BARDSTOWN RD,LOUISVILLE,40218-0000,37
88,C-0015-1003,APCDCONS,2017-12-19 12:39:00,2018-12-31 00:00:00,Open,Revise construciton permits to add SIP Bubble LImi,TITLE V,"LLFlex, LLC",1225 W BURNETT AVE,LOUISVILLE,40210-0000,38
89,C-0243-1002,APCDCONS,2017-02-28 15:30:00,2018-02-28 00:00:00,Void,Expansion,FEDOOP,"Heaven Hill Distilleries, Inc.",1701 W BRECKINRIDGE ST,LOUISVILLE,40210-0000,39
90,C-1293-1002,APCDCONS,2017-05-09 09:28:00,2018-05-31 09:29:00,Void,Concrete batch plant,FEDOOPSE,"ERNST KENTUCKY, LLC - DOWNTOWN PLANT",4121 ALGONQUIN PKY,LOUISVILLE,40211-0000,40
91,C-1128-1001,APCDCONS,2017-05-30 00:00:00,2018-05-31 00:00:00,Void,New litho press,FEDOOP,Multi Packaging Solutions - Ky,1703 S BROOK ST,LOUISVILLE,40208-0000,41
92,C-0060-1055,APCDCONS,2017-10-17 00:00:00,2018-10-31 00:00:00,Open,SNCR system,TITLE V,"Kosmos Cement Co., Inc.",15301 DIXIE HWY,LOUISVILLE,40272-0000,42
93,C-0186-1008,APCDCONS,,,Void,Blast Cabinet,TITLE V,Reynolds Consumer Products LLC-Louisville Foil Plt,2827 HALE AVE,LOUISVILLE,40211-0000,43
94,C-0193-1009,APCDCONS,,,Void,3 bag machines and glue kitchen,FEDOOPSE,"MONDI BAGS USA, LLC",6820 ENTERPRISE DR,LOUISVILLE,40214-0000,44
95,C-1440-1002,APCDCONS,2011-05-12 00:00:00,2012-05-31 00:00:00,Void,Sorter w/ Cyclone,FEDOOP,Algood Food Company,7401 TRADE PORT DR,LOUISVILLE,40258-0000,45
96,C-0127-1005,APCDCONS,,,Void,TWO BOTTOM ASH SILOS/4 PUG MIXERS,TITLE V,LG&E Mill Creek Station,14660 DIXIE HWY,LOUISVILLE,40272-0000,46
97,C-0187-1004,APCDCONS,,,Void,R&D Ball Mill  & 3 tanks,TITLE V,Eckart America Corporation,4101 CAMP GROUND RD,LOUISVILLE,40211-0000,47
98,C-1448-1003,APCDCONS,2008-10-31 00:00:00,2009-10-31 00:00:00,Void,700-gallon chromate conversion coating tank,MINOR,"AST/ACME, INC.",100 ROCHESTER DR,LOUISVILLE,40214-0000,48
99,C-0185-1003,APCDCONS,,,Void,2 new storage tanks,TITLE V,ALLNEX USA INC.,4730 CRITTENDEN DR,LOUISVILLE,40209-0000,49
100,C-0189-1003,APCDCONS,2016-07-19 00:00:00,2017-07-31 00:00:00,Void,KVP2 Dump Station,TITLE V,Rohm And Haas Chemicals LLC,4300 CAMP GROUND RD,LOUISVILLE,40216-0000,50
101,C-0011-1015,APCDCONS,,,Open,part washer,TITLE V,"American Synthetic Rubber Co, Div Michelin North A",4500 CAMP GROUND RD,LOUISVILLE,40216-0000,151
102,C-1562-1003,APCDCONS,2016-05-31 09:20:00,2017-05-31 00:00:00,Void,UV printer,FEDOOPSE,CORAL GRAPHIC SERVICES OF KY,4700 COMMERCE CROSSINGS DR,LOUISVILLE,40229-0000,152
103,C-1264-1013,APCDCONS,2016-09-06 08:54:00,2016-09-30 08:54:00,Void,EU U-002,FEDOOPSE,ZEOCHEM L.L.C.,1314 S 12TH ST,LOUISVILLE,40210-0000,153
104,C-1264-1018,APCDCONS,2016-08-04 16:55:00,2017-08-31 00:00:00,Void,EU U-017 EP E20,FEDOOPSE,ZEOCHEM L.L.C.,1314 S 12TH ST,LOUISVILLE,40210-0000,154
105,C-1264-1019,APCDCONS,2016-09-06 08:39:00,2016-09-30 08:39:00,Void,"EU U-018, EP E-021A-B",FEDOOPSE,ZEOCHEM L.L.C.,1314 S 12TH ST,LOUISVILLE,40210-0000,155
106,C-1710-1000,APCDCONS,2009-11-30 00:00:00,2010-11-30 00:00:00,Void,"Mixing, Milling, Dissolving",MINOR,HOSTMANN-STEINBERG,6021 FERN VALLEY RD,LOUISVILLE,40228-0000,156
107,C-1719-1000,APCDCONS,2009-11-30 00:00:00,2010-11-30 00:00:00,Void,Automobile Refinishing,MINOR,LAMBERT'S PAINT & BODY SHOP,4124 RESERVOIR AVE,LOUISVILLE,40213-0000,157
108,C-0243-1000,APCDCONS,2015-08-25 00:00:00,2016-08-31 00:00:00,Void,Add new distillation tanks,FEDOOP,"Heaven Hill Distilleries, Inc.",1701 W BRECKINRIDGE ST,LOUISVILLE,40210-0000,158
109,C-1749-1000,APCDCONS,2010-11-30 00:00:00,2011-11-30 00:00:00,Void,Laminator Press,MINOR,INFINIUM PRINTING,7625 NATIONAL TPKE,LOUISVILLE,40214-0000,159
110,C-1749-1002,APCDCONS,2011-05-31 00:00:00,2012-05-31 00:00:00,Void,Flexographic Press,MINOR,INFINIUM PRINTING,7625 NATIONAL TPKE,LOUISVILLE,40214-0000,160
111,C-0148-1001,APCDCONS,2012-02-15 00:00:00,2013-02-28 00:00:00,Void,"mod of boilers 3,6",TITLE V,Lou. Med. Center Inc Steam & Chilled Water Plant,235 ABRAHAM FLEXNER WAY,LOUISVILLE,40202-0000,161
112,C-0148-1002,APCDCONS,2012-11-06 00:00:00,2013-11-30 00:00:00,Void,3 baghouses for 3 coal boiler,TITLE V,Lou. Med. Center Inc Steam & Chilled Water Plant,235 ABRAHAM FLEXNER WAY,LOUISVILLE,40202-0000,162
113,C-0126-1007,APCDCONS,2007-04-30 00:00:00,2008-04-07 00:00:00,Void,Two (2) ash mixers and three (3) screw conveyors,TITLE V,LG&E Cane Run Station,5252 CANE RUN RD,LOUISVILLE,40216-0000,163
114,C-0060-1007,APCDCONS,1998-04-14 00:00:00,2001-04-30 00:00:00,Open,clinker bin & gypsum bin,TITLE V,"Kosmos Cement Co., Inc.",15301 DIXIE HWY,LOUISVILLE,40272-0000,164
115,C-0060-1008,APCDCONS,1998-04-14 00:00:00,2001-04-30 00:00:00,Open,clinker & gypsum  dust collectors,TITLE V,"Kosmos Cement Co., Inc.",15301 DIXIE HWY,LOUISVILLE,40272-0000,165
116,C-0060-1009,APCDCONS,1998-04-14 00:00:00,2001-04-30 00:00:00,Open,dust collector for cement silo,TITLE V,"Kosmos Cement Co., Inc.",15301 DIXIE HWY,LOUISVILLE,40272-0000,166
117,C-0060-1010,APCDCONS,1998-04-14 00:00:00,2001-04-30 00:00:00,Open,Four (4) dust collectors,TITLE V,"Kosmos Cement Co., Inc.",15301 DIXIE HWY,LOUISVILLE,40272-0000,167
118,C-0060-1011,APCDCONS,1998-04-14 00:00:00,2001-04-30 00:00:00,Open,Three (3) dust collectors,TITLE V,"Kosmos Cement Co., Inc.",15301 DIXIE HWY,LOUISVILLE,40272-0000,168
119,C-0060-1012,APCDCONS,1998-04-14 00:00:00,2001-04-30 00:00:00,Open,Three (3) bin vent dust collectors,TITLE V,"Kosmos Cement Co., Inc.",15301 DIXIE HWY,LOUISVILLE,40272-0000,169
120,C-0060-1013,APCDCONS,1998-04-14 00:00:00,2001-04-30 00:00:00,Open,Two (2) dust collectors,TITLE V,"Kosmos Cement Co., Inc.",15301 DIXIE HWY,LOUISVILLE,40272-0000,170
121,C-0060-1014,APCDCONS,1998-04-14 00:00:00,2001-04-30 00:00:00,Open,Three (3) dust collectors,TITLE V,"Kosmos Cement Co., Inc.",15301 DIXIE HWY,LOUISVILLE,40272-0000,171
122,C-0060-1015,APCDCONS,1998-04-14 00:00:00,2001-04-30 00:00:00,Open,One (1) cement storage dome,TITLE V,"Kosmos Cement Co., Inc.",15301 DIXIE HWY,LOUISVILLE,40272-0000,172
123,C-0060-1016,APCDCONS,1998-04-14 00:00:00,2001-04-30 00:00:00,Open,Four (4) dust collectors,TITLE V,"Kosmos Cement Co., Inc.",15301 DIXIE HWY,LOUISVILLE,40272-0000,173
124,C-0060-1023,APCDCONS,2000-07-12 00:00:00,2001-04-30 00:00:00,Open,Raw meal conveying and handling system.,TITLE V,"Kosmos Cement Co., Inc.",15301 DIXIE HWY,LOUISVILLE,40272-0000,174
125,C-0060-1024,APCDCONS,1998-07-12 00:00:00,2001-04-30 00:00:00,Open,Clinker and gypsum conveying and handling system.,TITLE V,"Kosmos Cement Co., Inc.",15301 DIXIE HWY,LOUISVILLE,40272-0000,175
126,C-0603-1003,APCDCONS,2008-02-28 00:00:00,2009-02-28 00:00:00,Void,Storage tanks for polymer emulsion,MINOR,INTERPOLYMER CORPORATION,7501 DISTRIBUTION DR,LOUISVILLE,40258-0000,176
127,C-0603-1004,APCDCONS,2008-02-28 00:00:00,2009-02-28 00:00:00,Void,Two Silos,MINOR,INTERPOLYMER CORPORATION,7501 DISTRIBUTION DR,LOUISVILLE,40258-0000,177
128,C-0333-1000,APCDCONS,2010-06-30 00:00:00,2011-06-30 00:00:00,Void,press with dryer and oxidizer,FEDOOP,V. G. REED & SONS,1002 S 12TH ST,LOUISVILLE,40210-0000,178
