X,Y,OBJECTID,GLOBALID,DAMAGE,STRUCTURETYPE
-13255206.4646,4330586.5159,532,284a43ab-515f-47fb-9e6d-5fb0eedbf203,Destroyed (>50%),Multi Family Residence Single Story
-13255209.233,4330594.9052,533,e58111b9-cc38-4218-b8ef-00f76f107ada,Destroyed (>50%),Multi Family Residence Single Story
-13255538.0239,4331117.8665,534,fa706314-42c8-4f11-b43b-36803013e32d,Affected (1-9%),Single Family Residence Single Story
-13255203.5065,4330613.9176,535,04d16379-9623-45d9-a3e1-9809fbf6b2c3,Major (26-50%),Single Family Residence Single Story
-13256765.5425,4345384.8056,536,1231ac7c-f852-41e2-b0d1-eb9e52a9e7cf,Minor (10-25%),Single Family Residence Single Story
-13256721.7329,4345379.8355,537,a056d502-57d2-4e82-ad55-638641b313e0,No Damage,Single Family Residence Single Story
-13256779.6798,4345301.8027,538,065b2541-2e53-4c37-ab05-3fc4e627d1f4,Affected (1-9%),Utility Misc Structure
-13256769.9652,4345326.8829,539,1b5d7419-714c-46ea-a7e4-ed2d3ef3009d,Affected (1-9%),Mobile Home Double Wide
-13256739.2101,4345406.7095,540,0347070c-dafc-4735-a6bd-c1257654504e,No Damage,Single Family Residence Single Story
-13256738.0487,4345318.6603,541,cc7a1bbd-e7f9-481d-8c06-9c72c484600c,Affected (1-9%),Utility Misc Structure
-13255294.6851,4330575.7868,542,f2943984-205d-4ec4-97fe-3396597b7652,Minor (10-25%),Multi Family Residence Single Story
-13256442.4497,4345428.5108,543,41bd0bd9-8b1c-454f-95fd-1bd1c34946bd,Minor (10-25%),Multi Family Residence Single Story
-13256719.4855,4345319.7962,544,f76cbedd-340d-41b5-ada7-1e2edb65f88e,Minor (10-25%),Mobile Home Double Wide
-13256682.2127,4345382.4491,545,a291b941-8aa9-467c-9933-4418635f425b,No Damage,Mobile Home Single Wide
-13256695.6253,4345316.0353,546,dab44371-51b5-402f-b1d4-67b8f12302ea,Affected (1-9%),Mobile Home Double Wide
-13256648.6659,4345380.9419,547,9d3fc3a3-ef0d-4888-b33f-a73afd071715,No Damage,Mobile Home Single Wide
-13255295.1487,4330590.2252,548,8ab29057-ea9c-4bc2-907b-72e11e21482f,Affected (1-9%),Multi Family Residence Single Story
-13256680.3777,4345308.1258,549,28caf400-c874-4a1b-baf3-466662caf969,Affected (1-9%),Utility Misc Structure
-13255301.8222,4330549.4978,550,37207eee-f695-4ea1-9b55-606c8a2598cb,Minor (10-25%),Multi Family Residence Single Story
-13255308.3262,4330591.5606,551,ec13d328-6cc4-489b-a908-a8fa17cd181d,No Damage,Multi Family Residence Single Story
-13255262.4044,4330613.7902,552,805562f0-3658-48c5-b0b8-1f960a1a254b,Minor (10-25%),Single Family Residence Single Story
-13255320.4805,4330591.9918,553,0b818fac-1241-4914-a418-a531557988b1,No Damage,Multi Family Residence Single Story
-13256495.5327,4345427.5022,554,aed4c023-c5ea-413a-93ea-b2ce63f9c912,Minor (10-25%),Multi Family Residence Single Story
-13256645.1985,4345314.414,555,a227e337-1811-4b4b-b8d4-ae26b44c00e8,Major (26-50%),Single Family Residence Single Story
-13256549.7939,4345383.6827,556,465a6593-80e6-4a23-9d0a-c94a56b952ab,Major (26-50%),Utility Misc Structure
-13256629.8861,4345316.8644,557,d3bfed4a-f90d-4446-a252-d8a11347ef8a,Affected (1-9%),Utility Misc Structure
-13256508.5473,4345457.5142,558,f581bb44-a3b3-429c-8d0d-5684fd5e9243,Affected (1-9%),Single Family Residence Single Story
-13256568.2973,4345381.8157,559,16157394-34fa-4471-af8b-5ca8c6fb83ff,No Damage,Single Family Residence Single Story
-13255378.9165,4330570.038,560,3c6b6649-6bcf-45f1-8e96-5cc438ad60f6,Minor (10-25%),Multi Family Residence Single Story
-13255327.8251,4330547.4217,561,36b6120d-ac83-48ba-8d77-3ce98e3d8fd7,Minor (10-25%),Multi Family Residence Single Story
-13256603.9101,4345377.1923,562,7bacc945-d5d0-43f2-924b-eb881ef5a290,No Damage,Single Family Residence Single Story
-13255377.6456,4330582.3659,563,b55a9836-697e-40ae-b0cf-2417095d0ad2,Minor (10-25%),Multi Family Residence Single Story
-13255377.6558,4330545.5321,564,ada87018-4177-40be-af51-04c9c70a75da,Minor (10-25%),Multi Family Residence Single Story
-13256570.6094,4345461.7923,565,df1a2fa6-82dc-49b9-a574-f3c7aa16d2b6,Minor (10-25%),Single Family Residence Single Story
-13255377.2809,4330557.6734,566,8393534c-ee72-4b69-9df5-bbf2a438498b,Minor (10-25%),Multi Family Residence Single Story
-13256603.01,4345459.2057,567,4ff98772-ec63-4887-bf7c-d097929060cd,Minor (10-25%),Single Family Residence Single Story
-13255324.2447,4330610.0276,568,6fc1cdc7-5bcf-4549-b402-2b32ad544968,Minor (10-25%),Multi Family Residence Single Story
-13256519.7983,4345378.7924,569,57519d8d-fb4a-4e53-8024-2d0a8481e95a,Minor (10-25%),Single Family Residence Single Story
-13256724.9954242,4345453.51202856,570,2c96fbaa-bbd6-4030-b91f-05a4331e9d42,Minor (10-25%),Single Family Residence Single Story
-13255313.1418,4330609.6312,571,20d3e30b-2214-4bd1-95ab-92c052537c0d,Destroyed (>50%),Multi Family Residence Single Story
-13255291.9342,4330608.0816,572,a24ace6f-5fec-42bf-b63c-6c1384dc296d,Minor (10-25%),Single Family Residence Single Story
-13256612.2273,4345322.3153,573,07208303-04d8-4da9-9245-1eda8fc4d8dc,Affected (1-9%),Mobile Home Double Wide
-13256467.3944,4345380.068,574,800dfc39-87f8-42eb-9df1-6ca31b667b3e,Affected (1-9%),Single Family Residence Single Story
-13256588.9727,4345316.3819,575,d0cc12e4-3beb-4ffd-bac9-6c23591490d2,Affected (1-9%),Utility Misc Structure
-13256431.2037,4345429.156,576,df1bc588-45a0-4041-9e68-1e427667f926,Affected (1-9%),Mobile Home Single Wide
-13256567.3245,4345315.2979,577,76bc2795-1e51-498c-8967-133a95c59da5,Affected (1-9%),Mobile Home Double Wide
-13256433.0991,4345375.8809,578,a140e44d-8a27-4df8-8900-1d7ea7ac873c,Minor (10-25%),Single Family Residence Single Story
-13256573.6091,4345319.6124262,579,3b7f4465-3988-4d23-9802-1609a8f24b71,Affected (1-9%),Utility Misc Structure
-13256578.3778549,4345302.02836896,580,371b453f-96c9-406f-95cb-e3707466699a,Affected (1-9%),Utility Misc Structure
-13255378.0601,4330611.4686,581,b3ee09ea-d2a4-4f25-9c2e-0ca7a9c2e242,Minor (10-25%),Single Family Residence Single Story
-13256736.0215,4345426.0089,582,07403f10-0376-434d-9889-50f48ed636df,Inaccessible,Utility Misc Structure
-13256779.972,4345179.8037,584,6b54cf47-6940-467b-a1b9-2efb9d8a6fe0,No Damage,Mobile Home Double Wide
-13256754.1684,4345454.2606,585,6b42721b-b13a-46be-83ed-6487584bc186,Affected (1-9%),Single Family Residence Single Story
-13256847.0492,4345397.8362,586,cd6aba26-d54e-4ee4-a994-add6f7910604,Affected (1-9%),Single Family Residence Single Story
-13256826.1041,4345391.1683,587,47d8da03-361a-41b6-b14a-c5ccebd8c656,Minor (10-25%),Utility Misc Structure
-13256731.2639,4345195.5871,588,9c056385-f867-4170-9a72-c3fbbc6d39e9,Affected (1-9%),Mobile Home Double Wide
-13256521.83,4345321.246,589,2867a793-566a-4177-9e6e-e3f91dc3b189,Affected (1-9%),Mobile Home Double Wide
-13256840.4075,4345318.4209,590,f4871720-8c5c-4b96-8e80-ec1ad90f45b6,Minor (10-25%),Mobile Home Double Wide
-13256859.5991,4345314.8401,591,ece9099d-51b0-41f0-b989-29820ddc960d,Affected (1-9%),Utility Misc Structure
-13256480.0151,4345317.9695,592,15d88923-ccf6-4dcc-a77f-b03fd0c89bb7,Affected (1-9%),Mobile Home Double Wide
-13255495.3463,4330424.5306,593,afee8b79-ae34-4d1f-b550-16abe6be067d,Affected (1-9%),Single Family Residence Single Story
-13256683.0308,4345169.6943,594,c125702f-3417-4af0-80eb-03b6b168dc45,No Damage,Mobile Home Double Wide
-13255494.9834,4330539.2733,595,92ed029f-16fe-4098-915b-267383825f5b,Major (26-50%),Single Family Residence Single Story
-13256648.2799,4345191.4224,598,de8a7a84-515b-4426-90e5-a94281111aba,No Damage,Mobile Home Double Wide
-13255495.0294,4330449.4102,599,c87797d5-2dc2-4fb8-83e1-cfb5af9b1dd1,Affected (1-9%),Single Family Residence Single Story
-13256992.1939,4345267.6643,600,280f070e-fef2-46f5-8918-c1c90aae5c12,Minor (10-25%),Single Family Residence Single Story
-13256629.5957,4345192.3206,601,e2bff4f8-444c-4e39-9012-30cfee61381b,No Damage,Single Family Residence Multi Story
-13255493.9756,4330474.3882,602,d764c56a-41ff-4017-bdac-b027f03107d1,Affected (1-9%),Single Family Residence Single Story
-13255493.8138,4330494.2532,603,f004e1ea-b86a-4c16-b853-ecf7b6fd89fa,Affected (1-9%),Single Family Residence Single Story
-13256604.777,4345190.8059,604,7f454c5c-ffb2-406c-8b2c-6f9fa530f1ef,No Damage,Mobile Home Double Wide
-13256444.352,4345310.7944,605,1c9f7288-49cb-4ab7-ab1b-0d28c04f3d67,Affected (1-9%),Mobile Home Double Wide
-13256564.6079,4345192.9695,606,0c3a2926-f3b6-46c2-99fa-7312a7944a46,No Damage,Mobile Home Double Wide
-13255499.9056,4330567.3087,607,974846e4-4dc4-45b5-939a-04cec391d1f3,Minor (10-25%),Single Family Residence Single Story
-13256521.3479,4345190.396,608,1f8dfcbc-8ce3-45ac-b202-e8304289e4bf,No Damage,Mobile Home Double Wide
-13256437.0828823,4345309.36232975,609,a3c19ae4-6108-4acf-9a0b-23815c73c9ac,Affected (1-9%),Utility Misc Structure
-13256475.3906,4345195.9715,610,7ba9c2c3-8d64-4842-81b5-3be387d63905,No Damage,Mobile Home Double Wide
-13256421.9835,4345225.9912,611,e4e9e56f-bcab-4e80-9073-e1863dbcc355,No Damage,Mobile Home Single Wide
-13255495.151,4330520.6515,612,3fdc574a-984c-427d-9907-736482ba2fed,Minor (10-25%),Single Family Residence Single Story
-13256559.2412,4345250.9107,613,b58d02ab-41f7-4980-be04-c2308babcf9d,No Damage,Mobile Home Double Wide
-13255500.2895,4330616.5469,614,fa9987ae-022e-41ba-9649-f7bcee8615b0,Minor (10-25%),Single Family Residence Single Story
-13256612.2858,4345252.3106,615,527e6922-c8e4-4fd2-bb33-8a3ad2678778,No Damage,Single Family Residence Single Story
-13255500.8747,4330589.2445,616,1691a869-6f24-4281-a119-aa24bbef9d0a,Minor (10-25%),Single Family Residence Single Story
-13255430.8314,4330403.3222,617,ce606335-4b94-430a-a84c-d403e0d759b8,Minor (10-25%),Single Family Residence Single Story
-13256471.4548,4345263.5775,618,24d66ceb-186b-461e-8edf-999f45ac6b9b,No Damage,Mobile Home Single Wide
-13256487.7904,4345262.08,619,03d60ede-48c2-47d1-b6e8-245fdacbf235,No Damage,Utility Misc Structure
-13256689.0829,4345255.6952,620,522783fe-fe88-4441-a0c3-e5f1edfab318,Affected (1-9%),Mobile Home Double Wide
-13256491.6637,4345277.5152,621,520a157b-e865-4a50-941d-9855cee0cdc2,Inaccessible,Utility Misc Structure
-13255433.5588,4330377.4604,622,a0f271d6-4d9f-4099-82ee-899007247b7e,Minor (10-25%),Single Family Residence Single Story
-13256505.6078,4345266.2196,623,04454bc7-2084-4e6c-993e-c25f908a14d1,Affected (1-9%),Utility Misc Structure
-13256641.5358,4345247.7339,624,d18a2d43-fee3-4ffc-afdc-610b2debea99,Affected (1-9%),Mobile Home Single Wide
-13256720.6845,4345255.1724,625,81dbf7c5-aa54-4c0e-9dd7-f80ae1c2f82c,Affected (1-9%),Mobile Home Double Wide
-13256520.8843,4345249.4683,626,701827c3-cee2-41fa-9767-6514d0c54e5c,Affected (1-9%),Mobile Home Double Wide
-13256774.0987,4345252.5936,627,d4a8589e-eb10-458b-b114-69bb8c86989b,Affected (1-9%),Single Family Residence Single Story
-13255431.3539,4330351.5102,628,1829673b-1e61-4502-bead-f2ceac2a185f,No Damage,Single Family Residence Single Story
-13255490.5658,4330108.4945,629,5a04d979-6e68-4447-9dd5-ebae8f80010e,Affected (1-9%),Single Family Residence Single Story
-13255496.3706,4330136.1098,630,d04c4af4-f147-4126-a69b-0065ae64518c,No Damage,Single Family Residence Single Story
-13255362.0331,4329761.4296,631,d0a6e55a-6e4b-421b-ba2c-2390c99df2a3,Minor (10-25%),Single Family Residence Single Story
-13263647.5642,4346719.5132,632,cb3af868-632b-43e1-89de-39715c3454ee,No Damage,Single Family Residence Single Story
-13263673.1531,4346713.2249,633,48dfb628-0187-4f46-9c01-ce5aa1b2f503,No Damage,Utility Misc Structure
-13255701.3781,4329709.2895,634,2ed2ba01-bfb9-4c03-98d3-77163b35c4c6,Affected (1-9%),Single Family Residence Single Story
-13263728.2026,4346673.8061,635,f4f8fd21-6df0-4780-be98-5a7a372d8a04,Affected (1-9%),Single Family Residence Single Story
-13255679.6382,4329711.4605,636,388e6cf9-cf76-4f19-9913-fb60042f89d4,Affected (1-9%),Utility Misc Structure
-13263700.088,4346796.3452,637,1b68128f-dfba-497d-b688-5f789d93f150,No Damage,Single Family Residence Single Story
-13263683.7308,4346895.4971,638,6bf9abc1-88ef-4dc2-a460-413da0d5a058,No Damage,Single Family Residence Single Story
-13236704.7063241,4361376.33904554,639,64f84d95-7cf3-41ec-a617-c8e9947c6657,No Damage,Single Family Residence Multi Story
-13236707.721479,4361362.86309331,640,97d491fc-8b80-4799-8104-31fe3e552efc,No Damage,Utility Misc Structure
-13237004.0162844,4361348.43311384,641,3ba7c9e3-f7c1-45a3-ae46-2e6c594c47ca,Minor (10-25%),Single Family Residence Multi Story
-13237010.5411071,4361385.35152056,642,5a4626ed-4444-47b9-a0e4-437a02e1192b,Affected (1-9%),Single Family Residence Multi Story
-13237161.3637906,4361729.15837634,643,8bfc42c3-9bfd-47e2-97e0-199a963c790f,No Damage,Single Family Residence Single Story
-13236658.5878482,4361368.47460538,644,1ad856d9-331b-4238-bb1f-53fe78bd5a38,No Damage,Single Family Residence Single Story
-13236650.3528482,4361334.34407321,645,b874ae48-e23a-487c-a153-4ebc09c6e34f,No Damage,Utility Misc Structure
-13230950.221,4364877.0485,646,23f1a43e-9c34-4fc2-8294-c7781e55aa52,Minor (10-25%),Single Family Residence Multi Story
-13230965.3384,4364817.0866,647,d8f79a20-7dfd-44b4-b640-0e08d63ba69c,No Damage,Utility Misc Structure
-13203463.1632,4320624.0832,648,4c605f55-e3a5-485b-9223-c083fcfb49ab,No Damage,Single Family Residence Single Story
-13203531.8131,4320604.2943,649,d6bde219-38c6-487b-85ca-544e3875c822,No Damage,Single Family Residence Multi Story
-13227214.0531916,4317474.32415233,650,5edef1c8-efc7-460f-a368-723b3ebe962e,Destroyed (>50%),Single Family Residence Single Story
-13227258.3349,4317535.2165,651,a0707b1b-7250-4846-847b-e8989a95ceaa,Minor (10-25%),Mobile Home Single Wide
-13227258.7279,4317551.5781,652,6c615000-33fb-4c86-afb3-769099c1ff8e,Affected (1-9%),Single Family Residence Single Story
-13227241.3346525,4317577.32385962,653,95e85dd0-0225-4b08-bd0e-31889e1f30da,Major (26-50%),Single Family Residence Single Story
-13227207.6415632,4317491.86459394,654,47176241-a4dd-4241-ba1e-bebc91c930e2,Destroyed (>50%),Mobile Home Single Wide
-13227202.7257905,4317511.7044059,655,79108b59-2b24-44f4-a6e5-5253c846f726,Destroyed (>50%),Single Family Residence Multi Story
-13227183.2535601,4317551.18661844,656,55c9fed0-62a6-4f0a-818e-23e5708c8550,Destroyed (>50%),Single Family Residence Single Story
-13227165.2413,4317579.8784,657,a2cfe24a-f27c-413a-92df-00807baf7af4,Major (26-50%),Single Family Residence Multi Story
-13227229.2007,4317594.061,658,085c8ad2-1d95-4da4-9e94-6d0d3394e803,Affected (1-9%),Single Family Residence Single Story
-13203321.7204797,4320514.8123859,659,809b5aef-4d8e-4400-8f3a-a31c4c5fee30,Minor (10-25%),Single Family Residence Single Story
-13203270.4681482,4319753.38913572,660,8f918a85-b195-4bd3-9b3a-e4809bf185c3,Inaccessible,Single Family Residence Single Story
-13227243.1576,4317442.263,661,916d28db-c551-4665-b7b4-8782006b9a87,Major (26-50%),Single Family Residence Single Story
-13227194.8401096,4317533.25635575,662,6e07a86c-3d78-4008-a1ee-5d5572f9eeb0,Destroyed (>50%),Mobile Home Double Wide
-13227188.3094868,4317540.5217154,663,345e9480-4ae9-43f3-8381-77b4fc21df49,Minor (10-25%),Single Family Residence Single Story
-13227179.1056095,4317536.22041427,664,502c3680-9597-4e71-9d66-429d6acb8ef9,Destroyed (>50%),Single Family Residence Single Story
-13227158.942,4317576.4697,665,e55a613d-57ec-4818-a180-f53d03749eae,Major (26-50%),Single Family Residence Single Story
-13227174.316269,4317573.17105478,666,aed94ed1-d9c7-4774-ab08-8726cdf43e3f,Major (26-50%),Utility Misc Structure
-13227201.904,4317625.1212,667,3aa700d7-b7bb-4568-ac46-4026ecd6cddd,Affected (1-9%),Mobile Home Double Wide
-13227155.6422,4317594.5493,668,deaa81e7-f7fb-4294-96d3-c9c857a32f25,Destroyed (>50%),Single Family Residence Single Story
-13227189.4809,4317653.7182,669,4ae952ef-83ed-4158-b976-7460d81aec56,Affected (1-9%),Mobile Home Double Wide
-13227176.639,4317668.0598,670,6d662d58-5857-4cab-b425-74fcd6097671,Major (26-50%),Single Family Residence Single Story
-13227132.1696,4317641.8258,671,cf68f711-011d-44b2-abb8-c55e138b11f9,Destroyed (>50%),Single Family Residence Single Story
-13227156.8376,4317615.2092,672,4c3212f9-7dad-4249-9df9-8a47a4126116,Destroyed (>50%),Single Family Residence Single Story
-13227186.3374,4317687.332,673,b740afdf-ad9f-4a65-a960-07ba3df34613,Affected (1-9%),Utility Misc Structure
-13238136.5991089,4365987.42919285,674,58e70beb-8487-4c67-9452-77683cc9a875,Affected (1-9%),Single Family Residence Multi Story
-13238098.7544,4365863.2484,675,f2cbf9bf-7751-45d0-bab2-b0f97253a613,No Damage,Single Family Residence Single Story
-13238028.1778786,4365878.64734821,676,82182cfc-d881-4183-9bea-2f9b5510d924,Affected (1-9%),Utility Misc Structure
-13238064.811592,4365802.99680178,677,7366e431-5ac5-453b-a05e-c01377a66441,No Damage,Single Family Residence Single Story
-13237871.6314098,4365598.37195713,678,f6741015-e01f-4055-93a1-3f7e36f72f6d,No Damage,Single Family Residence Multi Story
-13237874.8492696,4365631.26366966,679,28d9d117-8619-47cf-b6bb-4eead585bdfa,No Damage,Single Family Residence Single Story
-13237968.8932411,4365587.48464998,680,f9d404a4-22d0-4cbb-98da-1b41fbe6dd4f,No Damage,Utility Misc Structure
-13237915.3791,4365544.9721,681,048eabca-c26b-47ba-b661-16e0fc3babe4,No Damage,Single Family Residence Multi Story
-13237861.363,4365357.2887,682,a80e6e20-b80b-492c-99c7-4a9119aba2f5,No Damage,Single Family Residence Single Story
-13237830.8666393,4365329.39117677,683,1d665211-e0d8-4681-8a9e-07d6a454714b,No Damage,Single Family Residence Single Story
-13237797.1275,4365257.0671,684,33dac963-3fcb-4f2a-b234-6dfad670b7ba,No Damage,Mobile Home Double Wide
-13238129.4713,4365900.2776,685,75cb4b9a-3234-4d58-a449-0bbf07413b89,No Damage,Mobile Home Double Wide
-13238118.7067956,4365880.6731116,686,24785c8b-5824-439a-976d-6cd4be98bdd1,No Damage,Single Family Residence Single Story
-13238080.9077964,4365884.03650356,687,6c9e8277-2e4e-4033-898e-c6c4bda3502c,No Damage,Utility Misc Structure
-13238021.0231205,4365712.32870178,688,a853f1ca-c169-4a3f-9616-6dad7fecc669,No Damage,Single Family Residence Single Story
-13238000.6168,4365698.5702,689,0d4b4f84-8132-4e84-96f3-caedbd9753ea,No Damage,Utility Misc Structure
-13238003.7493313,4365662.40578215,690,676e1d01-3bd2-4f1b-87b0-29260232d7e7,No Damage,Single Family Residence Single Story
-13237813.221,4365518.7154,691,b3b10b41-e82c-47f7-baf8-ee81165158d4,No Damage,Single Family Residence Single Story
-13237794.5078,4365489.9184,692,dc9f7211-40af-4047-bb38-28ed70abf0fe,No Damage,Single Family Residence Single Story
-13237834.9758,4365461.8922,693,2cdf3a0c-ef2d-4320-8e0c-9c13b8b9b775,No Damage,Utility Misc Structure
-13237901.3667,4365433.2906,694,f7c3176c-4227-4914-997d-238ce35acb7e,No Damage,Single Family Residence Single Story
-13237781.8526,4365203.2045,695,8563bda1-dd8e-4de7-896a-79ca7967c595,No Damage,Single Family Residence Single Story
-13227122.336,4317661.2894,696,f89857a0-0c5e-4346-925a-c593b4aa56d3,Destroyed (>50%),Single Family Residence Multi Story
-13227113.7101,4317676.2741,697,1c1fa311-5f5a-4374-8f89-85e41b2f973d,Major (26-50%),Single Family Residence Single Story
-13227168.7329,4317698.7581,698,4e32093a-a099-4bca-827a-77769e0c97cc,Minor (10-25%),Single Family Residence Single Story
-13227182.5064,4317694.6076,699,179f921d-ba07-4043-92ac-debbd91154ae,Major (26-50%),Utility Misc Structure
-13227075.7394,4317748.6123,700,95f68077-d566-42f4-a6e0-87ba6c8f7d6e,Major (26-50%),Single Family Residence Single Story
-13227097.2022,4317720.119,701,15541edd-64c8-481e-a64e-46b24fab8c5e,Major (26-50%),Single Family Residence Multi Story
-13227077.3846,4317767.3539,702,33171238-9505-491f-981b-8e321a000b2e,Destroyed (>50%),Single Family Residence Multi Story
-13227152.958,4317710.4702,703,51a9bb97-5d58-448b-b584-ef195ac70efb,Affected (1-9%),Mobile Home Double Wide
-13227165.067,4317729.2629,704,5378abaf-1fab-4249-af54-c9d7fa976d2d,No Damage,Utility Misc Structure
-13227144.9235,4317743.3286,705,4869715b-a633-4f5f-ab0a-c6b9617a995c,No Damage,Single Family Residence Single Story
-13227053.146,4317798.7787,706,56bc6a28-6d73-4cd6-827b-83328a19be7b,Major (26-50%),Single Family Residence Multi Story
-13227162.3041,4317741.0865,707,39c01a85-6a97-4624-bd09-2e619d2a951c,No Damage,Utility Misc Structure
-13227069.4981,4317786.8257,708,f280540e-360e-480e-b50d-24b58c1f4f23,Major (26-50%),Single Family Residence Single Story
-13227045.091,4317813.2656,709,090c0997-b2a9-4727-ae0a-455c53f809e2,Major (26-50%),Single Family Residence Multi Story
-13227135.5741,4317762.8217,710,23e460dc-82f3-43ba-8396-a79d8dd8347b,Affected (1-9%),Single Family Residence Single Story
-13227139.0792,4317776.3356,711,6006fb08-6937-47ef-af13-a4e53fa38e8e,No Damage,Utility Misc Structure
-13227037.3655,4317837.101,712,6bb411ae-84b2-4d1a-ac68-3255c0a1ca08,Major (26-50%),Single Family Residence Single Story
-13227180.2541,4317772.9657,713,8ce935e9-7156-4710-bc44-c49ccb107116,No Damage,Single Family Residence Single Story
-13227026.8928,4317848.1453,714,12eb1edd-6573-4163-87d6-5406207b6332,Major (26-50%),Single Family Residence Single Story
-13227173.3099,4317741.1924,715,4432759f-d0a4-49c7-abc7-95151567ccd8,No Damage,Utility Misc Structure
-13227012.3261,4317863.405,716,9218ee97-ea03-4c68-958e-7d6f2d20eadd,Major (26-50%),Single Family Residence Multi Story
-13236590.1246,4361451.2196,717,ff6e1c50-720e-49f2-aa1b-8279706a674c,No Damage,Single Family Residence Single Story
-13227099.2268,4317804.0367,718,5337baed-3d0d-4cc7-b30b-c51122c11359,No Damage,Single Family Residence Single Story
-13236590.4883239,4361422.80336251,719,f43860a8-03ad-40cd-91f5-68bcf8f76f02,No Damage,Utility Misc Structure
-13226995.1985,4317893.0061,720,8c5ed437-fb76-42da-89ff-53a075963bd4,Major (26-50%),Single Family Residence Multi Story
-13227094.6633,4317822.4903,721,b1306682-b3ad-4a8b-a41c-c4129d1500b1,No Damage,Single Family Residence Single Story
-13227006.2704,4317879.1589,722,1d247d0f-72d2-4c87-80d1-ea48ccbb020f,Major (26-50%),Single Family Residence Single Story
-13236612.494,4361506.5673,723,f6aea44e-5756-4a9f-bab7-1933143db95e,No Damage,Mobile Home Double Wide
-13227077.7034,4317844.5875,724,e33f0dcd-f88d-4c79-8ed8-7a5f21a610bd,No Damage,Single Family Residence Single Story
-13226982.6517,4317911.1534,725,d1f59741-4374-4408-900d-1b9e997bd302,Minor (10-25%),Single Family Residence Single Story
-13236631.6818,4361493.1936,726,ed74e12e-2f32-41ed-b87d-bfcdc8eed7cc,Affected (1-9%),Single Family Residence Single Story
-13227062.3619,4317874.5314,727,4b815ee8-f1e1-48d1-bef9-6a827a4ae1f7,No Damage,Single Family Residence Single Story
-13227082.2959,4317879.2442,728,f47d0681-356a-46f4-b092-80eba7095bc4,No Damage,Utility Misc Structure
-13226969.9866833,4317933.05354764,729,c11d6515-a66d-4624-b6b3-cdef0422e06e,Affected (1-9%),Single Family Residence Single Story
-13236666.5885,4361606.3592,730,08480a9c-5cb9-420d-8a6a-0437f75aa303,No Damage,Single Family Residence Single Story
-13236663.2965,4361685.2621,731,bf532dfd-9046-4b26-aff5-ccb13df005e4,No Damage,Single Family Residence Single Story
-13227042.5095,4317902.714,732,a4477202-5b55-4784-afd8-45943a33a41d,No Damage,Single Family Residence Single Story
-13227066.3358,4317903.9483,733,c4f39479-18c4-4dde-b281-dceef6305c2a,No Damage,Utility Misc Structure
-13236653.3397,4361727.6797,734,96b8053c-ef8b-4f50-a37e-e35ef2a82f17,No Damage,Single Family Residence Single Story
-13227033.6016,4317923.5508,735,ed9c35f8-d458-4cc6-bf83-8445c5cbf5e1,No Damage,Single Family Residence Single Story
-13236610.4198,4361800.3249,736,a411107e-4c53-4bcb-940c-0e1ce14f284f,No Damage,Single Family Residence Single Story
-13227023.9192,4317952.9488,737,020d15f6-4256-496e-97f7-33123090d024,Affected (1-9%),Single Family Residence Single Story
-13236564.6616,4361874.3233,738,7cddaafb-a1ca-47f6-bb1c-a73148f90ea9,No Damage,Single Family Residence Multi Story
-13226946.0818,4317958.3835,739,8136d9be-c919-4506-b535-85b2952be3a7,Major (26-50%),Single Family Residence Single Story
-13227006.2797,4317969.8541,740,c543525e-249e-47bd-a14f-c6ccfe19bb1e,No Damage,Single Family Residence Single Story
-13227013.7334,4317958.6683,741,202557f1-f0b1-4f85-ad40-3da7dc246f45,No Damage,Utility Misc Structure
-13236279.866,4362468.1207,742,0d00ce3a-a952-4593-9037-6a7daa7acd28,No Damage,Single Family Residence Multi Story
-13226960.4878,4317948.0819,743,9b672254-1df8-4b2b-8a48-dfb66a268d23,No Damage,Utility Misc Structure
-13226937.5481,4317976.2703,744,c300641b-123e-43bc-908a-126ebd796ca8,No Damage,Single Family Residence Single Story
-13226991.2194,4317989.2706,745,f2a05b06-70f4-42b7-8f1a-78c04d91fa28,No Damage,Single Family Residence Single Story
-13226928.9676,4317991.8852,746,0175e3b0-4626-423b-98b9-8143f4296288,Affected (1-9%),Single Family Residence Single Story
-13225557.6472,4319825.3327,747,e8af4819-1609-4048-8487-73f984da3d1b,Minor (10-25%),Commercial Building Single Story
-13226853.0394,4315404.3056,748,036dfa52-1f22-4be6-b4ae-0e71fa6a5c23,No Damage,Utility Misc Structure
-13226814.0604,4315396.3444,749,2a83ca6d-1310-4567-bc20-3d72ba99de7b,No Damage,Single Family Residence Single Story
-13236615.5404,4363209.8237,750,318897c4-851a-4925-a6f8-6f7a4e6cf974,No Damage,Single Family Residence Multi Story
-13226895.6235,4315465.3309,751,3e12d6d9-25d8-48e3-bafb-62656169e197,No Damage,Utility Misc Structure
-13226867.9251625,4315448.75103931,752,7f042a0f-bf3e-48e2-9ff4-8eaf81bb45a6,Destroyed (>50%),Single Family Residence Multi Story
-13236942.1432473,4363388.49589104,753,dd58cb0f-2286-4f73-a987-a7d5bc8c2559,No Damage,Single Family Residence Single Story
-13226911.6128,4315478.3404,754,6716686b-07a6-40b8-a972-ff137e56166d,No Damage,Single Family Residence Single Story
