SECTION_NUMBER,ON_STREET,FROM_STREET,TO_STREET,LENGTH,COUNT_,CURRENT_PQI,MEASURED_PQI,PQI_DATE,CLASS,YEAR,ObjectId
33250,RIVIERA DR,END,ROOSEVELT ST,100,2.0,26.2,26.2,2023/02/17 07:00:00+00,Local,2023.0,3170
31030,HARVARD DR,KENWOOD LN,END,328,2.0,96.1,96.1,2023/05/26 07:00:00+00,Local,2023.0,3171
33260,RIVIERA DR,ROOSEVELT ST,FARMER AV,750,2.0,34.3,34.3,2023/02/17 07:00:00+00,Local,2023.0,3172
31040,KENWOOD LN,OXFORD DR,COLGATE DR,306,2.0,96.1,96.1,2023/05/26 07:00:00+00,Local,2023.0,3173
33270,RIVIERA DR,FARMER AV,KYRENE RD,567,2.0,37.1,37.1,2023/02/17 07:00:00+00,Local,2023.0,3174
33280,FARMER AV,RIVIERA DR,SANTA CRUZ DR,279,2.0,32.5,32.5,2023/02/17 07:00:00+00,Local,2023.0,3175
33290,WILSON ST,SANTA CRUZ DR,HERMOSA DR,305,2.0,29.7,29.7,2023/02/17 07:00:00+00,Local,2023.0,3176
33300,HERMOSA DR,WILSON ST,FARMER AV,571,2.0,33.1,33.1,2023/02/17 07:00:00+00,Local,2023.0,3177
33310,FARMER AV,HERMOSA DR,SANTA CRUZ DR,283,2.0,29.6,29.6,2023/02/17 07:00:00+00,Local,2023.0,3178
33320,ROOSEVELT ST,RIVIERA DR,SANTA CRUZ DR,283,2.0,30.6,30.6,2023/02/17 07:00:00+00,Local,2023.0,3179
33330,ROOSEVELT ST,SANTA CRUZ DR,WILSON ST,998,2.0,37.2,37.2,2023/02/17 07:00:00+00,Local,2023.0,3180
33340,MANHATTON DR,WILSON ST,KYRENE RD,784,2.0,45.5,45.5,2023/02/17 07:00:00+00,Local,2023.0,3181
33350,WILSON ST,MANHATTON DR,LA JOLLA DR,259,2.0,32.7,32.7,2023/02/17 07:00:00+00,Local,2023.0,3182
33360,WILSON ST,LA JOLLA DR,LA JOLLA DR,110,2.0,38.4,38.4,2023/02/17 07:00:00+00,Local,2023.0,3183
33370,WILSON ST,LA JOLLA DR,PEBBLE BEACH DR,153,2.0,34.4,34.4,2023/02/17 07:00:00+00,Local,2023.0,3184
33380,WILSON ST,PEBBLE BEACH DR,PEBBLE BEACH DR,147,2.0,33.1,33.1,2023/02/17 07:00:00+00,Local,2023.0,3185
33390,WILSON ST,PEBBLE BEACH DR,LAGUNA DR,150,2.0,34.9,34.9,2023/02/17 07:00:00+00,Local,2023.0,3186
33400,WILSON ST,LAGUNA DR,MALIBU DR,157,2.0,34.2,34.2,2023/02/17 07:00:00+00,Local,2023.0,3187
33410,MALIBU DR,WILSON ST,ROOSEVELT ST,461,2.0,35.5,35.5,2023/02/17 07:00:00+00,Local,2023.0,3188
33420,LAGUNA DR,WILSON ST,KYRENE RD,813,2.0,44.0,44.0,2023/02/17 07:00:00+00,Local,2023.0,3189
33430,PEBBLE BEACH DR,ROOSEVELT ST,WILSON ST,471,2.0,39.5,39.5,2023/02/17 07:00:00+00,Local,2023.0,3190
33440,PEBBLE BEACH DR,WILSON ST,KYRENE RD,812,2.0,37.4,37.4,2023/02/17 07:00:00+00,Local,2023.0,3191
33450,LA JOLLA DR,ROOSEVELT ST,DENNIS DR,225,2.0,41.9,41.9,2023/02/17 07:00:00+00,Local,2023.0,3192
33460,LA JOLLA DR,DENNIS DR,WILSON ST,267,2.0,35.8,35.8,2023/02/17 07:00:00+00,Local,2023.0,3193
33470,LA JOLLA DR,WILSON ST,KYRENE RD,803,2.0,37.7,37.7,2023/02/17 07:00:00+00,Local,2023.0,3194
33480,DENNIS DR,END,LA JOLLA DR,216,2.0,31.9,31.9,2023/02/17 07:00:00+00,Local,2023.0,3195
33490,SHAFER DR,MANHATTON DR,LA JOLLA DR,292,2.0,29.1,29.1,2023/02/17 07:00:00+00,Local,2023.0,3196
33500,LA JOLLA DR,END,SHAFER DR,252,2.0,35.4,35.4,2023/02/17 07:00:00+00,Local,2023.0,3197
33510,LA JOLLA DR,SHAFER DR,CUTLER DR,231,2.0,28.6,28.6,2023/02/17 07:00:00+00,Local,2023.0,3198
33520,LA JOLLA DR,CUTLER DR,MARGO DR,243,2.0,31.5,31.5,2023/02/17 07:00:00+00,Local,2023.0,3199
33530,MARGO DR,LA JOLLA DR,MALIBU DR,836,2.0,52.2,52.2,2023/02/17 07:00:00+00,Local,2023.0,3200
34550,COLLEGE AV,HUNTINGTON DR,HUNTINGTON DR,65,3.0,87.7,87.7,2023/02/20 07:00:00+00,Collector,2023.0,3201
34560,COLLEGE AV,HUNTINGTON DR,GENEVA DR,212,3.0,89.9,89.9,2023/02/20 07:00:00+00,Collector,2023.0,3202
34570,COLLEGE AV,GENEVA DR,GENEVA DR,135,3.0,87.9,87.9,2023/02/20 07:00:00+00,Collector,2023.0,3203
34580,COLLEGE AV,GENEVA DR,FAIRMONT DR,140,3.0,88.3,88.3,2023/02/20 07:00:00+00,Collector,2023.0,3204
36520,WILLOW ST,CARSON DR,END,371,2.0,63.4,66.6,2021/03/17 07:00:00+00,Local,2021.0,3205
38630,MINTON DR,BALA DR,PRICE RD,492,2.0,83.0,86.4,2021/03/17 07:00:00+00,Local,2021.0,3206
34590,COLLEGE AV,FAIRMONT DR,FAIRMONT DR,151,3.0,87.6,87.6,2023/02/20 07:00:00+00,Collector,2023.0,3207
37060,KENNETH PL,MANHATTON DR,LA JOLLA DR,290,2.0,78.3,78.3,2023/02/18 07:00:00+00,Local,2023.0,3208
38130,FREMONT DR,HEATHER DR,KACHINA DR,327,2.0,80.9,83.9,2021/03/17 07:00:00+00,Local,2021.0,3209
35550,FREMONT DR,LAKESHORE DR,TERRACE RD,344,2.0,58.8,65.9,2021/03/17 07:00:00+00,Local,2021.0,3210
34600,COLLEGE AV,FAIRMONT DR,ERIE DR,128,3.0,88.6,88.6,2023/02/20 07:00:00+00,Collector,2023.0,3211
34610,COLLEGE AV,ERIE DR,DEL RIO DR,162,3.0,87.6,87.6,2023/02/20 07:00:00+00,Collector,2023.0,3212
34620,COLLEGE AV,DEL RIO DR,DEL RIO DR,127,3.0,84.7,84.7,2023/02/20 07:00:00+00,Collector,2023.0,3213
34630,COLLEGE AV,DEL RIO DR,CAIRO DR,253,3.0,84.7,84.7,2023/02/20 07:00:00+00,Collector,2023.0,3214
34640,COLLEGE AV,CAIRO DR,BALBOA DR,297,3.0,84.1,84.1,2023/02/20 07:00:00+00,Collector,2023.0,3215
34650,COLLEGE AV,BALBOA DR,ALAMEDA DR,492,3.0,83.4,83.4,2023/02/20 07:00:00+00,Collector,2023.0,3216
34660,COLLEGE AV,ALAMEDA DR,LOMA VISTA DR,335,2.0,86.5,86.5,2023/02/20 07:00:00+00,Collector,2023.0,3217
34670,COLLEGE AV,LOMA VISTA DR,CONCORDA DR,306,2.0,89.3,89.3,2023/02/20 07:00:00+00,Collector,2023.0,3218
34680,COLLEGE AV,CONCORDA DR,BROADMOR DR,312,2.0,85.1,85.1,2023/02/20 07:00:00+00,Collector,2023.0,3219
34690,COLLEGE AV,BROADMOR DR,BROADMOR DR,80,2.0,100.0,100.0,2023/02/20 07:00:00+00,Collector,2023.0,3220
34700,COLLEGE AV,BROADMOR DR,PALMCROFT DR,794,2.0,83.6,83.6,2023/02/20 07:00:00+00,Collector,2023.0,3221
34710,COLLEGE AV,PALMCROFT DR,AEPLI DR,168,2.0,94.8,94.8,2023/02/20 07:00:00+00,Collector,2023.0,3222
34720,COLLEGE AV,AEPLI DR,BROADWAY RD,667,2.0,88.1,88.1,2023/02/20 07:00:00+00,Collector,2023.0,3223
34730,COLLEGE AV,BROADWAY RD,ENCANTO DR,791,2.0,86.9,86.9,2023/02/20 07:00:00+00,Collector,2023.0,3224
34740,COLLEGE AV,ENCANTO DR,15TH ST,856,2.0,83.4,83.4,2023/02/20 07:00:00+00,Collector,2023.0,3225
34750,COLLEGE AV,15TH ST,PARKWAY BL,360,2.0,77.7,77.7,2023/02/20 07:00:00+00,Collector,2023.0,3226
34760,COLLEGE AV,PARKWAY BL,14TH ST,209,2.0,77.4,77.4,2023/02/20 07:00:00+00,Collector,2023.0,3227
34770,COLLEGE AV,14TH ST,APACHE BL,422,2.0,80.9,80.9,2023/02/20 07:00:00+00,Collector,2023.0,3228
34780,MANHATTON DR,GRANDVIEW DR,COLLEGE AV,980,2.0,91.1,91.1,2023/02/20 07:00:00+00,Local,2023.0,3229
34790,MANHATTON DR,COLLEGE AV,END,429,2.0,71.7,71.7,2023/02/20 07:00:00+00,Local,2023.0,3230
34800,LA JOLLA DR,GRANDVIEW DR,COLLEGE AV,998,2.0,90.8,90.8,2023/02/20 07:00:00+00,Local,2023.0,3231
34810,LA JOLLA DR,COLLEGE AV,LA CORTA DR,757,2.0,79.9,79.9,2023/02/20 07:00:00+00,Local,2023.0,3232
34820,LA JOLLA DR,LA CORTA DR,MCALLISTER AV,617,2.0,82.2,82.2,2023/02/20 07:00:00+00,Local,2023.0,3233
34830,LA JOLLA DR,MCALLISTER AV,MALIBU DR,719,2.0,83.4,83.4,2023/02/20 07:00:00+00,Local,2023.0,3234
34840,LA JOLLA DR,MALIBU DR,PALM DR,450,2.0,76.0,76.0,2023/02/20 07:00:00+00,Local,2023.0,3235
34850,LA JOLLA DR,PALM DR,RURAL RD,172,2.0,70.2,70.2,2023/02/20 07:00:00+00,Local,2023.0,3236
34860,LA JOLLA DR,RURAL RD,JEN TILLY LN,255,2.0,62.7,62.7,2023/02/26 07:00:00+00,Local,2023.0,3237
34870,LA JOLLA DR,JEN TILLY LN,RITA LN,770,2.0,77.6,77.6,2023/02/26 07:00:00+00,Local,2023.0,3238
34880,PEBBLE BEACH DR,MILL AV,GRANDVIEW DR,403,2.0,82.5,82.5,2023/02/19 07:00:00+00,Local,2023.0,3239
34890,PEBBLE BEACH DR,GRANDVIEW DR,COLLEGE AV,1002,2.0,84.5,84.5,2023/02/19 07:00:00+00,Local,2023.0,3240
34900,PEBBLE BEACH DR,COLLEGE AV,END,399,2.0,69.7,69.7,2023/02/19 07:00:00+00,Local,2023.0,3241
34910,HERMOSA CR,END,HERMOSA DR,245,2.0,73.1,73.1,2023/02/19 07:00:00+00,Local,2023.0,3242
34920,RIVIERA DR,HERMOSA DR,MCALLISTER AV,1130,2.0,76.8,76.8,2023/02/19 07:00:00+00,Local,2023.0,3243
34930,RIVIERA DR CDS,END,RIVIERA DR,70,2.0,77.4,77.4,2023/02/19 07:00:00+00,Local,2023.0,3244
34940,MCALLISTER AV,END,RIVIERA DR,124,2.0,77.1,77.1,2023/02/19 07:00:00+00,Local,2023.0,3245
34950,MCALLISTER AV,RIVIERA DR,HERMOSA DR,281,2.0,75.1,75.1,2023/02/19 07:00:00+00,Local,2023.0,3246
34960,MCALLISTER AV,HERMOSA DR,MANHATTON DR,273,2.0,73.7,73.7,2023/02/19 07:00:00+00,Local,2023.0,3247
34970,MCALLISTER AV,MANHATTON DR,LA JOLLA DR,280,2.0,67.8,67.8,2023/02/19 07:00:00+00,Local,2023.0,3248
34980,MCALLISTER AV,LA JOLLA DR,PEBBLE BEACH DR,292,2.0,69.7,69.7,2023/02/19 07:00:00+00,Local,2023.0,3249
34990,MCALLISTER AV,PEBBLE BEACH DR,LAGUNA DR,269,2.0,74.0,74.0,2023/02/19 07:00:00+00,Local,2023.0,3250
35000,MCALLISTER AV,LAGUNA DR,MALIBU DR,280,2.0,76.6,76.6,2023/02/19 07:00:00+00,Local,2023.0,3251
35010,MCALLISTER AV,MALIBU DR,SOUTHERN AV,717,2.0,78.5,78.5,2023/02/19 07:00:00+00,Local,2023.0,3252
35020,MCALLISTER AV,SOUTHERN AV,HUNTINGTON DR,326,2.0,62.9,62.9,2023/02/19 07:00:00+00,Local,2023.0,3253
35030,LA CORTA DR,LA JOLLA DR,MANHATTON DR,277,2.0,74.0,74.0,2023/02/19 07:00:00+00,Local,2023.0,3254
35040,MANHATTON DR,LA CORTA DR,MCALLISTER AV,718,2.0,78.0,78.0,2023/02/19 07:00:00+00,Local,2023.0,3255
35050,MANHATTON DR,MCALLISTER AV,HERMOSA DR,586,2.0,77.8,77.8,2023/02/19 07:00:00+00,Local,2023.0,3256
36530,TERRACE RD,FREMONT DR,CARTER DR,287,2.0,60.1,63.6,2021/03/17 07:00:00+00,Local,2021.0,3257
38640,BALA DR,MINTON DR,FREMONT DR,301,2.0,79.0,82.5,2021/03/17 07:00:00+00,Local,2021.0,3258
35060,MANHATTON DR,HERMOSA DR,PALM DR,571,2.0,80.1,80.1,2023/02/19 07:00:00+00,Local,2023.0,3259
38140,FREMONT DR,KACHINA DR,TAYLOR DR,311,2.0,82.7,85.6,2021/03/17 07:00:00+00,Local,2021.0,3260
38650,ROCKFORD DR,END,FREMONT DR,251,2.0,66.9,72.7,2021/03/17 07:00:00+00,Local,2021.0,3261
36540,TERRACE RD,CARTER DR,CARSON DR,527,2.0,52.4,59.9,2021/03/17 07:00:00+00,Local,2021.0,3262
35070,PALM DR,MANHATTON DR,LA JOLLA DR,305,2.0,78.4,78.4,2023/02/19 07:00:00+00,Local,2023.0,3263
35560,FREMONT DR,TERRACE RD,FROST DR,113,2.0,55.4,61.2,2021/03/17 07:00:00+00,Local,2021.0,3264
38150,FREMONT DR,TAYLOR DR,LOS FELIZ DR,348,2.0,87.2,89.7,2021/03/17 07:00:00+00,Local,2021.0,3265
37070,KENNETH PL,LA JOLLA DR,PEBBLE BEACH DR,303,2.0,76.1,76.1,2023/02/18 07:00:00+00,Local,2023.0,3266
38160,FREMONT DR,LOS FELIZ DR,HAZELTON LN,287,2.0,74.9,79.2,2021/03/17 07:00:00+00,Local,2021.0,3267
38660,FAIRFIELD DR,END,FREMONT DR,302,2.0,64.1,70.1,2021/03/17 07:00:00+00,Local,2021.0,3268
36550,TERRACE RD,CARSON DR,END,351,2.0,54.0,61.0,2021/03/17 07:00:00+00,Local,2021.0,3269
37080,KENNETH PL,PEBBLE BEACH DR,LAGUNA DR,287,2.0,77.1,77.1,2023/02/18 07:00:00+00,Local,2023.0,3270
38170,FREMONT DR,HAZELTON LN,KENWOOD LN,311,2.0,87.8,90.1,2021/03/17 07:00:00+00,Local,2021.0,3271
35080,HERMOSA DR,MANHATTON DR,RURAL RD,940,2.0,75.1,75.1,2023/02/19 07:00:00+00,Local,2023.0,3272
35570,FREMONT DR,FROST DR,TERRACE RD,239,2.0,62.4,69.1,2021/03/17 07:00:00+00,Local,2021.0,3273
35090,HERMOSA DR,RURAL RD,BONARDEN LN,741,2.0,72.3,72.3,2023/02/18 07:00:00+00,Local,2023.0,3274
38670,CLARK DR,END,FREMONT DR,306,2.0,74.6,79.5,2021/03/17 07:00:00+00,Local,2021.0,3275
37090,KENNETH PL,LAGUNA DR,MALIBU DR,350,2.0,76.7,76.7,2023/02/18 07:00:00+00,Local,2023.0,3276
35580,FREMONT DR,TERRACE RD,STANLEY PL,249,2.0,56.2,63.1,2021/03/17 07:00:00+00,Local,2021.0,3277
36560,CARTER DR,TERRACE RD,TERRACE RD,163,2.0,64.2,70.5,2021/03/17 07:00:00+00,Local,2021.0,3278
38180,FREMONT DR,KENWOOD LN,COUNTRY CLUB WY,880,2.0,87.4,90.0,2021/03/17 07:00:00+00,Local,2021.0,3279
35100,HERMOSA DR,BONARDEN LN,TERRACE RD,577,2.0,67.6,67.6,2023/02/18 07:00:00+00,Local,2023.0,3280
38680,KENWOOD LN,FREMONT DR,RICHARDS DR,295,2.0,71.4,77.0,2021/03/17 07:00:00+00,Local,2021.0,3281
37100,NEWBERRY RD,LAGUNA DR,PEBBLE BEACH DR,295,2.0,73.0,73.0,2023/02/18 07:00:00+00,Local,2023.0,3282
35590,FREMONT DR,STANLEY PL,KENNETH PL,227,2.0,58.2,64.3,2021/03/17 07:00:00+00,Local,2021.0,3283
36570,CARTER DR,TERRACE RD,KENNETH PL,575,2.0,59.3,66.2,2021/03/17 07:00:00+00,Local,2021.0,3284
38190,FREMONT DR,COUNTRY CLUB WY,CLARK DR,328,2.0,87.7,90.0,2021/03/17 07:00:00+00,Local,2021.0,3285
35110,TERRACE RD,HERMOSA DR,MANHATTON DR,303,2.0,68.7,68.7,2023/02/18 07:00:00+00,Local,2023.0,3286
38690,RICHARDS DR,KENWOOD LN,COUNTRY CLUB WY,876,2.0,71.4,77.0,2021/03/17 07:00:00+00,Local,2021.0,3287
37110,NEWBERRY RD,PEBBLE BEACH DR,LA JOLLA DR,287,2.0,76.6,76.6,2023/02/18 07:00:00+00,Local,2023.0,3288
35600,FREMONT DR,KENNETH PL,DORSEY LN,336,2.0,64.9,67.9,2021/03/17 07:00:00+00,Local,2021.0,3289
36580,KENNETH PL,CARTER DR,CARSON DR,272,2.0,55.4,62.6,2021/03/17 07:00:00+00,Local,2021.0,3290
38200,FREMONT DR,CLARK DR,FAIRFIELD DR,324,2.0,89.2,91.4,2021/03/17 07:00:00+00,Local,2021.0,3291
35120,TERRACE RD,MANHATTON DR,LAGUNA DR,822,2.0,85.1,85.1,2023/02/18 07:00:00+00,Local,2023.0,3292
38700,CARSON DR,HAZELTON LN,GREENWAY DR,698,2.0,69.6,75.6,2021/03/17 07:00:00+00,Local,2021.0,3293
38710,CARSON DR,GREENWAY DR,COUNTRY CLUB WY,478,2.0,67.6,73.5,2021/03/17 07:00:00+00,Local,2021.0,3294
38720,CARSON DR,COUNTRY CLUB WY,FAIRFIELD DR,815,2.0,82.2,85.2,2021/03/17 07:00:00+00,Local,2021.0,3295
38730,CARSON DR,FAIRFIELD DR,RIVER DR,525,2.0,67.7,73.9,2021/03/17 07:00:00+00,Local,2021.0,3296
38740,CARSON DR,RIVER DR,GREENWAY DR,711,2.0,68.2,74.3,2021/03/17 07:00:00+00,Local,2021.0,3297
38750,FAIRFIELD DR,CARSON DR,GREENWAY DR,256,2.0,68.7,74.5,2021/03/17 07:00:00+00,Local,2021.0,3298
38760,GREENWAY DR,FAIRFIELD DR,CARSON DR,1216,2.0,73.5,78.7,2021/03/17 07:00:00+00,Local,2021.0,3299
38770,GREENWAY DR,CARSON DR,FREMONT DR,537,2.0,84.0,87.3,2021/03/17 07:00:00+00,Local,2021.0,3300
38780,LA JOLLA DR,MCCLINTOCK DR,HEATHER DR,407,2.0,91.6,91.6,2023/02/19 07:00:00+00,Local,2023.0,3301
38790,LA JOLLA DR,HEATHER DR,KACHINA DR,410,2.0,78.0,78.0,2023/02/19 07:00:00+00,Local,2023.0,3302
38800,LA JOLLA DR,KACHINA DR,LOS FELIZ DR,477,2.0,83.4,83.4,2023/02/19 07:00:00+00,Local,2023.0,3303
38810,LA JOLLA DR,LOS FELIZ DR,END,480,2.0,71.2,71.2,2023/02/19 07:00:00+00,Local,2023.0,3304
38820,HEATHER DR,LA JOLLA DR,MANHATTON DR,268,2.0,97.3,97.3,2023/02/19 07:00:00+00,Local,2023.0,3305
38830,HEATHER DR,MANHATTON DR,HERMOSA DR,299,2.0,100.0,100.0,2023/02/19 07:00:00+00,Local,2023.0,3306
38840,HEATHER DR,HERMOSA DR,RIVIERA DR,360,2.0,87.8,87.8,2023/02/19 07:00:00+00,Local,2023.0,3307
38850,RIVIERA DR,END,HEATHER DR,245,2.0,73.5,73.5,2023/02/19 07:00:00+00,Local,2023.0,3308
38860,RIVIERA DR,HEATHER DR,TAYLOR DR,452,2.0,86.7,86.7,2023/02/19 07:00:00+00,Local,2023.0,3309
38870,RIVIERA DR,TAYLOR DR,HOLBROOK LN,405,2.0,74.5,74.5,2023/02/19 07:00:00+00,Local,2023.0,3310
38880,RIVIERA DR,HOLBROOK LN,HAZELTON LN,360,2.0,74.5,74.5,2023/02/19 07:00:00+00,Local,2023.0,3311
38890,HAZELTON LN,END,RIVIERA DR,497,2.0,73.1,73.1,2023/02/19 07:00:00+00,Local,2023.0,3312
38900,HAZELTON LN,RIVIERA DR,HERMOSA DR,255,2.0,69.4,69.4,2023/02/19 07:00:00+00,Local,2023.0,3313
38910,HAZELTON LN,HERMOSA DR,END,115,2.0,73.7,73.7,2023/02/19 07:00:00+00,Local,2023.0,3314
38920,HOLBROOK LN,END,RIVIERA DR,380,2.0,74.6,74.6,2023/02/19 07:00:00+00,Local,2023.0,3315
38930,TAYLOR DR,END,RIVIERA DR,337,2.0,69.8,69.8,2023/02/19 07:00:00+00,Local,2023.0,3316
38940,HERMOSA DR,HEATHER DR,HAZELTON LN,1470,2.0,87.5,87.5,2023/02/19 07:00:00+00,Local,2023.0,3317
38950,HERMOSA DR,HAZELTON LN,KENWOOD LN,407,2.0,70.6,70.6,2023/02/19 07:00:00+00,Local,2023.0,3318
38960,HERMOSA DR,KENWOOD LN,COUNTRY CLUB WY,265,2.0,74.5,74.5,2023/02/19 07:00:00+00,Local,2023.0,3319
38970,HERMOSA DR,COUNTRY CLUB WY,COUNTRY CLUB WY,267,2.0,77.7,77.7,2023/02/19 07:00:00+00,Local,2023.0,3320
38980,HERMOSA DR,COUNTRY CLUB WY,RIVER DR,914,2.0,79.9,79.9,2023/02/19 07:00:00+00,Local,2023.0,3321
38990,MANHATTON DR,END,HEATHER DR,367,2.0,69.8,69.8,2023/02/19 07:00:00+00,Local,2023.0,3322
39000,MANHATTON DR,HEATHER DR,LOS FELIZ DR,785,2.0,78.9,78.9,2023/02/19 07:00:00+00,Local,2023.0,3323
39010,MANHATTON DR,LOS FELIZ DR,KENWOOD LN,1013,2.0,79.5,79.5,2023/02/19 07:00:00+00,Local,2023.0,3324
39020,KENWOOD LN,MANHATTON DR,HERMOSA DR,443,2.0,75.6,75.6,2023/02/19 07:00:00+00,Local,2023.0,3325
39030,LOS FELIZ DR,RIVIERA DR,HERMOSA DR,288,2.0,74.3,74.3,2023/02/19 07:00:00+00,Local,2023.0,3326
39040,LOS FELIZ DR,HERMOSA DR,MANHATTON DR,290,2.0,72.8,72.8,2023/02/19 07:00:00+00,Local,2023.0,3327
39050,LOS FELIZ DR,MANHATTON DR,LA JOLLA DR,288,2.0,75.5,75.5,2023/02/19 07:00:00+00,Local,2023.0,3328
39060,LOS FELIZ DR,LA JOLLA DR,PEBBLE BEACH DR,288,2.0,77.0,77.0,2023/02/19 07:00:00+00,Local,2023.0,3329
39070,LOS FELIZ DR,PEBBLE BEACH DR,LAGUNA DR,288,2.0,75.2,75.2,2023/02/19 07:00:00+00,Local,2023.0,3330
39080,LOS FELIZ DR,LAGUNA DR,SOUTHERN AV,586,2.0,72.9,72.9,2023/02/19 07:00:00+00,Local,2023.0,3331
39090,KACHINA DR,LA JOLLA DR,PEBBLE BEACH DR,304,2.0,76.2,76.2,2023/02/19 07:00:00+00,Local,2023.0,3332
39100,KACHINA DR,PEBBLE BEACH DR,LAGUNA DR,381,2.0,77.9,77.9,2023/02/19 07:00:00+00,Local,2023.0,3333
39110,KACHINA DR,LAGUNA DR,END,213,2.0,74.3,74.3,2023/02/19 07:00:00+00,Local,2023.0,3334
39120,PEBBLE BEACH DR,KACHINA DR,LOS FELIZ DR,489,2.0,71.7,71.7,2023/02/19 07:00:00+00,Local,2023.0,3335
35130,TERRACE RD,LAGUNA DR,MALIBU DR,406,2.0,76.7,76.7,2023/02/18 07:00:00+00,Local,2023.0,3336
38210,FREMONT DR,FAIRFIELD DR,ROCKFORD DR,377,2.0,84.1,87.3,2021/03/17 07:00:00+00,Local,2021.0,3337
35610,FREMONT DR,DORSEY LN,OAK ST,642,2.0,70.6,73.6,2021/03/17 07:00:00+00,Local,2021.0,3338
35140,TERRACE RD,MALIBU DR,SOUTHERN AV,609,2.0,53.7,53.7,2023/02/18 07:00:00+00,Local,2023.0,3339
36590,KENNETH PL,CARSON DR,GREENWAY RD,486,2.0,48.8,56.4,2021/03/17 07:00:00+00,Local,2021.0,3340
37120,LA JOLLA DR,NEWBERRY RD,KENNETH PL,935,2.0,78.6,78.6,2023/02/18 07:00:00+00,Local,2023.0,3341
38220,FREMONT DR,ROCKFORD DR,RIVER DR,275,2.0,90.2,92.3,2021/03/17 07:00:00+00,Local,2021.0,3342
35620,FREMONT DR,OAK ST,POPLAR ST,331,2.0,56.4,59.9,2021/03/17 07:00:00+00,Local,2021.0,3343
35150,TERRACE RD,SOUTHERN AV,GENEVA DR,650,2.0,70.8,70.8,2023/02/18 07:00:00+00,Local,2023.0,3344
36600,GREENWAY RD,STANLEY PL,KENNETH PL,248,2.0,57.9,64.9,2021/03/17 07:00:00+00,Local,2021.0,3345
37130,PEBBLE BEACH DR,NEWBERRY RD,KENNETH PL,713,2.0,77.3,77.3,2023/02/18 07:00:00+00,Local,2023.0,3346
38230,FREMONT DR,RIVER DR,BALA DR,698,2.0,82.0,85.5,2021/03/17 07:00:00+00,Local,2021.0,3347
35630,FREMONT DR,POPLAR ST,ELM ST,283,2.0,48.5,52.3,2021/03/17 07:00:00+00,Local,2021.0,3348
36610,STANLEY PL,CARSON DR,GREENWAY RD,446,2.0,60.7,67.5,2021/03/17 07:00:00+00,Local,2021.0,3349
37140,PEBBLE BEACH DR,KENNETH PL,KENNETH PL,227,2.0,76.7,76.7,2023/02/18 07:00:00+00,Local,2023.0,3350
38240,FREMONT DR,BALA DR,GREENWAY DR,294,2.0,83.9,87.1,2021/03/17 07:00:00+00,Local,2021.0,3351
35160,TERRACE RD,SW26N4 DR,FAIRMONT DR,300,2.0,38.4,38.4,2023/02/18 07:00:00+00,Local,2023.0,3352
36620,JEN TILLY LN,CARSON DR,GREENWAY RD,280,2.0,56.8,60.3,2021/03/17 07:00:00+00,Local,2021.0,3353
35640,FREMONT DR,ELM ST,WILLOW ST,483,2.0,51.4,55.2,2021/03/17 07:00:00+00,Local,2021.0,3354
38250,FREMONT DR,GREENWAY DR,PRICE RD,228,2.0,63.7,69.5,2021/03/17 07:00:00+00,Local,2021.0,3355
35170,TERRACE RD,FAIRMONT DR,LOYOLA DR,295,2.0,38.7,38.7,2023/02/18 07:00:00+00,Local,2023.0,3356
37150,LAGUNA DR,TERRACE RD,NEWBERRY RD,411,2.0,73.8,73.8,2023/02/18 07:00:00+00,Local,2023.0,3357
36630,GREENWAY RD,END,JEN TILLY LN,183,2.0,51.4,58.7,2021/03/17 07:00:00+00,Local,2021.0,3358
35650,FREMONT DR,WILLOW ST,END,291,2.0,67.6,70.7,2021/03/17 07:00:00+00,Local,2021.0,3359
38260,KACHINA DR,END,FREMONT DR,144,2.0,70.8,76.5,2021/03/17 07:00:00+00,Local,2021.0,3360
35180,TERRACE RD,LOYOLA DR,DEL RIO DR,279,2.0,33.3,33.3,2023/02/18 07:00:00+00,Local,2023.0,3361
37160,LAGUNA DR,NEWBERRY RD,KENNETH PL,714,2.0,77.0,77.0,2023/02/18 07:00:00+00,Local,2023.0,3362
36640,GREENWAY RD,JEN TILLY LN,RITA LN,402,2.0,62.7,69.4,2021/03/17 07:00:00+00,Local,2021.0,3363
35660,ELM ST,FREMONT DR,END,171,2.0,62.3,65.7,2021/03/17 07:00:00+00,Local,2021.0,3364
38270,KACHINA DR,FREMONT DR,GREENWAY DR,864,2.0,86.3,89.1,2021/03/17 07:00:00+00,Local,2021.0,3365
35190,TERRACE RD,DEL RIO DR,CAMPUS DR,587,2.0,54.3,54.3,2023/02/18 07:00:00+00,Local,2023.0,3366
37170,MALIBU DR,END,TERRACE RD,158,2.0,73.7,73.7,2023/02/18 07:00:00+00,Local,2023.0,3367
36650,RITA LN,CARSON DR,GREENWAY RD,276,2.0,51.2,58.7,2021/03/17 07:00:00+00,Local,2021.0,3368
35670,POPLAR ST,FREMONT DR,END,243,2.0,62.0,65.1,2021/03/17 07:00:00+00,Local,2021.0,3369
38280,GREENWAY DR,KACHINA DR,LOS FELIZ DR,270,2.0,84.3,87.2,2021/03/17 07:00:00+00,Local,2021.0,3370
