OBJECTID,DEF_FEATURE,COORD_SRC,ACCURACY_FT,SHAPE_Length
42,ROAD_OFFSET,SOURCEL,,0.0249575867916371
43,SUBDIVISION,SOURCEL,,0.0071302173486697
44,ROAD_OFFSET,SOURCEL,,0.0161551920293862
45,SUBDIVISION,SOURCEL,,0.0011492268351392
46,ROAD_OFFSET,SOURCEL,,0.0015770127792547
47,ROAD_OFFSET,SOURCEL,40.0,0.0019441446772501
48,ROAD_OFFSET,SOURCEL,40.0,0.0134175396753844
49,ROAD_OFFSET,SOURCEL,40.0,0.0005970465258837
50,ROAD_OFFSET,SOURCEL,40.0,0.0034384004677475
51,ROAD_OFFSET,SOURCEL,40.0,0.0020409234085648
52,POWERLINE,SOURCEL,0.0,0.0011363932483116
53,SUBDIVISION,SOURCEL,,0.0156357939953505
54,ROAD_OFFSET,SOURCEL,,0.0152094719307643
55,ROAD_OFFSET,SOURCEL,,0.0077803316996005
56,ROAD_OFFSET,SOURCEL,,0.0004884582158182
57,ROAD_OFFSET,SOURCEL,,0.0399431685764385
58,ROAD_OFFSET,SOURCEL,0.0,0.0273560470132368
59,ROAD_OFFSET,SOURCEL,0.0,0.010806669861091
60,SUBDIVISION,CADNSDI,0.0,0.0054997077119443
61,ROAD_OFFSET,SOURCEL,0.0,0.0027521604192366
62,ROAD_OFFSET,SOURCEL,0.0,0.0027093901736712
63,SUBDIVISION,CADNSDI,0.0,0.0002442440550464
64,SUBDIVISION,CADNSDI,0.0,0.262349254639193
65,SUBDIVISION,CADNSDI,0.0,0.0487952023380762
66,SUBDIVISION,CADNSDI,0.0,0.0683078139740432
67,SUBDIVISION,CADNSDI,0.0,0.0099264958032912
68,SUBDIVISION,CADNSDI,0.0,0.0850038408884136
69,SUBDIVISION,CADNSDI,0.0,0.0387521090822585
70,SUBDIVISION,CADNSDI,0.0,0.0012082403366374
71,SUBDIVISION,CADNSDI,0.0,0.0018091284429544
72,SUBDIVISION,CADNSDI,0.0,0.0018091220223342
73,SUBDIVISION,CADNSDI,0.0,0.0042443116185415
74,GRAZING_BOUNDARY,SOURCEL,0.0,0.0451071196396337
75,SUBDIVISION,CADNSDI,0.0,0.0530367009443682
76,SUBDIVISION,CADNSDI,0.0,0.0154425931215583
77,GRAZING_BOUNDARY,SOURCEL,0.0,0.0105918476633041
78,SUBDIVISION,CADNSDI,0.0,0.0146447972407431
79,ROAD_OFFSET,SOURCEL,0.0,0.00984226223331
80,FENCE,MAP,40.0,0.0011114617567944
81,ROAD_OFFSET,SOURCEL,40.0,0.0061026654103928
82,ROAD_OFFSET,SOURCEL,40.0,0.0004207175421191
83,HU,SOURCEL,40.0,0.0076001655660832
84,ROAD_OFFSET,SOURCEL,40.0,0.0027978784174969
85,ROAD_OFFSET,SOURCEL,40.0,0.0025602293699198
86,ROAD_OFFSET,SOURCEL,40.0,0.0054453321547695
87,ROAD_OFFSET,SOURCEL,40.0,0.0091543434977202
88,ROAD_OFFSET,SOURCEL,40.0,0.0020073075650435
89,SUBDIVISION,GCD,0.0,0.0019562937367954
90,ROAD_OFFSET,SOURCEL,40.0,0.0229642602018339
91,POWERLINE,SOURCEL,0.0,0.0236904827262569
92,ROAD_OFFSET,SOURCEL,40.0,0.0078230893910431
93,ROAD_OFFSET,SOURCEL,40.0,0.007563803114134
94,UNKNOWN,UNK,,0.0036301953412703
95,SUBDIVISION,UNK,,0.0081828197436252
96,UNKNOWN,UNK,,0.0055486806972319
97,SUBDIVISION,UNK,,0.0545410000472855
98,SUBDIVISION,UNK,,0.0022542665561193
99,UNKNOWN,UNK,,0.0042861462897632
100,SUBDIVISION,UNK,,0.0120153794252077
101,SUBDIVISION,UNK,,0.0091408202828754
102,SUBDIVISION,UNK,,0.0048546525258661
103,UNKNOWN,UNK,,0.0313716674800918
104,UNKNOWN,UNK,,0.0314929304972818
105,UNKNOWN,UNK,,0.160916284773454
106,SUBDIVISION,UNK,,0.0779290887110996
107,SUBDIVISION,SOURCEL,,0.0039716497376089
108,ROAD_OFFSET,SOURCEL,,0.0019090117123066
109,SUBDIVISION,SOURCEL,,0.0026596675846587
110,SUBDIVISION,SOURCEL,,0.0074590211783071
111,JURISDICTION,SOURCEL,0.0,0.0297007355918822
112,SUBDIVISION,SOURCEL,,0.0029119810309384
113,ROAD_OFFSET,SOURCEL,40.0,0.0041934369519722
114,ROAD_OFFSET,SOURCEL,40.0,0.0083478751023197
115,ROAD_OFFSET,SOURCEL,40.0,0.0208002772168144
116,SUBDIVISION,GCD,0.0,0.0367941063816517
117,ROAD_OFFSET,SOURCEL,40.0,0.0081931870824956
118,SUBDIVISION,GCD,0.0,0.0936817792029551
119,RIDGE,DRG,40.0,0.0048431620237352
120,SUBDIVISION,GCD,0.0,0.0880754425736606
121,SUBDIVISION,GCD,0.0,0.0117864452408208
122,POINT-TO-POINT,DRG,40.0,0.0059607242475837
123,SUBDIVISION,GPS,0.0,0.0095486650873902
124,SUBDIVISION,GCD,0.0,0.0435929349806831
125,SUBDIVISION,GCD,0.0,0.0349236112637419
126,SUBDIVISION,GCD,0.0,0.0660794377158259
127,SUBDIVISION,GCD,0.0,0.0452237827593348
128,SUBDIVISION,GCD,0.0,0.0152435749315501
129,SUBDIVISION,GCD,0.0,0.0017382054269881
130,SUBDIVISION,GCD,0.0,4.2938248196482e-05
131,SUBDIVISION,GCD,0.0,0.0011650288611545
132,ROAD_OFFSET,SOURCEL,40.0,0.0121125629251035
133,ROAD_OFFSET,SOURCEL,40.0,0.0002587414349464
134,ROAD_OFFSET,SOURCEL,40.0,0.0086997049948622
135,POINT-TO-POINT,MAP,40.0,0.0017359841483454
136,POWERLINE,SOURCEL,0.0,0.0002923487767675
137,ROAD_OFFSET,SOURCEL,40.0,0.0032059088500643
138,ROAD_OFFSET,SOURCEL,40.0,0.0292127066045283
139,POINT-TO-POINT,MAP,40.0,0.0038225718933383
140,POWERLINE,SOURCEL,0.0,0.0031398927330551
141,SUBDIVISION,CADNSDI,0.0,0.0078433849082779
142,ROAD_OFFSET,SOURCEL,0.0,0.0179247532649555
143,SUBDIVISION,CADNSDI,0.0,0.133068072344273
144,POINT-TO-POINT,SRV,0.0,0.0315127427596616
145,SUBDIVISION,CADNSDI,0.0,0.359958781600433
146,SUBDIVISION,CADNSDI,0.0,0.0106953991915101
147,SUBDIVISION,CADNSDI,0.0,0.0060705487877888
148,MINERAL_DISTURBANCE,DOQ,20.0,0.0100326411808359
149,FENCE,GPS,3.0,0.0031329406572416
150,ROAD_OFFSET,SOURCEL,0.0,0.002028301705203
151,ROAD_OFFSET,DLG,0.0,0.0063830091981913
152,SUBDIVISION,CADNSDI,0.0,0.0204471851396353
153,SUBDIVISION,CADNSDI,0.0,0.0188393588503401
154,ROAD_OFFSET,SOURCEL,0.0,0.018582888375799
155,SUBDIVISION,CADNSDI,0.0,0.0050082474634515
156,ROAD_OFFSET,SOURCEL,0.0,0.0478851093489807
157,SUBDIVISION,CADNSDI,0.0,0.0032403967431981
158,ROAD_OFFSET,SOURCEL,0.0,0.0149450984713695
159,SUBDIVISION,CADNSDI,0.0,0.0085532622384526
160,ROAD_OFFSET,SOURCEL,0.0,0.0109355143824103
161,ROAD_OFFSET,SOURCEL,0.0,0.0147059245197831
162,ROAD_OFFSET,SOURCEL,0.0,0.101602617277306
163,ROAD_OFFSET,SOURCEL,0.0,0.0165671911671585
164,SUBDIVISION,CADNSDI,0.0,0.0990746138847751
165,SUBDIVISION,CADNSDI,0.0,0.0014446313489102
166,SUBDIVISION,CADNSDI,0.0,0.0552925668568819
167,SUBDIVISION,CADNSDI,0.0,0.215902470964801
168,SUBDIVISION,CADNSDI,0.0,0.026794755178376
169,SUBDIVISION,CADNSDI,0.0,0.0031254486066117
170,PARKING_AREA,IMG,0.0,0.0006338370945005
171,SUBDIVISION,CADNSDI,0.0,0.0198850122715906
172,SUBDIVISION,CADNSDI,0.0,0.0264320095031403
173,RIM,DRG,0.0,0.016544051311041
174,POINT-TO-POINT,UNK,,0.0054893570273299
175,POINT-TO-POINT,UNK,,0.0077755736360464
176,SUBDIVISION,CADNSDI,0.0,0.0450987533142089
177,POINT-TO-POINT,CADNSDI,0.0,0.0167353562653001
178,RIM,SOURCEL,0.0,0.149629650781065
179,SUBDIVISION,CADNSDI,0.0,0.0075766114572247
180,RIM,DEM,0.0,0.0373610880769502
181,SUBDIVISION,CADNSDI,0.0,0.202374390240505
182,POWERLINE,SOURCEL,40.0,0.0332421286867036
183,ROAD_OFFSET,SOURCEL,0.0,0.0029200389555588
184,ROAD_OFFSET,SOURCEL,0.0,0.0006146917611322
185,POWERLINE,SOURCEL,40.0,0.002830271319611
186,ROAD_OFFSET,SOURCEL,0.0,0.0114388050945275
187,SUBDIVISION,CADNSDI,0.0,0.0201192147805908
188,SUBDIVISION,CADNSDI,0.0,0.0024780623862722
189,POINT-TO-POINT,UNK,0.0,0.0028962729885721
190,RIM,DRG,0.0,0.0375258544962586
191,RIM,DRG,0.0,0.0432957863368817
192,SUBDIVISION,CADNSDI,0.0,0.0095704230385546
193,SUBDIVISION,CADNSDI,0.0,0.0103775668592049
194,SUBDIVISION,CADNSDI,0.0,0.0267413112450414
195,RIM,DRG,0.0,0.0136373767755015
196,POINT-TO-POINT,UNK,0.0,0.0062390174338829
197,RIM,DRG,0.0,0.0124085182131677
198,RIM,DRG,0.0,0.0064298719627209
199,SUBDIVISION,CADNSDI,0.0,0.0113818263061659
200,ROAD_OFFSET,SOURCEL,0.0,0.0788793256080903
201,POINT-TO-POINT,UNK,-1.0,0.0070709653569755
202,SUBDIVISION,CADNSDI,0.0,0.0629234620830302
203,SUBDIVISION,CADNSDI,0.0,0.0081544196685339
204,SUBDIVISION,CADNSDI,0.0,0.0435226656415022
205,ROAD_OFFSET,SOURCEL,0.0,0.0050337497015393
206,ROAD_OFFSET,SOURCEL,0.0,0.0010218047045968
207,SUBDIVISION,CADNSDI,0.0,0.006122374423659
208,ROAD_OFFSET,SOURCEL,0.0,0.0950139993478036
209,ROAD_OFFSET,SOURCEL,0.0,0.0412173974883924
210,SUBDIVISION,CADNSDI,0.0,0.0183067199020959
211,ROAD_OFFSET,SOURCEL,0.0,0.0087497481380335
212,POINT-TO-POINT,UNK,,0.009087338497174
213,ROAD_OFFSET,SOURCEL,0.0,0.0376811649290827
214,SUBDIVISION,CADNSDI,0.0,0.0041385216388749
215,SUBDIVISION,CADNSDI,0.0,0.0414472682779049
216,JURISDICTION,SOURCEL,0.0,0.0174056283972763
217,ROAD_OFFSET,SOURCEL,0.0,0.0013054606524527
218,SUBDIVISION,CADNSDI,0.0,0.0122468174839208
219,RIM,DRG,0.0,0.001945738155409
220,SUBDIVISION,CADNSDI,0.0,0.0170098344656083
221,SUBDIVISION,CADNSDI,0.0,0.0097845534861217
222,SUBDIVISION,CADNSDI,0.0,0.0157974681485407
223,SUBDIVISION,CADNSDI,0.0,0.0132390783100016
224,SUBDIVISION,CADNSDI,0.0,0.0386717079758942
225,SUBDIVISION,CADNSDI,0.0,0.0153400211775542
226,SUBDIVISION,CADNSDI,0.0,0.0052369251354922
227,SUBDIVISION,CADNSDI,0.0,0.0351842928081097
228,SUBDIVISION,CADNSDI,0.0,0.0132737394687152
229,SUBDIVISION,CADNSDI,0.0,0.0508937588946796
230,SUBDIVISION,CADNSDI,0.0,0.0156867855110692
231,SUBDIVISION,CADNSDI,0.0,0.0169628608943532
232,SUBDIVISION,CADNSDI,0.0,0.0170319197061999
233,SUBDIVISION,CADNSDI,0.0,0.0018043216537991
234,SUBDIVISION,CADNSDI,0.0,0.0114046875772714
235,SUBDIVISION,CADNSDI,0.0,0.0132834584037725
236,SUBDIVISION,CADNSDI,0.0,0.0230167350742322
237,SUBDIVISION,CADNSDI,0.0,0.0133409227255506
238,SUBDIVISION,CADNSDI,0.0,0.0018092717529213
239,SUBDIVISION,CADNSDI,0.0,0.0115251934041962
240,SUBDIVISION,CADNSDI,0.0,0.0054277682599
241,ROAD_OFFSET,SOURCEL,0.0,0.0057457325217011
242,POWERLINE,SOURCEL,40.0,0.00936874866793
243,POWERLINE,SOURCEL,40.0,0.0043632046325737
244,ROAD_OFFSET,SOURCEL,0.0,0.0384767016575271
245,POWERLINE,SOURCEL,40.0,0.0019661157783529
246,ROAD_OFFSET,SOURCEL,0.0,0.0092723962123305
247,POWERLINE,SOURCEL,40.0,0.0069997595744579
248,ROAD_OFFSET,SOURCEL,0.0,0.0126392303123774
249,SUBDIVISION,CADNSDI,0.0,0.025809636368673
250,POINT-TO-POINT,SRV,0.0,0.0045517336989407
251,ROAD_OFFSET,SOURCEL,0.0,0.0606706758736894
252,SUBDIVISION,CADNSDI,0.0,0.0016323575156155
253,ROAD_OFFSET,SOURCEL,0.0,0.0176026814382065
254,ROAD_OFFSET,SOURCEL,0.0,0.242599671993101
255,ROAD_OFFSET,SOURCEL,0.0,0.0005795802999708
256,SUBDIVISION,CADNSDI,0.0,0.116060200481235
257,SUBDIVISION,CADNSDI,0.0,0.0108445842154082
258,ROAD_OFFSET,SOURCEL,0.0,0.01015325734852
259,SUBDIVISION,CADNSDI,3.0,0.0689920274336636
260,SUBDIVISION,CADNSDI,3.0,0.0210532679309558
261,SUBDIVISION,CADNSDI,3.0,0.0035920742131154
262,SUBDIVISION,CADNSDI,3.0,0.0251079899696492
263,SUBDIVISION,CADNSDI,3.0,0.0037479779781405
264,SUBDIVISION,CADNSDI,3.0,0.0125211964223404
265,SUBDIVISION,CADNSDI,3.0,0.0037281595832952
266,ROAD_OFFSET,SOURCEL,0.0,0.0416118527928911
267,ROAD_OFFSET,SOURCEL,0.0,0.0024223673709646
268,SUBDIVISION,CADNSDI,0.0,0.106369021320199
269,ROAD_OFFSET,SOURCEL,0.0,0.0005798447178134
270,SUBDIVISION,CADNSDI,0.0,0.0012048384092647
271,SUBDIVISION,CADNSDI,0.0,0.0024326097200977
272,ROAD_OFFSET,SOURCEL,0.0,0.0023633828777401
273,SUBDIVISION,CADNSDI,0.0,0.0137099945791892
274,RIGHT-OF-WAY,SOURCEL,0.0,0.0138344986956649
275,RIM,IMG,0.0,0.0235960923397347
276,WATERCOURSE_OFFSET,SOURCEL,0.0,0.0150383062463533
277,ROAD_OFFSET,SOURCEL,0.0,0.0296786656110818
278,SUBDIVISION,CADNSDI,0.0,0.0372630739751935
279,SUBDIVISION,SOURCEL,0.0,0.0535233995866561
280,SUBDIVISION,CADNSDI,0.0,0.0119041748785595
281,SUBDIVISION,CADNSDI,0.0,0.0117550804029835
282,POWERLINE,SOURCEL,0.0,0.0901655068291591
283,SUBDIVISION,CADNSDI,0.0,0.0072694134371203
284,FENCE,GPS,3.0,0.0020811921192585
285,ROAD_OFFSET,SOURCEL,0.0,0.0617842630830532
286,ROAD_OFFSET,SOURCEL,0.0,0.133329528820999
287,ROAD_OFFSET,DLG,0.0,0.031427159940639
288,SUBDIVISION,CADNSDI,0.0,0.0220545132029207
289,SUBDIVISION,CADNSDI,0.0,0.0054225658600808
290,SUBDIVISION,CADNSDI,0.0,0.0048525991563242
291,SUBDIVISION,CADNSDI,0.0,0.001809262476696
292,SUBDIVISION,CADNSDI,0.0,0.0115130525219723
293,SUBDIVISION,CADNSDI,0.0,0.0072370161685209
294,SUBDIVISION,CADNSDI,0.0,0.0429796271544787
295,ROAD_OFFSET,SOURCEL,0.0,0.0254003855705364
296,ROAD_OFFSET,SOURCEL,0.0,0.0266183372645247
297,SUBDIVISION,CADNSDI,0.0,0.0131958693343015
298,SUBDIVISION,CADNSDI,0.0,0.0230192430766311
299,ROAD_OFFSET,SOURCEL,0.0,0.0435526705328301
300,SUBDIVISION,CADNSDI,0.0,0.0138318934286681
301,ROAD_OFFSET,SOURCEL,0.0,0.058069213823578
302,SUBDIVISION,CADNSDI,0.0,0.0065716569631309
303,ROAD_OFFSET,SOURCEL,0.0,0.15588771061567
304,ROAD_OFFSET,SOURCEL,0.0,0.194069169239144
305,SUBDIVISION,CADNSDI,0.0,0.0001975411325271
306,ROAD_OFFSET,SOURCEL,0.0,0.201256578022213
307,SUBDIVISION,CADNSDI,0.0,0.0001653578222365
308,SUBDIVISION,CADNSDI,0.0,0.000578424327747
309,SUBDIVISION,CADNSDI,0.0,0.0130621006159624
310,SUBDIVISION,CADNSDI,0.0,0.0026048646288767
311,ROAD_OFFSET,SOURCEL,0.0,0.0259643789446297
312,ROAD_OFFSET,SOURCEL,0.0,0.0157005631476905
313,SUBDIVISION,CADNSDI,0.0,0.0641619082312015
314,SUBDIVISION,CADNSDI,0.0,0.0009376580954107
315,ROAD_OFFSET,SOURCEL,0.0,0.0020226458375812
316,ROAD_OFFSET,SOURCEL,0.0,0.0382314674881424
317,ROAD_OFFSET,SOURCEL,0.0,0.0018918880734846
318,ROAD_OFFSET,SOURCEL,0.0,0.0038808188439651
319,ROAD_OFFSET,SOURCEL,0.0,0.0050232800965138
320,ROAD_OFFSET,SOURCEL,0.0,0.0002304375577372
321,ROAD_OFFSET,SOURCEL,0.0,0.200269216295964
322,ROAD_OFFSET,SOURCEL,0.0,0.0022266321577525
323,ROAD_OFFSET,SOURCEL,0.0,0.0276839373861147
324,ROAD_OFFSET,SOURCEL,0.0,0.0025938615500324
325,ROAD_OFFSET,SOURCEL,0.0,0.0279813944656021
326,SUBDIVISION,CADNSDI,0.0,0.0473732600464019
327,ROAD_OFFSET,SOURCEL,0.0,0.0135466881234322
328,ROAD_OFFSET,SOURCEL,0.0,0.0019427122123011
329,ROAD_OFFSET,SOURCEL,0.0,0.0019601588877712
330,ROAD_OFFSET,SOURCEL,0.0,0.0492058894502591
331,ROAD_OFFSET,SOURCEL,0.0,0.0202031643225086
332,SUBDIVISION,CADNSDI,0.0,0.0047331283618909
333,ROAD_OFFSET,SOURCEL,0.0,0.0352441580613018
334,SUBDIVISION,CADNSDI,0.0,0.0165843286910775
335,ROAD_OFFSET,SOURCEL,0.0,0.0712893234474078
336,JURISDICTION,SOURCEL,0.0,0.0002278325769593
337,UNKNOWN,UNK,,0.0025055879055564
338,JURISDICTION,SOURCEL,0.0,0.0001125029472854
339,ROAD_OFFSET,SOURCEL,0.0,0.0077423055301993
340,SUBDIVISION,CADNSDI,0.0,0.107510809721652
341,ROAD_OFFSET,SOURCEL,0.0,0.001322289344609
342,SUBDIVISION,CADNSDI,0.0,0.0259700756863489
343,UNKNOWN,UNK,,0.005704962001705
344,SUBDIVISION,CADNSDI,0.0,0.0156496244543797
345,UNKNOWN,UNK,,0.0035620216007947
346,SUBDIVISION,CADNSDI,0.0,0.0075403931188538
347,UNKNOWN,UNK,,0.0044365120425493
348,SUBDIVISION,CADNSDI,0.0,0.0084389572015791
349,UNKNOWN,UNK,,0.0083899919777175
350,SUBDIVISION,CADNSDI,0.0,0.0330964774583411
351,SUBDIVISION,CADNSDI,0.0,0.220423081347252
352,ROAD_OFFSET,SOURCEL,0.0,0.0056481963878743
353,SUBDIVISION,CADNSDI,0.0,0.0377909015432781
354,SUBDIVISION,CADNSDI,0.0,0.088346743153728
355,SUBDIVISION,CADNSDI,0.0,0.0342519661228298
356,ROAD_OFFSET,SOURCEL,0.0,0.0295434697910587
357,POINT-TO-POINT,UNK,,0.0010258532109707
358,ROAD_OFFSET,SOURCEL,0.0,0.0039744703896208
359,POINT-TO-POINT,SRV,40.0,0.0024412022459691
360,POINT-TO-POINT,SRV,40.0,0.0006500394109252
361,ROAD_OFFSET,SOURCEL,0.0,0.0480299970995839
362,ROAD_OFFSET,DRG,0.0,0.0020257921091675
363,WATERCOURSE_OFFSET,SOURCEL,0.0,0.0036754806759176
364,ROAD_OFFSET,SOURCEL,0.0,0.0121306207676089
365,POINT-TO-POINT,UNK,-1.0,0.0003430648666303
366,POINT-TO-POINT,UNK,-1.0,0.0004487548844905
367,POINT-TO-POINT,UNK,-1.0,0.0004509865746236
368,POINT-TO-POINT,UNK,-1.0,0.0004244035528148
369,SUBDIVISION,SOURCEL,,0.0172627045653467
370,POINT-TO-POINT,IMG,0.0,3.63101432505352e-05
371,ROAD_OFFSET,IMG,,0.0025366617084003
372,SUBDIVISION,CADNSDI,0.0,0.0107983517524075
373,ROAD_OFFSET,SOURCEL,0.0,0.0263486638477376
374,ROAD_OFFSET,SOURCEL,0.0,0.0164154321458234
375,ROAD_OFFSET,SOURCEL,0.0,0.0004221781285497
376,SUBDIVISION,CADNSDI,0.0,0.161192804902163
377,SUBDIVISION,CADNSDI,0.0,0.0121722492133702
378,POINT-TO-POINT,SRV,40.0,0.0004891043164636
379,POINT-TO-POINT,UNK,-1.0,0.0004397305469581
380,ROAD_OFFSET,SOURCEL,,0.188462152568781
381,WATERCOURSE_OFFSET,SOURCEL,0.0,0.0570406346888864
382,PARKING_AREA,IMG,0.0,0.0012070601738412
383,ROAD_OFFSET,SOURCEL,0.0,0.0166580162823724
384,SUBDIVISION,CADNSDI,3.0,0.0065328393849622
385,SUBDIVISION,CADNSDI,3.0,0.0040530046968976
386,SUBDIVISION,CADNSDI,3.0,0.007001386143566
387,SUBDIVISION,CADNSDI,3.0,0.0018529218111787
388,SUBDIVISION,CADNSDI,3.0,0.0021602867453932
389,SUBDIVISION,CADNSDI,3.0,0.0404074439485043
390,SUBDIVISION,CADNSDI,,0.0181458765538326
391,SUBDIVISION,CADNSDI,3.0,0.0019086976443895
392,SUBDIVISION,CADNSDI,3.0,0.0067437786701859
393,FENCE,GPS,3.0,0.0018489697500757
394,ROAD_OFFSET,SOURCEL,,0.0009508184223087
395,ROAD_OFFSET,SOURCEL,40.0,0.0006211301932395
396,POWERLINE,SOURCEL,0.0,0.0010944522544274
397,ROAD_OFFSET,SOURCEL,40.0,0.0030656387559496
398,ROAD_OFFSET,SOURCEL,,0.0015279818898515
399,ROAD_OFFSET,SOURCEL,,0.0126302719331372
400,SUBDIVISION,CADNSDI,0.0,0.000206013405582
401,SUBDIVISION,CADNSDI,0.0,0.0197811361851953
402,SUBDIVISION,CADNSDI,0.0,0.0042414272494565
403,SUBDIVISION,CADNSDI,0.0,0.0198045971316091
404,ROAD_OFFSET,SOURCEL,40.0,0.0157088800905155
405,ROAD_OFFSET,SOURCEL,40.0,0.0016772397997581
406,ROAD_OFFSET,SOURCEL,40.0,0.0014659927831378
407,SUBDIVISION,GCD,0.0,0.204422805085494
408,SUBDIVISION,GCD,0.0,0.0210070168143725
409,POWERLINE,SOURCEL,0.0,0.0076733249601093
410,POINT-TO-POINT,SOURCEL,0.0,0.0024905229388085
411,ROAD_OFFSET,SOURCEL,0.0,0.0027412571539688
412,SUBDIVISION,CADNSDI,0.0,0.0024318836545386
413,POWERLINE,SOURCEL,40.0,0.0132827530332104
414,SUBDIVISION,CADNSDI,0.0,0.0012057522190932
415,SUBDIVISION,CADNSDI,0.0,0.0113177744794541
416,SUBDIVISION,CADNSDI,0.0,0.0254410955442827
417,SUBDIVISION,CADNSDI,0.0,0.0215429923826219
418,ROAD_OFFSET,SOURCEL,0.0,0.0214923059467373
419,SUBDIVISION,CADNSDI,0.0,0.0552537563394483
420,SUBDIVISION,CADNSDI,0.0,0.0008987221417275
421,SUBDIVISION,CADNSDI,0.0,0.0271690021287275
422,POINT-TO-POINT,GPS,3.0,0.0015597277635465
423,ROAD_OFFSET,SOURCEL,0.0,0.0128845909753131
424,SUBDIVISION,CADNSDI,0.0,0.0049287824643679
425,SUBDIVISION,CADNSDI,0.0,0.0024852869669741
426,PARKING_AREA,IMG,20.0,0.0023009010446427
427,SUBDIVISION,CADNSDI,0.0,0.0051536033839528
428,SUBDIVISION,CADNSDI,0.0,0.0160215497219858
429,POINT-TO-POINT,SRV,0.0,0.0038392312448851
430,SUBDIVISION,CADNSDI,0.0,0.0002099940625323
431,POINT-TO-POINT,SRV,0.0,0.0099576460455958
432,SUBDIVISION,CADNSDI,0.0,0.0004657931487522
433,RIGHT-OF-WAY,SOURCEL,0.0,0.0028944658681524
434,RIGHT-OF-WAY,SOURCEL,0.0,0.0018242062223053
435,SUBDIVISION,CADNSDI,0.0,0.0011787020125536
436,WATERCOURSE_OFFSET,SOURCEL,0.0,0.0030162719384768
437,POINT-TO-POINT,UNK,0.0,0.0002660687029783
438,SUBDIVISION,CADNSDI,0.0,0.0022050657767604
439,RIM,SOURCEL,0.0,0.0038854697945018
440,SUBDIVISION,CADNSDI,0.0,0.004614167137738
441,RIM,DEM,0.0,0.0502767200390881
442,POINT-TO-POINT,SRV,40.0,0.0017811538728493
443,RIM,DRG,0.0,0.0019875737117647
444,SUBDIVISION,CADNSDI,3.0,0.0449398094654146
445,ROAD_OFFSET,CFF,40.0,0.0015673584886763
446,POINT-TO-POINT,SRV,40.0,0.0005488819198338
447,ROAD_OFFSET,CFF,40.0,0.0089042507171868
448,ROAD_OFFSET,SRV,40.0,0.0015649237597931
449,POINT-TO-POINT,SRV,40.0,0.0055898001525182
450,ROAD_OFFSET,CFF,40.0,0.0040827961028475
451,POINT-TO-POINT,SRV,40.0,0.0023272339909561
452,ROAD_OFFSET,CFF,40.0,0.0049381762141175
453,ROAD_OFFSET,CFF,40.0,0.0010862934264066
454,POINT-TO-POINT,SRV,40.0,0.0033361631567429
455,ROAD_OFFSET,CFF,40.0,0.0031584396009102
456,POINT-TO-POINT,SRV,40.0,0.0064027318759581
