NDC1,NDC2,NDC3,NDC-11,FDA Name(Product Name),COD Status,FDA Application Number/OTC Monograph Number,Drug Category,Drug Type,Unit Type,UPPS,Line Extension,TEC Code,FDA Approval Date,Market Date,Date Transferred From DDR to MDR,Termination Date
23155.0,735.0,1.0,23155073501.0,"Terazosin Caps 1mg, 100ct",1.0,0075614,N,1.0,CAP,1.0,,AB,01/30/2001,09/08/2009,07/28/2021,
23155.0,736.0,1.0,23155073601.0,"Terazosin Caps 2mg, 100ct",1.0,0075614,N,1.0,CAP,1.0,,AB,01/30/2001,09/08/2009,07/28/2021,
23155.0,737.0,1.0,23155073701.0,"Terazosin Caps 5mg, 100ct",1.0,0075614,N,1.0,CAP,1.0,,AB,01/30/2001,09/08/2009,07/28/2021,
23155.0,738.0,1.0,23155073801.0,"Terazosin Caps 10mg, 100ct",1.0,0075614,N,1.0,CAP,1.0,,AB,01/30/2001,09/08/2009,07/28/2021,
24208.0,600.0,1.0,24208060001.0,Alaway Preservative Free Antihistamine Eye Drops,1.0,0208158,N,2.0,EA ,20.0,,NR,09/24/2020,01/29/2021,07/26/2021,
24338.0,260.0,8.0,24338026008.0,Nymalize 60mg/10ml Oral Solution 237ml 8oz,3.0,0203340,S,1.0,EA ,237.0,,NR,12/13/2019,05/04/2020,07/26/2021,
25021.0,414.0,50.0,25021041450.0,Argatroban Injection 50mg/50mL (1mg/mL),1.0,0214235,N,1.0,ML ,50.0,,AP,01/21/2021,04/15/2021,07/30/2021,
31722.0,135.0,1.0,31722013501.0,Potassium Chloride 20MEQ,1.0,0214422,N,1.0,TAB,100.0,,AB,12/29/2020,07/02/2021,07/30/2021,
31722.0,135.0,5.0,31722013505.0,Potassium Chloride 20MEQ,1.0,0214422,N,1.0,TAB,500.0,,AB,12/29/2020,07/02/2021,07/30/2021,
42543.0,741.0,7.0,42543074107.0,"Buspirone HCl Tablets 5mg, 500 (VA)",1.0,0202330,N,1.0,TAB,500.0,,AB,08/25/2014,01/02/2015,07/27/2021,
42543.0,742.0,7.0,42543074207.0,"Buspirone HCl Tablets 10mg, 500 (VA)",1.0,0202330,N,1.0,TAB,500.0,,AB,08/25/2014,12/16/2014,07/27/2021,
42543.0,744.0,3.0,42543074403.0,"Buspirone HCl Tablets 30mg, 60 (VA)",1.0,0202330,N,1.0,TAB,60.0,,AB,08/25/2014,03/01/2019,07/27/2021,
42543.0,787.0,6.0,42543078706.0,"Buspirone HCl Tablets 7.5mg, 100 (VA)",1.0,0202330,N,1.0,TAB,100.0,,AB,08/25/2014,03/02/2017,07/27/2021,
42794.0,5.0,2.0,42794000502.0,AMILORIDE HYDROCHLORIDE USP 5MG 100CT TABLETS,1.0,0079133,N,1.0,TAB,1.0,,AB,01/30/2009,06/14/2021,07/30/2021,
42806.0,562.0,1.0,42806056201.0,Chlordiazepoxide Hcl Cap 10mg 100ct,1.0,0085472,N,1.0,CAP,100.0,,AB,09/30/1990,06/17/2021,07/30/2021,
42806.0,563.0,1.0,42806056301.0,Chlordiazepoxide Hcl Cap 25mg 100ct,1.0,0085475,N,1.0,CAP,100.0,,AB,09/30/1990,06/17/2021,07/30/2021,
42806.0,632.0,1.0,42806063201.0,Metformin HCL 500MG ER USP 100 Tab Epic,1.0,0211052,N,1.0,TAB,100.0,,AB,09/24/2018,06/15/2021,07/30/2021,
42806.0,633.0,1.0,42806063301.0,Metformin HCL 750MG ER USP 100 Tab Epic,1.0,0211052,N,1.0,TAB,100.0,,AB,09/24/2018,06/10/2021,07/30/2021,
43547.0,379.0,9.0,43547037909.0,Duloxetine DR 20mg 90ct,1.0,0206653,N,1.0,CAP,90.0,,AB,05/18/2017,10/03/2017,07/27/2021,
47781.0,155.0,30.0,47781015530.0,NAPROXEN SODIUM ER ORAL TABLET ER 24HR 750MG,4.0,0020353,I,1.0,TAB,30.0,,AB,01/05/1996,01/06/2021,07/28/2021,
47781.0,393.0,60.0,47781039360.0,HYDROCODONE BITATRATE ER 30MG,1.0,0208269,N,1.0,TAB,60.0,,AB,03/01/2021,03/03/2021,07/28/2021,
47781.0,397.0,60.0,47781039760.0,HYDROCODONE BITATRATE ER 100MG,1.0,0208269,N,1.0,TAB,60.0,,AB,03/01/2021,03/03/2021,07/28/2021,
48102.0,51.0,1.0,48102005101.0,Dexamethasone 4mg 100's,1.0,0088481,N,1.0,TAB,1.0,,BP,09/30/1990,06/01/2021,07/26/2021,
50242.0,210.0,60.0,50242021060.0,Gavreto 100mg 60 Capsules,3.0,0213721,S,1.0,CAP,60.0,,NR,07/01/2021,07/01/2021,07/28/2021,
50242.0,210.0,90.0,50242021090.0,Gavreto 100mg 90 Capsules,3.0,0213721,S,1.0,CAP,90.0,,NR,07/01/2021,07/01/2021,07/28/2021,
50268.0,105.0,11.0,50268010511.0,Baclofen Tab 5mg,1.0,0211659,N,1.0,TAB,1.0,,AB,11/23/2018,06/01/2021,07/29/2021,
50268.0,105.0,15.0,50268010515.0,Baclofen Tab 5mg,1.0,0211659,N,1.0,TAB,50.0,,AB,11/23/2018,06/01/2021,07/29/2021,
50268.0,237.0,11.0,50268023711.0,Diclofenac Sodium 1% Gel,1.0,0208077,N,2.0,GM ,1.0,,AB,03/18/2016,06/01/2021,07/29/2021,
50268.0,237.0,20.0,50268023720.0,Diclofenac Sodium 1% Gel,1.0,0208077,N,2.0,GM ,20.0,,AB,03/18/2016,06/01/2021,07/29/2021,
50268.0,331.0,11.0,50268033111.0,Flucytosine 250mg Capsule,1.0,0204652,N,1.0,CAP,1.0,,AB,07/07/2017,06/01/2021,07/29/2021,
50268.0,331.0,12.0,50268033112.0,Flucytosine 250mg Capsule,1.0,0204652,N,1.0,CAP,20.0,,AB,07/07/2017,06/01/2021,07/29/2021,
50268.0,332.0,11.0,50268033211.0,Flucytosine 500mg Capsule,1.0,0204652,N,1.0,CAP,1.0,,AB,07/07/2017,06/01/2021,07/29/2021,
50268.0,332.0,12.0,50268033212.0,Flucytosine 500mg Capsule,1.0,0204652,N,1.0,CAP,20.0,,AB,07/07/2017,06/01/2021,07/29/2021,
50268.0,357.0,11.0,50268035711.0,Glyburide Metformin 5mg/500mg Tab,1.0,0077870,N,1.0,TAB,1.0,,AB,11/14/2007,06/01/2021,07/29/2021,
50268.0,357.0,15.0,50268035715.0,Glyburide Metformin 5mg/500mg Tab,1.0,0077870,N,1.0,TAB,50.0,,AB,11/14/2007,06/01/2021,07/29/2021,
50268.0,398.0,11.0,50268039811.0,Hydroxyzine Pamoate Cap 25mg,1.0,0040156,N,1.0,CAP,1.0,,AB,07/15/1996,06/01/2021,07/29/2021,
50268.0,398.0,50.0,50268039850.0,Hydroxyzine Pamoate Cap 25mg,1.0,0040156,N,1.0,CAP,50.0,,AB,07/15/1996,06/01/2021,07/29/2021,
50268.0,399.0,11.0,50268039911.0,Hydroxyzine Pamoate Cap 50mg,1.0,0040156,N,1.0,CAP,1.0,,AB,07/15/1996,06/01/2021,07/29/2021,
50268.0,399.0,50.0,50268039950.0,Hydroxyzine Pamoate Cap 50mg,1.0,0040156,N,1.0,CAP,50.0,,AB,07/15/1996,06/01/2021,07/29/2021,
50268.0,479.0,11.0,50268047911.0,Lisinopril Hydrochlorothiazide 10/12.5mg tab,1.0,0077912,N,1.0,TAB,1.0,,AB,09/27/2006,06/01/2021,07/29/2021,
50268.0,479.0,15.0,50268047915.0,Lisinopril Hydrochlorothiazide 10/12.5mg tab,1.0,0077912,N,1.0,TAB,50.0,,AB,09/27/2006,06/01/2021,07/29/2021,
50268.0,480.0,11.0,50268048011.0,Lisinopril Hydrochlorothiazide 20/12.5mg tab,1.0,0077912,N,1.0,TAB,1.0,,AB,09/27/2006,06/01/2021,07/29/2021,
50268.0,480.0,15.0,50268048015.0,Lisinopril Hydrochlorothiazide 20/12.5mg tab,1.0,0077912,N,1.0,TAB,50.0,,AB,09/27/2006,06/01/2021,07/29/2021,
50268.0,481.0,11.0,50268048111.0,Lisinopril Hydrochlorothiazide 20/25mg tab,1.0,0077912,N,1.0,TAB,1.0,,AB,09/27/2006,06/01/2021,07/29/2021,
50268.0,481.0,15.0,50268048115.0,Lisinopril Hydrochlorothiazide 20/25mg tab,1.0,0077912,N,1.0,TAB,50.0,,AB,09/27/2006,06/01/2021,07/29/2021,
50268.0,520.0,11.0,50268052011.0,Methocarbamol Tablet 500mg,1.0,0090200,N,1.0,TAB,1.0,,AA,11/06/2009,06/01/2021,07/29/2021,
50268.0,520.0,15.0,50268052015.0,Methocarbamol Tablet 500mg,1.0,0090200,N,1.0,TAB,50.0,,AA,11/06/2009,06/01/2021,07/29/2021,
50268.0,545.0,11.0,50268054511.0,Methylphenidate ER Tablet 18mg,1.0,0211009,N,1.0,TAB,1.0,,AB,09/03/2019,06/01/2021,07/29/2021,
50268.0,545.0,12.0,50268054512.0,Methylphenidate ER Tablet 18mg,1.0,0211009,N,1.0,TAB,20.0,,AB,09/03/2019,06/01/2021,07/29/2021,
50268.0,546.0,11.0,50268054611.0,Methylphenidate ER Tablet 27mg,1.0,0211009,N,1.0,TAB,1.0,,AB,09/03/2019,06/01/2021,07/29/2021,
50268.0,546.0,12.0,50268054612.0,Methylphenidate ER Tablet 27mg,1.0,0211009,N,1.0,TAB,20.0,,AB,09/03/2019,06/01/2021,07/29/2021,
50268.0,547.0,11.0,50268054711.0,Methylphenidate ER Tablet 36mg,1.0,0211009,N,1.0,TAB,1.0,,AB,09/03/2019,06/01/2021,07/29/2021,
50268.0,547.0,12.0,50268054712.0,Methylphenidate ER Tablet 36mg,1.0,0211009,N,1.0,TAB,20.0,,AB,09/03/2019,06/01/2021,07/29/2021,
50268.0,548.0,11.0,50268054811.0,Methylphenidate ER Tablet 54mg,1.0,0211009,N,1.0,TAB,1.0,,AB,09/03/2019,06/01/2021,07/29/2021,
50268.0,548.0,12.0,50268054812.0,Methylphenidate ER Tablet 54mg,1.0,0211009,N,1.0,TAB,20.0,,AB,09/03/2019,06/01/2021,07/29/2021,
50268.0,652.0,11.0,50268065211.0,Pilocarpine Hydrochloride 5mg Tab,1.0,0077220,N,1.0,TAB,1.0,,AB,10/14/2005,06/01/2021,07/29/2021,
50268.0,652.0,12.0,50268065212.0,Pilocarpine Hydrochloride 5mg Tab,1.0,0077220,N,1.0,TAB,20.0,,AB,10/14/2005,06/01/2021,07/29/2021,
50268.0,817.0,11.0,50268081711.0,Venlafaxine HCL ER 37.5mg Capsule,1.0,0203332,N,1.0,CAP,1.0,,AB,03/12/2020,06/01/2021,07/29/2021,
50268.0,817.0,15.0,50268081715.0,Venlafaxine HCL ER 37.5mg Capsule,1.0,0203332,N,1.0,CAP,50.0,,AB,03/12/2020,06/01/2021,07/29/2021,
50268.0,818.0,11.0,50268081811.0,Venlafaxine HCL ER 75mg Capsule,1.0,0203332,N,1.0,CAP,1.0,,AB,03/12/2020,06/01/2021,07/29/2021,
50268.0,818.0,15.0,50268081815.0,Venlafaxine HCL ER 75mg Capsule,1.0,0203332,N,1.0,CAP,50.0,,AB,03/12/2020,06/01/2021,07/29/2021,
50268.0,819.0,11.0,50268081911.0,Venlafaxine HCL ER 150mg Capsule,1.0,0203332,N,1.0,CAP,1.0,,AB,03/12/2020,06/01/2021,07/29/2021,
50268.0,819.0,15.0,50268081915.0,Venlafaxine HCL ER 150mg Capsule,1.0,0203332,N,1.0,CAP,50.0,,AB,03/12/2020,06/01/2021,07/29/2021,
50383.0,349.0,10.0,50383034910.0,Docu Liquid 10mL UD; (Docusate Sodium) inner pack,9.0,PART334,N,2.0,ML ,10.0,,NR,09/30/1990,06/17/2021,07/29/2021,
50383.0,349.0,11.0,50383034911.0,Docu Liquid 10mL UD; (Docusate Sodium),9.0,PART334,N,2.0,ML ,1000.0,,NR,09/30/1990,06/17/2021,07/29/2021,
51293.0,618.0,1.0,51293061801.0,"Diphenoxylate Hydrochloride and Atropine Sulfate Tablets, USP",1.0,0207128,N,1.0,TAB,100.0,,AA,10/21/2020,06/01/2021,07/29/2021,
51293.0,618.0,10.0,51293061810.0,"Diphenoxylate Hydrochloride and Atropine Sulfate Tablets, USP",1.0,0207128,N,1.0,TAB,1000.0,,AA,10/21/2020,06/01/2021,07/29/2021,
51991.0,981.0,1.0,51991098101.0,"Zolpidem Tartrate ER Tablets, USP 6.25mg CIV",1.0,0213592,N,1.0,TAB,100.0,,AB,10/27/2020,07/29/2021,07/30/2021,
51991.0,982.0,1.0,51991098201.0,"Zolpidem Tartrate ER Tablets, USP 6.25mg CIV",1.0,0213592,N,1.0,TAB,100.0,,AB,10/27/2020,07/30/2021,07/30/2021,
52427.0,805.0,1.0,52427080501.0,"STALEVO TABLETS, 12.50/50/200MG",3.0,0021485,S,1.0,TAB,100.0,,A1,06/11/2003,06/07/2021,07/28/2021,
55111.0,783.0,1.0,55111078301.0,DRL FEXO 60mg TAB 100ct BTL,1.0,0076502,N,2.0,TAB,1.0,,AB,04/11/2006,04/12/2006,07/29/2021,
55292.0,142.0,1.0,55292014201.0,SIGNIFOR LAR 40MG KIT,3.0,0203255,S,1.0,EA ,1.0,,NR,12/15/2014,03/10/2015,07/27/2021,
55292.0,143.0,1.0,55292014301.0,SIGNIFOR LAR 60MG KIT,3.0,0203255,S,1.0,EA ,1.0,,NR,12/15/2014,03/10/2015,07/27/2021,
55513.0,488.0,24.0,55513048824.0,LUMAKRAS (sotorasib),3.0,0214665,S,1.0,TAB,240.0,,NR,05/28/2021,06/03/2021,07/26/2021,
55513.0,488.0,40.0,55513048840.0,LUMAKRAS (sotorasib),3.0,0214665,S,1.0,TAB,240.0,,NR,05/28/2021,06/03/2021,07/26/2021,
57841.0,1200.0,1.0,57841120001.0,Aemcolo,3.0,0210910,S,1.0,TAB,12.0,,BE,11/16/2018,02/01/2019,07/28/2021,
59651.0,215.0,30.0,59651021530.0,Azelastine HCl Nasal Spray 205.5 mcg (0.15%) - 30 mL,1.0,0212775,N,1.0,EA ,30.0,,NR,11/12/2020,06/24/2021,07/26/2021,
59651.0,224.0,1.0,59651022401.0,Pilocarpine HCl Tablets 5 mg - 100/Bottle,1.0,0212377,N,1.0,TAB,100.0,,NR,08/13/2019,04/27/2021,07/26/2021,
59651.0,225.0,1.0,59651022501.0,Pilocarpine HCl Tablets 7.5 mg - 100/Bottle,1.0,0212377,N,1.0,TAB,100.0,,NR,08/13/2019,04/08/2021,07/26/2021,
59651.0,306.0,1.0,59651030601.0,Chlorzoxazone Tabs USP 500 mg - 100/Bottle,1.0,0089853,N,1.0,TAB,100.0,,NR,09/30/1990,06/11/2021,07/26/2021,
59651.0,306.0,5.0,59651030605.0,Chlorzoxazone Tabs USP 500 mg - 500/Bottle,1.0,0089853,N,1.0,TAB,500.0,,NR,09/30/1990,06/11/2021,07/26/2021,
59651.0,337.0,1.0,59651033701.0,Minocycline HCl Tablets 50 mg - 100/Bottle,1.0,0213662,N,1.0,TAB,100.0,,NR,05/01/2020,04/07/2021,07/26/2021,
59651.0,338.0,1.0,59651033801.0,Minocycline HCl Tablets 75 mg - 100/Bottle,1.0,0213662,N,1.0,TAB,100.0,,NR,05/01/2020,04/07/2021,07/26/2021,
59651.0,339.0,50.0,59651033950.0,Minocycline HCl Tablets 100 mg - 50/Bottle,1.0,0213662,N,1.0,TAB,50.0,,NR,05/01/2020,04/07/2021,07/26/2021,
59651.0,361.0,1.0,59651036101.0,Ibuprofen Tablets USP 600 mg - 100/Bottle,1.0,0213794,N,1.0,TAB,100.0,,NR,05/08/2020,01/11/2021,07/26/2021,
59651.0,362.0,1.0,59651036201.0,Ibuprofen Tablets USP 800 mg - 100/Bottle,1.0,0213794,N,1.0,TAB,100.0,,NR,05/08/2020,01/11/2021,07/26/2021,
61269.0,105.0,56.0,61269010556.0,BACITRACIN ZINC OINTMENT,10.0,PART333,N,2.0,GM ,28.0,,NR,06/01/1997,06/01/1997,07/27/2021,
61269.0,220.0,63.0,61269022063.0,Clotrimazole Vaginal Cream 1% (1),1.0,0074165,N,2.0,GM ,45.0,,NR,10/01/1993,07/01/2003,07/27/2021,
61269.0,735.0,14.0,61269073514.0,Miconazole Nitrate Cream 2 %,10.0,PART333,N,2.0,GM ,14.0,,NR,06/01/1997,06/01/1997,07/27/2021,
61269.0,735.0,42.0,61269073542.0,Miconazole Nitrate Cream 2 %,10.0,PART333,N,2.0,GM ,42.5,,NR,06/01/1997,06/01/1997,07/27/2021,
61269.0,735.0,56.0,61269073556.0,Miconazole Nitrate Cream 2 %,10.0,PART333,N,2.0,GM ,28.0,,NR,06/01/1997,06/01/1997,07/27/2021,
62135.0,309.0,5.0,62135030905.0,CIPROFLOXACIN HCL 500MG TAB,1.0,0076896,N,1.0,TAB,500.0,,AB,11/04/2004,04/01/2021,07/30/2021,
62559.0,205.0,90.0,62559020590.0,Nicardipine Hydrochloride Capsules 20mg,1.0,0074670,N,1.0,CAP,90.0,,AB,10/28/1996,07/30/1998,07/30/2021,
62559.0,206.0,90.0,62559020690.0,Nicardipine Hydrochloride Capsules 30mg,1.0,0074670,N,1.0,CAP,90.0,,AB,10/28/1996,07/30/1998,07/30/2021,
62559.0,991.0,30.0,62559099130.0,Fluconazole 100mg Tablets,1.0,0078423,N,1.0,TAB,30.0,,AB,03/07/2011,08/07/2015,07/30/2021,
62559.0,992.0,12.0,62559099212.0,Fluconazole 150mg Tablets,1.0,0078423,N,1.0,TAB,12.0,,AB,03/07/2011,03/01/2017,07/30/2021,
62559.0,993.0,30.0,62559099330.0,Fluconazole 200mg Tablets,1.0,0078423,N,1.0,TAB,30.0,,AB,03/07/2011,08/07/2015,07/30/2021,
63044.0,402.0,1.0,63044040201.0,"Vitamin D3 1.25MG (50,000) Choleciferol",8.0,       ,N,1.0,CAP,30.0,,NR,06/20/2021,06/26/2021,07/30/2021,
65862.0,709.0,1.0,65862070901.0,Raloxifene HCL Tablets 60 mg - 100/Bottle,1.0,0204310,N,1.0,TAB,100.0,,NR,08/28/2015,11/04/2015,07/26/2021,
65862.0,897.0,88.0,65862089788.0,Nylia 7/7/7 Norethindrone and Ethinyl Estradiol Tablets USP),1.0,0207054,N,1.0,TAB,1.0,,NR,10/21/2016,03/30/2021,07/26/2021,
68462.0,687.0,1.0,68462068701.0,"Tacrolimus Capsules, USP 5 mg 100",1.0,0206662,N,1.0,CAP,1.0,,AB,11/19/2020,07/13/2021,07/29/2021,
68982.0,822.0,2.0,68982082202.0,Panzyga IVIG 2500mg/25ml,2.0,0125587,S,1.0,ML ,25.0,,NR,08/02/2018,11/26/2018,07/28/2021,
68982.0,822.0,3.0,68982082203.0,Panzyga IVIG 5000mg/50ml,2.0,0125587,S,1.0,ML ,50.0,,NR,08/02/2018,11/26/2018,07/28/2021,
68982.0,822.0,4.0,68982082204.0,Panzyga IVIG 10000mg/100ml,2.0,0125587,S,1.0,ML ,100.0,,NR,08/02/2018,11/26/2018,07/28/2021,
68982.0,822.0,5.0,68982082205.0,Panzyga IVIG 20000mg/200ml,2.0,0125587,S,1.0,ML ,200.0,,NR,08/02/2018,11/26/2018,07/28/2021,
68982.0,822.0,6.0,68982082206.0,Panzyga IVIG 30000mg/300ml,2.0,0125587,S,1.0,ML ,300.0,,NR,08/02/2018,11/26/2018,07/28/2021,
68982.0,822.0,82.0,68982082282.0,Panzyga IVIG 2500mg/25ml,2.0,0125587,S,1.0,ML ,25.0,,NR,08/02/2018,11/26/2018,07/28/2021,
68982.0,822.0,83.0,68982082283.0,Panzyga IVIG 5000mg/100ml,2.0,0125587,S,1.0,ML ,50.0,,NR,08/02/2018,11/26/2018,07/28/2021,
68982.0,822.0,84.0,68982082284.0,Panzyga IVIG 10000mg/100ml,2.0,0125587,S,1.0,ML ,100.0,,NR,08/02/2018,11/26/2018,07/28/2021,
68982.0,822.0,85.0,68982082285.0,Panzyga IVIG 20000mg/200ml,2.0,0125587,S,1.0,ML ,200.0,,NR,08/02/2018,11/26/2018,07/28/2021,
68982.0,822.0,86.0,68982082286.0,Panzyga IVIG 30000mg/300ml,2.0,0125587,S,1.0,ML ,300.0,,NR,08/02/2018,11/26/2018,07/28/2021,
69097.0,974.0,7.0,69097097407.0,Meprobamate Tabs 200mg 100,1.0,0040797,N,1.0,TAB,100.0,,AA,02/27/2008,03/11/2008,07/27/2021,
69097.0,975.0,7.0,69097097507.0,Meprobamate Tabs 400mg 100,1.0,0040797,N,1.0,TAB,100.0,,AA,02/27/2008,03/11/2008,07/27/2021,
69367.0,312.0,1.0,69367031201.0,Sodium Fluoride 5000 Fruity 1.1% 100mL,7.0,       ,N,1.0,ML ,100.0,,NR,09/30/1990,06/30/2021,07/29/2021,
69367.0,320.0,16.0,69367032016.0,Sodium Citrate & Citric Acid Oral Solution USP 500mg-334mg/5mL,12.0,       ,N,1.0,ML ,473.0,,NR,09/30/1990,06/30/2021,07/29/2021,
69452.0,193.0,20.0,69452019320.0,"Potassium Citrate ER Tablets, 10MEQ",1.0,0212799,N,1.0,EA ,100.0,,AB,06/29/2020,06/22/2021,07/27/2021,
70377.0,55.0,11.0,70377005511.0,Esomeprazole Magnesium DR Capsules 20mg,1.0,0213486,N,1.0,CAP,30.0,,AB,03/19/2021,06/09/2021,07/29/2021,
70377.0,55.0,12.0,70377005512.0,Esomeprazole Magnesium DR Capsules 20mg,1.0,0213486,N,1.0,CAP,90.0,,AB,03/19/2021,06/09/2021,07/29/2021,
70377.0,55.0,13.0,70377005513.0,Esomeprazole Magnesium DR Capsules 20mg,1.0,0213486,N,1.0,CAP,1000.0,,AB,03/19/2021,06/09/2021,07/29/2021,
70377.0,56.0,11.0,70377005611.0,Esomeprazole Magnesium DR Capsules 40mg,1.0,0213486,N,1.0,CAP,30.0,,AB,03/19/2021,06/09/2021,07/29/2021,
70377.0,56.0,12.0,70377005612.0,Esomeprazole Magnesium DR Capsules 40mg,1.0,0213486,N,1.0,CAP,90.0,,AB,03/19/2021,06/09/2021,07/29/2021,
70377.0,56.0,13.0,70377005613.0,Esomeprazole Magnesium DR Capsules 40mg,1.0,0213486,N,1.0,CAP,1000.0,,AB,03/19/2021,06/09/2021,07/29/2021,
70377.0,60.0,12.0,70377006012.0,Labetalol Hydrochloride Tablet 100mg,1.0,0209603,N,1.0,TAB,100.0,,AB,06/20/2018,06/01/2021,07/29/2021,
70377.0,61.0,12.0,70377006112.0,Labetalol Hydrochloride Tablet 200mg,1.0,0209603,N,1.0,TAB,100.0,,AB,06/20/2018,06/01/2021,07/29/2021,
