HCPCS_Cd,HCPCS_Desc,Brnd_Name,Gnrc_Name,Tot_Spndng_2017,Tot_Dsg_Unts_2017,Tot_Clms_2017,Tot_Benes_2017,Avg_Spndng_Per_Dsg_Unt_2017,Avg_Spndng_Per_Clm_2017,Avg_Spndng_Per_Bene_2017,Outlier_Flag_2017,Tot_Spndng_2018,Tot_Dsg_Unts_2018,Tot_Clms_2018,Tot_Benes_2018,Avg_Spndng_Per_Dsg_Unt_2018,Avg_Spndng_Per_Clm_2018,Avg_Spndng_Per_Bene_2018,Outlier_Flag_2018,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Tot_Benes_2019,Avg_Spndng_Per_Dsg_Unt_2019,Avg_Spndng_Per_Clm_2019,Avg_Spndng_Per_Bene_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Tot_Benes_2020,Avg_Spndng_Per_Dsg_Unt_2020,Avg_Spndng_Per_Clm_2020,Avg_Spndng_Per_Bene_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Tot_Benes_2021,Avg_Spndng_Per_Dsg_Unt_2021,Avg_Spndng_Per_Clm_2021,Avg_Spndng_Per_Bene_2021,Outlier_Flag_2021,Avg_DY21_ASP_Price,Chg_Avg_Spndng_Per_Dsg_Unt_20_21,CAGR_Avg_Spnd_Per_Dsg_Unt_17_21
J2350,"Injection, ocrelizumab, 1 mg",Ocrevus,Ocrelizumab,,,,,,,,,488832129.59,8851591.0,18758.0,9704.0,55.225340799,26059.928009,50374.292002,0.0,623281824.81,11209184.0,22777.0,11802.0,55.604567184,27364.526707,52811.542519,0.0,618708735.8,11219545.0,21151.0,11895.0,55.145617385,29251.98505,52014.185439,0.0,608203406.64,11909212.0,21970,12327,51.069995785,27683.359428,49339.126036,0,57.85925,-0.073906537,-0.025737906
J3380,"Injection, vedolizumab",Entyvio,Vedolizumab,182585693.88,10281022.0,34179.0,6759.0,17.759488685,5342.0431809,27013.714141,0.0,243007130.94,14114303.0,46859.0,8882.0,17.217083333,5185.9222548,27359.505848,0.0,333606943.18,18697028.0,62169.0,11479.0,17.842779247,5366.130116,29062.369821,0.0,434481708.94,23568155.0,78242.0,13751.0,18.435117596,5553.0496273,31596.371823,0.0,526528196.47,27759023.1,92268,15742,18.967821547,5706.5092607,33447.350811,0,20.827,0.0288961515,0.0165921441
J2505,"Injection, pegfilgrastim 6mg",Neulasta*,Pegfilgrastim*,1400100685.2,337976.0,322379.0,91233.0,4142.603869,4343.0269504,15346.428214,0.0,1370995237.2,331288.0,315559.0,88742.0,4138.378804,4344.6557925,15449.226265,0.0,1168110100.1,285070.0,272519.0,77601.0,4097.6254958,4286.3437048,15052.771228,0.0,899790554.52,254606.0,243609.0,67120.0,3534.0508649,3693.5850257,13405.699561,0.0,519022696.98,217719.0,208777,57642,2383.9108988,2486.0147285,9004.2451161,0,2644.63275,-0.325445221,-0.129028081
J1745,Infliximab not biosimil 10mg,Remicade,Infliximab,1341011663.0,16046309.1,322216.0,56429.0,83.57134682,4161.8406999,23764.583157,0.0,1149653206.6,14999597.1,296606.0,52085.0,76.645605808,3876.0281538,22072.635242,0.0,908288406.89,14234020.7,278135.0,48114.0,63.811092174,3265.6386535,18877.840273,0.0,663412142.08,13431940.5,257282.0,44272.0,49.390640323,2578.540831,14984.914666,0.0,512621924.3,13002343.6,246483,41903,39.425348235,2079.7455577,12233.537558,0,41.92625,-0.201764788,-0.171238564
J1569,Gammagard liquid injection,Gammagard Liquid,Immun Glob G(Igg)/Gly/Iga Ov50,353520323.77,8969637.0,107894.0,15426.0,39.413002307,3276.5522065,22917.173847,0.0,378891062.74,9924923.0,121151.0,17633.0,38.175718113,3127.4282733,21487.61202,0.0,359222575.93,9775271.0,123260.0,19393.0,36.748093831,2914.3483363,18523.311294,0.0,389369090.67,10443487.0,130703.0,16672.0,37.2834371,2979.0371351,23354.671945,0.0,504586233.4,12283366.0,148968,18538,41.078824273,3387.2122429,27219.022192,0,45.48475,0.1017982104,0.0104029873
J0717,"Injection, certolizumab pegol, 1 mg",Cimzia,Certolizumab Pegol,305139039.12,41635860.0,108041.0,13802.0,7.3287555276,2824.2892894,22108.320469,0.0,366371064.59,47813842.5,123583.0,15612.0,7.6624476393,2964.5749382,23467.272905,0.0,439304052.16,57109149.0,146757.0,18231.0,7.6923585774,2993.4112319,24096.541723,0.0,508504399.55,64016117.0,164301.0,19566.0,7.9433808762,3094.9562057,25989.185298,0.0,500152674.69,70782510.0,181136,21410,7.0660488684,2761.1997322,23360.704096,0,7.26325,-0.110448186,-0.009084549
J9145,"Injection, daratumumab 10 mg",Darzalex,Daratumumab,447206456.31,9502576.2,68539.0,6948.0,47.061601706,6524.8465299,64364.774944,0.0,645375454.1,12932359.1,93805.0,9309.0,49.903923106,6879.9685955,69328.118391,0.0,795677013.85,16273413.2,119875.0,11856.0,48.894291816,6637.5559028,67111.758928,0.0,837400701.65,16633755.4,124493.0,12779.0,50.34345411,6726.4882495,65529.439052,0.0,478628176.1,9170535.0,70318,8083,52.191957841,6806.6238531,59214.174947,0,56.72225,0.0367178567,0.026205224
J9305,Inj. pemetrexed nos 10mg,Alimta,Pemetrexed Disodium,474954414.88,7506355.5,80242.0,18585.0,63.273637237,5919.025135,25555.793106,0.0,471369647.62,7818586.0,83648.0,19306.0,60.288349789,5635.157417,24415.707429,0.0,509255080.04,8274255.0,89350.0,20046.0,61.546940485,5699.5532181,25404.324057,0.0,498501786.26,7732905.0,83813.0,18517.0,64.465008462,5947.785979,26921.304005,0.0,477381476.05,7178617.0,78939,17337,66.500479974,6047.4730621,27535.414204,0,73.8075,0.0315748273,0.0125127364
90662,Iiv no prsv increased ag im,Fluzone High-Dose 2015-2016*,"Flu Vacc TS2015-16(65yr,up)/PF*",395145719.08,8946913.0,8929660.0,8788267.0,44.165593102,44.250925464,44.962871415,0.0,461229753.69,9341591.5,9341367.0,9154064.0,49.373787507,49.374974101,50.385244597,0.0,428142179.52,8274040.0,8263719.0,8149724.0,51.745239269,51.809866662,52.534561848,0.0,473362244.47,8280215.7,8270049.0,8111879.0,57.167863932,57.23814266,58.354204306,0.0,477053148.11,7674493.7,7674248,7631960,62.160862561,62.162852713,62.507291457,0,62.05175,0.0873392547,0.0892015265
J9173,"Inj., durvalumab, 10 mg",Imfinzi,Durvalumab,,,,,,,,,,,,,,,,,449538835.05,6219374.5,70905.0,8924.0,72.280393318,6340.016008,50374.141086,0.0,505845757.78,6817534.0,76247.0,9160.0,74.197760918,6634.3037468,55223.336002,0.0,453544571.62,6457397.0,64340,9073,70.236439175,7049.1851355,49988.379987,0,76.84175,-0.053388697,-0.014240459
J2353,"Octreotide injection, depot",Sandostatin Lar*,"Octreotide Acetate,mi-Spheres*",421256403.6,2400761.0,82061.0,10037.0,175.46786356,5133.4544254,41970.350065,0.0,414142370.1,2386122.0,81407.0,9949.0,173.56294863,5087.3066211,41626.532325,0.0,432261161.41,2414570.0,82853.0,9985.0,179.0220045,5217.2059118,43291.05272,0.0,445226506.26,2412733.0,82646.0,9806.0,184.53202499,5387.151299,45403.478101,0.0,432652274.02,2361330.0,81326,9465,183.22397717,5319.9748422,45710.75267,0,204.94225,-0.00708846,0.0108720283
J1561,Gamunex-c/gammaked,Gammaked*,Immune Globul G/Gly/Iga Avg 46*,276214621.25,7619462.0,82151.0,11481.0,36.251197427,3362.2794762,24058.411397,0.0,370456943.48,10263798.0,113101.0,15991.0,36.093553622,3275.452414,23166.590174,0.0,385578294.33,11018753.0,123277.0,18155.0,34.992915653,3127.7391105,21238.132433,0.0,385877482.75,10441905.0,116975.0,14278.0,36.954701537,3298.8030156,27026.017842,0.0,423591151.08,10102240.0,113006,13442,41.930418509,3748.3952275,31512.50938,0,46.5465,0.134643679,0.03705481
J9228,Ipilimumab injection,Yervoy,Ipilimumab,261446035.62,1897590.0,6995.0,2656.0,137.77793708,37376.130896,98436.007387,0.0,269500416.72,2063100.4,11502.0,4595.0,130.62884226,23430.743933,58650.79798,0.0,316576870.93,2360242.0,14785.0,5781.0,134.12898801,21412.030499,54761.610609,0.0,365961395.02,2611777.0,17595.0,6927.0,140.11969438,20799.169936,52831.152739,0.0,408091302.66,2870155.0,20802,7687,142.18441257,19617.887831,53088.500411,0,157.8585,0.0147353889,0.0079014675
J2357,Omalizumab injection,Xolair,Omalizumab,379627463.47,11540967.9,171388.0,16051.0,32.893901686,2215.0177578,23651.327859,0.0,395083351.05,12081241.5,181075.0,17070.0,32.702214508,2181.8768524,23144.894613,0.0,400213914.15,11944465.7,188401.0,17911.0,33.506221559,2124.2664007,22344.587915,0.0,399757988.56,11610872.5,189600.0,17870.0,34.429625212,2108.4282097,22370.340714,0.0,401920803.09,11610212.0,192502,17789,34.617869432,2087.8785835,22593.782848,0,37.53475,0.0054675071,0.0128525746
J1930,Lanreotide injection,Somatuline Depot,Lanreotide Acetate,152026956.47,2850541.0,23974.0,3255.0,53.332667894,6341.3262897,46705.67019,0.0,207099485.91,3893711.0,32564.0,4183.0,53.188201669,6359.7680233,49509.798209,0.0,263154565.74,4740234.0,39739.0,4884.0,55.515100255,6622.0731709,53880.951216,0.0,340276002.16,5512272.0,46094.0,5478.0,61.730626166,7382.2189908,62116.831355,0.0,398958476.14,6407420.0,53477,6260,62.265073327,7460.3750424,63731.385965,0,67.8325,0.0086577311,0.039472008
J1602,Golimumab for iv use 1mg,Simponi Aria,Golimumab,229811823.21,9462995.7,54225.0,12631.0,24.285314133,4238.1156885,18194.269908,0.0,296770200.52,12923945.2,72688.0,16856.0,22.962817927,4082.7949664,17606.205536,0.0,347256914.28,16370021.8,91599.0,20583.0,21.212978121,3791.0557351,16871.054476,0.0,359631479.34,18735207.6,104287.0,22897.0,19.195489424,3448.4785193,15706.489031,0.0,370063974.76,22187740.8,122918,26875,16.678758694,3010.6573062,13769.822317,0,17.262,-0.131110527,-0.08965712
J9035,Bevacizumab injection,Avastin,Bevacizumab,1066675107.1,14663254.2,913146.0,219512.0,72.744773604,1168.132048,4859.3020294,0.0,1011988293.1,14351978.4,962028.0,224023.0,70.512110937,1051.9322651,4517.3410458,0.0,1034812258.9,14187041.0,921489.0,220328.0,72.940668802,1122.9784174,4696.6897483,0.0,680539026.17,9604100.8,679062.0,173910.0,70.859213199,1002.1750977,3913.1678809,1.0,369311857.86,5719432.9,608841,154678,64.571411942,606.58178057,2387.6172297,1,72.31725,-0.088736538,-0.029356788
J0585,"Injection,onabotulinumtoxina",Botox*,Onabotulinumtoxina*,325321149.89,55431064.0,302146.0,130145.0,5.8689320827,1076.7018259,2499.6822766,0.0,348391515.52,60268382.1,326397.0,139884.0,5.7806681278,1067.3857772,2490.574444,0.0,366463548.36,63742503.0,344178.0,146030.0,5.7491239144,1064.7500664,2509.5086514,0.0,330554707.5,56940661.6,306461.0,135099.0,5.8052488013,1078.6191636,2446.7590989,0.0,366441060.67,63269009.7,340694,143146,5.7917938404,1075.5723924,2559.9112841,0,6.07075,-0.002317723,-0.003302193
J9041,"Inj., velcade 0.1 mg",Velcade,Bortezomib,483709070.73,10627606.2,275104.0,20553.0,45.514395399,1758.2771269,23534.718568,0.0,443373928.92,10466991.1,273372.0,20262.0,42.359253455,1621.8703046,21882.0417,0.0,407981777.87,10045283.4,262672.0,19586.0,40.614262597,1553.1985818,20830.275598,0.0,381241268.45,9283002.7,241135.0,18048.0,41.068744755,1581.0283387,21123.740495,0.0,362797565.79,8870983.8,232184,17267,40.897106112,1562.5433526,21011.036416,0,44.891,-0.004179301,-0.026387928
Q5107,Inj mvasi 10 mg,Mvasi,Bevacizumab-Awwb,,,,,,,,,,,,,,,,,24706377.74,371593.0,5976.0,2007.0,66.487737229,4134.2666901,12310.103508,0.0,307982852.13,4933322.0,72164.0,12301.0,62.429099931,4267.8184708,25037.220724,0.0,336344276.03,6625430.8,95180,15239,50.765646217,3533.7704983,22071.282632,0,50.741,-0.186827196,-0.126195689
J9264,Paclitaxel protein bound,Abraxane,Paclitaxel Protein-Bound,267936270.91,25797190.0,106878.0,16215.0,10.386257996,2506.9356735,16523.976004,0.0,266320982.21,26171202.0,107894.0,16427.0,10.176108159,2468.3576678,16212.393146,0.0,313225941.49,28634511.0,120023.0,17849.0,10.938756436,2609.7159835,17548.65491,0.0,339486064.42,28823649.0,120974.0,17957.0,11.778039082,2806.2729547,18905.500051,0.0,333905536.92,26883943.5,114172,16663,12.42025884,2924.5834085,20038.740738,0,13.73975,0.0545268829,0.0457259495
J1459,Inj ivig privigen 500 mg,Privigen,Immun Glob G(Igg)/Pro/Iga 0-50,275311462.9,7246869.0,80604.0,11566.0,37.990401496,3415.605465,23803.515727,0.0,274360293.14,8076079.0,90836.0,13725.0,33.971967478,3020.3916194,19989.820994,0.0,330072600.86,9475975.0,107038.0,16415.0,34.832574048,3083.695518,20107.98665,0.0,334425289.05,9358536.0,106498.0,13706.0,35.734786835,3140.2025301,24399.918944,0.0,311732182.49,8323213.0,94781,12064,37.453346741,3288.9733437,25839.869238,0,43.27975,0.048092071,-0.003553039
J9047,"Injection, carfilzomib, 1 mg",Kyprolis,Carfilzomib,252997460.0,7983739.0,99740.0,5334.0,31.689094546,2536.5696812,47431.094863,0.0,248150982.57,7918465.0,94992.0,5512.0,31.338268537,2612.3355922,45020.134719,0.0,276257229.33,8303401.0,91172.0,5812.0,33.270370699,3030.0665701,47532.214269,0.0,293472937.87,8473381.0,89764.0,5960.0,34.634691615,3269.3834708,49240.425817,0.0,308197166.65,8459642.0,84367,5799,36.431466798,3653.0535239,53146.605734,0,40.0135,0.0518779033,0.0354799802
J3241,Inj. teprotumumab-trbw 10 mg,Tepezza,Teprotumumab-Trbw,,,,,,,,,,,,,,,,,,,,,,,,,65401279.06,220652.0,1384.0,470.0,296.40011901,47255.259436,139151.65757,0.0,302693259.24,959146.0,6448,1163,315.58621862,46943.743679,260269.35446,0,315.88,0.0647304045,0.0647304045
J9306,"Injection, pertuzumab, 1 mg",Perjeta,Pertuzumab,228165413.64,21126501.0,44211.0,6867.0,10.799962267,5160.8290615,33226.35993,0.0,269991281.85,25713562.0,54325.0,7582.0,10.499956476,4969.9269554,35609.50697,0.0,298536428.23,27250192.0,58194.0,8055.0,10.955388066,5130.0207621,37062.250556,0.0,303275857.84,26326698.0,56004.0,7710.0,11.519707403,5415.2535147,39335.390122,0.0,299033794.08,24892856.0,53085,7456,12.012835895,5633.1128206,40106.463798,0,13.27375,0.04280738,0.0269654348
J3262,Tocilizumab injection,Actemra*,Tocilizumab*,211708974.97,50167454.7,90725.0,12179.0,4.2200461681,2333.524111,17383.116427,0.0,229831522.46,52777319.4,96092.0,12767.0,4.354740352,2391.7862305,18001.999096,0.0,258978234.48,55773244.1,102488.0,13175.0,4.643413498,2526.9127554,19656.791991,0.0,282144470.49,56785520.4,104467.0,13476.0,4.9685988347,2700.7999702,20936.811405,0.0,288597502.62,54827761.3,102379,13804,5.2637112254,2818.9130839,20906.802566,0,5.51525,0.0593954957,0.0568022111
Q5119,"Inj ruxience, 10 mg",Ruxience,Rituximab-Pvvr,,,,,,,,,,,,,,,,,,,,,,,,,78130846.34,1087908.0,14474.0,5548.0,71.817512455,5398.0134268,14082.70482,0.0,288501210.74,4590345.0,61221,16546,62.849570292,4712.455052,17436.31154,0,63.277,-0.124871245,-0.124871245
90694,Vacc aiiv4 no prsrv 0.5ml im,Fluad Quad 2020-2021*,Flu Vacc QS2020(65up)/Mf59c/PF*,,,,,,,,,,,,,,,,,,,,,,,,,255031595.74,4385981.5,4385998.0,4384549.0,58.146983916,58.146765168,58.165981435,0.0,269257212.64,4248367.0,4248353,4239703,63.378990713,63.379199572,63.508508176,0,62.3565,0.0899789885,0.0899789885
J0896,Inj luspatercept-aamt 0.25mg,Reblozyl,Luspatercept-Aamt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266191359.37,7305203.0,18081,2412,36.43859854,14722.159138,110361.2601,0,36.56975,,
J3357,"Ustekinumab sub cu inj, 1 mg",Stelara (J3357),Ustekinumab,92959948.13,563130.0,8494.0,3109.0,165.0772435,10944.189796,29900.272798,0.0,153223416.87,933938.0,13506.0,4256.0,164.06165813,11344.84058,36001.742686,1.0,251114486.8,1509805.0,20852.0,5965.0,166.32246336,12042.705103,42097.986052,0.0,302454069.25,1777781.5,23490.0,6614.0,170.13005774,12875.865017,45729.37243,0.0,254253809.7,1590183.5,20651,5471,159.88960375,12311.936938,46473.00488,0,175.133,-0.060191915,-0.007950701
J7686,"Treprostinil, non-comp unit",Tyvaso*,Treprostinil*,179720684.09,339692.0,12222.0,1533.0,529.06952207,14704.686965,117234.62759,0.0,186163594.12,331398.0,11916.0,1489.0,561.75231631,15622.9938,125025.91949,0.0,194721681.52,330492.0,11879.0,1483.0,589.18727691,16392.093739,131302.54991,0.0,217247289.88,347544.0,12467.0,1512.0,625.09290875,17425.787269,143682.07003,0.0,253875005.73,378231.0,13592,1713,671.21681123,18678.267049,148204.90702,0,671.24675,0.0737872752,0.0612984264
J2796,Romiplostim injection,NPlate,Romiplostim,209220871.47,3249345.3,72153.0,4100.0,64.388623601,2899.6836094,51029.480846,0.0,216603977.93,3419867.3,76279.0,4277.0,63.336954019,2839.6279176,50643.904122,0.0,234145609.16,3532650.5,79262.0,4514.0,66.280434241,2954.0714234,51870.981205,0.0,232040247.06,3314900.0,79224.0,4621.0,69.999169525,2928.9135497,50214.292807,0.0,248357391.99,3321767.8,82730,4961,74.766632391,3002.023353,50061.961699,0,80.9485,0.0681074204,0.0380652897
J1568,Octagam injection,Octagam,Immun Globg(Igg)/Malt/Iga Ov50,177995346.02,5097667.0,66764.0,10211.0,34.917021065,2666.0377751,17431.7252,0.0,171666327.96,4874034.0,63435.0,10347.0,35.22058483,2706.1768418,16590.927608,0.0,137801781.7,4058737.0,52955.0,9514.0,33.951887422,2602.2430686,14484.105707,0.0,200376298.61,5174635.0,68228.0,9365.0,38.722788875,2936.8631443,21396.294566,0.0,243387335.48,5966475.1,77461,9609,40.792483234,3142.0629153,25329.101413,0,41.72075,0.0534490004,0.039646605
Q5115,Inj truxima 10 mg,Truxima,Rituximab-Abbs,,,,,,,,,,,,,,,,,,,,,,,,,185679089.32,2497627.3,32138.0,9943.0,74.342192416,5777.5558317,18674.352743,0.0,233566050.94,3718242.0,46036,13932,62.816258581,5073.5522404,16764.717983,0,62.9945,-0.155038928,-0.155038928
J9217,Leuprolide acetate suspnsion,Eligard*,Leuprolide Acetate*,267302326.9,1282638.0,348865.0,153539.0,208.4004426,766.2056294,1740.9409134,0.0,271873373.9,1327852.6,361480.0,158975.0,204.74665177,752.11180121,1710.1643271,0.0,301640199.32,1400127.0,383158.0,166794.0,215.43774195,787.24755668,1808.4595328,0.0,285196045.81,1342079.0,372577.0,161356.0,212.50317292,765.4687375,1767.4957597,0.0,224127403.0,1315786.0,368004,155959,170.33727597,609.03523603,1437.091819,0,179.13925,-0.198424788,-0.049170242
J9355,Inj trastuzumab excl biosimi,Herceptin,Trastuzumab,782404051.2,8320230.1,186379.0,20539.0,94.036347769,4197.9195682,38093.580564,0.0,821766301.97,8892365.9,187595.0,20586.0,92.412560528,4380.5341399,39918.697269,0.0,797279495.18,8315344.9,174866.0,19783.0,95.880508237,4559.3740074,40301.243248,0.0,461732465.21,5030604.0,103687.0,13206.0,91.784697267,4453.1374735,34963.839559,0.0,223709770.89,2734506.0,56471,6944,81.809939671,3961.4983069,32216.268849,0,93.74025,-0.108675606,-0.034221396
J1559,Hizentra injection,Hizentra,Immun Glob G(Igg)/Pro/Iga 0-50,134536964.19,13579520.0,36079.0,3498.0,9.9073431307,3728.9549098,38461.110403,0.0,139013934.91,14353327.0,38464.0,3536.0,9.6851367568,3614.1310033,39313.895619,0.0,166622645.71,16578035.0,43424.0,4129.0,10.050807934,3837.1095641,40354.237275,0.0,201609539.78,19061439.0,48832.0,4385.0,10.576826848,4128.6357262,45977.09003,0.0,222552652.67,19776942.0,49523,4551,11.253137754,4493.9250988,48901.923241,0,11.284,0.0639427037,0.0323551001
J2182,"Injection, mepolizumab, 1mg",Nucala,Mepolizumab,58201994.07,2054282.0,21550.0,3441.0,28.332037213,2700.7885879,16914.267384,0.0,118484557.81,4078216.0,39948.0,5563.0,29.053036379,2965.9697059,21298.680174,0.0,167412186.31,6109706.0,57754.0,7245.0,27.401021638,2898.7115405,23107.272092,0.0,189659880.97,7060486.0,65798.0,7850.0,26.862156652,2882.4566244,24160.494391,0.0,210518708.05,7926146.0,72467,8141,26.560034101,2905.0286068,25859.072356,0,28.6385,-0.011247144,-0.016016749
J2323,Natalizumab injection,Tysabri,Natalizumab,300729995.7,16219825.0,53984.0,6656.0,18.540890281,5570.7245795,45181.790219,0.0,234996474.52,13753667.0,46114.0,5623.0,17.086095986,5095.9898191,41792.010407,0.0,221736559.82,12754648.0,42855.0,5142.0,17.384765132,5174.1117681,43122.629292,0.0,217826997.78,11685853.0,39119.0,4611.0,18.640230865,5568.3171293,47240.728211,0.0,208017215.34,10291813.0,34746,4208,20.211911676,5986.7960439,49433.748893,0,22.7905,0.0843165957,0.0218077727
