NDC1,NDC2,NDC3,Labeler Name,Labeler Status,FDA Name,COD Status,FDA Application Number/OTC Monograph Number,Drug Category,Drug Type,Line Extension,FDA Approval Date,Market Date,Unit Type,Units Per Package Size,Therapeutic Equivalent Code,5i Indicator,Purchased Product Date,Coverage Effective Date,Drug Termination Date,Drug Reactivation Date,Date Reported to CMS
63323,810,0,"FRESENIUS KABI USA, LLC",Active,FENTANYL CITRATE 100 MCG 2ML PFS,1,212086,N,1,N,9/1/2020,6/22/2021,ML,2,AP,Y,6/27/2023,6/27/2023,,,7/20/2023
63323,810,20,"FRESENIUS KABI USA, LLC",Active,FENTANYL CITRATE 100 MCG 2ML PFS,1,212086,N,1,N,9/1/2020,6/22/2021,ML,2,AP,Y,6/27/2023,6/27/2023,,,7/20/2023
63323,930,0,"FRESENIUS KABI USA, LLC",Active,Vasopressin 20 Units 2mL SDV PF,1,213206,N,1,N,5/26/2023,6/12/2023,ML,2,AP,Y,,6/12/2023,,,7/20/2023
63323,930,1,"FRESENIUS KABI USA, LLC",Active,Vasopressin 20 Units 2mL SDV PF,1,213206,N,1,N,5/26/2023,6/12/2023,ML,2,AP,Y,,6/12/2023,,,7/20/2023
63868,102,24,"CHAIN DRUG MARKETING ASSOCIATION, INC.",Terminated,Head Congestion & Flu Severe PE (QC98740),10,PART341,N,2,N,8/3/2022,8/3/2022,TAB,24,BE,N,,8/3/2022,,,7/20/2023
63868,180,46,"CHAIN DRUG MARKETING ASSOCIATION, INC.",Terminated,Athlete's Foot Miconazole 2% (QC95253),10,PART333,N,2,N,12/19/2017,12/19/2017,GM,130,AT,N,,12/19/2017,,,7/20/2023
63868,607,1,"CHAIN DRUG MARKETING ASSOCIATION, INC.",Terminated,Original Nasal Spray (QC98844),10,PART341,N,2,N,2/1/2021,2/1/2021,ML,30,AT,N,,2/1/2021,,,7/20/2023
63868,809,8,"CHAIN DRUG MARKETING ASSOCIATION, INC.",Terminated,X/S Pain Relief Liquid Cherry Acetaminophen 500mg (QC99764) ,9,PART343,N,2,N,7/1/2023,7/1/2023,ML,237,BE,N,,7/1/2023,,,7/20/2023
65219,118,1,FRESENIUS KABI USA LLC,Active,Potassium Chloride in 5% Dextrose NACL 1.49%,1,213445,N,1,N,3/9/2021,6/2/2023,ML,1000,NR,Y,,6/2/2023,,,7/20/2023
65219,118,10,FRESENIUS KABI USA LLC,Active,Potassium Chloride in 5% Dextrose NACL 1.49%,1,213445,N,1,N,3/9/2021,6/2/2023,ML,1000,NR,Y,,6/2/2023,,,7/20/2023
65219,119,1,FRESENIUS KABI USA LLC,Active,Potassium Chloride in 5% Dextrose NACL 2.98%,1,213445,N,1,N,3/9/2021,6/2/2023,ML,1000,NR,Y,,6/2/2023,,,7/20/2023
65219,119,10,FRESENIUS KABI USA LLC,Active,Potassium Chloride in 5% Dextrose NACL 2.98%,1,213445,N,1,N,3/9/2021,6/2/2023,ML,1000,NR,Y,,6/2/2023,,,7/20/2023
65219,142,2,FRESENIUS KABI USA LLC,Active,Potassium Chl in 5% Dex & 0.45% Sod 10mEq/1000ml,1,213523,N,1,N,3/9/2021,6/2/2023,ML,1000,NR,Y,,6/2/2023,,,7/20/2023
65219,142,10,FRESENIUS KABI USA LLC,Active,Potassium Chl in 5% Dex & 0.45% Sod 10mEq/1000ml,1,213523,N,1,N,3/9/2021,6/2/2023,ML,1000,NR,Y,,6/2/2023,,,7/20/2023
65219,144,4,FRESENIUS KABI USA LLC,Active,Potassium Chl in 5% Dex & 0.45% Sod 20mEq/1000ml,1,213523,N,1,N,3/9/2021,6/2/2023,ML,1000,NR,Y,,6/2/2023,,,7/20/2023
65219,144,10,FRESENIUS KABI USA LLC,Active,Potassium Chl in 5% Dex & 0.45% Sod 20mEq/1000ml,1,213523,N,1,N,3/9/2021,6/2/2023,ML,1000,NR,Y,,6/2/2023,,,7/20/2023
65219,146,6,FRESENIUS KABI USA LLC,Active,Potassium Chl in 5% Dex & 0.45% Sod 30mEq/1000ml,1,213523,N,1,N,3/9/2021,6/2/2023,ML,1000,NR,Y,,6/2/2023,,,7/20/2023
65219,146,10,FRESENIUS KABI USA LLC,Active,Potassium Chl in 5% Dex & 0.45% Sod 30mEq/1000ml,1,213523,N,1,N,3/9/2021,6/2/2023,ML,1000,NR,Y,,6/2/2023,,,7/20/2023
65219,148,8,FRESENIUS KABI USA LLC,Active,Potassium Chl in 5% Dex & 0.45% Sod 40mEq/1000ml,1,213523,N,1,N,3/9/2021,6/2/2023,ML,1000,NR,Y,,6/2/2023,,,7/20/2023
65219,148,10,FRESENIUS KABI USA LLC,Active,Potassium Chl in 5% Dex & 0.45% Sod 40mEq/1000ml,1,213523,N,1,N,3/9/2021,6/2/2023,ML,1000,NR,Y,,6/2/2023,,,7/20/2023
65219,150,0,FRESENIUS KABI USA LLC,Active,Potassium Chl in 5% Dex & 0.45% Sod 10mEq/500ml,1,213523,N,1,N,3/9/2021,6/2/2023,ML,500,NR,Y,,6/2/2023,,,7/20/2023
65219,150,75,FRESENIUS KABI USA LLC,Active,Potassium Chl in 5% Dex & 0.45% Sod 10mEq/500ml,1,213523,N,1,N,3/9/2021,6/2/2023,ML,500,NR,Y,,6/2/2023,,,7/20/2023
65219,151,0,FRESENIUS KABI USA LLC,Active,Potassium Chl in 5% Dex & 0.225% Sod 500ml,1,212348,N,1,N,7/30/2021,6/2/2023,ML,500,NR,Y,,6/2/2023,,,7/20/2023
65219,151,75,FRESENIUS KABI USA LLC,Active,Potassium Chl in 5% Dex & 0.225% Sod 500ml,1,212348,N,1,N,7/30/2021,6/2/2023,ML,500,NR,Y,,6/2/2023,,,7/20/2023
65219,153,2,FRESENIUS KABI USA LLC,Active,Potassium Chl in 5% Dex & 0.225% Sod 1000ml,1,212348,N,1,N,7/30/2021,6/2/2023,ML,1000,NR,Y,,6/2/2023,,,7/20/2023
65219,153,10,FRESENIUS KABI USA LLC,Active,Potassium Chl in 5% Dex & 0.225% Sod 1000ml,1,212348,N,1,N,7/30/2021,6/2/2023,ML,1000,NR,Y,,6/2/2023,,,7/20/2023
65219,387,0,FRESENIUS KABI USA LLC,Active,"Multiple Electrolytes T1, pH 5.5 500ML",1,215370,N,1,N,6/29/2022,6/27/2023,ML,500,AP,Y,,6/27/2023,,,7/20/2023
65219,387,2,FRESENIUS KABI USA LLC,Active,"Multiple Electrolytes T1, pH 5.5 1L",1,215370,N,1,N,6/29/2022,6/27/2023,ML,1000,AP,Y,,6/27/2023,,,7/20/2023
65219,387,5,FRESENIUS KABI USA LLC,Active,"Multiple Electrolytes T1, pH 5.5 500ML",1,215370,N,1,N,6/29/2022,6/27/2023,ML,500,AP,Y,,6/27/2023,,,7/20/2023
65219,387,10,FRESENIUS KABI USA LLC,Active,"Multiple Electrolytes T1, pH 5.5 1L",1,215370,N,1,N,6/29/2022,6/27/2023,ML,1000,AP,Y,,6/27/2023,,,7/20/2023
65219,389,0,FRESENIUS KABI USA LLC,Active,"Multiple Electrolytes T1, pH 7.4 500ML",1,215371,N,1,N,6/8/2022,6/27/2023,ML,500,AP,Y,,6/27/2023,,,7/20/2023
65219,389,2,FRESENIUS KABI USA LLC,Active,"Multiple Electrolytes T1, pH 7.4 1L",1,215371,N,1,N,6/8/2022,6/27/2023,ML,1000,AP,Y,,6/27/2023,,,7/20/2023
65219,389,5,FRESENIUS KABI USA LLC,Active,"Multiple Electrolytes T1, pH 7.4 500ML",1,215371,N,1,N,6/8/2022,6/27/2023,ML,500,AP,Y,,6/27/2023,,,7/20/2023
65219,389,10,FRESENIUS KABI USA LLC,Active,"Multiple Electrolytes T1, pH 7.4 1L",1,215371,N,1,N,6/8/2022,6/27/2023,ML,1000,AP,Y,,6/27/2023,,,7/20/2023
65219,472,5,FRESENIUS KABI USA LLC,Active,Sodium Chloride 0.9% 500mL Freeflex,1,207310,N,1,N,2/11/2014,4/2/2014,ML,500,AP,Y,6/2/2023,6/2/2023,,,7/20/2023
65219,472,20,FRESENIUS KABI USA LLC,Active,Sodium Chloride 0.9% 500mL Freeflex,1,207310,N,1,N,2/11/2014,4/2/2014,ML,500,AP,Y,6/2/2023,6/2/2023,,,7/20/2023
65862,295,99,AUROBINDO PHARMA LTD.,Active,Rosuvastatin Calcium Tablets 20 mg. - 1000/Bottle,1,79170,N,1,N,7/19/2016,9/24/2018,TAB,1000,NR,N,,9/24/2018,,,7/20/2023
66993,730,80,PRASCO LABORATORIES,Active,"Dexamethasone Tablets, USP 4 mg, 10 x 10",1,80399,N,1,N,4/20/2022,6/1/2022,TAB,100,AB,N,6/1/2022,6/1/2022,,,7/18/2023
68084,752,18,AMERICAN HEALTH PACKAGING,Active,Clopidogrel Tablet,1,76274,N,1,N,3/28/2014,4/3/2014,TAB,1,AB,N,,4/3/2014,,,7/18/2023
68084,752,19,AMERICAN HEALTH PACKAGING,Active,Clopidogrel Tablet,1,76274,N,1,N,3/28/2014,4/3/2014,TAB,20,AB,N,,4/3/2014,,,7/18/2023
69097,550,53,"CIPLA USA, INC.",Active,DEFRSROX ORAL GRANS 90MG 30X162MG CIP US,1,215026,N,1,N,2/23/2022,6/1/2023,EA,30,AB,N,,6/1/2023,,,7/21/2023
69097,560,53,"CIPLA USA, INC.",Active,DERSROX ORAL GRANS 180MG 30X324MG CIP US,1,215026,N,1,N,2/23/2022,6/1/2023,EA,30,AB,N,,6/1/2023,,,7/21/2023
69097,570,53,"CIPLA USA, INC.",Active,DERSRX ORAL GRNS 360MG 30X648MG CIPLA US,1,215026,N,1,N,2/23/2022,6/1/2023,EA,30,AB,N,,6/1/2023,,,7/21/2023
69097,981,2,"CIPLA USA, INC.",Active,Vilazodone Hydrochloride Tablets 20mg,1,208200,N,1,N,12/6/2022,6/2/2023,TAB,30,AB,N,,6/2/2023,,,7/21/2023
70069,783,1,"SOMERSET THERAPEUTICS, LLC.",Active,"Succinylcholine Chloride Injection USP, 200 mg/10 mL",1,211589,N,1,N,1/15/2020,6/21/2023,ML,10,AP,N,,6/21/2023,,,7/18/2023
70069,783,10,"SOMERSET THERAPEUTICS, LLC.",Active,"Succinylcholine Chloride Injection USP, 200 mg/10 mL",1,211589,N,1,N,1/15/2020,6/21/2023,ML,100,AP,N,,6/21/2023,,,7/18/2023
70069,783,25,"SOMERSET THERAPEUTICS, LLC.",Active,"Succinylcholine Chloride Injection USP, 200 mg/10 mL",1,211589,N,1,N,1/15/2020,6/21/2023,ML,250,AP,N,,6/21/2023,,,7/18/2023
70436,203,1,"SLATE RUN PHARMACEUTICALS, LLC",Active,Dobutamine Inj USP 250 mg / 20 mL,1,216131,N,1,N,12/21/2022,6/9/2023,EA,1,AP,Y,,6/9/2023,,,7/20/2023
70436,203,82,"SLATE RUN PHARMACEUTICALS, LLC",Active,Dobutamine Inj USP 250 mg / 20 mL,1,216131,N,1,N,12/21/2022,6/9/2023,EA,10,AP,Y,,6/9/2023,,,7/20/2023
70505,220,60,"ANALOG PHARMA, INC.",Active,NITISINONE capsules for oral use 20 mg,1,212390,N,1,N,5/2/2023,6/5/2023,CAP,1,AB,N,,6/5/2023,,,7/20/2023
71288,166,92,"MEITHEAL PHARMACEUTICALS, INC.",Active,"Pemetrexed for Injection, USP 100mg - PREMIERProRx",1,208696,N,1,N,5/25/2022,5/25/2022,EA,1,AP,Y,,5/25/2022,,,7/21/2023
71288,167,96,"MEITHEAL PHARMACEUTICALS, INC.",Active,"Pemetrexed for Injection, USP 500mg - PREMIERProRx",1,208696,N,1,N,5/25/2022,5/25/2022,EA,1,AP,Y,,5/25/2022,,,7/21/2023
71288,414,91,"MEITHEAL PHARMACEUTICALS, INC.",Active,Glycopyrrolate 0.2mg 1mL - HealthTrust - Inner NDC,1,212802,N,1,N,7/6/2021,6/22/2022,ML,1,AP,Y,,6/22/2022,,,7/21/2023
71288,414,92,"MEITHEAL PHARMACEUTICALS, INC.",Active,Glycopyrrolate 0.2mg 1mL - HealthTrust,1,212802,N,1,N,7/6/2021,6/22/2022,ML,25,AP,Y,,6/22/2022,,,7/21/2023
71288,414,93,"MEITHEAL PHARMACEUTICALS, INC.",Active,Glycopyrrolate 0.4mg 2mL - HealthTrust - Inner NDC,1,212802,N,1,N,7/6/2021,6/22/2022,ML,1,AP,Y,,6/22/2022,,,7/21/2023
71288,414,94,"MEITHEAL PHARMACEUTICALS, INC.",Active,Glycopyrrolate 0.4mg 2mL - HealthTrust,1,212802,N,1,N,7/6/2021,6/22/2022,ML,50,AP,Y,,6/22/2022,,,7/21/2023
71288,723,52,"MEITHEAL PHARMACEUTICALS, INC.",Active,"Bupivacaine HCl Injection, USP 0.25% 125mg 50mL",1,216039,N,1,N,6/23/2023,6/30/2023,ML,50,AP,Y,,6/30/2023,,,7/21/2023
71288,726,52,"MEITHEAL PHARMACEUTICALS, INC.",Active,"Bupivacaine HCl Injection, USP 0.5% 250mg per 50mL",1,216039,N,1,N,6/23/2023,6/30/2023,ML,50,AP,Y,,6/30/2023,,,7/21/2023
72485,101,5,ARMAS PHARMACEUTICALS INC.,Active,"Diphenhydramine Injection, USP 50mg/Ml",1,205723,N,1,N,8/22/2018,5/1/2019,ML,5,AP,Y,5/1/2019,9/13/2019,,,7/19/2023
72485,106,25,ARMAS PHARMACEUTICALS INC.,Active,"Levetiracetam Inj, USP 500mg/5mL x 25ct",1,211954,N,1,N,8/9/2019,2/1/2021,ML,125,AP,Y,,2/1/2021,,,7/20/2023
