id,key,scale,bpm,scaled_rp,scaled_rh,scaled_bh,scaled_notes,scaled_chroma,scaled_skl,scaled_js,scaled_mfcc,aggregated
music/Blue_Collar_Man/reo_speedwagon+Arch_Allies_Disc_1+01-Blue_Collar_Manmp3, D, minor,117.979370117,0.2296993306537678,0.1885816251900792,0.6853194949381988,0.4014155712841253,0.9510637482601018,0.0389818261016497,0.2793164552391114,0.0651129732610876,0.3549363781160152
music/All_Along_The_Watchtower/u2+Rattle_and_Hum+05-All_Along_The_Watchtowermp3, F#, major,129.032974243,0.2219750756306977,0.337082043925375,0.1963200998046688,0.4095045500505561,0.9601438273707988,0.0794822317100087,0.4692660932186789,0.209422574325186,0.3603995620044962
music/Grand_Illusion/reo_speedwagon+Arch_Allies_Disc_1+02-Grand_Illusionmp3, C#, major,178.205612183,0.1887334564172503,0.1831154337725469,0.6406217001999133,0.5399393326592518,0.9655318838555,0.046642512255566,0.307842097855397,0.0248842890923105,0.362163838263467
music/My_Heart_Will_Go_On/celine_dion+Au_Coer_Du_Stade+11-My_Heart_Will_Go_Onmp3, D#, major,99.0313949585,0.2387994626662659,0.1921002870215737,0.7111708731331993,0.4469160768452982,0.8997939000282956,0.0385970500960147,0.2843068242259463,0.1366132552678247,0.3685372161605523
music/She_Came_In_Through_The_Bathroom_Window/joe_cocker+Joe_Cocker_Live+12-She_Came_In_Through_The_Bathroom_Windowmp3, D, major,93.945350647,0.2244182525635393,0.3049728013388016,0.6806967408438097,0.391304347826087,0.9758587474023092,0.039612860685361,0.311134958505716,0.0271968907568255,0.3693994499903063
music/Proud_Mary/creedence_clearwater_revival+Live_in_Europe+10-Proud_Marymp3, D, major,135.161499023,0.2793107515395607,0.3006698325667149,0.5844258282632904,0.4509605662285136,0.9692027861007728,0.0391425372384849,0.3032376093000374,0.0283287121433991,0.3694098279225967
music/God_Only_Knows/brian_wilson+Brian_Wilson_Live_at_the_Roxy_Theater_Disc_2_+07-God_Only_Knowsmp3, A, major,116.500022888,0.2716301689236319,0.251334275179767,0.7390580755741695,0.3822042467138524,0.9276842047178222,0.0338203874198342,0.2631894371224068,0.0889610230051267,0.3697352273320763
music/Abracadabra/steve_miller_band+Steve_Miller_Band_Live_+09-Abracadabramp3, A, minor,132.226074219,0.3475417535055831,0.2802971486687239,0.668296070851833,0.3852376137512639,0.9546532859169368,0.0317545044563562,0.2588245455131281,0.0367749988726776,0.3704224901920628
music/Caroline_No/brian_wilson+Brian_Wilson_Live_at_the_Roxy_Theater_Disc_2_+11-Caroline_Nomp3, C, major,143.708587646,0.1917214956702989,0.2009659267930475,0.7141964530984066,0.4732052578361981,0.9125032534175368,0.0462063309527919,0.3524823024916894,0.0799663849495887,0.3714059256511948
music/Summer_of_69/bryan_adams+Live_Live_Live_+13-Summer_of_69mp3, D, major,138.499053955,0.1921357950447118,0.3074561374532377,0.7261129350235266,0.3559150657229524,0.952771609617434,0.0456689751491514,0.3290237479381893,0.0640836897707472,0.3716459944649938
music/River_Deep_Mountain_High/tina_turner+Tina_Live_In_Europe_CD_2_+05-River_Deep_Mountain_Highmp3, D, major,143.944198608,0.21140152126171,0.2211938538044405,0.7689201959617649,0.3670374115267947,0.9451990782154658,0.0601017692482397,0.3832562909107189,0.0240880644567703,0.3726497731732381
music/Between_The_Bars/glen_phillips+Capitol_Garage+35-Between_The_Barsmp3, C, major,91.3132629395,0.2578247325328336,0.1566789702388868,0.4876496315792697,0.4499494438827098,0.9506395984779096,0.1047396780921778,0.4819222375491425,0.1001595469408815,0.3736954799117264
music/Oh_Pretty_Woman/roy_orbison+Black_and_White_Night+17-Oh_Pretty_Womanmp3, E, major,130.243362427,0.3014424407585346,0.3983822027916427,0.2736880703727488,0.6086956521739131,0.9703276473079924,0.0388046992511484,0.3042380114652282,0.1009625219328787,0.3745676557567609
music/Cecilia/paul_simon+Concert_in_the_Park_Disc_2+11-Ceciliamp3, G, major,110.373329163,0.2132934140688502,0.2356772774402115,0.7065742055357361,0.365015166835187,0.959354028097758,0.0611879599726578,0.4082178410644731,0.0497723726225534,0.3748865332046784
music/Purple_Rain/leann_rimes+Sittin_On_Top_Of_The_World+15-Purple_Rainmp3, D, major,111.819168091,0.1928984618805342,0.1862804126009528,0.7595467505184975,0.4125379170879676,0.9432503857874912,0.0392835505144126,0.2707656167835899,0.1975014925278489,0.3752580734626619
music/Love_Hurts/nazareth+_Snaz+15-Love_Hurtsmp3, G#, major,77.6048278809,0.2309011168325062,0.1930678294924789,0.7200110765534339,0.4823053589484327,0.985837203654704,0.0440057777561641,0.3327206302321521,0.0447625145700545,0.3792014385049908
music/Love_Hurts/heart+The_Road_Home+07-Love_Hurtsmp3, G, major,117.453948975,0.1636375154691176,0.2537423547203075,0.5398138354159809,0.4115267947421638,0.944997013912242,0.0651426225240124,0.3894922006362756,0.2747030973417034,0.3803819293452254
music/My_Generation/who+Who_s_Better_Who_s_Best+01-My_Generationmp3, G, minor,96.4509277344,0.22835161875339,0.2053750102778697,0.6932978798936851,0.4519716885743174,0.988175018066754,0.0433238384069736,0.3391694398938117,0.1040135876400375,0.3817097601883548
music/Cocaine/eric_clapton+Crossroads_2_Disc_3+07-Cocainemp3, D, major,99.0495834351,0.27197733874929,0.3055111752905162,0.7530079432248944,0.4691607684529828,0.9620256493356292,0.0301504737473541,0.2495353399547219,0.0191894083894391,0.3825697621431034
music/Proud_Mary/tina_turner+Tina_Live_In_Europe_CD_2_+07-Proud_Marymp3, D, major,172.265701294,0.1878175335030341,0.2861400154280882,0.6792748566320155,0.4519716885743174,0.9586634028793666,0.0518177333058913,0.3635042459083212,0.0891440734431736,0.383541693709276
music/Addicted_To_Love/tina_turner+Tina_Live_In_Europe_CD_1_+09-Addicted_To_Lovemp3, E, major,111.308662415,0.2486611877721885,0.3048019777466867,0.7771449281838739,0.3943377148634985,0.95929389264193,0.0488858121779514,0.321456747407139,0.030364851940885,0.3856183890917691
music/Come_Together/aerosmith+Live_Bootleg+06-Come_Togethermp3, D, minor,163.776016235,0.204052993482301,0.2895624397677584,0.7246774404655101,0.5601617795753286,0.9698184311747422,0.0361287231615913,0.2950964736999186,0.036130773769416,0.3894536318870708
music/Walking_After_Midnight/bryan_adams+Live_Live_Live_+15-Walking_After_Midnightmp3, C, major,122.811820984,0.2413528014393434,0.314466903820267,0.774762493787444,0.4206268958543984,0.973496730603748,0.0414433017590089,0.3099698995522049,0.0412641235291672,0.3896728937931977
music/Heart_Of_Gold/tori_amos+Strange_Little_Girls+08-Heart_Of_Goldmp3, E, minor,120.021446228,0.2210517397641582,0.2311313682809468,0.8081244579963166,0.448938321536906,0.9547383200103636,0.0515546915292253,0.3662498640505643,0.0419146567937495,0.3904629274952788
music/White_Room/cream+Live_Cream_Volume_II+02-White_Roommp3, G, major,111.811828613,0.2012780094996467,0.3392700118873334,0.6161399765130792,0.4762386248736097,0.9611248944864882,0.0564022154616867,0.4196440891301985,0.0686417418234486,0.3923424454594363
music/We_Can_Work_It_Out/beatles+1+13-We_Can_Work_It_Outmp3, D, major,107.710151672,0.271142194301616,0.2379437398729867,0.6624232064569298,0.4529828109201213,0.976586134033192,0.039057914924088,0.3098965180857145,0.1927708192369107,0.3928504172289449
music/Don_t_Let_It_Bring_You_Down/annie_lennox+Medusa+04-Don_t_Let_It_Bring_You_Downmp3, F, major,137.225463867,0.2897352622041767,0.2545887867639483,0.7127448529640271,0.3579373104145602,0.9094706609010548,0.0589652504293643,0.3953873724790925,0.1790871659749682,0.394739582766399
music/Abracadabra/sugar_ray+14_59+11-Abracadabramp3, G#, minor,128.680084229,0.6125580615877164,0.5599512967973406,0.2959026506376107,0.3174924165824064,0.9612411749807852,0.0353079185008795,0.2856068850804898,0.1075785171225002,0.3969548651612161
music/My_Heart_Will_Go_On/new_found_glory+From_the_Screen_to_Your_Stereo+07-My_Heart_Will_Go_Onmp3, E, major,101.541908264,0.2724021277609737,0.2478021221111009,0.6125525160879963,0.4115267947421638,0.9479872315054688,0.0788648637844107,0.5065641077737484,0.104142319634879,0.3977302604250927
music/Stone_Cold_Crazy/metallica+Live_Shit_Binge_And_Purge_Disc_3_+09-Stone_Cold_Crazymp3, G, minor,126.058242798,0.192637335988946,0.2628013852442561,0.43535232989846,0.4994944388270981,0.9862297109751412,0.0669213151490443,0.4480108574454621,0.2916474865290848,0.3978868575071866
music/Grand_Illusion/styx+Return_To_Paradise_Disc_2+01-Grand_Illusionmp3, C#, major,178.205596924,0.2037983926406687,0.1995251934872352,0.6077662677096124,0.6531850353892821,0.9696582071365762,0.0318520398449349,0.2512610499956637,0.2847888454739298,0.4002293789597378
music/We_Can_Work_It_Out/tesla+Five_Man_Acoustical_Jam+04-We_Can_Work_It_Outmp3, G, major,107.157066345,0.2851982256489472,0.2926682697418009,0.7076488557895351,0.4064711830131446,0.98527089990471,0.0701318357356918,0.4326935068743405,0.0373591955274894,0.4021802465294574
music/God_Only_Knows/beach_boys+Pet_Sounds+08-God_Only_Knowsmp3, A, major,117.590515137,0.2404656837298374,0.2545994979886118,0.7379180389487278,0.39737108190091,0.9315258249551284,0.0537410054022795,0.3719148432326796,0.2321019078287137,0.4024547354983611
music/Take_On_Me/mxpx+On_The_Cover+05-Take_On_Memp3, F, major,102.6434021,0.3022403346045617,0.2576234647707984,0.7159152129871739,0.3488372093023256,0.9468552848829682,0.0485771186997152,0.3745379326913079,0.2369158385740123,0.4039377995641079
music/Night_Time_Is_The_Right_Time/aretha_franklin+Aretha_Now+04-Night_Time_Is_The_Right_Timemp3, F, major,103.113929749,0.2828464613621644,0.2189209319308377,0.7220227991446351,0.4115267947421638,0.961679249657574,0.0496563354386478,0.3397658617134999,0.2507536032628467,0.4046465046565461
music/Before_You_Accuse_Me/eric_clapton+Unplugged+02-Before_You_Accuse_Memp3, A, major,99.5403900146,0.2981267861808032,0.310343327620026,0.700647466853703,0.3741152679474216,0.9641078891339092,0.0685294275903033,0.4397759634680844,0.0826317390685545,0.4047847334828507
music/Little_Wing/corrs+Talk_on_Corners_Special_Edition+12-Little_Wingmp3, G, major,140.083862305,0.2204751400965393,0.17881545760216,0.8211265918717652,0.480283114256825,0.9201297442815856,0.0433735204459085,0.3071827298127295,0.2678052935770573,0.4048989489930712
music/All_Along_The_Watchtower/jimi_hendrix_experience+Electric_Ladyland+15-All_Along_The_Watchtowermp3, D#, major,114.371948242,0.3278981732090203,0.2782156715388402,0.7117607682223822,0.4024266936299292,0.965700971467126,0.0593754206464248,0.392812960569049,0.1071596317249183,0.4056687863759612
music/Street_Fighting_Man/rolling_stones+Get_Yer_Ya-Ya_s_Out_+10-Street_Fighting_Manmp3, B, major,135.515930176,0.2240790738591879,0.4196962970429628,0.6411746772249683,0.3741152679474216,0.9561344726264464,0.0573949322753732,0.4223449704848185,0.1547683710684926,0.4062135078162089
music/A_Whiter_Shade_Of_Pale/annie_lennox+Medusa+03-A_Whiter_Shade_Of_Palemp3, C, major,146.054702759,0.2730599808196569,0.2182662389851816,0.8669592626458831,0.4833164812942366,0.9432919695571056,0.0389625944633927,0.2944112293290538,0.1384861223093104,0.4070942349254776
music/Walk_This_Way/aerosmith+A_Little_South_Of_Sanity_Disc_2_+08-Walk_This_Waymp3, A, minor,109.268005371,0.3877779784850106,0.3839858916654636,0.7461060799458127,0.4327603640040445,0.9825828918430148,0.0352813154203678,0.2682611234806278,0.0246990698797781,0.407681839340515
music/I_Love_You/faith_hill+Faith+10-I_Love_Yoump3, D#, major,89.7518692017,0.2893464435628193,0.2857189252981857,0.8592702109671716,0.4155712841253792,0.958778841672498,0.0284998138491659,0.2333084977403452,0.199943539937861,0.4088046946441782
music/Waiting_In_Vain/annie_lennox+Medusa+09-Waiting_In_Vainmp3, C#, major,161.648529053,0.2135551181294218,0.1828287981299477,0.8323538798900556,0.5682507583417593,0.924906025988398,0.0366941208806493,0.2673650330845868,0.2454283995286853,0.408922766746688
music/Strange_Little_Girl/stranglers+The_UA_Singles_79-82+24-Strange_Little_Girlmp3, C, major,124.326950073,0.2812890393119392,0.2143881215363905,0.3804194697363744,0.4084934277047523,0.9102795185229472,0.1134714086136818,0.5679639937570918,0.4088071355748416,0.4106390143447524
music/Let_It_Be/beatles+Let_It_Be+06-Let_It_Bemp3, C, major,137.028686523,0.2079879083390716,0.1614617364638411,0.6467233318309024,0.4448938321536906,0.9125234541366228,0.079769651140393,0.4339069670391952,0.4085227802494059,0.4119737076691403
music/Cocaine/nazareth+_Snaz+08-Cocainemp3, G, major,165.70930481,0.2263511747196107,0.2564029411616567,0.6651230454692179,0.5490394337714863,0.9657451447908528,0.0736660709138423,0.4475917016216156,0.1146445752190587,0.4123205109584176
music/The_Boxer/paul_simon+Concert_in_the_Park_Disc_2+10-The_Boxermp3, C, major,104.250892639,0.2688199992285573,0.3626939066900903,0.6637743735781442,0.378159757330637,0.9574487019428174,0.1043136876630658,0.5228970318793214,0.0407092732187895,0.4123520914414278
music/All_Along_The_Watchtower/dave_matthews_band+Live_At_Red_Rocks_8_15_95_Disc_2+08-All_Along_The_Watchtowermp3, C, major,112.17678833,0.1800929480976877,0.1641076869569858,0.6056957370807758,0.6349848331648129,0.9269854939309856,0.0518950805906223,0.3441702170736325,0.3943394207958567,0.4127839272114199
music/Claudette/roy_orbison+Black_and_White_Night+15-Claudettemp3, E, major,142.850524902,0.2860919097061935,0.3464832612830405,0.776705370710671,0.4095045500505561,0.9703902524479427,0.0668506297026522,0.4180112988055969,0.0293542397273335,0.4129239390542483
music/I_Don_t_Want_To_Miss_A_Thing/aerosmith+Armageddon_Original_Soundtrack_+01-I_Don_t_Want_To_Miss_A_Thingmp3, D, major,120.863586426,0.2388001853774952,0.2327642004510684,0.7737950817199213,0.4277047522750253,0.948021097668643,0.0485561487422045,0.3616682149179877,0.2721643321307778,0.4129342516603904
music/Day_Tripper/cheap_trick+Silver+13-Day_Trippermp3, E, major,152.003646851,0.2823648259500741,0.5050450358755708,0.6737723637836853,0.4438827098078867,0.9562005183519804,0.0432516482070423,0.3482286158839175,0.0602362911728074,0.4141227511291205
music/Straight_From_The_Heart/bryan_adams+So_Far_So_Good+02-Straight_From_The_Heartmp3, C, major,84.6679153442,0.2975338738882946,0.2694574874273117,0.796692390977157,0.3892821031344792,0.9344777986304308,0.0503935850504211,0.3638449530743911,0.211808945514396,0.4141863922121103
music/A_Whiter_Shade_Of_Pale/procol_harum+Greatest_Hits+2-A_Whiter_Shade_Of_Palemp3, C, major,148.5909729,0.254120589696021,0.1921779638416528,0.7756512493957574,0.455005055611729,0.938121360779988,0.0961780344834952,0.5103868778556514,0.09203140585085,0.4142090671893931
music/Don_t_Let_It_Bring_You_Down/neil_young+After_the_Goldrush+07-Don_t_Let_It_Bring_You_Downmp3, F, major,132.990905762,0.2263961480069647,0.3140227559395621,0.5338556795180849,0.3164812942366026,0.9175417175766416,0.1539881009638044,0.656386761879749,0.2105108073812371,0.4161479081878308
music/Straight_From_The_Heart/bonnie_tyler+Faster_Than_The_Speed_Of_Night+09-Straight_From_The_Heartmp3, C#, major,89.099647522,0.2109570745045897,0.2305041811061061,0.7818910827506782,0.3731041456016178,0.9617730234222072,0.0733029644838397,0.4276079456270446,0.2833932262486681,0.417816705468094
music/Strange_Little_Girl/tori_amos+Strange_Little_Girls+03-Strange_Little_Girlmp3, E, major,120.022094727,0.2572255016792918,0.2949118706599508,0.7601923913174158,0.3700707785642063,0.9338494432985888,0.064882668691711,0.379388549699081,0.2930069374949064,0.419191017675644
music/Stone_Cold_Crazy/queen+Sheer_Heart_Attack+08-Stone_Cold_Crazymp3, B, minor,120.899589539,0.2025797363169496,0.2233696551234224,0.6370998529855769,0.4863498483316481,0.9880596360808112,0.0675965621849704,0.4291342530255551,0.3241980686619176,0.4197984515888565
music/I_Love_You/celine_dion+Falling_Into_You+09-I_Love_Yoump3, E, major,88.5106048584,0.3336238838963997,0.4077692584385317,0.7862131616131073,0.4064711830131446,0.9508136139068024,0.0292242932924663,0.2446084015686104,0.200109893381138,0.4198542111387751
music/Faith/limp_bizkit+Three_Dollar_Bill_Yall+09-Faithmp3, D, major,95.158454895,0.3029930486743122,0.3384382321449117,0.5026626941090565,0.4196157735085945,0.9730622281672966,0.0590507617790648,0.3934589769942591,0.3779112219540395,0.4208991171664419
music/Let_It_Be/nick_cave+I_am_Sam+20-Let_It_Bemp3, C, major,136.383224487,0.2322856663566855,0.1892549278665248,0.6595383234457949,0.38422649140546,0.925980938313707,0.1276756434157988,0.5776893170357782,0.272432100551519,0.4211354260489085
music/I_m_Losing_You/cheap_trick+Silver+08-I_m_Losing_Yoump3, A, minor,107.852676392,0.2805301099256169,0.4099751820106895,0.7456382242944226,0.4732052578361981,0.9773195894517276,0.0581566129279176,0.3981024720001256,0.029426266159168,0.4215442143257333
music/All_Tomorrow_s_Parties/velvet_underground+Andy_Warhol_with_Nico_+06-All_Tomorrow_s_Partiesmp3, F#, major,93.4740905762,0.2063934628250145,0.280964580612873,0.6556205285759427,0.5621840242669363,0.982644849110386,0.0706805513266511,0.45372817916896,0.1778745017763547,0.4237613347078898
music/I_Don_t_Like_Mondays/boomtown_rats+Best_of_the_Boomtown_Rats+10-I_Don_t_Like_Mondaysmp3, B, major,143.92578125,0.3847749687850695,0.3624991422843762,0.633752501751765,0.4034378159757331,0.8940118771979619,0.0621465331351757,0.4075156748111877,0.2439115050763561,0.4240062523772032
music/Yesterday/beatles+1+11-Yesterdaymp3, F, major,96.8093490601,0.195366706568586,0.1614546229024233,0.6912460067811281,0.4590495449949444,0.9630291384864568,0.1038865182128048,0.592054957218277,0.2388580330056504,0.4256181910212839
music/Let_It_Be/beatles+1+26-Let_It_Bemp3, C, major,139.700973511,0.3021473113449061,0.2786234503147334,0.6567624366239899,0.4337714863498483,0.9194791144383458,0.0798024727862995,0.4450071749449597,0.2934417492567305,0.4261293995074766
music/Tush/zz_top+Fandango+09-Tushmp3, C, major,144.786575317,0.2978422857431705,0.4150203487103783,0.7949389247055232,0.339737108190091,0.9778077838482084,0.0604926921432322,0.4160521132685591,0.129616590615464,0.4289384809030783
music/What_s_Going_On/cyndi_lauper+Twelve_Deadly_Cyns+09-What_s_Going_Onmp3, A#, major,98.9904937744,0.3536487046908584,0.3411685641941846,0.7128859468865312,0.3953488372093023,0.9419592123755968,0.0442651795530009,0.322323143378234,0.3304822156675733,0.4302602254944102
music/Downtown_Lights/blue_nile+Hats+02-Downtown_Lightsmp3, E, major,98.2924575806,0.4017798271390373,0.3521165805113535,0.8107407635086656,0.3822042467138524,0.957416705279,0.0440244737802905,0.3234189513244572,0.1791488457745491,0.4313562992539007
music/Enjoy_The_Silence/tori_amos+Strange_Little_Girls+04-Enjoy_the_Silencemp3, A#, major,163.905609131,0.2342316592615609,0.2727979177510078,0.6007365805955933,0.4186046511627907,0.9061268210394456,0.1672206444514982,0.7298265065349626,0.1264531302806539,0.4319997388846891
music/I_Don_t_Want_To_Miss_A_Thing/new_found_glory+From_the_Screen_to_Your_Stereo+03-I_Don_t_Want_To_Miss_A_Thingmp3, D, major,96.5412216187,0.3104922927183663,0.2916369505133571,0.6709612034812543,0.4499494438827098,0.98852216913935,0.0696954954101388,0.4712219101459944,0.2097111277521638,0.4327738241304168
music/Time/tori_amos+Strange_Little_Girls+07-Timemp3, B, major,135.985366821,0.2794281611409818,0.2559682289704645,0.4974964902319679,0.422649140546006,0.9078343700456204,0.2002806352848074,0.7152370432973637,0.1844003038368651,0.4329117966692596
music/Never_Let_Me_Down_Again/depeche_mode+Music_For_The_Masses+01-Never_Let_Me_Down_Againmp3, C, major,106.159973145,0.3189663709662699,0.4430646243015873,0.7910608833885951,0.3569261880687563,0.949287533017193,0.0536582118349392,0.4045624645849311,0.1477572479195618,0.4331604405102293
music/Never_Let_Me_Down_Again/smashing_pumpkins+For_The_Masses_A_Tribute_To_Depeche_Mode+01-Never_Let_Me_Down_Againmp3, C, major,120.019004822,0.2643834608319835,0.3675942183850927,0.7433970539498246,0.3569261880687563,0.9591010800267432,0.0932568985021529,0.4481475198757103,0.2432764908427369,0.434510363810375
music/More_Than_Words/extreme+The_Best_Of_Extreme+08-More_Than_Wordsmp3, F#, major,91.5824508667,0.2581635189082319,0.2232141543061314,0.6853585679738119,0.38422649140546,0.8660745040502225,0.126233934604008,0.6123201762066287,0.3287655737824272,0.4355446151546153
music/All_Along_The_Watchtower/bob_dylan+Before_The_Flood_Disc_Two_+07-All_Along_the_Watchtowermp3, A, minor,144.494049072,0.2616448188997163,0.3821086636898511,0.6662664846812151,0.3882709807886754,0.9634165474344696,0.1094172192204452,0.519766892276836,0.1964875188973284,0.4359223907360672
music/Downtown_Lights/annie_lennox+Medusa+07-Downtown_Lightsmp3, E, major,98.2976226807,0.4695896330006301,0.3256501419016502,0.8610180629709888,0.4125379170879676,0.9521262449122556,0.0310860297351508,0.2568652634063292,0.1852542945698055,0.4367659484480972
music/September_Gurls/big_star+Radio_City+10-September_Gurlsmp3, E, major,112.72151947,0.3184151074894606,0.2764833966860027,0.7284557859963602,0.3731041456016178,0.9718428838828572,0.0715544886614052,0.4592892574855424,0.2977048186220504,0.4371062355531621
music/Rattlesnakes/tori_amos+Strange_Little_Girls+06-Rattlesnakesmp3, F, major,125.512763977,0.2463727536379837,0.2038668044331845,0.6084047630767639,0.4175935288169868,0.8993633164878484,0.1389072513170837,0.5382283226693412,0.4533137053982536,0.4382563057296808
music/Little_Wing/eric_clapton+Crossroads_2_Disc_1+08-Little_Wingmp3, A, major,154.563201904,0.2300986802301806,0.277205676641635,0.6334380460442549,0.5985844287158746,0.923445392264758,0.0787397604009642,0.4345020657330672,0.3355389023684808,0.4389441190499019
music/Rattlesnakes/lloyd_cole_and_the_commotions+Rattlesnakes+03-Rattlesnakesmp3, A, major,152.103897095,0.2790143779888755,0.2472553917688474,0.8364636373514176,0.4105156723963599,0.9438569756473608,0.0560757815192565,0.3756980622506603,0.3668208945443938,0.4394625991833965
music/Happiness_is_a_Warm_Gun/beatles+White_Album_Disc_1+08-Happiness_is_a_Warm_Gunmp3, A, minor,140.106704712,0.2597465455848662,0.1841422068628893,0.6751402602887979,0.4135490394337714,0.9756399293086516,0.131216246959829,0.6508854476781758,0.2322016934730618,0.4403151711987554
music/What_s_Going_On/marvin_gaye+Live+12-What_s_Going_Onmp3, A, major,95.2801818848,0.4532641644999784,0.4732175230271707,0.7192825260621117,0.4095045500505561,0.9845801761809988,0.0322787206692164,0.2607477443911625,0.1901132741739604,0.4403735848818945
music/Thin_Line_Between_Love_And_Hate/annie_lennox+Medusa+08-Thin_Line_Between_Love_And_Hatemp3, C, major,150.035003662,0.2049929723560064,0.1810223460021883,0.8425027748093361,0.4721941354903943,0.917979906061668,0.0695602734774991,0.4181963826109091,0.4336427226526271,0.4425114391825786
music/Toys_In_The_Attic/aerosmith+Toys_In_The_Attic+01-Toys_In_The_Atticmp3, E, minor,98.9608612061,0.219546993038102,0.2453333401797955,0.8207942158750625,0.4256825075834176,0.982764141232401,0.0564585780891419,0.3939085984540916,0.3992204624511229,0.4429636046128919
music/Tush/nazareth+_Snaz+16-Tushmp3, C#, major,147.813034058,0.2605843537396424,0.319671806768068,0.7569148498177688,0.5864509605662285,0.993078867961656,0.0522541656988941,0.368440441672123,0.2165945904496536,0.4442487545842543
music/Purple_Rain/prince+Purple_Rain+09-Purple_Rainmp3, A#, major,113.535438538,0.2447782874750344,0.3279503569568766,0.6596288889579488,0.6703741152679474,0.9532387806930142,0.0701802032892539,0.430723911549758,0.2013755476027137,0.4447812614740684
music/She_Came_In_Through_The_Bathroom_Window/beatles+Abbey_Road+13-She_Came_In_Through_The_Bathroom_Windowmp3, D, major,162.58531189,0.4279764572893769,0.2941860584531317,0.8072703520610941,0.4145601617795753,0.971823535736096,0.0636191956386399,0.4172520680158603,0.1671877499044711,0.4454844473597807
music/Happiness_is_a_Warm_Gun/tori_amos+Strange_Little_Girls+10-Happiness_is_a_Warm_Gunmp3, D#, major,136.591781616,0.2250800495606452,0.2070020371277538,0.7291795728665045,0.9777553083923156,0.91558711364828,0.0528619901296753,0.3641681020065082,0.1005253175467492,0.446519936409804
music/Summer_of_69/mxpx+On_The_Cover+01-Summer_of_69mp3, C, major,101.593284607,0.3592004897586863,0.3197091897597945,0.57826992537674,0.4034378159757331,0.9856549595474564,0.0617704750665469,0.432592074782583,0.4357972001070017,0.4470540162968177
music/I_Don_t_Like_Mondays/tori_amos+Strange_Little_Girls+09-I_Don_t_Like_Mondaysmp3, B, major,110.872032166,0.243102898303297,0.1785117821181877,0.6247474997226892,0.3660262891809909,0.886075054174438,0.246406043623595,0.7970883982195398,0.2377301528437763,0.4474610147733143
music/Real_Men/tori_amos+Strange_Little_Girls+12-Real_Menmp3, F#, minor,111.568817139,0.2348995889796696,0.2216693831204574,0.6228233370255178,0.3983822042467138,0.9392181124761492,0.1487819853346428,0.6652714721393354,0.3542664865612605,0.4481640712354684
