OBJECTID,PLSSID,TWNSHPLAB,STEWARD,REVISEDDATE,STATEABBR,STWRDPLYID,STWRDPLYTP,STWRDLAB,SHAPE_Length,SHAPE_Area
11567,MI190460N0050W0,46N 5W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.424668114694472,0.0109151277497907
11568,MI190470N0140W0,47N 14W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.424589399830443,0.0108710599332327
11569,MI190350N0290W0,35N 29W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.298052963975936,0.003612166374989
11570,MI190650N0350W0,65N 35W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.431090774527685,0.0105660244429677
11571,MI190510N0290W0,51N 29W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.427016023916033,0.0109926779075619
11572,MI190410N0270W0,41N 27W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.424056481288832,0.0108716914812743
11573,MI190510N0050W0,51N 5W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.113150228919699,0.000609819345279
11574,MI190510N0440W0,51N 44W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.254679670302061,0.0027350506128043
11575,MI190430N0050W0,43N 5W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.424359220411828,0.0109050132467956
11576,MI190440N0170W0,44N 17W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.423729626463656,0.010861478424166
11577,MI190510N0420W0,51N 42W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.425639618490124,0.0088714963165769
11578,MI190450N0270W0,45N 27W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.425769762990456,0.0109628877510623
11579,MI190440N0340W0,44N 34W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.422896378728882,0.0108379521377573
11580,MI190480N0190W0,48N 19W,State of Michigan,2016/09/28 00:00:00+00,MI,,,,0.367224688054196,0.0060821549741106
11581,MI190480N0010E0,48N 1E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.0709448795776761,0.0003041264800179
11582,MI190560N0330W0,56N 33W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.428044439355348,0.0109838116669855
11583,MI190520N0370W0,52N 37W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.427935451750642,0.0110387877678408
11584,MI190470N0270W0,47N 27W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.425102172094592,0.010909671429942
11585,MI190380N0190W0,38N 19W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.455384702057145,0.0094427058262943
11586,MI190490N0250W0,49N 25W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.367421836793292,0.0038906560640872
11587,MI190390N0290W0,39N 29W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.419646534526207,0.0089112475448757
11588,MI190440N0040W0,44N 4W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.424155893573059,0.0108451230607488
11589,MI190520N0280W0,52N 28W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.375460616919045,0.0061424803954964
11590,MI190410N0350W0,41N 35W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.0127665565538767,3.78195541892552e-06
11591,MI190330N0280W0,33N 28W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.267900695518483,0.0027330499870721
11592,MI190450N0280W0,45N 28W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.424795286603256,0.010923202077984
11593,MI190450N0040W0,45N 4W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.423565080415593,0.0108639600516861
11594,MI190420N0280W0,42N 28W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.423916871730207,0.0108751709744812
11595,MI190580N0320W0,58N 32W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.34027147775358,0.003663637469419
11596,MI190470N0250W0,47N 25W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.423199396696324,0.0107566164837976
11597,MI190330N0270W0,33N 27W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.419877628467219,0.0106800450630825
11598,MI190100N0170W0,10N 17W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.422973906326169,0.0095217763752378
11599,MI190320N0030W0,32N 3W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.420504768378993,0.0107455975520321
11600,MI190070S0060W0,7S 6W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.407759619800384,0.0101668149686844
11601,MI190310N0100W0,31N 10W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.0991569186712899,0.00059510712426
11602,MI190210N0030W0,21N 3W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.415797803174506,0.01053486672835
11603,MI190210N0050W0,21N 5W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.414501942144775,0.0104569512846685
11604,MI190030N0090E0,3N 9E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.409450704418314,0.0102586998020836
11605,MI190060N0130E0,6N 13E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.416768478399337,0.0106223508449945
11606,MI190090S0020E0,9S 2E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.258554371207723,0.0015609931016724
11607,MI190060S0080E0,6S 8E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.987628057958388,0.0016754211754572
11608,MI190030N0080W0,3N 8W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.40716792733099,0.0101388019422635
11609,MI190140N0100E0,14N 10E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.410438223589034,0.0102689184105816
11610,MI190290N0070E0,29N 7E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.41487243904533,0.0105043035047284
11611,MI190170N0040W0,17N 4W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.416014781922769,0.0104988321747151
11612,MI190100N0040E0,10N 4E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.412476930794855,0.0103733408197245
11613,MI190030S0080W0,3S 8W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.410486689708588,0.0103092647134291
11614,MI190040N0120W0,4N 12W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.410944045117018,0.0103019259384992
11615,MI190050N0030W0,5N 3W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.408052001513523,0.0101763086871168
11616,MI190320N0070E0,32N 7E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.419473792441495,0.010664892322098
11617,MI190030N0120W0,3N 12W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.409963632633681,0.010247923269098
11618,MI190360N0070W0,36N 7W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.156220575389317,0.001185799772764
11619,MI190350N0060E0,35N 6E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.3305765616394,0.0038168110471651
11620,MI190300N0150W0,30N 15W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.259833086200294,0.0029331200700978
11621,MI190070S0170W0,7S 17W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.4041651691939,0.009998251023095
11622,MI190340N0130W0,34N 13W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.280869064207128,0.0029980973583672
11623,MI190170N0060W0,17N 6W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.412950252538568,0.0103688945351124
11624,MI190100N0150E0,10N 15E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.419049085356636,0.010807332184348
11625,MI190030S0050E0,3S 5E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.406279251244189,0.0100740621392689
11626,MI190330N0010W0,33N 1W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.415009897470834,0.0104551340664374
11627,MI190160N0120E0,16N 12E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.412835613425924,0.0103623305230212
11628,MI190180N0090E0,18N 9E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.0690955342880791,0.000290597320685
11629,MI190170N0180W0,17N 18W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.29481038303975,0.0043629884280635
11630,MI190120N0050E0,12N 5E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.409083973819377,0.0101865466271775
11631,MI190080S0190W0,8S 19W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.339508068199012,0.0061859689982572
11632,MI190060N0120E0,6N 12E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.414648491410924,0.0105482822860352
11633,MI190350N0010E0,35N 1E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.415451368373871,0.0098963442810002
11634,MI190030N0130W0,3N 13W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.408911338625373,0.0102065729673302
11635,MI190010N0070E0,1N 7E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.404023769587147,0.0100488675653098
11636,MI190140N0120E0,14N 12E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.413101966862625,0.0104122919732413
11637,MI190270N0120W0,27N 12W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.41521692494476,0.0104584371363091
11638,MI190010N0060E0,1N 6E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.417622749546252,0.0106197672627781
11639,MI190030N0050E0,3N 5E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.413684265342079,0.0104667704463542
11640,MI190120N0040W0,12N 4W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.411453125849886,0.0103312625114172
11641,MI190270N0110W0,27N 11W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.417639851383568,0.0106568827017544
11642,MI190090N0040W0,9N 4W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.409080016613522,0.0102131202811529
11643,MI190010N0090E0,1N 9E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.408327023770131,0.010198263369958
11644,MI190020S0120W0,2S 12W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.409706514736661,0.0102263345605582
11645,MI190330N0050E0,33N 5E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.419107754349406,0.0106271586279415
11646,MI190160N0080E0,16N 8E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.111079576834654,0.0003276017256661
11647,MI190150N0120E0,15N 12E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.414379253353213,0.010462732398868
11648,MI190390N0030W0,39N 3W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.454467692399935,0.0044817272705579
11649,MI190190N0130E0,19N 13E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.33670498304015,0.004937773157144
11650,MI190030N0160E0,3N 16E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.541881857899765,0.0069200862644102
11651,MI190100N0010W0,10N 1W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.404128276948371,0.0100128707128791
11652,MI190070S0050W0,7S 5W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.406980232486678,0.0101256746151931
11653,MI190370N0110W0,37N 11W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.198497324870128,0.0023979767006975
11654,MI190080S0100W0,8S 10W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.335309481532169,0.0059367898364057
11655,MI190050S0110W0,5S 11W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.405319881589523,0.0100542700419399
11656,MI190380N0010E0,38N 1E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.325013174112149,0.004555876743501
11657,MI190080S0130W0,8S 13W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.334553318731613,0.0058742723673395
11658,MI190180N0060E0,18N 6E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.269250461822665,0.0017357180488686
11659,MI190040N0070E0,4N 7E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.410125472477445,0.0103025499073062
11660,MI190050S0180W0,5S 18W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.406742644902068,0.0101163429230106
11661,MI190070S0140W0,7S 14W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.403836760250708,0.009984678006242
11662,MI190290N0110W0,29N 11W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.452366384389783,0.0075655467306383
11663,MI190270N0080W0,27N 8W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.418009370061399,0.0106149558337797
11664,MI190090N0130E0,9N 13E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.409524418474186,0.0102182674792683
11665,MI190110N0080W0,11N 8W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.412462998819759,0.0103690806701294
11666,MI190150N0040E0,15N 4E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.410448308850604,0.0100717400477723
11667,MI190300N0040E0,30N 4E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.417545188743363,0.010584579685517
11668,MI190010N0100E0,1N 10E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.407141739748979,0.0101652082933379
11669,MI190110N0030E0,11N 3E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.409988171028872,0.0102689927856732
11670,MI190280N0020W0,28N 2W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.412700416418986,0.0103993918844838
11671,MI190360N0040E0,36N 4E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.324319810167242,0.0051544605721095
11672,MI190090N0080W0,9N 8W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.413028863098856,0.010370188013921
11673,MI190030N0130E0,3N 13E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.411056044367106,0.0103556945570505
11674,MI190020S0080E0,2S 8E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.409033044665189,0.0102163992416773
11675,MI190020N0110W0,2N 11W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.410578887280081,0.0102354973057329
11676,MI190090N0010W0,9N 1W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.40545921724453,0.0100711356799765
11677,MI190040S0090W0,4S 9W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.408049827043431,0.0101678888282451
11678,MI190040N0100E0,4N 10E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.408330852645423,0.0102283330175853
11679,MI190310N0020W0,31N 2W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.414811313733056,0.0104259875971247
11680,MI190310N0150W0,31N 15W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.318028860411182,0.0029267354908733
11681,MI190340N0080W0,34N 8W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.389509235958498,0.0046019186579827
11682,MI190190N0040W0,19N 4W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.416069021359166,0.0105153999634247
11683,MI190060S0070E0,6S 7E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.941638450127784,0.0083711730695614
11684,MI190070S0010E0,7S 1E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.424192325610548,0.0108628466944107
11685,MI190040S0100E0,4S 10E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.46275505082263,0.0098799070523921
11686,MI190110N0090W0,11N 9W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.412735283208166,0.010371654971417
11687,MI190070N0030E0,7N 3E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.411050009348475,0.0103583007600282
11688,MI190070S0080W0,7S 8W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.407191532534253,0.0101398596930177
11689,MI190070S0090W0,7S 9W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.407976621234619,0.0101731166544351
11690,MI190040S0100W0,4S 10W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.409290819823039,0.0102303016903719
11691,MI190090S0060E0,9S 6E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.248906577627158,0.0008134079834786
11692,MI190290N0040W0,29N 4W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.419013438591852,0.0106451495507986
11693,MI190080N0080W0,8N 8W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.414253354831902,0.0105397160395636
11694,MI190080N0020W0,8N 2W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.407011803081714,0.0101405122957864
11695,MI190100N0010E0,10N 1E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.337059786999336,0.0070844133382397
11696,MI190380N0050W0,38N 5W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.418181054927335,0.0102864411004068
11697,MI190290N0120W0,29N 12W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.586606387237327,0.0100429609725603
11698,MI190080S0070E0,8S 7E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.410728848659036,0.0103058909107866
11699,MI190070S0180W0,7S 18W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.404530137498671,0.0100300785322129
11700,MI190180N0070E0,18N 7E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.0701477459952442,0.0002978441713837
11701,MI190310N0110W0,31N 11W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.43975674142269,0.0097530195955152
11702,MI190020N0160W0,2N 16W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.407904669731604,0.010196801892664
11703,MI190080S0050E0,8S 5E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.414304584685936,0.010506853795726
11704,MI190070N0140E0,7N 14E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.407039412882446,0.0101143236994641
11705,MI190340N0070E0,34N 7E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.407429565081023,0.009008902430584
11706,MI190020N0020W0,2N 2W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.411995533841586,0.0103686926842036
11707,MI190330N0010E0,33N 1E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.412183693633721,0.0102764311161574
11708,MI190090N0050E0,9N 5E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.408015462666522,0.0102015735974005
11709,MI190290N0060E0,29N 6E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.415847434018635,0.0105154285492793
11710,MI190010N0050E0,1N 5E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.409456560542278,0.0102157736277704
11711,MI190070S0020E0,7S 2E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.400758142122453,0.0098767373385932
11712,MI190390N0080W0,39N 8W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.0706120803631971,0.0003023497656718
11713,MI190310N0080E0,31N 8E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.418611494416068,0.0098405197199916
11714,MI190180N0110E0,18N 11E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.383166546944426,0.007168765437603
11715,MI190170N0010W0,17N 1W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.412328218209618,0.010356370008399
11716,MI190070N0090E0,7N 9E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.405860807027843,0.0100786124293788
11717,MI190320N0080E0,32N 8E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.416382533681865,0.0105227924188578
11718,MI190300N0020E0,30N 2E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.412038078099011,0.0103439930855083
11719,MI190150N0030E0,15N 3E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.410175403096094,0.0102348488989436
11720,MI190260N0130W0,26N 13W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.417758355690198,0.0106399209245129
11721,MI190060S0020W0,6S 2W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.406393940123572,0.0101227160379774
11722,MI190210N0040W0,21N 4W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.415955344714416,0.0105104909331276
11723,MI190290N0030E0,29N 3E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.41725316337096,0.0105794773900893
11724,MI190330N0080W0,33N 8W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.416854022774797,0.0105719451514437
11725,MI190060S0190W0,6S 19W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.402069334811583,0.0098735262869335
11726,MI190220N0070W0,22N 7W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.415021370778188,0.010505137449043
11727,MI190350N0020W0,35N 2W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.421399636629127,0.0107965467572387
11728,MI190030N0170E0,3N 17E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.0221996767526705,1.10266459804367e-05
11729,MI190150N0100E0,15N 10E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.410140602628764,0.0102692640724528
11730,MI190050S0050E0,5S 5E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.404934382810394,0.0100382686118765
11731,MI190040S0020W0,4S 2W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.40520040908631,0.0101006643531753
11732,MI190080S0040E0,8S 4E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.415487014336708,0.0105960605685337
11733,MI190080S0080E0,8S 8E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,1.09373947953637,0.0064067594735337
11734,MI190140N0030E0,14N 3E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.408324874249677,0.010147507652843
11735,MI190040N0150E0,4N 15E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.417205681386341,0.010592957962489
11736,MI190100N0020E0,10N 2E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.418880845423262,0.0106560899296343
11737,MI190160N0030E0,16N 3E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.41274777879939,0.0103424286240043
11738,MI190110N0070W0,11N 7W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.412344046471745,0.0103560518139037
11739,MI190400N0110W0,40N 11W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.0703636241877618,0.0002997493026719
11740,MI190340N0080E0,34N 8E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.382907287015246,0.0056427721068594
11741,MI190180N0040W0,18N 4W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.41584424744361,0.0104983537513959
11742,MI190050N0080E0,5N 8E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.411042253303396,0.0102959486709338
11743,MI190030S0110W0,3S 11W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.410616920020141,0.0103089422283345
11744,MI190050S0070W0,5S 7W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.406949865906605,0.0101447261571346
11745,MI190060N0090W0,6N 9W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.411919023631533,0.0103645061641201
11746,MI190360N0030E0,36N 3E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.438505374636097,0.0068726731485868
11747,MI190040N0110W0,4N 11W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.408767379546385,0.0102070300634902
11748,MI190070N0110W0,7N 11W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.409761243449755,0.0102529203702999
11749,MI190090N0030W0,9N 3W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.410052019514033,0.0102699177351403
11750,MI190070N0160W0,7N 16W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.372024537722669,0.0080870864261269
11751,MI190190N0060W0,19N 6W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.411844708916153,0.0103192510284311
11752,MI190150N0050E0,15N 5E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.373932138243119,0.0029930057932212
11753,MI190020N0150W0,2N 15W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.408775555675035,0.010210571922168
11754,MI190030S0050W0,3S 5W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.406850027619619,0.0101304058016877
11755,MI190060N0170E0,6N 17E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.396355269471838,0.0052384812616981
11756,MI190020N0010W0,2N 1W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.412146194509686,0.010353214204366
11757,MI190010N0110W0,1N 11W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.41114732922969,0.0103342299073453
11758,MI190080S0160W0,8S 16W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.336673197517147,0.0059825159727933
11759,MI190200N0010W0,20N 1W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.411513420403022,0.0103806933260417
11760,MI190050N0090W0,5N 9W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.410147374253122,0.0102673319435994
11761,MI190330N0030W0,33N 3W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.419919228714089,0.0106918134076127
11762,MI190200N0050W0,20N 5W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.414115059452663,0.0104586378782308
11763,MI190170N0090E0,17N 9E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.496044607901886,0.0036215262812006
11764,MI190060N0160W0,6N 16W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.332427224091057,0.0068726738246002
11765,MI190340N0010W0,34N 1W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.409767467688782,0.0103062567840107
11766,MI190080N0030E0,8N 3E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.409047662331668,0.0102309184424663
11767,MI190120N0020E0,12N 2E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.418600068943703,0.0106768573111807
11768,MI190050N0150W0,5N 15W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.411567372130742,0.0103571803906465
11769,MI190200N0050E0,20N 5E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.395370309321456,0.0093376914736354
11770,MI190100N0100W0,10N 10W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.41636318764338,0.0105925421131987
11771,MI190040N0030E0,4N 3E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.41844299787455,0.0107509185742954
11772,MI190280N0040W0,28N 4W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.416995387021492,0.0106010946489431
11773,MI190250N0060W0,25N 6W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.417715491296673,0.0105964791499145
11774,MI190010N0060W0,1N 6W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.412476248699483,0.0103882672727635
11775,MI190310N0070E0,31N 7E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.417212103474272,0.0106062718696006
11776,MI190060S0060E0,6S 6E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.410489198465489,0.0102823903393277
11777,MI190090N0100W0,9N 10W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.415443563026681,0.0105488238290902
11778,MI190010S0120W0,1S 12W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.409041809152014,0.0102993578012265
11779,MI190320N0140W0,32N 14W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.250762438500071,0.0035843222996271
11780,MI190060S0040W0,6S 4W,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.407811480076545,0.0101902503865719
11781,MI190150N0070E0,15N 7E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.0691994057753953,0.0002916288099028
11782,MI190080N0020E0,8N 2E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.406655417550959,0.0100677143103938
11783,MI190050N0160E0,5N 16E,State of Michigan,2014/09/22 00:00:00+00,MI,,,,0.459891168592659,0.0099985379975022
