NDC1,NDC2,NDC3,Labeler Name,Labeler Status,FDA Name,COD Status,FDA Application Number/OTC Monograph Number,Drug Category,Drug Type,Line Extension,FDA Approval Date,Market Date,Unit Type,Units Per Package Size,Therapeutic Equivalent Code,5i Indicator,Purchased Product Date,Coverage Effective Date,Drug Termination Date,Drug Reactivation Date,Date Reported to CMS
59572,890,28,CELGENE CORPORATION,Active,ZEPOSIA CAP.23/.46/.92MG 28CT KIT,3,209899,S,1,N,3/26/2020,6/1/2020,CAP,28,NR,N,,6/1/2020,,,7/5/2023
70000,631,1,"CARDINAL HEALTH 110, LLC. DBA LEADER",Active,LDR COLD/COUGH LQ 118ML CHD GRP,10,PART341,N,2,N,3/30/2023,6/14/2023,ML,118,NR,N,,6/14/2023,,,7/6/2023
71225,140,1,SLAYBACK PHARMA,Active,Baclofen Oral Suspension  25 mg per 5 mL (5 mg/mL),1,217252,N,1,N,6/8/2023,6/19/2023,ML,250,AB,N,6/19/2023,6/19/2023,,,7/7/2023
71288,432,80,"MEITHEAL PHARMACEUTICALS, INC.",Active,Enoxaparin 30mg 0.3mL - Inner NDC,1,206834,N,1,N,11/29/2019,3/12/2020,ML,1,AP,Y,5/31/2023,5/31/2023,,,7/6/2023
71288,432,81,"MEITHEAL PHARMACEUTICALS, INC.",Active,Enoxaparin 30mg 0.3mL,1,206834,N,1,N,11/29/2019,3/12/2020,ML,3,AP,Y,5/31/2023,5/31/2023,,,7/6/2023
71288,432,91,"MEITHEAL PHARMACEUTICALS, INC.",Active,Enoxaparin 30mg 0.3mL - HealthTrust Inner NDC,1,206834,N,1,N,11/29/2019,3/12/2020,ML,1,AP,Y,5/31/2023,5/31/2023,,,7/6/2023
71288,432,92,"MEITHEAL PHARMACEUTICALS, INC.",Active,Enoxaparin 30mg 0.3mL - HealthTrust,1,206834,N,1,N,11/29/2019,3/12/2020,ML,3,AP,Y,5/31/2023,5/31/2023,,,7/6/2023
71288,433,82,"MEITHEAL PHARMACEUTICALS, INC.",Active,Enoxaparin 40mg 0.4mL - Inner NDC,1,206834,N,1,N,11/29/2019,3/3/2020,ML,1,AP,Y,5/31/2023,5/31/2023,,,7/6/2023
71288,433,83,"MEITHEAL PHARMACEUTICALS, INC.",Active,Enoxaparin 40mg 0.4mL,1,206834,N,1,N,11/29/2019,3/3/2020,ML,4,AP,Y,5/31/2023,5/31/2023,,,7/6/2023
71288,433,91,"MEITHEAL PHARMACEUTICALS, INC.",Active,Enoxaparin 40mg 0.4mL - HealthTrust Inner NDC,1,206834,N,1,N,11/29/2019,3/3/2020,ML,1,AP,Y,5/31/2023,5/31/2023,,,7/6/2023
71288,433,92,"MEITHEAL PHARMACEUTICALS, INC.",Active,Enoxaparin 40mg 0.4mL - HealthTrust,1,206834,N,1,N,11/29/2019,3/3/2020,ML,4,AP,Y,5/31/2023,5/31/2023,,,7/6/2023
71288,434,91,"MEITHEAL PHARMACEUTICALS, INC.",Active,Enoxaparin 60mg 0.6mL - HealthTrust Inner NDC,1,206834,N,1,N,11/29/2019,2/12/2020,ML,1,AP,Y,5/31/2023,5/31/2023,,,7/6/2023
71288,434,92,"MEITHEAL PHARMACEUTICALS, INC.",Active,Enoxaparin 60mg 0.6mL - HealthTrust,1,206834,N,1,N,11/29/2019,2/12/2020,ML,6,AP,Y,5/31/2023,5/31/2023,,,7/6/2023
71288,435,91,"MEITHEAL PHARMACEUTICALS, INC.",Active,Enoxaparin 80mg 0.8mL - HealthTrust Inner NDC,1,206834,N,1,N,11/29/2019,2/12/2020,ML,1,AP,Y,5/30/2023,5/30/2023,,,7/6/2023
71288,435,92,"MEITHEAL PHARMACEUTICALS, INC.",Active,Enoxaparin 80mg 0.8mL - HealthTrust,1,206834,N,1,N,11/29/2019,2/12/2020,ML,8,AP,Y,5/30/2023,5/30/2023,,,7/6/2023
71288,436,91,"MEITHEAL PHARMACEUTICALS, INC.",Active,Enoxaparin 100mg 1mL - HealthTrust - Inner NDC,1,206834,N,1,N,11/29/2019,4/29/2020,ML,1,AP,Y,5/31/2023,5/31/2023,,,7/6/2023
71288,436,92,"MEITHEAL PHARMACEUTICALS, INC.",Active,Enoxaparin 100mg 1mL - HealthTrust,1,206834,N,1,N,11/29/2019,4/29/2020,ML,10,AP,Y,5/31/2023,5/31/2023,,,7/6/2023
71288,437,93,"MEITHEAL PHARMACEUTICALS, INC.",Active,Enoxaparin 120mg 0.8mL - HealthTrust - Inner NDC,1,206834,N,1,N,11/29/2019,4/24/2020,ML,1,AP,Y,5/31/2023,5/31/2023,,,7/6/2023
71288,437,94,"MEITHEAL PHARMACEUTICALS, INC.",Active,Enoxaparin 120mg 0.8mL - HealthTrust,1,206834,N,1,N,11/29/2019,4/24/2020,ML,8,AP,Y,5/31/2023,5/31/2023,,,7/6/2023
71288,438,95,"MEITHEAL PHARMACEUTICALS, INC.",Active,Enoxaparin 150mg 1mL - HealthTrust Inner NDC,1,206834,N,1,N,11/29/2019,4/24/2020,ML,1,AP,Y,5/31/2023,5/31/2023,,,7/6/2023
71288,438,96,"MEITHEAL PHARMACEUTICALS, INC.",Active,Enoxaparin 150mg 1mL - HealthTrust,1,206834,N,1,N,11/29/2019,4/24/2020,ML,10,AP,Y,5/31/2023,5/31/2023,,,7/6/2023
72205,88,91,"NOVADOZ PHARMACEUTICALS, LLC",Active,DOXEPIN HCL CAPS USP 10MG,1,215113,N,1,N,6/24/2022,7/5/2023,CAP,1,AB,N,,7/5/2023,,,7/6/2023
72205,89,91,"NOVADOZ PHARMACEUTICALS, LLC",Active,DOXEPIN HCL CAPS USP 25MG,1,215113,N,1,N,6/22/2022,7/5/2023,CAP,1,AB,N,,7/5/2023,,,7/6/2023
72205,90,91,"NOVADOZ PHARMACEUTICALS, LLC",Active,DOXEPIN HCL CAPS USP  50MG,1,215113,N,1,N,6/22/2022,7/5/2023,CAP,1,AB,N,,7/5/2023,,,7/6/2023
72205,91,91,"NOVADOZ PHARMACEUTICALS, LLC",Active,DOXEPIN HCL CAPS USP 75MG,1,215113,N,1,N,6/22/2022,7/5/2023,CAP,1,AB,N,,7/5/2023,,,7/6/2023
72205,92,91,"NOVADOZ PHARMACEUTICALS, LLC",Active,DOXEPIN HCL CAPS USP 100MG,1,215113,N,1,N,6/24/2022,7/5/2023,CAP,1,AB,N,,7/5/2023,,,7/6/2023
72241,28,5,Modavar Pharmaceuticals LLC,Active,ACYCLOVIR 200MG 100CT,1,201445,N,1,N,3/6/2014,7/1/2017,CAP,100,AB,N,6/26/2023,6/26/2023,,,7/6/2023
