OBJECTID,TRBG80,TRACT80,BLKGRP80,AREA_SQFT,AREA_ACRES,SF1LOGRECNO,SF3LOGRECNO,SHAPE_Length,SHAPE_Area
138,3200.6,3200,6,6060351.37436553,139.1,5448.0,2808.0,21470.675992932,6060351.32408717
139,3200.7,3200,7,1336996.16966711,30.7,5450.0,2809.0,5434.73805562337,1336996.05057888
140,3200.8,3200,8,2086144.37408999,47.9,5452.0,2810.0,5784.0600222532,2086144.40832893
141,3300.1,3300,1,1905861.73838667,43.8,5460.0,2814.0,5530.63416284377,1905861.7129808
142,3300.2,3300,2,2431767.01482804,55.8,5462.0,2815.0,6325.3768376178,2431766.77249455
143,3300.3,3300,3,2804741.09413907,64.4,5464.0,2816.0,6869.49151911674,2804741.0937492
144,3300.4,3300,4,2250540.88080326,51.7,5466.0,2817.0,6549.12551007564,2250540.75021361
145,3300.5,3300,5,1981179.99631466,45.5,5468.0,2818.0,6621.19875359611,1981180.05998706
146,3300.6,3300,6,2566503.86321477,58.9,5470.0,2819.0,6547.78992387531,2566503.81405879
147,3400.1,3400,1,2068546.42814639,47.5,5474.0,2821.0,6847.76433258685,2068546.41630391
148,3400.2,3400,2,2206222.41443404,50.6,5476.0,2822.0,7248.90970355833,2206222.23699598
149,3400.3,3400,3,2448923.06896625,56.2,5478.0,2823.0,6368.26077642616,2448923.12527173
150,3400.4,3400,4,1772657.68705215,40.7,5480.0,2824.0,5290.50456819544,1772657.84513741
151,3500.1,3500,1,2727124.5135128,62.6,5484.0,2826.0,6824.89559857101,2727124.56889517
152,3500.2,3500,2,1641696.37771435,37.7,5486.0,2827.0,5289.07073728079,1641696.44778813
153,3500.3,3500,3,5650396.00548438,129.7,5488.0,2828.0,9711.69567421637,5650395.95558102
154,3500.4,3500,4,1580494.29687363,36.3,5490.0,2829.0,5643.17579339651,1580494.25021437
155,3500.5,3500,5,2136378.70264619,49.0,5492.0,2830.0,7187.48226363926,2136378.55557016
156,3600.1,3600,1,2266704.62159032,52.0,5496.0,2832.0,7292.83568187025,2266704.63197328
157,3600.2,3600,2,1977601.64373041,45.4,5498.0,2833.0,5738.09956991371,1977601.80209172
158,3600.3,3600,3,3149546.8091218,72.3,5500.0,2834.0,7363.13194603106,3149546.68330117
159,3600.4,3600,4,2878155.2115282,66.1,5502.0,2835.0,9243.54667712221,2878155.22679118
160,3600.5,3600,5,2442822.35831019,56.1,5504.0,2836.0,7794.84930799827,2442822.41022186
161,3700.1,3700,1,1938087.1563936,44.5,5508.0,2838.0,5570.18597688027,1938087.26027557
162,3700.2,3700,2,1935415.75613929,44.4,5510.0,2839.0,5567.86668212083,1935415.60867366
163,3800.1,3800,1,2650107.07446691,60.8,5514.0,2841.0,7968.10526051885,2650107.02906787
164,3800.2,3800,2,1684452.25873217,38.7,5516.0,2842.0,6028.20944726005,1684452.29390192
165,3800.3,3800,3,2392083.47555995,54.9,5518.0,2843.0,8435.29762087275,2392083.55243613
166,3900.1,3900,1,2615237.40872789,60.0,5522.0,2845.0,6605.88951297789,2615237.26407589
167,3900.2,3900,2,1741788.88921647,40.0,5524.0,2846.0,6592.33562861359,1741788.81480129
168,3900.3,3900,3,1884640.19527887,43.3,5526.0,2847.0,5558.29553806319,1884640.05896326
169,3900.4,3900,4,4239871.79564078,97.3,5528.0,2848.0,10822.0475895778,4239871.97331082
170,4000.1,4000,1,2737217.74220231,62.8,5532.0,2850.0,7625.01939979402,2737217.64110324
171,4000.2,4000,2,3623346.80969409,83.2,5534.0,2851.0,9112.55872041486,3623347.01805447
172,4100.1,4100,1,2472086.04114049,56.8,5538.0,2853.0,8781.12708436169,2472086.130355
173,4100.2,4100,2,3533344.98579477,81.1,5540.0,2854.0,9108.41209013759,3533344.93603373
174,4100.3,4100,3,9361256.52072633,214.9,5542.0,2855.0,25227.7039909812,9361256.53536945
175,4100.4,4100,4,5229407.53917624,120.1,5544.0,2856.0,9431.77256813379,5229407.73600461
176,4100.5,4100,5,3943011.27907032,90.5,5546.0,2857.0,10012.3757325468,3943011.37647223
177,4100.6,4100,6,3569118.10667922,81.9,5548.0,2858.0,8318.83546162174,3569118.02130852
178,4100.7,4100,7,1641955.98273254,37.7,5550.0,2859.0,5776.4631228585,1641955.95088072
179,4100.8,4100,8,4590737.56984666,105.4,5552.0,2860.0,13960.8216923726,4590737.58868439
180,4200.2,4200,2,3567703.17427529,81.9,5558.0,2863.0,9772.17478249399,3567703.03017167
181,4200.3,4200,3,3222763.70443299,74.0,5560.0,2864.0,7811.98258625654,3222763.83814449
182,4200.4,4200,4,3531120.95474238,81.1,5562.0,2865.0,7983.4898492197,3531121.03814163
183,4200.5,4200,5,2153479.48005353,49.4,5564.0,2866.0,5899.81749967937,2153479.37634813
184,4200.6,4200,6,2594014.93140182,59.6,5566.0,2867.0,7718.60868367635,2594014.92091792
185,4200.7,4200,7,2434558.2801355,55.9,5568.0,2868.0,6311.97110473912,2434558.44083154
186,4200.8,4200,8,2936550.28876253,67.4,5570.0,2869.0,7109.71641902373,2936550.3101492
187,4300.1,4300,1,2537084.22201724,58.2,5574.0,2871.0,7437.20854690933,2537084.35538077
188,4300.2,4300,2,3827389.21533285,87.9,5576.0,2872.0,10296.6609516305,3827389.29314499
189,4300.3,4300,3,1605097.83126966,36.8,5578.0,2873.0,6519.9226701592,1605097.75310501
190,4300.4,4300,4,2012824.84614743,46.2,5580.0,2874.0,6722.33879944262,2012824.85206083
191,4300.5,4300,5,3453522.13468239,79.3,5582.0,2875.0,8584.82825935599,3453522.03366362
192,4300.6,4300,6,654182.46973157,15.0,5584.0,2876.0,3626.01714859062,654182.561075192
193,4400.1,4400,1,2211457.46523782,50.8,5588.0,2878.0,6036.26679623906,2211457.33124239
194,4400.2,4400,2,1302969.50415739,29.9,5590.0,2879.0,4674.5844490249,1302969.59049095
195,4400.3,4400,3,1783301.10721763,40.9,5592.0,2880.0,5340.60066622893,1783301.27205216
196,4400.4,4400,4,1793274.66240505,41.2,5594.0,2881.0,5356.03540671401,1793274.61880714
197,4400.5,4400,5,1939031.66534352,44.5,5596.0,2882.0,6823.40214357388,1939031.72031929
198,4400.6,4400,6,1615928.25243898,37.1,5598.0,2883.0,5623.20166933391,1615928.15780373
199,4500.1,4500,1,2970941.75282234,68.2,5602.0,2885.0,7449.6476726495,2970941.86606719
200,4500.2,4500,2,2121341.56119016,48.7,5604.0,2886.0,8872.73472460516,2121341.44617471
201,4500.3,4500,3,2128209.39296079,48.9,5606.0,2887.0,5856.32806543416,2128209.5455593
202,4600.1,4600,1,16872126.3424171,387.3,5610.0,2889.0,18407.8142401263,16872126.4534772
203,4600.2,4600,2,3282574.10612902,75.4,5612.0,2890.0,7715.06751941599,3282573.99092498
204,4600.3,4600,3,1908759.91300931,43.8,5614.0,2891.0,6109.04181459328,1908759.90080951
205,4600.4,4600,4,5880835.24005427,135.0,5616.0,2892.0,12252.7547180817,5880835.25774667
206,4700.1,4700,1,2971975.83556569,68.2,5620.0,2894.0,6899.9481883096,2971975.9998821
207,4700.2,4700,2,4291324.80116137,98.5,5622.0,2895.0,10407.7730742453,4291324.69725488
208,4700.3,4700,3,3500060.68747161,80.4,5624.0,2896.0,8398.9822963093,3500060.75438351
209,4700.4,4700,4,4551281.88799559,104.5,5626.0,2897.0,14313.7725550077,4551281.74443791
210,4700.5,4700,5,2978154.44525122,68.4,5628.0,2898.0,7886.77044698965,2978154.60453298
211,4700.6,4700,6,3230246.94344954,74.2,5630.0,2899.0,7491.97971627012,3230247.08956625
212,4800.1,4800,1,2158364.53162122,49.5,5634.0,2901.0,7159.57828709613,2158364.66650373
213,4800.2,4800,2,3182582.91736822,73.1,5636.0,2902.0,7399.35020106751,3182582.88017865
214,4800.3,4800,3,2393782.34856285,55.0,5638.0,2903.0,7469.48104822254,2393782.48299235
215,4800.4,4800,4,2628857.119905,60.4,5640.0,2904.0,7417.72167158967,2628857.17253725
216,4800.5,4800,5,3890282.49144148,89.3,5642.0,2905.0,8598.60333244409,3890282.30931999
217,4900.1,4900,1,1758802.29435371,40.4,5646.0,2907.0,6623.49210902062,1758802.51323896
218,4900.2,4900,2,2328629.99684617,53.5,5648.0,2908.0,8573.30036228107,2328629.77704967
219,4900.3,4900,3,2908286.89638973,66.8,5650.0,2909.0,9132.53541904243,2908286.9512937
220,4900.4,4900,4,1726939.36564283,39.6,5652.0,2910.0,5877.81747262692,1726939.3814021
221,4900.5,4900,5,1548133.9111558,35.5,5654.0,2911.0,4992.61483716423,1548133.84031555
222,4900.6,4900,6,1397440.25925337,32.1,5656.0,2912.0,4765.55552785551,1397440.29814123
223,5000.1,5000,1,2270038.12088985,52.1,5660.0,2914.0,6373.36514368942,2270038.15895064
224,5000.2,5000,2,2295500.3794918,52.7,5662.0,2915.0,7324.75217180632,2295500.15695005
225,5000.3,5000,3,1888127.34098188,43.3,5664.0,2916.0,5810.58555715524,1888127.31545162
226,5000.4,5000,4,1746961.98989706,40.1,5666.0,2917.0,5532.74271060536,1746961.84701336
227,5100.1,5100,1,2329312.00911352,53.5,5670.0,2919.0,6151.90373276677,2329312.0897595
228,5100.2,5100,2,1685547.52315371,38.7,5672.0,2920.0,5376.96196152166,1685547.34223741
229,5100.3,5100,3,2013457.51850978,46.2,5674.0,2921.0,6368.13265957939,2013457.45379939
230,5100.4,5100,4,1568891.72931482,36.0,5676.0,2922.0,5293.26209956976,1568891.66889122
231,5100.5,5100,5,1887629.36579356,43.3,5678.0,2923.0,7307.57541364426,1887629.42775276
232,5200.1,5200,1,3109257.2694173,71.4,5682.0,2925.0,8711.24321756777,3109257.18685989
233,5200.2,5200,2,1932145.10214905,44.4,5684.0,2926.0,7150.41050732301,1932145.15867247
234,5200.3,5200,3,2182920.13556461,50.1,5686.0,2927.0,8105.23171377891,2182920.3710356
235,5200.4,5200,4,3174585.46794276,72.9,5688.0,2928.0,7438.7565674689,3174585.36200381
236,5301.1,5301,1,1770000.5157119,40.6,5692.0,2930.0,5321.64332715646,1770000.56955814
237,5301.2,5301,2,1788138.95162353,41.1,5694.0,2931.0,5396.47769407912,1788138.7694756
238,5301.3,5301,3,1511652.66791107,34.7,5696.0,2932.0,4950.12139278254,1511652.72067896
239,5301.4,5301,4,759977.96774612,17.4,5698.0,2933.0,3894.84387499116,759977.89544437
240,5302.4,5302,4,319830.97932021,7.3,5702.0,2935.0,3269.32361209272,319830.975962163
241,5302.5,5302,5,1096163.70879049,25.2,5704.0,2936.0,5055.80365598704,1096163.71362499
242,5302.6,5302,6,3595401.58125955,82.5,5706.0,2937.0,11349.3203715518,3595401.44430445
243,5302.7,5302,7,20227714.9246209,464.4,5708.0,2938.0,27601.6931762101,20227714.838905
244,5400.1,5400,1,2164596.96201188,49.7,5712.0,2940.0,6445.10966476578,2164597.03510409
245,5400.2,5400,2,4829278.23629905,110.9,5714.0,2941.0,19210.7396689659,4829278.36285762
246,5400.3,5400,3,1993570.63080357,45.8,5716.0,2942.0,6958.20096316535,1993570.46257817
247,5400.4,5400,4,2220268.14535125,51.0,5718.0,2943.0,6084.78119456097,2220268.25893939
248,5400.5,5400,5,1739247.40328962,39.9,5720.0,2944.0,5715.8066619909,1739247.38755296
249,5500.9,5500,9,28683307.7179801,658.5,5728.0,2948.0,24752.0384637833,28683307.6149733
250,5600.1,5600,1,3406533.63871928,78.2,5732.0,2950.0,9842.92172546508,3406533.70120349
251,5600.2,5600,2,6764982.43750359,155.3,5734.0,2951.0,22665.0556915606,6764982.58719506
252,5600.3,5600,3,5736214.31609487,131.7,5736.0,2952.0,22148.4847440337,5736214.29409401
253,5600.4,5600,4,3817847.49317705,87.6,5738.0,2953.0,10281.4049918725,3817847.42521068
254,5600.5,5600,5,3488135.91918716,80.1,5740.0,2954.0,9413.79428692172,3488135.92951826
255,200.4,200,4,4058017.00091758,93.2,5108.0,2638.0,10069.583241131,4058017.36565584
256,100.1,100,1,6714083.84046221,154.1,5094.0,2631.0,16243.6008968598,6714084.06040462
257,100.2,100,2,4463545.0250472,102.5,5096.0,2632.0,8674.59304982404,4463544.89054628
258,100.3,100,3,8734785.74524145,200.5,5098.0,2633.0,11872.8864827643,8734785.86619237
259,200.1,200,1,4433105.57303901,101.8,5102.0,2635.0,10670.9502514882,4433105.44521045
260,200.2,200,2,4141825.59917581,95.1,5104.0,2636.0,8918.65704323734,4141825.49117432
261,200.3,200,3,15901089.7274986,365.0,5106.0,2637.0,17508.7514937473,15901089.8597126
262,5600.6,5600,6,2745041.10542796,63.0,5742.0,2955.0,6835.66499560807,2745041.09130233
263,5600.7,5600,7,2657748.02123722,61.0,5744.0,2956.0,8801.79071626013,2657747.73577151
264,5600.8,5600,8,2733989.1892917,62.8,5746.0,2957.0,8448.9762300536,2733989.22107719
265,5700.1,5700,1,3092636.92176523,71.0,5750.0,2959.0,13941.0605894968,3092636.515935
266,5700.2,5700,2,3246239.24514052,74.5,5752.0,2960.0,10611.862092941,3246239.6537736
267,5700.3,5700,3,3399184.08219803,78.0,5754.0,2961.0,9213.7880575653,3399184.20527336
268,5700.4,5700,4,3486632.37129282,80.0,5756.0,2962.0,7933.30357131811,3486632.49176919
269,5700.5,5700,5,2832828.28307965,65.0,5758.0,2963.0,7260.11321944178,2832828.08000128
270,5700.6,5700,6,3381193.14003049,77.6,5760.0,2964.0,7912.25107881049,3381193.1546591
271,5700.7,5700,7,5499546.20890693,126.3,5762.0,2965.0,17487.8175706395,5499546.12215274
272,5801.1,5801,1,4506325.51479298,103.5,5770.0,2969.0,11394.3194073855,4506325.25104641
273,5801.6,5801,6,4570988.96913147,104.9,5772.0,2970.0,8436.50284127721,4570988.94749874
274,5801.8,5801,8,6168371.91059253,141.6,5776.0,2972.0,20822.0013861447,6168372.23936903
275,5802.2,5802,2,10842629.6832241,248.9,5780.0,2974.0,24260.3725997029,10842630.2668734
276,5802.3,5802,3,1528117.03641648,35.1,5782.0,2975.0,7050.21898899335,1528116.94867748
277,5802.4,5802,4,2385446.05005455,54.8,5784.0,2976.0,7178.97225972416,2385446.10708983
278,5802.5,5802,5,4246760.42030802,97.5,5786.0,2977.0,9526.98292465342,4246760.36601464
