OBJECTID,LANDUSE_TYPE,LANDUSE_SUBTYPE,LANDUSE_KEY,SHAPE_Length,SHAPE_Area
210,1,202,.5-1 DU/AC,9465.28282107438,-3920720.31079264
211,1,202,.5-1 DU/AC,7538.69959455467,-3311684.7561986
214,1,202,.5-1 DU/AC,12321.9060338481,-6184741.14432338
215,1,202,.5-1 DU/AC,18916.3407854331,-3811388.81050153
216,1,202,.5-1 DU/AC,14068.939119799,-7592841.71548146
217,1,202,.5-1 DU/AC,3995.18068587288,-704692.689336527
218,1,202,.5-1 DU/AC,3250.5421353822,-355528.507458539
219,1,202,.5-1 DU/AC,6125.51814400831,-2135275.9673983
220,1,202,.5-1 DU/AC,10681.4524017092,-3852897.49960881
221,1,202,.5-1 DU/AC,13863.9920497584,-8079094.89848065
222,1,202,.5-1 DU/AC,2849.78588708141,-284305.275491594
223,1,202,.5-1 DU/AC,3397.98646747916,-473403.476813808
224,1,202,.5-1 DU/AC,7173.62422296826,-1156608.78539064
225,1,202,.5-1 DU/AC,3252.047657721,-541128.043376206
226,1,202,.5-1 DU/AC,8609.60179704518,-1597156.63333668
227,1,202,.5-1 DU/AC,13213.8620479732,-3485835.13354075
228,1,202,.5-1 DU/AC,18500.0658069835,-3831073.15835823
229,1,202,.5-1 DU/AC,6619.30711797002,-1491130.92952882
230,1,202,.5-1 DU/AC,8537.55705620245,-2853032.68971725
231,1,202,.5-1 DU/AC,12531.6397143128,-3314481.13186478
232,1,202,.5-1 DU/AC,3751.15623612053,-761638.77091003
233,1,202,.5-1 DU/AC,94206.7411422018,-30733096.0646406
234,1,202,.5-1 DU/AC,4304.64759592415,-583782.826121899
235,1,202,.5-1 DU/AC,5386.60649403616,-925646.822073508
236,1,202,.5-1 DU/AC,1194.50714107724,-38931.809647326
237,1,202,.5-1 DU/AC,3203.13535854441,-218320.898530737
238,1,202,.5-1 DU/AC,3206.38761956816,-569059.619391858
239,1,202,.5-1 DU/AC,37246.6597935793,-14746673.4885069
240,1,202,.5-1 DU/AC,3026.80734224178,-467670.486085841
241,1,202,.5-1 DU/AC,5270.05100243402,-932354.095106935
242,1,202,.5-1 DU/AC,85330.369363555,-87959865.8138618
244,1,202,.5-1 DU/AC,12657.306774345,-2952400.36657513
245,1,202,.5-1 DU/AC,3869.16887356847,-523955.280875039
246,1,202,.5-1 DU/AC,4021.90821267269,-718417.64928186
247,1,202,.5-1 DU/AC,75123.8530631398,-24001355.9364738
248,1,202,.5-1 DU/AC,12567.7509209987,-5535019.61182928
249,1,202,.5-1 DU/AC,14502.1487529938,-2944218.33998573
250,1,202,.5-1 DU/AC,37587.1143036321,-18122613.4927279
251,1,202,.5-1 DU/AC,16344.4967067609,-5117137.65794934
252,1,202,.5-1 DU/AC,5058.61799779881,-1027900.37829847
253,1,202,.5-1 DU/AC,5779.31889220835,-1775870.14857975
254,1,202,.5-1 DU/AC,2290.99518241176,-247164.589071961
255,1,202,.5-1 DU/AC,4695.72886107353,-1197174.38447032
256,1,202,.5-1 DU/AC,9124.69940416319,-1888827.37892067
257,1,202,.5-1 DU/AC,0.367992081218921,-0.0057814889335638
258,1,202,.5-1 DU/AC,21537.2309837331,-15032644.3070847
259,1,202,.5-1 DU/AC,22947.0455714828,-16108289.3595961
260,1,202,.5-1 DU/AC,7881.97951308918,-2364586.94199871
261,1,202,.5-1 DU/AC,14513.179278208,-7821892.15542174
262,1,202,.5-1 DU/AC,19263.1393949377,-5652921.03098133
263,1,202,.5-1 DU/AC,2578.67535809713,-363381.893029774
264,1,202,.5-1 DU/AC,124.1322966577,-682.635246315
266,1,202,.5-1 DU/AC,87347.0087915888,-71733561.9640277
267,1,202,.5-1 DU/AC,63229.7820257065,-38179543.6827608
268,1,203,1-2 DU/AC,2811.08008880257,-386334.674308073
269,1,203,1-2 DU/AC,6730.79090808133,-874786.482145186
270,1,203,1-2 DU/AC,2336.10544482481,-349348.588049912
271,1,203,1-2 DU/AC,17352.0399753935,-2827745.1097021
272,1,203,1-2 DU/AC,7353.20989869281,-1279470.35178256
273,1,203,1-2 DU/AC,3960.08906362047,-937913.648389188
274,1,203,1-2 DU/AC,1962.97397716501,-244162.421316521
275,1,203,1-2 DU/AC,3631.57591065048,-734957.700599016
276,1,203,1-2 DU/AC,5149.69177267259,-687163.847312395
277,1,203,1-2 DU/AC,9187.44478428892,-4284717.46214422
278,1,203,1-2 DU/AC,6975.06046074452,-901807.407327556
279,1,203,1-2 DU/AC,3999.07101611622,-807109.710094644
280,1,203,1-2 DU/AC,19365.0811820081,-11425172.03434
281,1,203,1-2 DU/AC,36069.6386729381,-24208430.0306138
282,1,203,1-2 DU/AC,9852.1766388285,-3440137.57763654
283,1,203,1-2 DU/AC,6184.82878235708,-630003.946887057
284,1,203,1-2 DU/AC,4387.26340634912,-637011.256395994
285,1,203,1-2 DU/AC,2487.22851854672,-317680.597806352
286,1,203,1-2 DU/AC,1904.19221148714,-190715.403002788
287,1,203,1-2 DU/AC,26614.133287813,-13511319.4769399
288,1,203,1-2 DU/AC,4917.00536577205,-987107.328222688
289,1,203,1-2 DU/AC,10524.4943999897,-2393404.90382748
290,1,203,1-2 DU/AC,15115.6580537443,-3546964.66107323
291,1,203,1-2 DU/AC,1526.73779537896,-134030.644742808
292,1,203,1-2 DU/AC,14274.9787458419,-4962771.41934903
293,1,203,1-2 DU/AC,4016.39177628153,-596196.525701831
294,1,203,1-2 DU/AC,24395.1252230119,-12329751.1654799
295,1,203,1-2 DU/AC,3665.90848676997,-719720.642122465
296,1,203,1-2 DU/AC,5255.2999339929,-1170107.10473966
297,1,203,1-2 DU/AC,7902.8366006354,-2583162.25462914
298,1,203,1-2 DU/AC,603.9633329642,-21909.0336880186
299,1,203,1-2 DU/AC,23143.6848744749,-7982666.20774124
300,1,203,1-2 DU/AC,3080.83194716309,-454628.767358971
301,1,203,1-2 DU/AC,23917.7435387694,-11182049.0755522
302,1,203,1-2 DU/AC,1511.13592067763,-145617.219242132
303,1,203,1-2 DU/AC,790.420158869232,-35485.1047481919
304,1,203,1-2 DU/AC,658.879935276336,-22916.4026274831
305,1,203,1-2 DU/AC,23862.5955340368,-8182758.44161932
306,1,203,1-2 DU/AC,3664.53179014013,-627141.676688484
307,1,203,1-2 DU/AC,12118.2229145742,-4697322.00180953
308,1,203,1-2 DU/AC,15850.1447455232,-5331496.88014629
309,1,203,1-2 DU/AC,3769.76349987185,-849102.815196149
310,1,203,1-2 DU/AC,7833.95844340042,-3383214.47550817
311,1,203,1-2 DU/AC,6164.99046253617,-1608116.39012286
312,1,203,1-2 DU/AC,4712.983133056,-901217.039933089
313,1,203,1-2 DU/AC,1410.00788875828,-96078.1388373105
314,1,203,1-2 DU/AC,3484.61067260403,-612731.039785662
315,1,203,1-2 DU/AC,16474.211321783,-6154096.47489385
316,1,203,1-2 DU/AC,12344.7990297324,-4735088.85878532
317,1,203,1-2 DU/AC,2217.85108942322,-264644.848389822
318,1,203,1-2 DU/AC,22240.7630133451,-7947709.44418143
319,1,203,1-2 DU/AC,5734.45752718674,-1119551.04588552
320,1,203,1-2 DU/AC,24583.0676566319,-12189974.2176226
321,1,203,1-2 DU/AC,47608.2039551632,-22658260.7937624
322,1,203,1-2 DU/AC,14161.0775179173,-2853592.50025428
323,1,203,1-2 DU/AC,1717.23423896155,-144426.421780312
324,1,203,1-2 DU/AC,70952.1622470436,-44169966.4098412
325,1,203,1-2 DU/AC,3132.37618976871,-629868.626448096
326,1,203,1-2 DU/AC,21473.6226859791,-8729000.97638303
327,1,203,1-2 DU/AC,4285.50447088716,-1109046.36303101
328,1,203,1-2 DU/AC,707.964071653643,-24371.1357509319
329,1,203,1-2 DU/AC,5632.12502092364,-1384559.74398271
330,1,203,1-2 DU/AC,9125.48510463124,-1639660.232215
331,1,203,1-2 DU/AC,10885.6987241752,-7121509.31152278
332,1,203,1-2 DU/AC,14122.4006732781,-3128822.81343271
333,1,203,1-2 DU/AC,2723.00206324464,-461365.400924347
334,1,203,1-2 DU/AC,25630.4256924721,-12048849.1077878
335,1,203,1-2 DU/AC,12996.3491295759,-5511698.97039857
337,1,203,1-2 DU/AC,3624.85356322788,-294983.122005388
339,1,203,1-2 DU/AC,366.863694514765,-4943.33200722937
340,1,203,1-2 DU/AC,24742.5839730902,-8795705.3203935
341,1,203,1-2 DU/AC,9135.45712547645,-2673170.92050774
344,1,203,1-2 DU/AC,11488.3531960682,-4236156.14613367
346,1,203,1-2 DU/AC,6815.76606064922,-1759015.5387807
348,1,203,1-2 DU/AC,30844.5655323145,-11859432.9243067
349,1,203,1-2 DU/AC,1238.24318510742,-65806.745961352
350,1,203,1-2 DU/AC,25975.8278731025,-13778772.3049926
351,1,203,1-2 DU/AC,15040.1878712495,-4655379.63042501
352,1,203,1-2 DU/AC,6988.9597961724,-1166097.67921174
353,1,203,1-2 DU/AC,18665.1835930013,-10254049.3102224
354,1,203,1-2 DU/AC,56189.6755183416,-36604363.7516679
355,1,203,1-2 DU/AC,46407.4521319676,-22473748.8465952
356,1,203,1-2 DU/AC,10048.6191311806,-4850936.25986523
357,1,203,1-2 DU/AC,12761.4061868615,-7630765.62431785
358,1,203,1-2 DU/AC,11746.2053778883,-3073063.75980218
359,1,203,1-2 DU/AC,3055.06930343017,-570623.17805808
360,1,203,1-2 DU/AC,13560.9326078705,-8665077.48477817
361,1,203,1-2 DU/AC,8080.04354798451,-2202169.2647924
362,1,203,1-2 DU/AC,3356.01859994665,-541674.670111208
363,1,203,1-2 DU/AC,21942.2707315671,-18417546.3317626
364,1,203,1-2 DU/AC,2745.86244375191,-268562.01486336
365,1,203,1-2 DU/AC,3581.39625166064,-797618.147487829
366,1,203,1-2 DU/AC,1681.89722644723,-102929.192038755
367,1,203,1-2 DU/AC,2846.75240535063,-279509.650628172
368,1,203,1-2 DU/AC,1718.13107791253,-173732.108216781
369,1,203,1-2 DU/AC,10808.5069710545,-3226631.52141612
370,1,203,1-2 DU/AC,27680.1625504696,-9720083.08559236
371,1,203,1-2 DU/AC,10731.8855137006,-2485242.70618798
372,1,203,1-2 DU/AC,2564.44355286612,-254163.21019841
373,1,203,1-2 DU/AC,5795.32527334125,-1290930.95407636
374,1,203,1-2 DU/AC,2413.09631937111,-335169.882064773
375,1,203,1-2 DU/AC,18728.7208713271,-4716718.76649382
376,1,203,1-2 DU/AC,18611.2412066021,-5279960.39798498
377,1,203,1-2 DU/AC,7396.43869940949,-2205195.05690446
378,1,203,1-2 DU/AC,4926.32255859733,-807802.933456182
379,1,203,1-2 DU/AC,7838.69075236178,-2620460.16167905
380,1,203,1-2 DU/AC,12677.5882339143,-4433270.24862131
381,1,203,1-2 DU/AC,1863.56428932395,-159556.41680475
382,1,203,1-2 DU/AC,4623.00204369072,-915437.364636231
383,1,203,1-2 DU/AC,2163.42076592801,-262143.313071282
384,1,203,1-2 DU/AC,2105.12297268174,-169931.192327226
385,1,203,1-2 DU/AC,26199.4865306641,-14215831.3025332
386,1,203,1-2 DU/AC,91051.2881346324,-55413165.598242
387,1,203,1-2 DU/AC,16237.9440725314,-5073451.96842195
388,1,203,1-2 DU/AC,5840.75743319633,-1182398.50003481
389,1,203,1-2 DU/AC,2563.62184728235,-328791.653261376
390,1,203,1-2 DU/AC,13771.0998083592,-9385066.0770716
391,1,203,1-2 DU/AC,40619.2530046867,-22381584.0758145
392,1,203,1-2 DU/AC,9518.77195985233,-2663395.13047337
393,1,203,1-2 DU/AC,22378.7503794055,-18536742.0442463
394,1,203,1-2 DU/AC,1825.81625574348,-194565.280895881
395,1,203,1-2 DU/AC,2461.55972009135,-311977.536578696
396,1,203,1-2 DU/AC,8373.14605388491,-3627426.58992543
397,1,203,1-2 DU/AC,2317.0736925061,-335337.651446722
398,1,203,1-2 DU/AC,5704.98230665544,-1551600.2431038
399,1,203,1-2 DU/AC,20565.7247452052,-10298190.2561761
400,1,203,1-2 DU/AC,2697.49000535278,-48257.7885875313
401,1,203,1-2 DU/AC,7363.20174277984,-2437015.87048691
402,1,203,1-2 DU/AC,26471.8844789887,-14215640.1518342
403,1,203,1-2 DU/AC,13697.0822848968,-8559173.13539345
404,1,203,1-2 DU/AC,73697.3165734942,-48048578.0973801
405,1,203,1-2 DU/AC,3556.63293267952,-788299.781706876
406,1,203,1-2 DU/AC,2191.36975847208,-4513.95451174533
407,1,203,1-2 DU/AC,13033.136851103,-3061410.4819832
408,1,203,1-2 DU/AC,5790.13569688036,-1616830.80119189
409,1,203,1-2 DU/AC,11064.4146055413,-5020487.87459336
410,1,203,1-2 DU/AC,19676.2820937847,-7594429.98774351
411,1,203,1-2 DU/AC,40924.4322920243,-25685994.8231775
412,1,203,1-2 DU/AC,3488.73585472576,-756982.808474505
413,1,203,1-2 DU/AC,11896.9019760366,-5675203.45411229
414,1,203,1-2 DU/AC,3537.65878293572,-545993.999031548
415,1,203,1-2 DU/AC,49393.8100388345,-32106030.5010269
416,1,203,1-2 DU/AC,82462.302694158,-64603607.9262796
417,1,203,1-2 DU/AC,7297.46231759006,-1481413.5820992
418,1,203,1-2 DU/AC,16647.1565005979,-10216449.3627343
419,1,203,1-2 DU/AC,40731.7195209022,-31289316.7027829
420,1,203,1-2 DU/AC,9873.8286102211,-3196277.83819592
421,1,203,1-2 DU/AC,2708.43211019668,-451479.113511633
422,1,203,1-2 DU/AC,6776.12263494818,-761345.059475051
423,1,203,1-2 DU/AC,3727.55512359082,-359228.632737217
424,1,203,1-2 DU/AC,4618.38380650847,-711292.420303692
425,1,203,1-2 DU/AC,7258.46429416155,-2337329.69518969
426,1,203,1-2 DU/AC,3968.93418670283,-824500.699330288
427,1,203,1-2 DU/AC,7190.37599331663,-1829195.90286907
428,1,203,1-2 DU/AC,2255.98415144738,-299639.102430032
429,1,204,1-2 DU/AC,4250.31781838546,-743107.148706907
430,1,204,2-3 DU/AC,3478.51664798628,-702594.151039144
431,1,204,2-3 DU/AC,4525.49743098202,-656072.695873588
432,1,204,2-3 DU/AC,17297.1522770983,-4841286.96819553
433,1,204,2-3 DU/AC,0.959221332207136,-0.0418489475543328
