OBJECTID,DEF_FEATURE,COORD_SRC,ACCURACY_FT,SHAPE_Length
176,SUBDIVISION,CADNSDI,,0.0026203194321988
177,SUBDIVISION,CADNSDI,,0.0086965787812747
178,SUBDIVISION,CADNSDI,,0.0100802851096697
179,SUBDIVISION,CADNSDI,,0.0047519638931526
180,SUBDIVISION,CADNSDI,,0.0095425070607241
181,SUBDIVISION,CADNSDI,,0.0003511107929032
182,ROAD,DLG,,6.047448750454e-05
183,UNKNOWN,UNK,,0.0075953597861524
184,UNKNOWN,UNK,,0.0106319188382891
185,SUBDIVISION,CADNSDI,,0.0072063467700144
186,SUBDIVISION,CADNSDI,,0.0025880308834272
187,SUBDIVISION,CADNSDI,,0.0034869689282834
188,ROAD,DLG,,0.0024642783849988
189,SUBDIVISION,CADNSDI,,0.0213136928368158
190,SUBDIVISION,CADNSDI,,0.0447945364832369
191,SUBDIVISION,CADNSDI,,0.0212234137231391
192,SUBDIVISION,CADNSDI,,0.0290598072466788
193,SUBDIVISION,CADNSDI,,0.0035931194179868
194,ROAD_OFFSET,SOURCEL,0.0,0.0436895199618808
195,ROAD_OFFSET,SOURCEL,0.0,0.043753760932148
196,ROAD,SOURCEL,0.0,0.0534971067580573
197,ROAD_OFFSET,SOURCEL,0.0,0.0226575795368172
198,RIDGE,DRG,40.0,0.0035059104964356
199,ROAD,SOURCEL,0.0,0.0559878883658113
200,TRAIL,SOURCEL,0.0,0.0591201323615728
201,SUBDIVISION,CADNSDI,0.0,0.0166510599770434
202,SUBDIVISION,CADNSDI,0.0,0.0488175566715092
203,SUBDIVISION,CADNSDI,0.0,0.0415094392827929
204,SUBDIVISION,CADNSDI,0.0,0.0170081038541433
205,ROAD,SOURCEL,0.0,0.0264174638539273
206,SUBDIVISION,CADNSDI,,0.0315763692659613
207,SUBDIVISION,CADNSDI,0.0,0.0151091530144415
208,SUBDIVISION,CADNSDI,0.0,0.0752834181601965
209,ROAD_OFFSET,SOURCEL,0.0,0.0069349869020178
210,ROAD_OFFSET,SOURCEL,0.0,0.0097112929803247
211,ROAD_OFFSET,SOURCEL,0.0,0.0190448699943173
212,ROAD,SOURCEL,0.0,7.86863293207838e-05
213,ROAD_OFFSET,SOURCEL,0.0,0.0197176029587729
214,ROAD,SOURCEL,0.0,7.56854760761156e-05
215,TRAIL,SOURCEL,0.0,0.0079370295881012
216,ROAD_OFFSET,SOURCEL,0.0,0.0226521058650316
217,ROAD,SOURCEL,0.0,0.0229394392942206
218,ROAD_OFFSET,SOURCEL,0.0,0.0185488364031479
219,ROAD,SOURCEL,0.0,0.0187912994149592
220,ROAD_OFFSET,SOURCEL,0.0,0.0184787891130353
221,ROAD_OFFSET,SOURCEL,0.0,0.0184887327698235
222,ROAD_OFFSET,SOURCEL,0.0,0.0370769130286343
223,ROAD_OFFSET,SOURCEL,0.0,0.073827347559208
224,ELEVATION,DRG,40.0,0.0625062159190035
225,ROAD,SOURCEL,0.0,0.0118445626130515
226,ROAD_OFFSET,SOURCEL,0.0,0.0389403352132253
227,SUBDIVISION,CADNSDI,0.0,0.0115850283690812
228,SUBDIVISION,CADNSDI,0.0,7.3647343721569e-05
229,SUBDIVISION,CADNSDI,0.0,0.0169851863173464
230,SUBDIVISION,CADNSDI,0.0,0.0052671455748229
231,SUBDIVISION,CADNSDI,0.0,6.75393666323382e-05
232,SUBDIVISION,CADNSDI,0.0,0.0169908189523244
233,SUBDIVISION,CADNSDI,0.0,0.0148857680693565
234,SUBDIVISION,CADNSDI,0.0,0.0167926105243455
235,SUBDIVISION,CADNSDI,0.0,5.92559485122478e-05
236,SUBDIVISION,CADNSDI,0.0,0.0015849320099576
237,SUBDIVISION,CADNSDI,0.0,0.007418570517538
238,SUBDIVISION,CADNSDI,0.0,0.0166824857974207
239,SUBDIVISION,CADNSDI,0.0,0.0162342762236753
240,SUBDIVISION,CADNSDI,0.0,0.0171270020344624
241,SUBDIVISION,CADNSDI,0.0,0.0169350746420815
242,SUBDIVISION,CADNSDI,0.0,0.015701242754078
243,SUBDIVISION,CADNSDI,0.0,0.0169710867540941
244,SUBDIVISION,CADNSDI,0.0,0.0167993214566122
245,ROAD,SOURCEL,0.0,0.0116603006335335
246,ROAD,SOURCEL,0.0,7.48019427572718e-05
247,ROAD_OFFSET,SOURCEL,0.0,0.145095008730524
248,SUBDIVISION,CADNSDI,0.0,0.0170152256422745
249,SUBDIVISION,CADNSDI,0.0,0.015852708264748
250,SUBDIVISION,CADNSDI,0.0,0.0336259591806727
251,SUBDIVISION,CADNSDI,0.0,0.0242610039904833
252,SUBDIVISION,CADNSDI,0.0,0.0793196462208702
253,SUBDIVISION,CADNSDI,0.0,0.0356391392822986
254,SUBDIVISION,CADNSDI,0.0,7.84613084197678e-05
255,SUBDIVISION,CADNSDI,0.0,0.0169613798843317
256,SUBDIVISION,CADNSDI,0.0,0.0084815982008324
257,SUBDIVISION,CADNSDI,0.0,0.0345634986776989
258,SUBDIVISION,CADNSDI,0.0,0.0475801735927645
259,SUBDIVISION,CADNSDI,0.0,0.0386357342305967
260,SUBDIVISION,CADNSDI,0.0,0.0183564649529217
261,ROAD,SOURCEL,0.0,0.0113916542607232
262,POINT-TO-POINT,DRG,40.0,0.0019509259006218
263,ROAD_OFFSET,SOURCEL,0.0,0.0059251447964835
264,UNKNOWN,UNK,,0.0017688975563837
265,UNKNOWN,UNK,,0.000974849647796
266,UNKNOWN,UNK,,0.0011908252460839
267,UNKNOWN,UNK,,0.0012042048637374
268,UNKNOWN,UNK,,0.0009737810308089
269,UNKNOWN,UNK,,0.0009443593007993
270,UNKNOWN,UNK,,0.0033089718961219
271,UNKNOWN,UNK,,0.0023854890956153
272,UNKNOWN,UNK,,0.0014716848694847
273,UNKNOWN,UNK,,0.0300522583785402
274,UNKNOWN,UNK,,0.0318565751539402
275,UNKNOWN,UNK,,0.0083465097862929
276,UNKNOWN,UNK,,0.0032757462213992
277,UNKNOWN,UNK,,0.0037269083938472
278,UNKNOWN,UNK,,0.0152218076310861
279,UNKNOWN,UNK,,0.0100039145744158
280,UNKNOWN,UNK,,0.0002117229682246
281,UNKNOWN,UNK,,0.0002547106616205
282,SUBDIVISION,CADNSDI,0.0,0.0170300805895017
283,SUBDIVISION,CADNSDI,0.0,0.0084944884968918
284,SUBDIVISION,CADNSDI,0.0,0.0085018196329495
285,SUBDIVISION,CADNSDI,0.0,0.008316551630553
286,SUBDIVISION,CADNSDI,0.0,0.0083156615077826
287,SUBDIVISION,CADNSDI,0.0,0.0121005179940583
288,SUBDIVISION,CADNSDI,0.0,0.0120972461393344
289,SUBDIVISION,CADNSDI,0.0,0.0150129377565788
290,UNKNOWN,UNK,,0.0534949008052455
291,ROAD,SOURCEL,0.0,0.106829018499458
292,ROAD_OFFSET,SOURCEL,0.0,0.0257709457923136
293,ROAD_OFFSET,SOURCEL,0.0,0.0196902735675751
294,ROAD_OFFSET,SOURCEL,0.0,0.0145170911302104
295,ROAD,SOURCEL,0.0,6.21708420688242e-05
296,SUBDIVISION,CADNSDI,0.0,0.0239027461783365
297,SUBDIVISION,CADNSDI,0.0,0.0082544467634214
298,ROAD,DLG,40.0,0.0073678414980085
299,SUBDIVISION,CADNSDI,0.0,0.0045322621785235
300,SUBDIVISION,CADNSDI,0.0,0.0046735238425082
301,SUBDIVISION,CADNSDI,0.0,0.0067176391278935
302,SUBDIVISION,CADNSDI,0.0,0.0028424139861545
303,SUBDIVISION,CADNSDI,0.0,0.0023130536970195
304,SUBDIVISION,CADNSDI,0.0,0.0371088441936891
305,ROAD,SOURCEL,0.0,0.0085521073544608
306,ROAD_OFFSET,SOURCEL,0.0,0.0072748356816192
307,ROAD,SOURCEL,0.0,0.0140353112719362
308,ROAD_OFFSET,SOURCEL,0.0,0.0072417761234864
309,VEGETATION,DRG,40.0,0.0248436513256461
310,ROAD,SOURCEL,0.0,5.79303865073961e-05
311,WATERCOURSE,DLG,40.0,0.0001282535469442
312,SHORELINE,DRG,40.0,0.0044793856746769
313,ROAD,SOURCEL,0.0,0.0699465999808785
314,ROAD,SOURCEL,0.0,0.0809767589888116
315,ROAD,SOURCEL,0.0,0.0631019320355767
316,UNKNOWN,UNK,,0.0060739535758682
317,UNKNOWN,UNK,,0.0144636636305751
318,UNKNOWN,UNK,,0.0171434304691894
319,UNKNOWN,UNK,,0.0044250399306556
320,UNKNOWN,UNK,,0.0030797377643298
321,UNKNOWN,UNK,,0.0047773912527453
322,UNKNOWN,UNK,,0.0017976284321482
323,ROAD,SOURCEL,0.0,0.045188826429385
324,SHORELINE,DLG,40.0,0.002356583892659
325,ROAD,SOURCEL,0.0,0.029914007078403
326,ROAD_OFFSET,SOURCEL,0.0,0.0058490920903231
327,RIM,DRG,40.0,0.0495862055717057
328,SUBDIVISION,CADNSDI,0.0,0.0212877572046002
329,SUBDIVISION,CADNSDI,0.0,0.0436451900627404
330,SUBDIVISION,CADNSDI,0.0,0.0230872259069401
331,SUBDIVISION,CADNSDI,0.0,0.147187500259062
332,ROAD,SOURCEL,0.0,0.0024543902036212
333,SUBDIVISION,CADNSDI,0.0,0.0591468531183038
334,SUBDIVISION,CADNSDI,0.0,0.016565293961871
335,ROAD,SOURCEL,0.0,0.0001129026127287
336,SUBDIVISION,CADNSDI,0.0,0.00892403573788
337,SUBDIVISION,CADNSDI,0.0,0.0141127023678746
338,SUBDIVISION,CADNSDI,0.0,9.7172608043215e-05
339,FENCE,DRG,40.0,0.0093910870502332
340,WATERCOURSE,SOURCEL,0.0,0.0198743925313945
341,ROAD_OFFSET,SOURCEL,0.0,0.0684462103755624
342,FENCE,SOURCEL,0.0,0.0088735370541677
343,VEGETATION,MAP,40.0,0.0196874138152895
344,ROAD,SOURCEL,0.0,0.0137217922739493
345,ROAD,SOURCEL,0.0,0.0211698264871954
346,FENCE,DRG,40.0,0.121567554143356
347,SUBDIVISION,SOURCEL,0.0,0.0131650425714635
348,SUBDIVISION,SOURCEL,0.0,0.0145300412854972
349,SUBDIVISION,SOURCEL,0.0,0.0012800000000083
350,SUBDIVISION,SOURCEL,0.0,0.0072873022159689
351,SUBDIVISION,SOURCEL,0.0,0.0131572915873075
352,SUBDIVISION,SOURCEL,0.0,0.0072650864850414
353,SHORELINE,DRG,40.0,0.0042121437643052
354,SHORELINE,DRG,40.0,0.0047161830101902
355,SUBDIVISION,SOURCEL,0.0,0.0144720331692288
356,SUBDIVISION,SOURCEL,0.0,0.001290038759091
357,SUBDIVISION,SOURCEL,0.0,0.0095834846987399
358,SUBDIVISION,SOURCEL,0.0,0.0061833633536083
359,ROAD,SOURCEL,0.0,8.04557258225258e-05
360,SUBDIVISION,SOURCEL,0.0,0.0072811606217494
361,UNKNOWN,UNK,,0.0003369127114387
362,UNKNOWN,UNK,,0.0003272669675513
363,UNKNOWN,UNK,,0.0002480094649103
364,UNKNOWN,UNK,,0.0045181100615697
365,UNKNOWN,UNK,,0.0038067915373031
366,UNKNOWN,UNK,,0.0057235543016375
367,UNKNOWN,UNK,,0.001415346760916
368,UNKNOWN,UNK,,0.0023388502493787
369,UNKNOWN,UNK,,0.0017735676706298
370,ROAD,SOURCEL,0.0,0.0519717351039861
371,ROAD,SOURCEL,0.0,0.0283014752078182
372,ROAD,SOURCEL,0.0,0.125640188249556
373,VEGETATION,DRG,40.0,0.033694067185643
374,FENCE,DRG,40.0,0.0295014214297841
375,WATERCOURSE,DLG,40.0,0.0300040021391666
376,ROAD,SOURCEL,0.0,0.0696059635146151
377,ROAD,SOURCEL,0.0,0.0491239057086384
378,SUBDIVISION,CADNSDI,0.0,0.008740525965399
379,UNKNOWN,UNK,,0.0017638378088168
380,UNKNOWN,UNK,,0.0003037604471796
381,UNKNOWN,UNK,,0.0041076168919475
382,UNKNOWN,UNK,,0.0044052406314199
383,UNKNOWN,UNK,,0.0016949836683867
384,UNKNOWN,UNK,,0.0017104390299492
385,UNKNOWN,UNK,,0.0108465320146033
386,UNKNOWN,UNK,,0.0040758476419509
387,UNKNOWN,UNK,,0.0014406993126699
388,UNKNOWN,UNK,,0.0115986200261888
389,UNKNOWN,UNK,,0.001969840215423
390,UNKNOWN,UNK,,0.0026795631016203
391,UNKNOWN,UNK,,0.0013076293635714
392,UNKNOWN,UNK,,0.0052192501129106
393,UNKNOWN,UNK,,0.0053875003387185
394,UNKNOWN,UNK,,0.0015827124085651
395,UNKNOWN,UNK,,0.0020366631427118
396,UNKNOWN,UNK,,0.0035600478405703
397,UNKNOWN,UNK,,0.0035060438760754
398,UNKNOWN,UNK,,0.0071958776969276
399,UNKNOWN,UNK,,0.0023906974650354
400,ROAD,SOURCEL,0.0,0.0376441397926208
401,ROAD,SOURCEL,0.0,7.43405211711652e-05
402,ROAD_OFFSET,SOURCEL,0.0,0.0439018958501698
403,ROAD_OFFSET,SOURCEL,0.0,0.020434711140796
404,ROAD,SOURCEL,0.0,8.41643767784024e-05
405,SHORELINE,DRG,40.0,0.0017537060412031
406,SHORELINE,DRG,40.0,0.001401016626307
407,TRAIL,DLG,40.0,0.0021912634091391
408,TRAIL,DLG,40.0,0.0009298873534955
409,POINT-TO-POINT,DRG,40.0,0.0009010842915393
410,SUBDIVISION,CADNSDI,0.0,0.071101293645572
411,SUBDIVISION,CADNSDI,0.0,0.0037357175876462
412,SUBDIVISION,CADNSDI,0.0,0.0086940418166473
413,SUBDIVISION,CADNSDI,0.0,0.0074514785623922
414,ROAD_OFFSET,SOURCEL,0.0,0.0869825829946982
415,SUBDIVISION,CADNSDI,0.0,0.0087387260003986
416,SUBDIVISION,CADNSDI,0.0,0.0087295748798089
417,UNKNOWN,UNK,,0.0023446711024371
418,SUBDIVISION,CADNSDI,0.0,0.0060621781206674
419,SUBDIVISION,CADNSDI,0.0,0.003066217896737
420,SUBDIVISION,CADNSDI,0.0,0.0227523337866305
421,SUBDIVISION,CADNSDI,0.0,5.33601304533498e-05
422,SUBDIVISION,CADNSDI,0.0,0.0134261697265403
423,ROAD,SOURCEL,0.0,0.0116428114539895
424,ROAD,SOURCEL,0.0,0.0040685796344542
425,LEVEE,DRG,40.0,0.0004835742774695
426,POINT-TO-POINT,DRG,40.0,0.0018787080493013
427,UNKNOWN,UNK,,0.0022390290465255
428,TRAIL,DLG,40.0,0.0051790101062881
429,ROAD,SOURCEL,0.0,0.261408249764667
430,ROAD,SOURCEL,0.0,0.0592473195747499
431,ROAD,SOURCEL,0.0,0.122499941487079
432,FENCE,DRG,40.0,0.0494901482660875
433,ROAD_OFFSET,SOURCEL,0.0,0.0112115248328468
434,ROAD,SOURCEL,0.0,0.0059484962363807
435,ROAD_OFFSET,SOURCEL,0.0,0.0009623774067033
436,ROAD,SOURCEL,0.0,0.110866353461913
437,ROAD,SOURCEL,0.0,6.71292982184234e-05
438,ROAD,SOURCEL,0.0,0.0245666773643543
439,WATERCOURSE,DLG,40.0,0.0200754641805079
440,RIDGE,DRG,40.0,0.0323745919607688
441,WATERCOURSE,DLG,40.0,0.0146253244003825
442,RIDGE,DRG,40.0,0.0189845433767143
443,UNKNOWN,UNK,,0.0071435783895644
444,SUBDIVISION,CADNSDI,0.0,0.0276099753513112
445,SUBDIVISION,CADNSDI,0.0,0.0228922175705521
446,SUBDIVISION,CADNSDI,0.0,0.0072932694906502
447,ROAD,SOURCEL,0.0,0.0644333321809492
448,POINT-TO-POINT,DRG,40.0,5.53263852522375e-05
449,ROAD,SOURCEL,0.0,0.0407111090223285
450,ROAD_OFFSET,SOURCEL,0.0,0.0762833764827578
451,ROAD,SOURCEL,0.0,6.25664000095848e-05
452,FENCE,SOURCEL,0.0,0.033457605300941
453,ROAD,SOURCEL,0.0,0.0074465838414816
454,ELEVATION,SOURCEL,0.0,0.0432273451475171
455,ROAD_OFFSET,SOURCEL,0.0,0.0103069827973365
456,SUBDIVISION,CADNSDI,0.0,0.0041883679506586
457,SUBDIVISION,CADNSDI,0.0,0.0415383842067969
458,SUBDIVISION,CADNSDI,0.0,0.0146550389130051
459,FENCE,DRG,40.0,0.0044304693741873
460,UNKNOWN,UNK,,0.0025320017358951
461,UNKNOWN,UNK,,0.0174134595772685
462,UNKNOWN,UNK,,0.0071188931115029
463,UNKNOWN,UNK,,0.0066220346258986
464,UNKNOWN,UNK,,0.0068419382675808
465,UNKNOWN,UNK,,0.0024857207312349
466,UNKNOWN,UNK,,0.0016806498268985
467,UNKNOWN,UNK,,0.0003094338623193
468,UNKNOWN,UNK,,0.0003238439007858
469,ROAD,SOURCEL,0.0,0.0001161644763251
470,SUBDIVISION,SOURCEL,0.0,0.0070501341506534
471,SUBDIVISION,SOURCEL,0.0,0.0118822586521507
472,SUBDIVISION,SOURCEL,0.0,0.0047400421939175
473,SUBDIVISION,SOURCEL,0.0,0.0084006118941362
474,POINT-TO-POINT,DIS,40.0,0.0027400613618171
475,SUBDIVISION,SOURCEL,0.0,0.0032360348349821
476,SUBDIVISION,SOURCEL,0.0,0.002431246177501
477,SUBDIVISION,SOURCEL,0.0,0.0011767457800541
478,ROAD_OFFSET,SOURCEL,0.0,0.0192250910839694
479,ROAD_OFFSET,SOURCEL,0.0,0.019181279952268
480,ROAD,SOURCEL,0.0,0.0475754261923574
481,ROAD,SOURCEL,0.0,0.0001028352400255
482,TRAIL,SOURCEL,0.0,0.0669414458630257
483,ROAD,SOURCEL,0.0,0.0449795296022791
484,ROAD,SOURCEL,0.0,0.0010394516291791
485,ROAD_OFFSET,SOURCEL,0.0,0.0278776905021738
486,POWERLINE,SOURCEL,0.0,0.0626073505139785
487,ROAD_OFFSET,SOURCEL,0.0,0.0563080845060994
488,ROAD,SOURCEL,0.0,0.0185524334068753
489,ROAD,SOURCEL,0.0,0.0405304894969914
490,ROAD,SOURCEL,0.0,0.0521512477680382
491,POWERLINE,SOURCEL,0.0,0.0220842442085138
492,ELEVATION,SOURCEL,0.0,0.0025567139766871
493,POINT-TO-POINT,DIS,40.0,0.0001105718514503
494,POWERLINE,MAP,40.0,0.0131135744348546
495,ROAD,SOURCEL,0.0,0.0003410416149979
496,ROAD_OFFSET,SOURCEL,0.0,0.0939089182743934
497,ROAD,SOURCEL,0.0,6.79657266359772e-05
498,POWERLINE,SOURCEL,0.0,0.0121575335219381
499,SHORELINE,DRG,40.0,8.52839547708688e-05
500,ROAD,SOURCEL,0.0,0.0058928150181736
501,TRAIL,SOURCEL,0.0,0.0050466850734041
