NDC1,NDC2,NDC3,Labeler Name,Labeler Status,FDA Name,COD Status,FDA Application Number/OTC Monograph Number,Drug Category,Drug Type,Line Extension,FDA Approval Date,Market Date,Unit Type,Units Per Package Size,Therapeutic Equivalent Code,5i Indicator,Purchased Product Date,Coverage Effective Date,Drug Termination Date,Drug Reactivation Date,Date Reported to CMS
50881,6,3,INCYTE CORPORATION,Active,ZYNYZ,2,761334,S,1,N,3/22/2023,4/6/2023,ML,20.0,NR,Y,,4/6/2023,,,5/24/2023
51672,1376,3,"TARO PHARMACEUTICALS USA,  INC.",Active,Naftifine HCL 2% Gel 60G,1,208201,N,1,N,4/10/2019,4/12/2023,GM,60.0,AB,N,4/12/2023,4/12/2023,,,5/22/2023
51672,1376,6,"TARO PHARMACEUTICALS USA,  INC.",Active,Naftifine HCL 2% Gel 45G,1,208201,N,1,N,4/10/2019,4/12/2023,GM,45.0,AB,N,4/12/2023,4/12/2023,,,5/22/2023
52536,600,11,"WILSHIRE PHARMACEUTICALS, INC.",Active,"Baclofen Oral Suspension 25mg/5mL, 120mL",3,215602,I,1,N,2/24/2022,3/17/2022,ML,120.0,NR,N,,3/17/2022,,,5/25/2023
52536,600,12,"WILSHIRE PHARMACEUTICALS, INC.",Active,"Baclofen Oral Suspension 25mg/5mL, 300mL",3,215602,I,1,N,2/24/2022,3/17/2022,ML,300.0,NR,N,,3/17/2022,,,5/25/2023
53746,754,1,AMNEAL PHARMACEUTICALS OF NEW YORK LLC,Active,Benazepril HCL 40mg,1,76820,N,1,N,2/3/2006,4/30/2009,TAB,100.0,AB,N,4/17/2023,4/17/2023,,,5/25/2023
53746,754,5,AMNEAL PHARMACEUTICALS OF NEW YORK LLC,Active,Benazepril HCL 40mg,1,76820,N,1,N,2/3/2006,4/30/2009,TAB,500.0,AB,N,4/17/2023,4/17/2023,,,5/25/2023
55513,164,1,AMGEN INC.,Active,KANJINTI (trastuzumab-anns),2,761073,S,1,N,6/13/2019,7/19/2019,EA,1.0,NR,Y,5/1/2023,5/1/2023,,,5/26/2023
59651,401,12,"AUROBINDO PHARMA USA, INC.",Active,Clobazam Oral Suspension 2.5 mg/mL,1,214404,N,1,N,3/24/2022,4/14/2023,EA,120.0,AB,N,,4/14/2023,,,5/22/2023
59651,781,1,"AUROBINDO PHARMA USA, INC.",Active,Glipizide ER Tablets 5 mg,1,206928,N,1,N,5/12/2017,9/28/2018,EA,100.0,AB,N,4/17/2023,4/17/2023,,,5/22/2023
59651,781,5,"AUROBINDO PHARMA USA, INC.",Active,Glipizide ER Tablets 5 mg,1,206928,N,1,N,5/12/2017,9/28/2018,EA,500.0,AB,N,4/17/2023,4/17/2023,,,5/22/2023
60687,571,53,AMERICAN HEALTH PACKAGING,Active,Acetaminophen Oral Solution,9,PART343,N,2,N,7/1/2021,9/15/2021,ML,203.0,AB,N,,9/15/2021,9/30/2023,,5/22/2023
60687,683,1,AMERICAN HEALTH PACKAGING,Active,Hydrochlorothiazide Capsule,1,90510,N,1,N,11/20/2022,5/11/2023,CAP,100.0,AB,N,,5/11/2023,,,5/22/2023
60687,683,11,AMERICAN HEALTH PACKAGING,Active,Hydrochlorothiazide Capsule-inner,1,90510,N,1,N,11/20/2022,5/11/2023,CAP,1.0,AB,N,,5/11/2023,,,5/22/2023
60687,695,1,AMERICAN HEALTH PACKAGING,Active,Sucralfate Tablet,1,74415,N,1,N,12/20/2022,5/12/2023,TAB,100.0,AB,N,,5/12/2023,,,5/22/2023
60687,695,11,AMERICAN HEALTH PACKAGING,Active,Sucralfate Tablet-INNER,1,74415,N,1,N,12/20/2022,5/12/2023,TAB,1.0,AB,N,,5/12/2023,,,5/22/2023
60687,715,11,AMERICAN HEALTH PACKAGING,Active,Colestipol HCl Tablet-inner,1,77510,N,1,N,2/20/2023,5/11/2023,TAB,1.0,AB,N,,5/11/2023,,,5/22/2023
60687,715,21,AMERICAN HEALTH PACKAGING,Active,Colestipol HCl Tablet,1,77510,N,1,N,2/20/2023,5/11/2023,TAB,30.0,AB,N,,5/11/2023,,,5/22/2023
60687,769,11,AMERICAN HEALTH PACKAGING,Active,Lurasidone Hydrochloride Tablet-INNER,1,212244,N,1,N,4/15/2023,5/12/2023,TAB,1.0,AB,N,,5/12/2023,,,5/22/2023
60687,769,94,AMERICAN HEALTH PACKAGING,Active,Lurasidone Hydrochloride Tablet,1,212244,N,1,N,4/15/2023,5/12/2023,TAB,20.0,AB,N,,5/12/2023,,,5/22/2023
64679,604,16,"WOCKHARDT AMERICAS, INC.",Active,PROMETHAZINE DM CS 6.25/15MG /5ML 473ML,1,88864,N,1,N,9/30/1990,1/10/1994,ML,1.0,AA,N,4/20/2023,4/20/2023,,,5/25/2023
64850,500,1,"Elite Laboratories, Inc.",Active,DEX SAC/AM ASP/DEX SUL/AM SUL TB 5MG,1,211352,N,1,N,12/7/2018,12/12/2018,TAB,1.0,AB,N,4/5/2023,4/14/2023,,,5/25/2023
64850,501,1,"Elite Laboratories, Inc.",Active,DEX SAC/AM AS/DEX SUL/AM SUL TB7.5MG,1,211352,N,1,N,12/7/2018,12/12/2018,TAB,1.0,AB,N,4/5/2023,4/14/2023,,,5/25/2023
64850,502,1,"Elite Laboratories, Inc.",Active,DEX SAC/AM ASP/DEX SUL/AM SUL TB10MG,1,211352,N,1,N,12/7/2018,12/12/2018,TAB,1.0,AB,N,4/5/2023,4/14/2023,,,5/25/2023
64850,503,1,"Elite Laboratories, Inc.",Active,DEX SAC/AM AS/DEX SUL/AM SUL TB12.5MG,1,211352,N,1,N,12/7/2018,12/12/2018,TAB,1.0,AB,N,4/5/2023,4/14/2023,,,5/25/2023
64850,504,1,"Elite Laboratories, Inc.",Active,DEX SAC/AM ASP/DEX SUL/AM SUL TB15MG,1,211352,N,1,N,12/7/2018,12/12/2018,TAB,1.0,AB,N,4/5/2023,4/14/2023,,,5/25/2023
64850,505,1,"Elite Laboratories, Inc.",Active,DEX SAC/AM ASP/DEX SUL/AM SUL TB20MG,1,211352,N,1,N,12/7/2018,12/12/2018,TAB,1.0,AB,N,4/5/2023,4/14/2023,,,5/25/2023
64850,506,1,"Elite Laboratories, Inc.",Active,DEX SAC/AM ASP/DEX SUL/AM SUL TB30MG,1,211352,N,1,N,12/7/2018,12/12/2018,TAB,1.0,AB,N,4/5/2023,4/14/2023,,,5/25/2023
64850,510,1,"Elite Laboratories, Inc.",Active,DEX SAC/AM ASP/DEX SUL/AM SUL ER 5MG,1,212037,N,1,N,12/11/2019,12/16/2019,CAP,1.0,AB,N,4/14/2023,4/14/2023,,,5/25/2023
64850,511,1,"Elite Laboratories, Inc.",Active,DEX SAC/AM ASP/DEX SUL/AM SUL ER10MG,1,212037,N,1,N,12/11/2019,12/16/2019,CAP,1.0,AB,N,4/5/2023,4/14/2023,,,5/25/2023
64850,512,1,"Elite Laboratories, Inc.",Active,DEX SAC/AM ASP/DEX SUL/AM SUL ER15MG,1,212037,N,1,N,12/11/2019,12/16/2019,CAP,1.0,AB,N,4/5/2023,4/14/2023,,,5/25/2023
64850,513,1,"Elite Laboratories, Inc.",Active,DEX SAC/AM ASP/DEX SUL/AM SUL ER20MG,1,212037,N,1,N,12/11/2019,12/16/2019,CAP,1.0,AB,N,4/5/2023,4/14/2023,,,5/25/2023
64850,514,1,"Elite Laboratories, Inc.",Active,DEX SAC/AM ASP/DEX SUL/AM SUL ER25MG,1,212037,N,1,N,12/11/2019,12/16/2019,CAP,1.0,AB,N,4/5/2023,4/14/2023,,,5/25/2023
64850,515,1,"Elite Laboratories, Inc.",Active,DEX SAC/AM ASP/DEX SUL/AM SUL ER30MG,1,212037,N,1,N,12/11/2019,12/16/2019,CAP,1.0,AB,N,4/14/2023,4/14/2023,,,5/25/2023
64850,910,1,"Elite Laboratories, Inc.",Active,ISRADIPINE CAP 2.5MG,1,77169,N,1,N,4/24/2006,9/1/2006,CAP,1.0,AB,N,4/3/2023,4/14/2023,,,5/25/2023
64850,911,1,"Elite Laboratories, Inc.",Active,ISRADIPINE CAP 5MG,1,77169,N,1,N,4/24/2006,9/1/2006,CAP,1.0,AB,N,4/3/2023,4/14/2023,,,5/25/2023
64980,531,1,"RISING PHARMACEUTICALS, INC.",Active,OXYBUTYNIN CHLORIDE TABS 2.5MG 100CT,1,209025,N,1,N,2/7/2023,4/26/2023,TAB,100.0,NR,N,,4/26/2023,,,5/25/2023
64980,566,1,"RISING PHARMACEUTICALS, INC.",Active,DAPSONE TAB 100MG 100CT,1,207165,N,1,N,5/8/2019,4/12/2023,TAB,100.0,AB,N,,4/12/2023,,,5/25/2023
65219,568,0,FRESENIUS KABI USA LLC,Active,Mitomycin 40mg,1,216648,N,1,N,11/22/2022,4/3/2023,ML,40.0,AP,Y,,4/3/2023,,,5/23/2023
68180,193,13,"LUPIN PHARMACEUTICALS, INC.",Active,TELMISARTAN & HYDROCHLOROTHIAZIDE,1,91351,N,1,N,8/7/2014,9/3/2014,TAB,30.0,AB,N,,9/3/2014,,,5/25/2023
68180,194,13,"LUPIN PHARMACEUTICALS, INC.",Active,TELMISARTAN & HYDROCHLOROTHIAZIDE,1,91351,N,1,N,8/7/2014,9/3/2014,TAB,3.0,AB,N,,9/3/2014,,,5/25/2023
68180,195,13,"LUPIN PHARMACEUTICALS, INC.",Active,TELMISARTAN & HYDROCHLOROTHIAZIDE,1,91351,N,1,N,8/7/2014,9/3/2014,TAB,30.0,AB,N,,9/3/2014,,,5/25/2023
68180,378,9,"LUPIN PHARMACEUTICALS, INC.",Active,LOSARTAN POTASSIUM,1,78232,N,1,N,10/6/2010,10/6/2010,TAB,90.0,AB,N,,10/6/2010,,,5/25/2023
68180,467,9,"LUPIN PHARMACEUTICALS, INC.",Active,LOVASTATIN TAB 10MG,1,78296,N,1,N,11/1/2007,3/24/2008,TAB,90.0,AB,N,,3/24/2008,,,5/24/2023
68180,718,1,"LUPIN PHARMACEUTICALS, INC.",Active,DOXERCALCFEROL ,1,210801,N,1,N,11/1/2018,12/17/2019,EA,2.0,AP,Y,,12/17/2019,,,5/24/2023
68180,819,52,"LUPIN PHARMACEUTICALS, INC.",Active,LANTHANUM CARBONATE,1,90978,N,1,N,8/11/2017,8/30/2017,TAB,45.0,AB,N,,8/30/2017,,,5/24/2023
68180,820,53,"LUPIN PHARMACEUTICALS, INC.",Active,LANTHANUM CARBONATE,1,90978,N,1,N,8/11/2017,8/30/2017,TAB,15.0,AB,N,,8/30/2017,,,5/25/2023
68180,821,10,"LUPIN PHARMACEUTICALS, INC.",Active,LANTHANUM CARBONATE,1,90978,N,1,N,8/11/2017,8/30/2017,TAB,15.0,AB,N,,8/30/2017,,,5/25/2023
68180,827,71,"LUPIN PHARMACEUTICALS, INC.",Active,FYAVOLV ORAL,1,204213,N,1,N,12/10/2015,3/15/2016,TAB,28.0,AB,N,,3/15/2016,,,5/24/2023
68180,828,71,"LUPIN PHARMACEUTICALS, INC.",Active,FYAVOLV,1,204213,N,1,N,12/10/2015,3/15/2016,TAB,28.0,AB,N,,3/15/2016,,,5/24/2023
68180,829,71,"LUPIN PHARMACEUTICALS, INC.",Active,AMABELZ,1,203339,N,1,N,6/20/2016,10/21/2016,TAB,28.0,AB,N,,10/21/2016,,,5/24/2023
68180,830,71,"LUPIN PHARMACEUTICALS, INC.",Active,AMABELZ,1,203339,N,1,N,6/20/2016,10/21/2016,TAB,28.0,AB,N,,10/21/2016,,,5/24/2023
68180,838,71,"LUPIN PHARMACEUTICALS, INC.",Active,NORGESTIMATE & ETHINYL ESTRADIOL,1,205588,N,1,N,4/26/2016,7/18/2016,TAB,28.0,AB,N,,7/18/2016,,,5/25/2023
68180,840,71,"LUPIN PHARMACEUTICALS, INC.",Active,NORGESTIMATE & ETHINYL ESTRADIOL,1,205630,N,1,N,10/27/2016,1/23/2017,TAB,28.0,AB,N,,1/23/2017,,,5/25/2023
68180,844,71,"LUPIN PHARMACEUTICALS, INC.",Active,KURVEOL,1,91408,N,1,N,10/17/2012,10/29/2012,TAB,28.0,AB,N,,10/29/2012,,,5/24/2023
68180,854,71,"LUPIN PHARMACEUTICALS, INC.",Active,LEVONORGESTREIL & ETHINYL ESTRADIOL,1,91425,N,1,N,1/18/2013,3/14/2013,TAB,28.0,AB,N,,3/14/2013,,,5/24/2023
68180,857,71,"LUPIN PHARMACEUTICALS, INC.",Active,LEVONORGESTREIL & ETHINYL ESTRADIOL,1,200248,N,1,N,11/19/2015,3/29/2016,TAB,28.0,AB,N,,3/29/2016,,,5/24/2023
68180,861,6,"LUPIN PHARMACEUTICALS, INC.",Active,AZITHROMYCIN DIHYDRATE,1,65398,N,1,N,5/15/2015,11/17/2022,TAB,30.0,AB,N,,11/17/2022,,,5/24/2023
68180,862,6,"LUPIN PHARMACEUTICALS, INC.",Active,AZITHROMYCIN DIHYDRATE,1,65399,N,1,N,5/15/2015,11/17/2022,TAB,30.0,AB,N,,11/17/2022,,,5/24/2023
68180,862,11,"LUPIN PHARMACEUTICALS, INC.",Active,AZITHROMYCIN DIHYDRATE,1,65399,N,1,N,5/15/2015,11/17/2022,TAB,3.0,AB,N,,11/17/2022,,,5/24/2023
68180,863,6,"LUPIN PHARMACEUTICALS, INC.",Active,AZITHROMYCIN DIHYDRATE 600MG,1,65400,N,1,N,5/15/2015,11/17/2022,TAB,30.0,AB,N,,11/17/2022,,,5/25/2023
68180,864,71,"LUPIN PHARMACEUTICALS, INC.",Active,BLISOVI FE,1,91398,N,1,N,10/28/2015,1/14/2016,TAB,28.0,AB,N,,1/14/2016,,,5/24/2023
68180,865,71,"LUPIN PHARMACEUTICALS, INC.",Active,BLISOVI FE,1,201584,N,1,N,11/18/2015,4/7/2016,TAB,28.0,AB,N,,4/7/2016,,,5/25/2023
68180,866,71,"LUPIN PHARMACEUTICALS, INC.",Active,BLISOVI FE 1/20,1,201585,N,1,N,11/18/2015,4/7/2016,TAB,28.0,AB,N,,4/7/2016,,,5/25/2023
68180,868,71,"LUPIN PHARMACEUTICALS, INC.",Active,DROSPIRENONE-ETHINYL ESTRADIOL,1,201663,N,1,N,12/18/2012,9/6/2022,TAB,28.0,AB,N,,9/6/2022,,,5/25/2023
68180,873,71,"LUPIN PHARMACEUTICALS, INC.",Active,WYMZYA,1,91332,N,1,N,3/23/2016,12/1/2016,TAB,28.0,AB,N,,12/1/2016,,,5/25/2023
68180,875,71,"LUPIN PHARMACEUTICALS, INC.",Active,VYFEMIA,1,201886,N,1,N,9/26/2013,2/5/2014,TAB,28.0,AB,N,,2/5/2014,,,5/25/2023
68180,877,71,"LUPIN PHARMACEUTICALS, INC.",Active,JENCYCLA ORAL,1,91323,N,1,N,3/28/2013,7/22/2013,TAB,28.0,AB,N,,7/22/2013,,,5/25/2023
68180,879,11,"LUPIN PHARMACEUTICALS, INC.",Active,BEKYREE,1,202226,N,1,N,8/12/2015,5/7/2018,TAB,28.0,AB,N,,5/7/2018,,,5/25/2023
68180,886,71,"LUPIN PHARMACEUTICALS, INC.",Active,NIKKI,1,201661,N,1,N,5/27/2014,7/23/2014,TAB,28.0,AB,N,,7/23/2014,,,5/25/2023
68180,891,71,"LUPIN PHARMACEUTICALS, INC.",Active,ENSKYCE,1,201887,N,1,N,3/7/2013,7/1/2013,TAB,28.0,AB,N,,7/1/2013,,,5/25/2023
68180,892,71,"LUPIN PHARMACEUTICALS, INC.",Active,PRIMELLA 7/7/7,1,201510,N,1,N,4/24/2013,7/22/2013,TAB,28.0,AB,N,,7/22/2013,,,5/25/2023
68180,893,71,"LUPIN PHARMACEUTICALS, INC.",Active,PRIMELLA 1/35,1,201510,N,1,N,4/24/2013,7/22/2013,TAB,28.0,AB,N,,7/22/2013,,,5/25/2023
68180,894,11,"LUPIN PHARMACEUTICALS, INC.",Active,DROSPIRENONE-ETHINYL ESTRADIOL,1,205947,N,1,N,6/13/2018,8/22/2018,TAB,28.0,AB,N,,8/22/2018,,,5/25/2023
68180,894,71,"LUPIN PHARMACEUTICALS, INC.",Active,DROSPIRENONE-ETHINYL ESTRADIOL,1,205947,N,1,N,6/13/2018,8/22/2018,TAB,28.0,AB,N,,8/22/2018,,,5/25/2023
68180,902,71,"LUPIN PHARMACEUTICALS, INC.",Active,DROSPIRENONE-ETHINYL ESTRADIOL,1,201663,N,1,N,12/18/2012,7/10/2013,TAB,28.0,AB,N,,7/10/2013,,,5/25/2023
68180,903,71,"LUPIN PHARMACEUTICALS, INC.",Active,KAITLIB FE ORAL,1,203448,N,1,N,12/17/2015,1/20/2016,TAB,28.0,AB,N,,1/20/2016,,,5/25/2023
68180,904,71,"LUPIN PHARMACEUTICALS, INC.",Active,TYDEMT,1,205948,N,1,N,12/12/2017,3/12/2018,TAB,28.0,AB,N,,3/12/2018,,,5/25/2023
68180,911,71,"LUPIN PHARMACEUTICALS, INC.",Active,MIBELAS 24 FE,1,206287,N,1,N,5/24/2016,3/15/2017,TAB,28.0,AB,N,,3/15/2017,,,5/25/2023
68180,962,4,"LUPIN PHARMACEUTICALS, INC.",Active,TOBRAMYCIN INHALATION,1,208964,N,1,N,3/22/2017,6/12/2018,ML,20.0,AN,N,,6/12/2018,,,5/24/2023
68180,965,9,"LUPIN PHARMACEUTICALS, INC.",Active,LEVOTHYROXINE SODIUM,1,209713,N,1,N,1/18/2019,3/20/2019,TAB,90.0,A1,N,,3/20/2019,,,5/24/2023
68180,966,9,"LUPIN PHARMACEUTICALS, INC.",Active,LEVOTHYROXINE SODIUM,1,209713,N,1,N,1/18/2019,3/20/2019,TAB,90.0,A1,N,,3/20/2019,,,5/24/2023
68180,967,9,"LUPIN PHARMACEUTICALS, INC.",Active,LEVOTHYROXINE SODIUM,1,209713,N,1,N,1/18/2019,3/20/2019,TAB,90.0,A1,N,,3/20/2019,,,5/25/2023
68180,968,9,"LUPIN PHARMACEUTICALS, INC.",Active,LEVOTHYROXINE SODIUM,1,209713,N,1,N,1/18/2019,3/20/2019,TAB,90.0,A1,N,,3/20/2019,,,5/25/2023
68180,969,9,"LUPIN PHARMACEUTICALS, INC.",Active,LEVOTHYROXINE SODIUM,1,209713,N,1,N,1/18/2019,3/20/2019,TAB,90.0,A1,N,,3/20/2019,,,5/25/2023
68180,970,9,"LUPIN PHARMACEUTICALS, INC.",Active,LEVOTHYROXINE SODIUM,1,209713,N,1,N,1/18/2019,3/20/2019,TAB,90.0,A1,N,,3/20/2019,,,5/25/2023
68180,971,9,"LUPIN PHARMACEUTICALS, INC.",Active,LEVOTHYROXINE SODIUM,1,209713,N,1,N,1/18/2019,3/20/2019,TAB,90.0,A1,N,,3/20/2019,,,5/25/2023
68180,972,9,"LUPIN PHARMACEUTICALS, INC.",Active,LEVOTHYROXINE SODIUM,1,209713,N,1,N,1/18/2019,3/20/2019,TAB,90.0,A1,N,,3/20/2019,,,5/25/2023
68180,974,9,"LUPIN PHARMACEUTICALS, INC.",Active,LEVOTHYROXINE SODIUM,1,209713,N,1,N,1/18/2019,3/20/2019,TAB,90.0,A1,N,,3/20/2019,,,5/28/2023
68180,975,9,"LUPIN PHARMACEUTICALS, INC.",Active,LEVOTHYROXINE SODIUM,1,209713,N,1,N,1/18/2019,3/20/2019,TAB,90.0,A1,N,,3/20/2019,,,5/28/2023
68180,976,9,"LUPIN PHARMACEUTICALS, INC.",Active,LEVOTHYROXINE SODIUM,1,209713,N,1,N,1/18/2019,3/20/2019,TAB,90.0,A1,N,,3/20/2019,,,5/28/2023
68180,980,9,"LUPIN PHARMACEUTICALS, INC.",Active,LISINOPRIL 10MG,1,77321,N,1,N,9/9/2005,1/13/2006,TAB,90.0,AB,N,3/21/2017,3/21/2017,,,5/25/2023
