I,i,s,topic_34,0.0,freq1,0.0,ig5,0.0,sal4,0.0
swear,swear,,topic_90,0.0,freq5,0.0,ig5,0.0,sal4,0.0
...,...,s,,,,,,,,
I'm,i'm,s,topic_18,0.0,freq2,0.0,ig5,0.0,sal1,0.0
there,there,,topic_90,0.0,freq3,0.0,ig5,0.0,sal3,0.0
.,.,s,,,,,,,,
If,if,s,topic_98,0.0,freq4,0.0,ig5,0.0,sal5,0.0
I,i,s,topic_18,0.0,freq1,0.0,ig5,0.0,sal2,0.0
believe,believe,s,topic_17,0.0,freq2,0.0,ig5,0.0,sal2,0.0
in,in,s,topic_17,0.0,freq1,0.0,ig5,0.0,sal4,0.0
magic,magic,s,topic_17,0.0,freq4,0.0,ig4,0.0,sal3,0.0
spells,spells,,topic_49,0.0,freq5,0.0,ig5,0.0,sal5,0.0
",",",",s,,,,,,,,
It,it,s,topic_98,0.0,freq3,0.0,ig5,0.0,sal5,0.0
all,all,s,topic_34,0.0,freq4,0.0,ig5,0.0,sal5,0.0
would,would,s,topic_34,0.0,freq2,0.0,ig5,0.0,sal2,0.0
be,be,s,topic_90,0.0,freq1,0.0,ig5,0.0,sal2,0.0
so,so,s,topic_18,0.0,freq4,0.0,ig5,0.0,sal5,0.0
clear,clear,,topic_17,0.0,freq5,0.0,ig5,0.0,sal5,0.0
:,:,s,,,,,,,,
A,a,s,topic_49,0.0,freq1,0.0,ig5,0.0,sal1,0.0
magic,magic,s,topic_17,0.0,freq4,0.0,ig4,0.0,sal3,0.0
spell,spell,s,topic_92,0.0,freq5,0.0,ig5,0.0,sal5,0.0
must,must,s,topic_90,0.0,freq4,0.0,ig5,0.0,sal5,0.0
have,have,s,topic_98,0.0,freq4,0.0,ig5,0.0,sal5,0.0
brought,brought,s,topic_17,0.0,freq5,0.0,ig5,0.0,sal5,0.0
you,you,s,topic_98,0.0,freq1,0.0,ig5,0.0,sal4,0.0
here,here,,topic_90,0.0,freq4,0.0,ig5,0.0,sal5,0.0
.,.,s,,,,,,,,
If,if,s,topic_34,0.0,freq1,0.0,ig5,0.0,sal1,0.0
I,i,s,topic_98,0.0,freq1,0.0,ig5,0.0,sal3,0.0
can,can,s,topic_98,0.0,freq4,0.0,ig5,0.0,sal5,0.0
see,see,s,topic_34,0.0,freq4,0.0,ig5,0.0,sal5,0.0
the,the,s,topic_17,0.0,freq2,0.0,ig5,0.0,sal5,0.0
future,future,,topic_74,0.0,freq4,0.0,ig5,0.0,sal5,0.0
",",",",s,,,,,,,,
I'd,i'd,s,topic_34,0.0,freq3,0.0,ig5,0.0,sal3,0.0
see,see,s,topic_18,0.0,freq4,0.0,ig5,0.0,sal4,0.0
if,if,s,topic_34,0.0,freq1,0.0,ig5,0.0,sal1,0.0
you,you,s,topic_98,0.0,freq1,0.0,ig5,0.0,sal4,0.0
and,and,s,topic_17,0.0,freq2,0.0,ig5,0.0,sal5,0.0
I,i,s,topic_98,0.0,freq1,0.0,ig5,0.0,sal3,0.0
were,were,s,topic_34,0.0,freq4,0.0,ig5,0.0,sal5,0.0
meant,meant,s,topic_18,0.0,freq5,0.0,ig5,0.0,sal5,0.0
to,to,s,topic_34,0.0,freq3,0.0,ig5,0.0,sal5,0.0
be,be,,topic_90,0.0,freq1,0.0,ig5,0.0,sal2,0.0
.,.,s,,,,,,,,
But,but,s,topic_34,0.0,freq4,0.0,ig5,0.0,sal5,0.0
I,i,s,topic_0,0.0,freq2,0.0,ig5,0.0,sal5,0.0
don't,don't,s,topic_98,0.0,freq2,0.0,ig5,0.0,sal3,0.0
know,know,s,topic_98,0.0,freq2,0.0,ig5,0.0,sal1,0.0
any,any,s,topic_74,0.0,freq3,0.0,ig5,0.0,sal4,0.0
magic,magic,,topic_17,0.0,freq4,0.0,ig4,0.0,sal3,0.0
",",",",s,,,,,,,,
And,and,s,topic_90,0.0,freq3,0.0,ig5,0.0,sal5,0.0
tomorrow's,tomorrow's,s,topic_49,0.0,freq5,0.0,ig5,0.0,sal5,0.0
just,just,s,topic_34,0.0,freq4,0.0,ig5,0.0,sal5,0.0
a,a,s,topic_44,0.0,freq3,0.0,ig5,0.0,sal5,0.0
dream,dream,,topic_17,0.0,freq5,0.0,ig5,0.0,sal5,0.0
.,.,s,,,,,,,,
Then,then,s,topic_34,0.0,freq5,0.0,ig5,0.0,sal5,0.0
something,something,s,topic_17,0.0,freq4,0.0,ig5,0.0,sal5,0.0
in,in,s,topic_17,0.0,freq1,0.0,ig5,0.0,sal4,0.0
this,this,s,topic_74,0.0,freq3,0.0,ig5,0.0,sal5,0.0
fantasy,fantasy,s,topic_2,0.0,freq5,0.0,ig5,0.0,sal5,0.0
is,is,s,topic_17,0.0,freq3,0.0,ig5,0.0,sal5,0.0
real,real,,topic_0,0.0,freq5,0.0,ig5,0.0,sal5,0.0
.,.,s,,,,,,,,
I,i,s,topic_34,0.0,freq1,0.0,ig5,0.0,sal4,0.0
wanna,wanna,s,topic_81,0.0,freq1,0.0,ig4,0.0,sal1,0.0
believe,believe,s,topic_17,0.0,freq2,0.0,ig5,0.0,sal2,0.0
it's,it's,s,topic_74,0.0,freq2,0.0,ig5,0.0,sal4,0.0
love,love,s,topic_0,0.0,freq1,0.0,ig5,0.0,sal1,0.0
this,this,s,topic_92,0.0,freq2,0.0,ig5,0.0,sal2,0.0
time,time,,topic_74,0.0,freq1,0.0,ig5,0.0,sal1,0.0
.,.,s,,,,,,,,
I,i,s,topic_98,0.0,freq1,0.0,ig5,0.0,sal3,0.0
wanna,wanna,s,topic_81,0.0,freq1,0.0,ig4,0.0,sal1,0.0
believe,believe,s,topic_17,0.0,freq2,0.0,ig5,0.0,sal2,0.0
my,my,s,topic_0,0.0,freq3,0.0,ig5,0.0,sal5,0.0
heart's,heart's,s,topic_17,0.0,freq5,0.0,ig5,0.0,sal5,0.0
not,not,s,topic_98,0.0,freq5,0.0,ig5,0.0,sal5,0.0
telling,telling,s,topic_17,0.0,freq5,0.0,ig5,0.0,sal5,0.0
me,me,s,topic_18,0.0,freq2,0.0,ig5,0.0,sal4,0.0
lies,lies,,topic_74,0.0,freq5,0.0,ig5,0.0,sal5,0.0
.,.,s,,,,,,,,
I,i,s,topic_98,0.0,freq1,0.0,ig5,0.0,sal3,0.0
wanna,wanna,s,topic_81,0.0,freq1,0.0,ig4,0.0,sal1,0.0
believe,believe,s,topic_17,0.0,freq2,0.0,ig5,0.0,sal2,0.0
it's,it's,s,topic_17,0.0,freq3,0.0,ig5,0.0,sal5,0.0
love,love,s,topic_0,0.0,freq1,0.0,ig5,0.0,sal1,0.0
this,this,s,topic_92,0.0,freq2,0.0,ig5,0.0,sal2,0.0
time,time,,topic_74,0.0,freq1,0.0,ig5,0.0,sal1,0.0
.,.,s,,,,,,,,
I,i,s,topic_18,0.0,freq1,0.0,ig5,0.0,sal2,0.0
wanna,wanna,s,topic_81,0.0,freq1,0.0,ig4,0.0,sal1,0.0
believe,believe,s,topic_17,0.0,freq2,0.0,ig5,0.0,sal2,0.0
my,my,s,topic_81,0.0,freq3,0.0,ig5,0.0,sal5,0.0
heart's,heart's,s,topic_17,0.0,freq5,0.0,ig5,0.0,sal5,0.0
not,not,s,topic_17,0.0,freq4,0.0,ig5,0.0,sal5,0.0
telling,telling,s,topic_92,0.0,freq5,0.0,ig5,0.0,sal5,0.0
me,me,s,topic_2,0.0,freq1,0.0,ig5,0.0,sal1,0.0
lies,lies,,topic_74,0.0,freq5,0.0,ig5,0.0,sal5,0.0
.,.,s,,,,,,,,
But,but,s,topic_18,0.0,freq3,0.0,ig5,0.0,sal4,0.0
with,with,s,topic_90,0.0,freq4,0.0,ig5,0.0,sal5,0.0
you,you,s,topic_90,0.0,freq1,0.0,ig5,0.0,sal4,0.0
I,i,s,topic_34,0.0,freq1,0.0,ig5,0.0,sal4,0.0
can't,can't,s,topic_17,0.0,freq4,0.0,ig5,0.0,sal5,0.0
deny,deny,s,topic_17,0.0,freq5,0.0,ig5,0.0,sal5,0.0
If,if,s,topic_34,0.0,freq1,0.0,ig5,0.0,sal1,0.0
I,i,s,topic_0,0.0,freq2,0.0,ig5,0.0,sal5,0.0
believe,believe,s,topic_17,0.0,freq2,0.0,ig5,0.0,sal2,0.0
in,in,s,topic_17,0.0,freq1,0.0,ig5,0.0,sal4,0.0
paradise,paradise,,topic_74,0.0,freq4,0.0,ig5,0.0,sal3,0.0
",",",",s,,,,,,,,
I,i,s,topic_98,0.0,freq1,0.0,ig5,0.0,sal3,0.0
swear,swear,,topic_90,0.0,freq5,0.0,ig5,0.0,sal4,0.0
...,...,s,,,,,,,,
I'm,i'm,s,topic_18,0.0,freq2,0.0,ig5,0.0,sal1,0.0
there,there,,topic_90,0.0,freq3,0.0,ig5,0.0,sal3,0.0
.,.,s,,,,,,,,
I'm,i'm,s,topic_18,0.0,freq2,0.0,ig5,0.0,sal1,0.0
there,there,,topic_17,0.0,freq4,0.0,ig5,0.0,sal5,0.0
...,...,s,,,,,,,,
I,i,s,topic_18,0.0,freq1,0.0,ig5,0.0,sal2,0.0
swear,swear,,topic_90,0.0,freq5,0.0,ig5,0.0,sal4,0.0
...,...,s,,,,,,,,
If,if,s,topic_34,0.0,freq1,0.0,ig5,0.0,sal1,0.0
I,i,s,topic_34,0.0,freq1,0.0,ig5,0.0,sal4,0.0
believe,believe,,topic_17,0.0,freq2,0.0,ig5,0.0,sal2,0.0
.,.,n,,,,,,,,
