NDC1,NDC2,NDC3,NDC-11,FDA Name(Product Name),COD Status,FDA Application Number/OTC Monograph Number,Drug Category,Drug Type,Unit Type,UPPS,Line Extension,TEC Code,FDA Approval Date,Market Date,Date Transferred From DDR to MDR,Termination Date
16714.0,174.0,1.0,16714017401.0,ATORVAST CALC TB 20MG 90NSTR,1.0,0090548,N,1.0,TAB,1.0,,AB,05/29/2012,05/29/2012,09/14/2021,
16714.0,174.0,3.0,16714017403.0,ATORVAST CALC TB 20MG 1000NSTR,1.0,0090548,N,1.0,TAB,1.0,,AB,05/29/2012,05/29/2012,09/14/2021,
16714.0,175.0,1.0,16714017501.0,ATORVAST CALC TB 40MG 90NSTR,1.0,0090548,N,1.0,TAB,1.0,,AB,05/29/2012,05/29/2012,09/14/2021,
16714.0,176.0,1.0,16714017601.0,ATORVAST CALC TB 80MG 90NSTR,1.0,0090548,N,1.0,TAB,1.0,,AB,05/29/2012,05/29/2012,09/14/2021,
21922.0,29.0,4.0,21922002904.0,Mupirocin Cream 2% 15g,1.0,0213076,N,1.0,GM ,15.0,,AB,08/31/2021,09/02/2021,09/17/2021,
21922.0,29.0,5.0,21922002905.0,Mupirocin Cream 2% 30g,1.0,0213076,N,1.0,GM ,30.0,,AB,08/31/2021,09/02/2021,09/17/2021,
31722.0,151.0,30.0,31722015130.0,Valsartan,1.0,0203311,N,1.0,TAB,30.0,,AB,06/23/2021,09/14/2021,09/17/2021,
31722.0,152.0,90.0,31722015290.0,Valsartan,1.0,0203311,N,1.0,TAB,90.0,,AB,06/23/2021,09/15/2021,09/17/2021,
31722.0,153.0,90.0,31722015390.0,Valsartan,1.0,0203311,N,1.0,TAB,90.0,,AB,06/23/2021,09/15/2021,09/17/2021,
31722.0,154.0,90.0,31722015490.0,Valsartan,1.0,0203311,N,1.0,TAB,90.0,,AB,06/23/2021,09/15/2021,09/17/2021,
33342.0,50.0,44.0,33342005044.0,"Losartan and Hydrochlorothiazide Tablets, USP 50mg/12.5mg 1000c",1.0,0202289,N,1.0,TAB,1000.0,,AB,08/09/2012,06/01/2015,09/17/2021,
33342.0,51.0,44.0,33342005144.0,"Losartan and Hydrochlorothiazide Tablets, USP 100mg/12.5mg 1000",1.0,0202289,N,1.0,TAB,1000.0,,AB,08/09/2012,06/01/2015,09/17/2021,
60687.0,538.0,11.0,60687053811.0,Febuxostat Tab 40mg,1.0,0205467,N,1.0,TAB,10.0,,AB,09/15/2020,09/03/2021,09/16/2021,
60687.0,538.0,21.0,60687053821.0,Febuxostat Tab 40mg,1.0,0205467,N,1.0,TAB,30.0,,AB,09/15/2020,09/03/2021,09/16/2021,
61269.0,981.0,35.0,61269098135.0,DOCOSANOL CREAM 10% 2GM/TUBE,1.0,0208754,N,2.0,GM ,2.0,,AB,11/19/2018,04/05/2019,09/13/2021,
62011.0,269.0,3.0,62011026903.0,HM ALLERGY REL NASAL 72 SPR,1.0,0207957,N,2.0,ML ,11.1,,NR,05/26/2016,06/14/2016,09/14/2021,
62011.0,421.0,2.0,62011042102.0,HM STOOL SOFTENER SFTGEL   250,9.0,PART334,N,2.0,CAP,1.0,,NR,09/30/1990,04/01/1993,09/14/2021,
62332.0,86.0,31.0,62332008631.0,Fenofibrate Capsules USP 200mg,1.0,0213842,N,1.0,CAP,100.0,,AB,10/19/2020,09/13/2021,09/16/2021,
62332.0,316.0,31.0,62332031631.0,Desipramine HCL Tablets 25mg,1.0,0209785,N,1.0,TAB,100.0,,AB,07/07/2021,09/09/2021,09/16/2021,
68001.0,486.0,0.0,68001048600.0,Lisinopril Tab 40mg,1.0,0077321,N,1.0,TAB,100.0,,AB,05/01/2021,08/26/2021,09/16/2021,
68382.0,452.0,19.0,68382045219.0,MESALAMINE ER CAPS 0.375G (120 CT),1.0,0208954,N,1.0,CAP,1.0,,AB,08/12/2021,08/25/2021,09/13/2021,
68462.0,840.0,11.0,68462084011.0,Telmisartan and HCTZ Tablets USP 40MG / 12.5MG (1x10 Blister),1.0,0202544,N,1.0,TAB,10.0,,AB,03/04/2019,08/31/2021,09/13/2021,
68462.0,840.0,13.0,68462084013.0,Telmisartan and HCTZ Tablets USP 40MG / 12.5MG (3x10 Blister),1.0,0202544,N,1.0,TAB,30.0,,AB,03/04/2019,08/31/2021,09/13/2021,
68462.0,841.0,11.0,68462084111.0,Telmisartan and HCTZ Tablets USP 80MG/12.5MG (1x10 Blister),1.0,0202544,N,1.0,TAB,10.0,,AB,03/04/2019,08/31/2021,09/13/2021,
68462.0,841.0,13.0,68462084113.0,Telmisartan and HCTZ Tablets USP 80MG/12.5MG (3x10 Blister),1.0,0202544,N,1.0,TAB,30.0,,AB,03/04/2019,08/31/2021,09/13/2021,
68462.0,842.0,11.0,68462084211.0,Telmisartan and HCTZ Tablets USP 80MG/25MG (1x10 Blister),1.0,0202544,N,1.0,TAB,10.0,,AB,03/04/2019,08/31/2021,09/13/2021,
68462.0,842.0,13.0,68462084213.0,Telmisartan and HCTZ Tablets USP 80MG/25MG (3x10 Blister),1.0,0202544,N,1.0,TAB,30.0,,AB,03/04/2019,08/31/2021,09/13/2021,
69315.0,182.0,1.0,69315018201.0,OXYBUTYNIN TABS 5MG 100,1.0,0212798,N,1.0,TAB,1.0,,AB,04/06/2020,08/16/2021,09/15/2021,
69315.0,182.0,5.0,69315018205.0,OXYBUTYNIN TABS 5MG 500,1.0,0212798,N,1.0,TAB,1.0,,AB,04/06/2020,08/16/2021,09/15/2021,
69315.0,182.0,10.0,69315018210.0,OXYBUTYNIN TABS 5MG 1000,1.0,0212798,N,1.0,TAB,1.0,,AB,04/06/2020,08/16/2021,09/15/2021,
70677.0,92.0,2.0,70677009202.0,SM ASPIRIN TAB 325 MG      100,9.0,PART343,N,2.0,TAB,1.0,,NR,09/30/1990,09/30/1990,09/14/2021,
70710.0,1757.0,2.0,70710175702.0,ENOXAPARIN INJ 30MG/0.3ML (1 X 0.3 ML),1.0,0076726,N,1.0,ML ,1.0,,AP,06/23/2014,08/19/2021,09/13/2021,
70710.0,1757.0,6.0,70710175706.0,ENOXAPARIN INJ 30MG/0.3ML (10 X 0.3 ML),1.0,0076726,N,1.0,ML ,1.0,,AP,06/23/2014,08/19/2021,09/13/2021,
70710.0,1758.0,2.0,70710175802.0,ENOXAPARIN INJ 40MG/0.4ML (1 X 0.4 ML),1.0,0076726,N,1.0,ML ,1.0,,AP,06/23/2014,08/19/2021,09/13/2021,
70710.0,1758.0,6.0,70710175806.0,ENOXAPARIN INJ 40MG/0.4ML (10 X 0.4 ML),1.0,0076726,N,1.0,ML ,1.0,,AP,06/23/2014,08/19/2021,09/13/2021,
70710.0,1759.0,2.0,70710175902.0,ENOXAPARIN INJ 60MG/0.6ML (1 X 0.6 ML),1.0,0076726,N,1.0,ML ,1.0,,AP,06/23/2014,08/19/2021,09/13/2021,
70710.0,1759.0,6.0,70710175906.0,ENOXAPARIN INJ 60MG/0.6ML (10 X 0.6 ML),1.0,0076726,N,1.0,ML ,1.0,,AP,06/23/2014,08/19/2021,09/13/2021,
70710.0,1760.0,2.0,70710176002.0,ENOXAPARIN INJ 80MG/0.8ML (1 X 0.8 ML),1.0,0076726,N,1.0,ML ,1.0,,AP,06/23/2014,08/19/2021,09/13/2021,
70710.0,1760.0,6.0,70710176006.0,ENOXAPARIN INJ 80MG/0.8ML (10 X 0.8 ML),1.0,0076726,N,1.0,ML ,1.0,,AP,06/23/2014,08/19/2021,09/13/2021,
70710.0,1761.0,2.0,70710176102.0,ENOXAPARIN INJ 100MG/ML (1 X 1 ML),1.0,0076726,N,1.0,ML ,1.0,,AP,06/23/2014,08/19/2021,09/13/2021,
70710.0,1761.0,6.0,70710176106.0,ENOXAPARIN INJ 100MG/ML (10 X 1 ML),1.0,0076726,N,1.0,ML ,1.0,,AP,06/23/2014,08/19/2021,09/13/2021,
70710.0,1762.0,2.0,70710176202.0,ENOXAPARIN INJ 120MG/0.8ML (1 X 0.8 ML),1.0,0076726,N,1.0,ML ,1.0,,AP,06/23/2014,08/19/2021,09/13/2021,
70710.0,1762.0,6.0,70710176206.0,ENOXAPARIN INJ 120MG/0.8ML (10 X 0.8 ML),1.0,0076726,N,1.0,ML ,1.0,,AP,06/23/2014,08/19/2021,09/13/2021,
70710.0,1763.0,2.0,70710176302.0,ENOXAPARIN INJ 150MG/ML (1 X 1 ML),1.0,0076726,N,1.0,ML ,1.0,,AP,06/23/2014,08/19/2021,09/13/2021,
70710.0,1763.0,6.0,70710176306.0,ENOXAPARIN INJ 150MG/ML (10 X 1 ML),1.0,0076726,N,1.0,ML ,1.0,,AP,06/23/2014,08/19/2021,09/13/2021,
70748.0,312.0,9.0,70748031209.0,Ibuprofen & Famotidine Tablets 800mg/26.6mg,4.0,0022519,I,1.0,TAB,90.0,,AB,04/23/2011,09/14/2021,09/15/2021,
,,,,,,,,,,,,,,,,
