OBJECTID,ID,SURFACE_MATERIAL,MAINTENANCE_RESPONSIBILITY,WIDTH,COMMENTS,GLOBALID,PLAN_NUM,MAPNUM,DEEDBOOK,DEEDPAGE,TRAIL_NAME,ADDITION_TRAIL_NAME,TRAILOWNER,TRAILNAME,SOURCEDATE,SOURCETYPE,ADA,SIGNAGE,RESTRICTION,PARK_REGISTRY_ID,TRIRIGA_ID,SENSITIVE_RESOURCE,DIFFICULTY,STEPS,PARK_NAME,SUPERVISOR_DISTRICT,PLANNING_DISTRICT,MAINTENANCE_AREA,CreationDate,Creator,EditDate,Editor,Shape__Length
1192,804000,Concrete,Fairfax County Park Authority,6.0,,ebcdbc7a-59f7-4675-9ca9-c877142757c0,,0704,,,,,,,2007/04/18 00:00:00+00,GPS,,,,328.0,PA328-TRL-C,, ,F,Wakefield,Braddock,Annandale,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,51.6630000342835
1193,803360,Bridge,Fairfax County Park Authority,6.0,,d9f07b55-6738-4d1b-ad03-b0b2cf585108,,1101,,,,,,,2007/04/10 00:00:00+00,GPS,,,,128.0,PA128-TRL-BG,, ,F,Grist Mill,Mount Vernon,Mount Vernon,3,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,53.6021818861524
1194,804909,Asphalt,Fairfax County Park Authority,8.0,,ea4d4a6d-7efc-4659-9dd9-ae5b2de3838f,,0492,,,,,,,2007/04/19 00:00:00+00,GPS,,,,72.0,PA72-TRL-A,, ,F,Dunn Loring,Providence,Vienna,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,198.78807594111
1195,802429,Asphalt,Fairfax County Park Authority,6.0,,cb9c99f4-d7bc-46d6-86bd-cf00b13e442f,,0993,,,,,,,2007/04/03 00:00:00+00,GPS,,,,1.0,PA1-TRL-A,, ,F,,Mount Vernon,Springfield,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,505.030544783834
1196,805493,Concrete,Fairfax County Park Authority,8.0, ,931b13f4-20e9-481b-b066-cb7426759b0e,,0163,,,,,,,,,,,,,,,,,Arrowbrook,Dranesville,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,45.127313556324
1197,800388,Natural,Fairfax County Park Authority,4.0,,9d72c4f8-bc92-4d18-a2b8-b650aa5ef7b4,,0792,,,,,,,2007/01/30 00:00:00+00,GPS,,,,167.0,PA167-TRL-N,, ,F,Lake Accotink,Braddock,Annandale,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,19.4748304122162
1198,800570,Natural,Fairfax County Park Authority,4.0,,767c8d9c-3f13-440b-81f7-fc297c51df94,,0361,,,,,,,2007/03/14 00:00:00+00,GPS,,,,97.0,PA97-TRL-N,, ,F,Fred Crabtree,Hunter Mill,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,182.280115789542
1199,801556,Asphalt,Fairfax County Park Authority,6.0,,5c33a6ae-8475-4a0d-b292-548b5254ae72,,0453,,,,,,,2007/03/27 00:00:00+00,GPS,,,,273.0,PA273-TRL-A,, ,F,Rocky Run Stream Valley,Sully,Bull Run,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,178.376038987462
1200,801774,Asphalt,Fairfax County Park Authority,6.0,,4ba3c65a-7a04-45a8-ba7b-ce0bf26652b3,,0562,,,,,,,2007/03/22 00:00:00+00,GPS,,,,394.0,PA394-TRL-A,, ,F,Carney,Braddock,Fairfax,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,131.860632042401
1202,803835,Natural,Fairfax County Park Authority,6.0,,71884c3e-fd5b-400a-9947-998d0468b342,,0703,,,,,,,2007/04/17 00:00:00+00,GPS,,,,233.0,PA233-TRL-N,, ,F,Oak Hill,Braddock,Annandale,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,301.06616980214
1203,800732,Natural,Fairfax County Park Authority,4.0,,7bd55fae-4f11-49e5-b4e3-23bd1e325bd3,,0084,,,Potomac Heritage Trail,,,,2007/03/01 00:00:00+00,GPS,,,,272.0,PA272-TRL-N,, ,F,Riverbend,Dranesville,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,479.916424500307
1204,802572,Asphalt,Fairfax County Park Authority,6.0,,19bb76f8-fd57-4064-8a57-f3b8cdf3f1a8,,0884,,,,,,,2007/04/04 00:00:00+00,GPS,,,,150.0,PA150-TRL-A,, ,F,Huntsman,Springfield,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,116.838022716239
1206,803495,Asphalt,Fairfax County Park Authority,6.0,,e516d4b6-3f67-4f8e-be7f-0f42be9e9848,,0703,,,,,,,2007/04/17 00:00:00+00,GPS,,,,328.0,PA328-TRL-A,, ,F,Wakefield,Braddock,Annandale,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,118.74996559249
1208,801958,Natural,Fairfax County Park Authority,6.0,,489a64bf-9118-453e-9d96-0e880ee4e5a6,,0702,,,,,,,2007/04/18 00:00:00+00,GPS,,,,328.0,PA328-TRL-N,, ,F,Wakefield,Braddock,Annandale,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,49.2204149922132
1209,801492,Asphalt,Fairfax County Park Authority,6.0,,83cbda3f-2786-4909-ae20-60b7498f99ee,,0351,,,,,,,2007/03/19 00:00:00+00,GPS,,,,103.0,PA103-TRL-A,, ,F,Franklin Farm,Sully,Upper Potomac,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,44.0791067735248
1210,803262,Asphalt,Fairfax County Park Authority,4.0,,194a6ce9-daf9-4b0e-9573-5493def3ffa8,,1013,,,,,,,2007/04/10 00:00:00+00,GPS,,,,350.0,PA350-TRL-A,, ,F,Woodlawn,Mount Vernon,Mount Vernon,3,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,148.087766786926
1211,805518,Asphalt,Fairfax County Park Authority,6.0,,2b5f24b9-1ede-4fa3-a1f4-0671da671569,,0703,,,,,,,2012/08/16 00:00:00+00,AERIAL PHOTO,,,,39.0,PA39-TRL-A,,MODERATE,F,Canterbury Woods,Braddock,Annandale,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,71.4638705913784
1212,804448,Bridge,Fairfax County Park Authority,6.0,,7812aa01-de01-46a5-8e85-1cae3162b1b0,,0401,,,,,,,2007/04/20 00:00:00+00,GPS,,,,321.0,PA321-TRL-BG,, ,F,Tysons Pimmit,Dranesville,McLean,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,26.8768650936728
1213,805271,Natural,Fairfax County Park Authority,4.0,,aabadc3f-004c-43c8-8434-d984f3363b63,,0573,,,,,,,2008/05/08 00:00:00+00,GPS,,,,83.0,PA83-TRL-N,,,F,Fairfax Villa,Braddock,Fairfax,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,433.417466952454
1214,802949,Asphalt,Fairfax County Park Authority,6.0,,69ea15a6-7ab1-4115-92ef-87ca68c60eeb,,0882,,,,,,,2007/04/04 00:00:00+00,GPS,,,,275.0,PA275-TRL-A,, ,F,Rolling Valley West,Springfield,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,568.049249014509
1215,800846,Asphalt,Fairfax County Park Authority,6.0,,5abcffe5-7c4c-4f00-b8b5-355b77c9d7a5,,0161,,,,,,,2007/03/09 00:00:00+00,GPS,,,,2.0,PA2-TRL-A,, ,F,Alabama Drive,Dranesville,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,37.6079045825711
1217,803870,Asphalt,Fairfax County Park Authority,6.0,CCT,f23a2906-a6aa-4538-8528-0db8a6226084,,0484,,,Cross County Trail,,,,2007/04/17 00:00:00+00,GPS,,,,73.0,PA73-TRL-A,, ,F,Accotink Stream Valley,Providence,Fairfax,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,210.034557464921
1218,801596,Asphalt,Fairfax County Park Authority,6.0,,fe9da108-11c1-4d2b-a246-99b8b251a25f,,0542,,,,,,,2007/03/27 00:00:00+00,GPS,,,,77.0,PA77-TRL-A,, ,F,Ellanor C. Lawrence,Sully,Bull Run,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,22.8972402887377
1219,802684,Bridge,Fairfax County Park Authority,4.0,,1be7ae60-683e-4c7b-a41a-755a5400af2e,,0891,,,,,,,2007/03/29 00:00:00+00,GPS,,,,259.0,PA259-TRL-BG,, ,F,Pohick Stream Valley,Springfield,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,115.724624147469
1220,800459,Natural,Fairfax County Park Authority,4.0,,b11f3a49-24d4-4af7-b5ed-5356bb81f36a,,0082,,,Connector Trail,,,,2007/02/27 00:00:00+00,GPS,,,,272.0,PA272-TRL-N,, ,F,Riverbend,Dranesville,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,53.4056446933629
1221,801601,Stonedust,Fairfax County Park Authority,8.0,,0c2033da-8422-4452-8704-632dfc482436,,0913,,,,,,,2007/04/10 00:00:00+00,GPS,,,,258.0,PA258-TRL-SD,, ,F,Kingstowne,Franconia,Rose Hill,3,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,17.9256464036826
1222,800871,Concrete,Fairfax County Park Authority,6.0,,30f2ab7a-0e0a-45a6-9cc9-c7ac9b2b9b3b,,0162,,,,,,,2007/03/08 00:00:00+00,GPS,,,,28.0,PA28-TRL-C,, ,F,Bruin,Dranesville,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,24.2962384496163
1223,800825,Asphalt,Fairfax County Park Authority,6.0,,842c3c80-77c2-4916-9c7c-b4f6411a9e29,,0252,,,,,,,2007/03/09 00:00:00+00,GPS,,,,302.0,PA302-TRL-A,, ,F,Stratton Woods,Hunter Mill,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,98.6207330041857
1224,803526,Asphalt,Fairfax County Park Authority,6.0,,f2edcd29-dc4b-40ae-a58b-22ae5dcdb30e,,0704,,,,,,,2007/04/17 00:00:00+00,GPS,,,,87.0,PA87-TRL-A,, ,F,Fitzhugh,Braddock,Annandale,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,692.286830508706
1225,803600,Gravel,Fairfax County Park Authority,6.0,,b28909e2-17b3-4a40-a4c9-9e8dea0ce4bc,,0712,,,,,,,2007/04/16 00:00:00+00,GPS,,,,205.0,PA205-TRL-G,, ,F,Mason District,Mason,Annandale,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,23.4234515941989
1226,804868,Asphalt,Fairfax County Park Authority,6.0,,b274df0d-8a1b-4323-9a6c-1c919b539ff6,,0372,,,,,,,2007/04/19 00:00:00+00,GPS,,,,160.0,PA160-TRL-A,, ,F,Kemper,Hunter Mill,Vienna,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,209.727789055948
1227,800624,Natural,Fairfax County Park Authority,6.0,,9bdaa5f8-e928-4db6-b6a7-b94d757e09d8,,0084,,,Connector Trail,,,,2007/02/28 00:00:00+00,GPS,,,,272.0,PA272-TRL-N,, ,F,Riverbend,Dranesville,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,303.840284697291
1228,803520,Stonedust,Fairfax County Park Authority,6.0,,9bcf1b1b-1b38-4525-875a-9d97ca9d7989,,0704,,,,,,,2007/04/18 00:00:00+00,GPS,,,,328.0,PA328-TRL-SD,, ,F,Wakefield,Braddock,Annandale,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,14.4079966569601
1229,801703,Natural,Fairfax County Park Authority,6.0,,b1917126-5f9a-45b3-99cd-a5d2debf34f4,,0334,,,,,,,2007/03/20 00:00:00+00,GPS,,,,387.0,PA387-TRL-N,, ,F,Cub Run Rec Center,Sully,Bull Run,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,948.888549475659
1230,803803,Natural,Fairfax County Park Authority,4.0,,463a074d-6aff-4233-9970-f1ab4943e9f8,,0311,,,,,,,2011/06/13 00:00:00+00,GPS,,,,264.0,PA264-TRL-N,,,F,Potomac Hills,Dranesville,McLean,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,126.502993761028
1231,804272,Natural,Fairfax County Park Authority,4.0,,c2d431de-9b37-4d3b-bc55-e639ca268792,,0702,,,,,,,2007/04/18 00:00:00+00,GPS,,,,328.0,PA328-TRL-N,, ,F,Wakefield,Braddock,Annandale,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,303.779211701641
1232,803361,Asphalt,Fairfax County Park Authority,6.0,,c49e040c-0e9a-4ee1-b0ac-60c049852cd7,,0931,,,,,,,2007/04/06 00:00:00+00,GPS,,,,30.0,PA30-TRL-A,, ,F,Bucknell Manor,Mount Vernon,Mount Vernon,3,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,70.1955614181921
1233,800650,Asphalt,Fairfax County Park Authority,6.0,,5d97b7f6-ec2d-4168-b73d-63639c750003,,0252,,,,,,,2007/03/09 00:00:00+00,GPS,,,,302.0,PA302-TRL-A,, ,F,Stratton Woods,Hunter Mill,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,239.036109715707
1234,800283,Concrete,Fairfax County Park Authority,4.0,,2a45d588-1267-47b9-b673-42e0de5c4888,,0792,,,,,,,2007/02/21 00:00:00+00,GPS,,,,167.0,PA167-TRL-C,, ,F,Lake Accotink,Braddock,Annandale,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,47.4221413052984
1235,802518,Asphalt,Fairfax County Park Authority,6.0,,d8c2b412-8dc0-4c69-a32f-f3c7e99150ad,,0981,,,,,,,2007/04/04 00:00:00+00,GPS,,,,293.0,PA293-TRL-A,, ,F,South Run Stream Valley,Mount Vernon,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,44.012803151662
1236,803914,Gravel,Fairfax County Park Authority,6.0,,2b19fcaf-20b6-46ac-a235-17a670a3d896,,0602,,,,,,,2007/04/16 00:00:00+00,GPS,,,,141.0,PA141-TRL-G,, ,F,Holmes Run Stream Valley,Mason,Jefferson,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,21.1169342158647
1237,800264,Natural,Fairfax County Park Authority,4.0,,00c7afdf-21dd-4873-a2aa-90fa9f304bb2,,0791,,,,,,,2007/01/30 00:00:00+00,GPS,,,,167.0,PA167-TRL-N,, ,F,Lake Accotink,Braddock,Annandale,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,290.4607414103
1239,803500,Asphalt,Fairfax County Park Authority,6.0,,d982b7be-781e-464a-afcf-cbc9e846d4d0,,0704,,,,,,,2007/04/17 00:00:00+00,GPS,,,,328.0,PA328-TRL-A,, ,F,Wakefield,Braddock,Annandale,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,291.458093275764
1240,800450,Asphalt,Fairfax County Park Authority,6.0,,080435a1-d91b-4839-bce1-a4dbc80c3510,,0261,,,,,,,2007/03/09 00:00:00+00,GPS,,,,291.0,PA291-TRL-A,, ,F,South Lakes Drive,Hunter Mill,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,342.548750457707
1241,801860,Other,Fairfax County Park Authority,4.0,,4536c101-d2c9-4652-88d3-216f8b6be6d6,,0543,,,,,,,2007/03/21 00:00:00+00,GPS,,,,273.0,PA273-TRL-O,, ,T,Rocky Run Stream Valley,Sully,Bull Run,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,16.3949866741969
1242,804400,Bridge,Fairfax County Park Authority,6.0,,c8e2b35b-d33b-4f2b-9edb-8f7e7bf32994,,0313,,,,,,,2007/04/23 00:00:00+00,GPS,,,,191.0,PA191-TRL-BG,, ,F,Little Pimmit Run Stream Valley,Dranesville,McLean,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,43.4606014795105
1243,800604,Natural,Fairfax County Park Authority,4.0,,8b17b0c0-51cd-4bf1-88a3-e16cb971672e,,0251,,,,,,,2007/03/15 00:00:00+00,GPS,,,,109.0,PA109-TRL-N,, ,F,Frying Pan Stream Valley,Hunter Mill,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,139.863926069728
1244,805200,Natural,Fairfax County Park Authority,4.0, Steps,d57b8a3e-8fc5-49d2-8fe0-8d4765a059c5,,0311,,,,,,,2011/06/14 00:00:00+00,GPS,,,,248.0,PA248-TRL-N,,,T,Pimmit Run Stream Valley,Dranesville,McLean,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,16.964442284015
1245,805256,Asphalt,Fairfax County Park Authority,8.0, ,c85ce0b0-8afd-48a9-8ff7-d0004a7bd161,,0362,,,,,,,2008/02/04 00:00:00+00,GPS,,,,189.0,PA189-TRL-A,,,F,,Sully,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,236.795502676894
1246,804046,Concrete,Fairfax County Park Authority,4.0,,bf587db3-5f1e-4f51-a80e-3b546f16c65d,,0601,,,,,,,2011/06/20 00:00:00+00,GPS,,,,278.0,PA278-TRL-A,,,F,Roundtree,Mason,Jefferson,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,174.236056782381
1247,804186,Gravel,Fairfax County Park Authority,8.0,,a5dee20f-ae0b-4a40-89b0-c7ebebcb2d9a,,0714,,,,,,,2011/06/06 00:00:00+00,GPS,,,,64.0,PA64-TRL-G,,,F,Deerlick,Mason,Annandale,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,113.496302960814
1248,800644,Asphalt,Fairfax County Park Authority,8.0,CCT,408c8409-9482-4c92-bc46-8daf7b96d52e,,0184,,,Cross County Trail,,,,2007/03/06 00:00:00+00,GPS,,,,66.0,PA66-TRL-A,, ,F,,Hunter Mill,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,29.4498370307383
1249,802772,Asphalt,Fairfax County Park Authority,6.0,,91e18068-3307-413e-b794-5df8ea70b7a4,,0782,,,,,,,2007/04/02 00:00:00+00,GPS,,,,287.0,PA287-TRL-A,, ,F,Silas Burke,Springfield,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,155.346209270005
1250,805321,Asphalt,Fairfax County Park Authority,8.0,CCT,c338346e-3d9b-45a2-97fc-eed025be350c,,0901,,,Cross County Trail,,,,2010/03/05 00:00:00+00,AERIAL PHOTO,,,,1.0,PA1-TRL-A,,MODERATE,F,Accotink Stream Valley,Franconia,Springfield,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,509.700449399706
1251,805059,Asphalt,Fairfax County Park Authority,4.0,,60d16772-d669-4d2f-b3fa-1698203ff41f,,0591,,,,,,,2007/08/29 00:00:00+00,GPS,,,,74.0,PA74-TRL-A,, ,F,Eakin Community,Providence,Fairfax,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,65.530091868782
1253,801467,Asphalt,Fairfax County Park Authority,6.0,,1ba660df-307c-4e0b-b595-cd079ad908d6,,0542,,,,,,,2007/03/28 00:00:00+00,GPS,,,,77.0,PA77-TRL-A,, ,F,Ellanor C. Lawrence,Sully,Bull Run,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,82.35025551471
1254,801992,Asphalt,Fairfax County Park Authority,8.0,,496cb206-04ac-4c75-b856-0bb67c911b26,,0434,,,,,,,2010/03/15 00:00:00+00,AERIAL PHOTO,,,,89.0,PA89-TRL-A,,,F,Flatlick Run Stream Valley,Sully,Bull Run,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,331.802785594085
1255,800932,Asphalt,Fairfax County Park Authority,6.0,,e02e13dc-29a1-4571-aa78-8003189d90d4,,0111,,,,,,,2007/03/08 00:00:00+00,GPS,,,,304.0,PA304-TRL-A,, ,F,Sugarland Run Stream Valley,Dranesville,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,144.743974450897
1256,804866,Gravel,Fairfax County Park Authority,6.0,,6f265694-f564-4409-9d90-09ba60165b87,,0372,,,,,,,2007/04/19 00:00:00+00,GPS,,,,160.0,PA160-TRL-G,, ,F,Kemper,Hunter Mill,Vienna,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,186.712850758168
1257,802102,Asphalt,Fairfax County Park Authority,4.0,,8cf401e1-159c-4e1b-a4c5-61a2effb1be6,,0253,,,,,,,2007/03/19 00:00:00+00,GPS,,,,143.0,PA143-TRL-A,, ,F,Horsepen Run Stream Valley,Sully,Upper Potomac,5,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,53.6625403814205
1258,800100,Natural,Fairfax County Park Authority,4.0,,5df70670-c25e-49e8-aa7d-8dfdebd885c2,,0791,,,,,,,2007/02/08 00:00:00+00,GPS,,,,167.0,PA167-TRL-N,, ,F,Lake Accotink,Braddock,Annandale,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,236.533581194972
1259,800788,Asphalt,Fairfax County Park Authority,6.0,,338df52c-4ece-4c56-a374-28b194505eba,,0161,,,,,,,2007/03/09 00:00:00+00,GPS,,,,2.0,PA2-TRL-A,, ,F,Alabama Drive,Dranesville,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,297.682549923789
1260,804388,Asphalt,Fairfax County Park Authority,6.0,,cfa92812-e2a6-4904-80b2-b80e1163ef71,,0401,,,,,,,2007/04/20 00:00:00+00,GPS,,,,321.0,PA321-TRL-A,, ,F,Tysons Pimmit,Dranesville,McLean,1,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,639.950162906531
1261,802139,Natural,Fairfax County Park Authority,8.0,,39dbbdae-d87e-4f57-a77b-18fd9cf893d9,,0683,,,,,,,2007/03/29 00:00:00+00,GPS,,,,215.0,PA215-TRL-N,, ,F,Middleridge,Braddock,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,466.757753463898
1262,802605,Asphalt,Fairfax County Park Authority,8.0,CCT,f9480f23-db5d-4be8-ab8e-96169a84c6f8,,0794,,,Cross County Trail,,,,2010/03/04 00:00:00+00,AERIAL PHOTO,,,,1.0,PA1-TRL-C,, ,F,Accotink Stream Valley,Franconia,Springfield,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,356.592397791814
1263,804173,Asphalt,Fairfax County Park Authority,6.0,,62c55cba-b1f8-4f0b-8eeb-2f222d6b37ca,,0601,,,,,,,2011/06/20 00:00:00+00,GPS,,,,278.0,PA278-TRL-A,,,F,Roundtree,Mason,Jefferson,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,53.7243688406113
1264,802670,Gravel,Fairfax County Park Authority,6.0,,8f6744dc-9c93-4235-a2ff-7531b835fa68,,0872,,,,,,,2007/04/05 00:00:00+00,GPS,,,,33.0,PA33-TRL-G,, ,F,Burke Lake,Springfield,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,223.779142405372
1265,802320,Asphalt,Fairfax County Park Authority,6.0,,7a17156c-1df0-481a-a168-52a95f7ba26d,,0983,,,,,,,2007/04/04 00:00:00+00,GPS,,,,230.0,PA230-TRL-A,, ,F,Newington Heights,Mount Vernon,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,122.002838970787
1266,801062,Natural,Fairfax County Park Authority,6.0,,aab16272-59bc-4ef1-a713-c7a499c98d45,,0182,,,,,,,2007/03/05 00:00:00+00,GPS,,,,57.0,PA57-TRL-N,, ,F,Colvin Run Mill,Hunter Mill,Upper Potomac,6,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,3414.07712829932
1267,804304,Gravel,Fairfax County Park Authority,8.0,,c8c227ad-f04d-45e7-a7ed-8edadbb201ef,,0702,,,,,,,2007/04/18 00:00:00+00,GPS,,,,328.0,PA328-TRL-G,, ,F,Wakefield,Braddock,Annandale,2,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,213.009483540926
1268,800175,Natural,Fairfax County Park Authority,8.0,,2463a470-be71-40d6-8ff6-de0b8528a1c1,,0792,,,,,,,2007/01/30 00:00:00+00,GPS,,,,167.0,PA167-TRL-N,, ,F,Lake Accotink,Braddock,Annandale,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,123.017229558034
1269,802617,Natural,Fairfax County Park Authority,6.0,,b42ef589-40cf-4a6b-af04-43b3691758a9,,0874,,,,,,,2007/04/05 00:00:00+00,GPS,,,,33.0,PA33-TRL-N,, ,F,Burke Lake,Springfield,Pohick,4,2023/10/29 11:04:47.889+00,FairfaxCounty,2023/10/29 11:04:47.889+00,FairfaxCounty,338.610682574442
