Facilty_Number,Facility_Name,Address,Zip,Area_Number,Program_Code,Establishment_Type,Status,Score_Recent,DateRecent,Score2,Date2,Score3,Date3,ObjectId
63565,COMFORT INN & SUITES,2912 CRITTENDEN DR,40209,23,620,HOTEL / MOTEL,ACTIVE,90,2023/02/21 00:00:00,87,2022/02/25 00:00:00,91,2021/02/18 00:00:00,256
98990,FAIRFIELD INN AND SUITES,1220 KENTUCKY MILLS DR,40299,22,620,HOTEL / MOTEL,ACTIVE,71,2022/12/05 00:00:00,86,2021/12/06 00:00:00,94,2020/09/23 00:00:00,257
105640,DERBY LANE MOBILE HOME COMMUNITY,2714 S 7TH ST RD,40215,23,625,MOBILE HOME / REC. VEHICLE PARK,ACTIVE,82,2019/10/10 00:00:00,72,2018/10/11 00:00:00,0,,258
35396,CHURCHILL PARK SCHOOL,435 BOXLEY AVE,40209,28,635,SCHOOLS,ACTIVE,100,2023/01/25 00:00:00,100,2022/09/28 00:00:00,100,2022/02/16 00:00:00,259
35489,DESALES HIGH SCHOOL,425 W. KENWOOD DR,40214,28,635,SCHOOLS,ACTIVE,100,2023/03/13 00:00:00,100,2022/11/09 00:00:00,98,2022/04/19 00:00:00,260
63706,INTOWN SUITES HURSTBOURNE,4604 WATTBOURNE LN,40299,22,620,HOTEL / MOTEL,ACTIVE,92,2022/09/08 00:00:00,84,2021/08/20 00:00:00,88,2019/12/13 00:00:00,261
106528,I WOKE UP LIKE THIS BEAUTY BAR,414 BAXTER AVE SUITE 250,40204,24,634,TATTOO STUDIO,ACTIVE,93,2023/02/14 00:00:00,94,2021/05/03 00:00:00,98,2019/11/06 00:00:00,262
64756,HOLIDAY INN EXPRESS,1520 ALLIANT AVE,40299,22,620,HOTEL / MOTEL,ACTIVE,96,2023/04/13 00:00:00,94,2022/04/07 00:00:00,100,2021/03/09 00:00:00,263
35492,M. B. LUHR ELEMENTARY SCHOOL,6900 FEGENBUSH LANE,40228,22,635,SCHOOLS,ACTIVE,100,2023/03/24 00:00:00,100,2022/10/04 00:00:00,93,2022/03/24 00:00:00,264
35397,HAWTHORNE ELEMENTARY SCHOOL,2301 CLARENDON AVE,40205,29,635,SCHOOLS,ACTIVE,94,2023/01/26 00:00:00,100,2022/10/07 00:00:00,100,2022/03/11 00:00:00,265
35498,MARYHURST SCHOOL,1015 DORSEY LANE,40223,25,635,SCHOOLS,ACTIVE,94,2023/04/18 00:00:00,98,2022/10/31 00:00:00,100,2022/02/17 00:00:00,266
99138,DRURY INN,9597 BROWNSBORO RD,40241,21,620,HOTEL / MOTEL,ACTIVE,100,2022/12/02 00:00:00,95,2022/01/05 00:00:00,96,2020/01/15 00:00:00,267
65174,ACADEMY FOR INDIVIDUAL EXCELLENCE,3101 BLUEBIRD LANE,40299,22,635,SCHOOLS,ACTIVE,100,2023/04/19 00:00:00,100,2022/10/13 00:00:00,100,2022/04/18 00:00:00,268
106689,EMMA JUSTINE HAIR LOUNGE AND SPA,11511 MAIN ST,40243,25,634,TATTOO STUDIO,ACTIVE,89,2023/02/15 00:00:00,100,2021/05/04 00:00:00,100,2020/06/10 00:00:00,269
35398,HAZELWOOD ELEMENTARY SCHOOL,1325 BLUEGRASS AVE,40215,28,635,SCHOOLS,ACTIVE,98,2023/02/02 00:00:00,95,2022/09/27 00:00:00,100,2022/02/10 00:00:00,270
35499,VIRGINIA CHANCE SCHOOL,4200 LIME KILN LANE,40222,21,635,SCHOOLS,ACTIVE,94,2023/05/04 00:00:00,100,2022/12/05 00:00:00,96,2022/04/29 00:00:00,271
99486,COMMITTED 2 INK STUDIO,4306 FEGENBUSH LANE,40228,27,644,BODY PIERCING STUDIO,HOLD,0,,0,,0,,272
66403,COUNTRY INN & SUITES,1241 KENTUCKY MILLS DRIVE,40299,22,620,HOTEL / MOTEL,ACTIVE,88,2023/03/08 00:00:00,86,2022/02/16 00:00:00,94,2021/02/02 00:00:00,273
106691,EMBASSY SUITES,501 S 4TH ST,40202,24,620,HOTEL / MOTEL,ACTIVE,94,2022/12/20 00:00:00,96,2021/03/31 00:00:00,94,2020/01/17 00:00:00,274
35399,HAYFIELD MONTESSORI,2000 TYLER LN,40205,29,635,SCHOOLS,ACTIVE,100,2023/02/13 00:00:00,100,2022/09/22 00:00:00,100,2022/01/24 00:00:00,275
35501,WHITEFIELD ACADEMY,7711 FEGENBUSH LANE,40228,22,635,SCHOOLS,ACTIVE,100,2023/03/27 00:00:00,100,2022/10/18 00:00:00,90,2022/03/24 00:00:00,276
99509,MANOR ISLE MOBILE HOME PARK,12301 DIXIE HIGHWAY,40272,22,625,MOBILE HOME / REC. VEHICLE PARK,ACTIVE,86,2022/10/25 00:00:00,86,2021/10/19 00:00:00,72,2020/10/12 00:00:00,277
67443,KENTUCKY SCHOOL FOR THE BLIND,1867 FRANKFORT AVENUE,40206,26,635,SCHOOLS,ACTIVE,96,2023/03/02 00:00:00,100,2022/09/09 00:00:00,100,2022/04/27 00:00:00,278
106730,SURE STAY PLUS HOTEL,4125 PRESTON HWY,40213,27,620,HOTEL / MOTEL,ACTIVE,88,2023/04/05 00:00:00,92,2022/03/16 00:00:00,91,2020/02/28 00:00:00,279
35400,HIGHLAND MIDDLE SCHOOL,1700 NORRIS PL,40205,29,635,SCHOOLS,ACTIVE,96,2023/03/09 00:00:00,92,2022/09/13 00:00:00,98,2022/03/09 00:00:00,280
36712,WESTPORT ECC,8800 WESTPORT ROAD,40242,25,635,SCHOOLS,ACTIVE,100,2023/03/20 00:00:00,98,2022/11/15 00:00:00,94,2022/02/18 00:00:00,281
99510,HOLIDAY INN EXPRESS,1921 BISHOP LN,40218,27,620,HOTEL / MOTEL,ACTIVE,88,2023/03/08 00:00:00,87,2022/03/11 00:00:00,94,2019/11/26 00:00:00,282
68883,CHANCEY ELEMENTARY SCHOOL,4301 MURPHY LANE,40241,25,635,SCHOOLS,ACTIVE,96,2023/03/20 00:00:00,98,2022/11/22 00:00:00,98,2022/03/11 00:00:00,283
107171,FEATHER & BLADE,1200 BARRET AVE,40204,28,634,TATTOO STUDIO,ACTIVE,100,2022/10/26 00:00:00,100,2021/04/08 00:00:00,100,2020/02/06 00:00:00,284
35402,J. HITE ELEMENTARY SCHOOL,12408 SHELBYVILLE RD,40243,25,635,SCHOOLS,ACTIVE,100,2023/04/21 00:00:00,95,2022/09/06 00:00:00,96,2022/02/24 00:00:00,285
36819,SOUTHPARK T.A.P.P.,9110 NATIONAL TRNPK,40118,27,635,SCHOOLS,ACTIVE,100,2023/04/27 00:00:00,100,2022/12/05 00:00:00,95,2022/03/31 00:00:00,286
99629,HOME 2 SUITES,1150 FOREST BRIDGE RD,40223,25,620,HOTEL / MOTEL,ACTIVE,81,2022/11/30 00:00:00,88,2022/01/04 00:00:00,86,2020/01/30 00:00:00,287
107352,THE BROW BABE,1448 GARDINER LANE SUITE 103,40213,27,634,TATTOO STUDIO,ACTIVE,98,2023/02/15 00:00:00,100,2021/04/30 00:00:00,98,2019/05/13 00:00:00,288
70463,SPRINGHILL SUITES,10101 FOREST GREEN BLVD,40223,25,620,HOTEL / MOTEL,ACTIVE,83,2022/12/21 00:00:00,88,2021/12/23 00:00:00,82,2019/02/27 00:00:00,289
99630,HAMPTON INN,1150 FOREST BRIDGE RD,40223,25,620,HOTEL / MOTEL,ACTIVE,83,2022/11/30 00:00:00,88,2022/01/04 00:00:00,86,2020/01/30 00:00:00,290
35404,SACRED HEART ACADEMY,3175 LEXINGTON RD,40206,26,635,SCHOOLS,ACTIVE,92,2023/01/26 00:00:00,91,2022/09/07 00:00:00,98,2022/01/27 00:00:00,291
36878,HENRY B. SCHAFFNER ELEMENTARY SCHOOL,2701 CRUMS LANE,40216,23,635,SCHOOLS,ACTIVE,100,2023/02/16 00:00:00,100,2022/11/09 00:00:00,96,2022/02/16 00:00:00,292
99831,A PERMANENT SOLUTION: PERMANENT COS. BY THERESA,1850 SOUTH HURSTBOURNE PKWY,40220,29,634,TATTOO STUDIO,ACTIVE,100,2023/04/26 00:00:00,98,2022/05/19 00:00:00,100,2019/12/23 00:00:00,293
35405,GARLAND COCHRANE ELEMENTARY SCHOOL,2511 TREGARON,40299,22,635,SCHOOLS,ACTIVE,98,2023/03/22 00:00:00,100,2022/09/19 00:00:00,95,2022/02/22 00:00:00,294
107778,BEST WESTERN PREMIER,4110 DIXIE HWY,40216,23,620,HOTEL / MOTEL,ACTIVE,98,2023/02/21 00:00:00,80,2022/03/18 00:00:00,95,2021/02/08 00:00:00,295
70848,NATIVITY ACADEMY,529 EAST LIBERTY STREET,40202,26,635,SCHOOLS,ACTIVE,92,2023/02/03 00:00:00,94,2022/09/16 00:00:00,100,2022/02/02 00:00:00,296
41062,COURTYARD MARRIOTT,9608 BLAIRWOOD ROAD,40222,29,620,HOTEL / MOTEL,ACTIVE,88,2022/12/07 00:00:00,96,2021/12/16 00:00:00,98,2019/12/19 00:00:00,297
99867,CARDINAL MANUFACTURED HOME COMMUNITY,7803 ST ANDREWS CHURCH RD,40214,25,625,MOBILE HOME / REC. VEHICLE PARK,ACTIVE,66,2022/11/02 00:00:00,84,2021/11/04 00:00:00,78,2020/10/21 00:00:00,298
35406,S. COLERIDGE TAYLOR ELEMENTARY SCHOOL,1115 W. CHESTNUT ST,40203,24,635,SCHOOLS,ACTIVE,100,2023/03/21 00:00:00,100,2022/09/16 00:00:00,96,2022/03/08 00:00:00,299
108108,EVERYTHING FOR YOUR SKIN,1600 ENVOY CIR STE 1616,40299,29,634,TATTOO STUDIO,ACTIVE,100,2023/05/26 00:00:00,100,2023/01/20 00:00:00,94,2022/02/17 00:00:00,300
70855,RESIDENCE INN,3500 SPRINGHURST COMMONS DR,40241,21,620,HOTEL / MOTEL,ACTIVE,90,2022/12/02 00:00:00,90,2022/01/05 00:00:00,78,2020/01/03 00:00:00,301
43619,PRESENTATION ACADEMY,861 SOUTH 4TH STREET,40203,24,635,SCHOOLS,ACTIVE,100,2023/05/10 00:00:00,100,2022/10/14 00:00:00,100,2022/03/17 00:00:00,302
99954,TRUTH'S TATTOOS,3510 TAYLOR BLVD,40215,28,644,BODY PIERCING STUDIO,ACTIVE,89,2022/11/23 00:00:00,96,2020/10/23 00:00:00,81,2019/05/30 00:00:00,303
35407,SACRED HEART MODEL SCHOOL,3107 LEXINGTON RD,40206,26,635,SCHOOLS,ACTIVE,92,2023/02/01 00:00:00,94,2022/09/07 00:00:00,100,2022/01/27 00:00:00,304
108351,GOOD KARMA TATTOO,1860 MELLWOOD AVE SUITE 215,40206,26,634,TATTOO STUDIO,ACTIVE,93,2023/03/31 00:00:00,97,2022/11/15 00:00:00,97,2022/05/11 00:00:00,305
70857,HAMPTON INN,4100 HAMPTON LAKE WAY,40241,21,620,HOTEL / MOTEL,ACTIVE,89,2022/12/01 00:00:00,94,2021/12/30 00:00:00,90,2020/01/13 00:00:00,306
43626,JACOB ELEMENTARY SCHOOL,3701 E. WHEATMORE AVENUE,40215,28,635,SCHOOLS,ACTIVE,100,2023/02/06 00:00:00,100,2022/10/21 00:00:00,100,2022/03/08 00:00:00,307
100479,NORTON COMMONS ELEMENTARY,10941 KINGS CROWN DR,40059,21,635,SCHOOLS,ACTIVE,100,2023/01/23 00:00:00,98,2022/11/16 00:00:00,93,2022/02/18 00:00:00,308
35408,A.CONWAY MIDDLE SCHOOL,6300 TERRY RD,40258,23,635,SCHOOLS,ACTIVE,94,2023/02/09 00:00:00,90,2022/10/07 00:00:00,92,2022/05/03 00:00:00,309
109209,PREMIER BEAUTY,414 BAXTER AVE #220,40204,24,634,TATTOO STUDIO,ACTIVE,96,2023/05/25 00:00:00,93,2023/05/19 00:00:00,95,2022/02/16 00:00:00,310
71037,ISAAC SHELBY ELEMENTARY SCHOOL,735 ZIEGLER AVENUE,40217,28,635,SCHOOLS,ACTIVE,100,2023/01/23 00:00:00,95,2022/09/16 00:00:00,100,2022/02/14 00:00:00,311
43627,COCHRAN ELEMENTARY SCHOOL,500 WEST GAULBERT STREET,40208,24,635,SCHOOLS,ACTIVE,100,2023/02/03 00:00:00,100,2022/10/06 00:00:00,94,2022/01/11 00:00:00,312
35409,ST. AGNES SCHOOL,1800 NEWBURG RD,40205,29,635,SCHOOLS,ACTIVE,100,2023/02/09 00:00:00,95,2022/09/13 00:00:00,100,2022/03/10 00:00:00,313
100793,LAQUINTA INN & SUITES,1501 ALLIANT AVENUE,40299,22,620,HOTEL / MOTEL,ACTIVE,94,2023/04/24 00:00:00,96,2022/04/07 00:00:00,94,2021/03/15 00:00:00,314
43934,OUR SAVIOR LUTHERAN SCHOOL,8307 NOTTINGHAM PARKWAY,40222,25,635,SCHOOLS,ACTIVE,92,2023/04/18 00:00:00,98,2022/10/24 00:00:00,95,2022/02/25 00:00:00,315
72344,HILTON GARDEN INN AIRPORT,2735 CRITTENDEN DR,40209,23,620,HOTEL / MOTEL,ACTIVE,94,2022/11/08 00:00:00,92,2021/11/29 00:00:00,92,2019/12/23 00:00:00,316
109374,J C NAILS & SPA,4155 SHELBYVILLE RD,40207,21,634,TATTOO STUDIO,ACTIVE,90,2021/03/29 00:00:00,100,2019/11/25 00:00:00,100,2019/10/01 00:00:00,317
44087,GOLDSMITH ELEMENTARY SCHOOL,3520 GOLDSMITH LANE,40220,29,635,SCHOOLS,ACTIVE,96,2023/02/09 00:00:00,98,2022/09/27 00:00:00,100,2022/04/15 00:00:00,318
72345,FOUR POINTS BY SHERATON,2850 CRITTENDEN DR,40209,23,620,HOTEL / MOTEL,ACTIVE,95,2023/04/04 00:00:00,92,2022/04/18 00:00:00,88,2021/02/22 00:00:00,319
101254,CLARKE'S MOTEL,4700 DIXIE HWY,40216,23,620,HOTEL / MOTEL,ACTIVE,96,2023/04/05 00:00:00,96,2022/04/14 00:00:00,87,2021/03/10 00:00:00,320
35410,CORAL RIDGE ELEMENTARY SCHOOL,10608 NATIONAL TURNPIKE,40118,27,635,SCHOOLS,ACTIVE,100,2023/04/19 00:00:00,98,2022/10/12 00:00:00,89,2022/03/22 00:00:00,321
109544,HOTEL DISTIL,101 W MAIN ST,40202,24,620,HOTEL / MOTEL,ACTIVE,98,2023/05/30 00:00:00,92,2022/04/05 00:00:00,100,2021/02/24 00:00:00,322
44088,J. B. ATKINSON SCHOOL,2800 ALFORD AVENUE,40212,24,635,SCHOOLS,ACTIVE,100,2023/03/08 00:00:00,100,2022/11/15 00:00:00,100,2022/02/14 00:00:00,323
72656,COURTYARD BY MARRIOTT,10200 CHAMPION FARMS DR,40241,21,620,HOTEL / MOTEL,ACTIVE,94,2022/12/01 00:00:00,88,2021/12/30 00:00:00,90,2020/01/08 00:00:00,324
101381,LOUISVILLE MARRIOTT EAST,1903 EMBASSY SQUARE BLVD,40245,29,620,HOTEL / MOTEL,ACTIVE,90,2022/11/11 00:00:00,86,2021/09/09 00:00:00,92,2019/12/20 00:00:00,325
35411,CROSBY MIDDLE SCHOOL,303 GATEHOUSE LANE,40243,25,635,SCHOOLS,ACTIVE,100,2023/04/20 00:00:00,92,2022/09/12 00:00:00,92,2022/02/02 00:00:00,326
109813,ALL ABOUT BEAUTY,157 CHENOWETH LANE,40207,26,634,TATTOO STUDIO,ACTIVE,96,2022/03/17 00:00:00,97,2020/01/15 00:00:00,0,,327
45405,LOUISVILLE MALE HIGH SCHOOL,4409 PRESTON HIGHWAY,40213,27,635,SCHOOLS,ACTIVE,93,2023/04/11 00:00:00,100,2022/10/19 00:00:00,100,2022/02/21 00:00:00,328
73130,CLAIRE'S #6956,4053 SUMMIT PLAZA DR,40241,21,643,EAR PIERCING STUDIO,ACTIVE,100,2023/01/05 00:00:00,100,2021/12/09 00:00:00,100,2018/12/14 00:00:00,329
101494,ACME TATTOO CO,2007 BONNYCASTLE AVE,40205,28,634,TATTOO STUDIO,ACTIVE,88,2023/01/25 00:00:00,95,2022/09/16 00:00:00,97,2022/04/05 00:00:00,330
35412,ST ALBERT THE GREAT,1395 GIRARD DRIVE,40222,21,635,SCHOOLS,ACTIVE,92,2023/05/04 00:00:00,95,2022/11/18 00:00:00,100,2022/05/23 00:00:00,331
109833,INK AND DAGGER TATTOO CO,2239 BARDSTOWN RD,40205,27,634,TATTOO STUDIO,ACTIVE,97,2023/01/04 00:00:00,94,2021/01/20 00:00:00,100,2020/06/11 00:00:00,332
46165,MEREDITH-DUNN SCHOOL,3023 MELBOURNE AVENUE,40220,29,635,SCHOOLS,ACTIVE,100,2023/02/27 00:00:00,98,2022/09/26 00:00:00,100,2022/04/21 00:00:00,333
73136,CLAIRE'S #5244,4801 OUTER LOOP SPACE #B-316,40219,27,643,EAR PIERCING STUDIO,ACTIVE,100,2023/02/27 00:00:00,100,2021/12/09 00:00:00,100,2018/11/15 00:00:00,334
101537,SUPER 8,101 CENTRAL AVE,40209,23,620,HOTEL / MOTEL,ACTIVE,94,2023/04/04 00:00:00,92,2022/04/05 00:00:00,92,2021/03/12 00:00:00,335
35413,CRUMS LANE ELEMENTARY SCHOOL,3212 S. CRUMS LANE,40216,23,635,SCHOOLS,ACTIVE,100,2023/02/09 00:00:00,98,2022/10/06 00:00:00,100,2022/02/07 00:00:00,336
109871,ASGARD OF LOUISVILLE,9100 DIXIE HWY,40258,23,634,TATTOO STUDIO,ACTIVE,100,2023/05/26 00:00:00,96,2022/03/08 00:00:00,70,2019/12/10 00:00:00,337
47802,BRANDEIS ELEMENTARY SCHOOL,2817 WEST KENTUCKY STREET,40211,24,635,SCHOOLS,ACTIVE,100,2023/04/13 00:00:00,100,2022/11/02 00:00:00,100,2022/02/10 00:00:00,338
101569,ALOFT LOUISVILLE EAST,10700 WESTPORT RD,40241,21,620,HOTEL / MOTEL,ACTIVE,92,2023/03/15 00:00:00,88,2022/03/21 00:00:00,88,2021/01/14 00:00:00,339
35415,KAMMERER MIDDLE SCHOOL,7401 WESBORO RD,40222,21,635,SCHOOLS,ACTIVE,92,2023/04/10 00:00:00,96,2022/11/21 00:00:00,94,2022/03/11 00:00:00,340
73137,CLAIRE'S #5991,5000 SHELBYVILLE RD   #BOX 1240,40207,25,643,EAR PIERCING STUDIO,ACTIVE,100,2023/01/27 00:00:00,100,2021/12/13 00:00:00,100,2019/06/04 00:00:00,341
109915,CANDLEWOOD DOWNTOWN,1039 ZORN AVE,40207,28,620,HOTEL / MOTEL,ACTIVE,96,2022/10/27 00:00:00,96,2021/10/26 00:00:00,92,2020/02/10 00:00:00,342
49603,TATTOO CHARLIE'S,7904 PRESTON HWY,40219,27,634,TATTOO STUDIO,ACTIVE,100,2023/04/28 00:00:00,97,2022/12/22 00:00:00,100,2021/10/14 00:00:00,343
73430,PIERCING PAGODA #660,4801 OUTER LOOP K-3,40219,27,643,EAR PIERCING STUDIO,ACTIVE,100,2023/05/03 00:00:00,100,2021/12/09 00:00:00,100,2018/11/19 00:00:00,344
35416,J. F. KENNEDY SCHOOL,3800 GIBSON LANE,40212,24,635,SCHOOLS,ACTIVE,100,2023/04/21 00:00:00,100,2022/10/19 00:00:00,100,2022/05/02 00:00:00,345
101688,THE BOOTH TATTOOS,3950 DIXIE HWY SUITE 104,40216,23,634,TATTOO STUDIO,ACTIVE,100,2023/04/27 00:00:00,100,2022/12/21 00:00:00,100,2022/02/16 00:00:00,346
109977,KENTUCKY TATTOO,7316 PRESTON HWY,40219,27,634,TATTOO STUDIO,ACTIVE,97,2023/02/17 00:00:00,97,2021/10/13 00:00:00,100,2020/06/08 00:00:00,347
49992,ST. PATRICK SCHOOL CHURCH,1000 N BECKLEY STATION RD,40245,25,635,SCHOOLS,ACTIVE,100,2023/04/21 00:00:00,96,2022/09/20 00:00:00,98,2022/02/17 00:00:00,348
73462,TATTOO CHARLIE'S,7904 PRESTON HWY,40219,27,644,BODY PIERCING STUDIO,ACTIVE,100,2023/04/28 00:00:00,100,2022/12/22 00:00:00,100,2021/10/14 00:00:00,349
35417,ST. ATHANASIUS SCHOOL,5915 OUTER LOOP,40219,27,635,SCHOOLS,ACTIVE,98,2023/04/21 00:00:00,100,2022/10/03 00:00:00,100,2022/03/29 00:00:00,350
101826,QUALITY INN,1301 KENTUCKY MILLS DR,40299,22,620,HOTEL / MOTEL,ACTIVE,92,2023/04/07 00:00:00,92,2022/03/11 00:00:00,92,2021/02/19 00:00:00,351
109978,KENTUCKY TATTOO,7316 PRESTON WHY,40219,27,644,BODY PIERCING STUDIO,ACTIVE,87,2023/02/17 00:00:00,93,2021/10/13 00:00:00,100,2020/06/08 00:00:00,352
52330,YOUTH PERFORMING ARTS,1517 S. 2ND STREET,40208,28,635,SCHOOLS,ACTIVE,100,2023/02/24 00:00:00,100,2022/09/15 00:00:00,100,2022/01/27 00:00:00,353
73639,MARRIOTT LOUISVILLE DOWNTOWN,280 W JEFFERSON ST,40202,24,620,HOTEL / MOTEL,ACTIVE,96,2022/12/20 00:00:00,100,2021/04/06 00:00:00,88,2019/12/20 00:00:00,354
35421,KENWOOD ELEMENTARY SCHOOL,7420 JUSTAN AVENUE,40214,28,635,SCHOOLS,ACTIVE,96,2023/01/27 00:00:00,100,2022/11/03 00:00:00,100,2022/03/15 00:00:00,355
102155,J MICHAEL'S SPA & SALON,4121 SHELBYVILLE RD #1,40207,21,634,TATTOO STUDIO,ACTIVE,100,2021/04/06 00:00:00,98,2019/03/06 00:00:00,98,2018/12/20 00:00:00,356
110048,MOTEL 6,6121 AIRPORT HOTELS BLVD,40213,27,620,HOTEL / MOTEL,ACTIVE,68,2023/04/05 00:00:00,90,2022/01/18 00:00:00,90,2021/03/04 00:00:00,357
52337,MARY GRACE JAEGER EDUCATION CENTER,502 WOOD ROAD,40222,25,635,SCHOOLS,ACTIVE,98,2023/04/18 00:00:00,100,2022/10/14 00:00:00,100,2022/02/14 00:00:00,358
75024,EXTENDED STAY AMERICA #325,6101 DUTCHMANS LN,40205,26,620,HOTEL / MOTEL,ACTIVE,90,2023/01/06 00:00:00,94,2021/11/12 00:00:00,96,2019/03/14 00:00:00,359
35422,KERRICK ELEMENTARY SCHOOL,2212 UPPERS HUNTERS TRACE,40216,23,635,SCHOOLS,ACTIVE,98,2023/03/10 00:00:00,100,2023/03/10 00:00:00,96,2022/11/17 00:00:00,360
110442,GREEN ACRES MOBILE HOME PARK,5616 GREEN ACRES DR,40258,28,625,MOBILE HOME / REC. VEHICLE PARK,ACTIVE,82,2022/11/08 00:00:00,88,2021/10/21 00:00:00,86,2020/11/12 00:00:00,361
52939,LANDMARK CHRISTIAN ACADEMY,6502 JOHNSONTOWN ROAD,40272,23,635,SCHOOLS,ACTIVE,100,2023/02/17 00:00:00,100,2022/11/10 00:00:00,100,2022/04/11 00:00:00,362
75215,HOWARD JOHNSON,709 PHILLIPS LN,40209,28,620,HOTEL / MOTEL,ACTIVE,79,2022/12/22 00:00:00,90,2021/12/22 00:00:00,88,2021/02/23 00:00:00,363
35423,ST. BERNARD SCHOOL,7501 TANGELO DR,40228,22,635,SCHOOLS,ACTIVE,100,2023/03/27 00:00:00,100,2022/10/03 00:00:00,100,2022/03/24 00:00:00,364
35424,KLONDIKE LANE ELEMENTARY SCHOOL,3807 KLONDIKE LANE,40220,22,635,SCHOOLS,ACTIVE,100,2023/04/17 00:00:00,100,2022/09/19 00:00:00,100,2022/04/15 00:00:00,365
35426,MARTIN LUTHER KING SCHOOL,4325 VERMONT AVE,40212,24,635,SCHOOLS,ACTIVE,100,2023/04/19 00:00:00,96,2022/10/19 00:00:00,92,2022/04/29 00:00:00,366
35428,T.T. KNIGHT MIDDLE SCHOOL,9803 BLUE LICK RD,40229,27,635,SCHOOLS,ACTIVE,98,2023/04/10 00:00:00,98,2023/04/10 00:00:00,100,2022/08/31 00:00:00,367
35430,O M LASSISTER MIDDLE SCHOOL,8200 CANDLEWORTH,40214,28,635,SCHOOLS,ACTIVE,98,2023/03/13 00:00:00,100,2022/11/09 00:00:00,89,2022/04/19 00:00:00,368
35431,ST. EDWARD'S SCHOOL,9610 SUE HELEN DR,40299,22,635,SCHOOLS,ACTIVE,100,2023/03/14 00:00:00,100,2022/09/19 00:00:00,100,2022/02/07 00:00:00,369
35432,LAUKHUF ELEMENTARY SCHOOL,5100 CAPEWOOD,40229,27,635,SCHOOLS,ACTIVE,95,2023/03/10 00:00:00,100,2022/08/31 00:00:00,100,2022/03/28 00:00:00,370
35433,LAYNE ELEMENTARY SCHOOL,9831 EAST AVE,40272,23,635,SCHOOLS,ACTIVE,100,2023/03/29 00:00:00,100,2022/11/21 00:00:00,100,2022/03/08 00:00:00,371
35435,LINCOLN ELEMENTARY PERFORMING ARTS SCHOOL,930 E. MAIN ST,40206,26,635,SCHOOLS,ACTIVE,81,2023/02/22 00:00:00,94,2022/09/16 00:00:00,98,2022/02/01 00:00:00,372
35436,ST. FRANCIS OF ASSISI,1938 ALFRESCO PL,40205,29,635,SCHOOLS,ACTIVE,100,2023/02/13 00:00:00,95,2022/09/09 00:00:00,100,2022/01/26 00:00:00,373
35437,FRANCIS PARKER SCHOOL OF LOUISVILLE,233 W. BROADWAY,40202,24,635,SCHOOLS,ACTIVE,96,2023/02/22 00:00:00,100,2022/09/15 00:00:00,100,2022/01/31 00:00:00,374
35438,LOUISVILLE COLLEGIATE SCHOOL,2427 GLENMARY AVE,40204,26,635,SCHOOLS,ACTIVE,90,2023/03/01 00:00:00,92,2022/09/15 00:00:00,95,2022/01/31 00:00:00,375
35439,ST. GABRIEL SCHOOL,5503 BARDSTOWN ROAD,40291,22,635,SCHOOLS,ACTIVE,100,2023/02/24 00:00:00,100,2022/10/13 00:00:00,100,2022/02/10 00:00:00,376
35440,LOWE ELEMENTARY SCHOOL,210 OXFORDSHIRE PLACE,40222,25,635,SCHOOLS,ACTIVE,88,2023/02/23 00:00:00,96,2022/09/06 00:00:00,98,2022/02/14 00:00:00,377
35443,ST JAMES SCHOOL,1818 EDENSIDE,40204,26,635,SCHOOLS,ACTIVE,94,2023/03/07 00:00:00,96,2022/09/09 00:00:00,100,2022/05/19 00:00:00,378
35448,NOTRE DAME ACADEMY,1925 LEWISTON DR,40216,23,635,SCHOOLS,ACTIVE,95,2023/03/21 00:00:00,100,2022/11/11 00:00:00,82,2022/03/22 00:00:00,379
35451,ST. MARTHA SCHOOL,2825 KLONDIKE LN,40218,22,635,SCHOOLS,ACTIVE,100,2023/03/27 00:00:00,100,2022/09/26 00:00:00,100,2022/03/21 00:00:00,380
110462,PREMIER PIERCINGS AND TATTOOING,2928 S 4TH ST,40208,28,634,TATTOO STUDIO,ACTIVE,97,2022/10/25 00:00:00,93,2021/10/07 00:00:00,98,2020/05/05 00:00:00,381
54540,HAMPTON INN,800 PHILLIPS LN,40209,28,620,HOTEL / MOTEL,ACTIVE,95,2023/01/26 00:00:00,94,2022/04/01 00:00:00,94,2021/02/24 00:00:00,382
75380,HAMPTON INN & SUITES LOUISVILLE EAST,1451 ALLIANT AVE,40299,22,620,HOTEL / MOTEL,ACTIVE,96,2023/04/03 00:00:00,92,2022/03/10 00:00:00,96,2021/01/27 00:00:00,383
56071,INTOWN SUITES PRESTON HWY,7121 PRESTON HIGHWAY,40219,27,620,HOTEL / MOTEL,ACTIVE,100,2023/05/01 00:00:00,94,2021/12/15 00:00:00,92,2019/12/30 00:00:00,384
75541,HOLY ANGELS ACADEMY,12201 OLD HENRY ROAD,40223,25,635,SCHOOLS,ACTIVE,100,2023/04/20 00:00:00,93,2022/09/20 00:00:00,100,2022/02/18 00:00:00,385
56471,MICROTEL INN,1221 KENTUCKY MILLS LN,40299,22,620,HOTEL / MOTEL,ACTIVE,90,2023/03/16 00:00:00,83,2022/03/11 00:00:00,91,2021/02/19 00:00:00,386
